Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,4930611,99,98,2,1,47,4929155,0
1,2775177,147,146,9,1,44,2774642,1
1,286908,143,142,9,1,44,285556,0
1,4070879,86,85,9,1,25,4070196,0
1,1589097,134,133,9,1,6,1587573,1
1,1182456,120,119,9,1,22,1180816,1
1,158094,103,102,9,1,23,156706,1
1,16687,55,54,9,1,34,14902,1
0,237565,107,106,7,0,12,236150,1
1,34585,40,39,9,1,54,33074,1
1,10341,8,8,9,1,62,9201,0
1,2797682,150,149,9,1,44,2796528,0
0,2972153,155,154,7,0,29,2970543,0
1,70716,139,138,9,1,52,69197,0
1,16196,26,26,9,1,15,14732,0
1,2769881,146,145,9,1,44,2769468,1
