GENE_SUBCLASS,GENOMIC_END_POSITION,GENE_DB_ID,ENCODED_PROTEIN,GENE_TYPE,CHROMOSOME_ID,GENOMIC_START_POSITION,STRAND_ORIENTATION
0,2598728,86,0,0,0,2597760,1
1,1104725,43,0,1,0,1103973,1
0,1753616,162,0,0,4,1752621,0
1,2694134,247,1,1,12,2693159,0
0,3821699,127,0,0,0,3820752,1
1,207934,235,1,1,10,206941,1
0,2729418,249,0,0,12,2728442,0
0,1647699,60,0,0,0,1646762,0
0,1456456,53,0,0,0,1455519,0
0,5080,170,0,0,6,4079,1
0,23469,185,0,0,7,22545,1
1,2821,258,1,1,13,1796,1
0,2037842,182,0,0,6,2036855,0
0,1782786,165,0,0,4,1781826,0
0,1758744,64,0,0,0,1757779,1
0,1410592,50,0,0,0,1409631,0
0,2410931,239,0,0,12,2409980,0
0,77248,261,0,0,13,76246,1
0,669332,24,0,0,0,668377,0
1,7509,214,1,1,8,6770,1
0,36053,154,0,0,4,35076,1
1,1528688,55,1,1,0,1527763,1
0,47279,187,0,0,7,46316,1
1,8035,153,1,1,4,7042,1
0,192905,265,0,0,13,191876,1
1,188127,194,1,1,7,187156,1
0,1190403,143,0,0,2,1189413,0
0,3699200,124,0,0,0,3698199,1
0,1242580,145,0,0,2,1241593,0
0,2901620,97,0,0,0,2900680,1
0,2595178,85,0,0,0,2594197,1
0,2787380,212,0,0,7,2786407,0
0,3422379,115,0,0,0,3421396,0
1,49077,259,1,1,13,48083,1
0,632947,23,0,0,0,631997,0
0,4464,184,0,0,7,3665,1
0,2023898,77,0,0,0,2022911,1
0,3035493,105,0,0,0,3034472,1
1,992940,38,1,1,0,992231,1
0,2953405,100,0,0,0,2952535,1
