Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,28680,130,130,3,163,27985
0,478938,103,103,4,3,478315
0,1109266,398,398,4,137,1108595
0,21792,345,345,4,40,21193
1,649380,237,237,4,6,648745
1,538452,147,147,4,116,537880
0,21840,231,231,4,129,21079
0,567898,125,125,2,62,567485
0,53116,397,397,5,37,52718
0,308712,370,370,4,26,308044
1,633183,235,235,2,94,632827
0,1591262,331,331,4,70,1590720
0,559332,145,145,2,80,558976
1,627298,101,101,4,83,626603
1,555039,429,429,4,96,554545
0,269583,420,420,4,134,268954
0,1591401,213,213,3,128,1590901
1,1060193,190,190,4,58,1059636
0,272757,181,181,4,21,271798
0,21892,339,339,4,53,21179
1,400683,57,57,4,156,400036
0,11825,46,46,4,125,11139
1,610947,367,367,4,167,610288
0,1183104,325,325,4,39,1182499
0,1871216,110,110,4,17,1870641
1,1100102,407,407,4,100,1099440
0,223254,291,291,4,23,222562
1,2130876,106,106,4,95,2130250
1,5418,232,232,4,76,4696
0,266951,175,175,4,97,266226
0,643220,200,200,4,65,642618
1,238595,173,173,4,31,237978
1,174019,66,66,4,47,173294
1,33533,391,391,4,146,32910
0,66227,302,302,4,119,65685
1,1038285,191,191,4,95,1037734
0,1299223,186,186,4,95,1298663
0,549268,76,76,4,158,548651
1,1790185,220,220,4,34,1789544
1,110877,156,156,5,160,110344
1,44362,301,301,3,120,43754
1,375323,426,426,4,127,374682
1,1894275,112,112,4,28,1893637
0,48963,358,358,4,103,48349
0,63431,64,64,4,125,62859
0,563485,95,95,2,18,563114
1,1947,16,16,3,139,1330
1,849658,24,24,4,121,849029
0,17246,267,267,4,42,16593
1,11667,260,260,4,42,10975
1,1192370,314,314,4,159,1191744
1,789660,151,151,4,59,789061
0,484940,355,355,4,51,484143
0,551183,227,227,2,160,550740
0,1665163,30,30,4,149,1664528
0,15815,361,361,4,50,15231
0,423275,204,204,4,5,422700
0,50225,396,396,4,100,49587
0,23909,362,362,4,140,23259
0,1935320,216,216,4,121,1934724
1,1439745,91,91,4,58,1439215
0,1646736,214,214,4,19,1646206
1,5356,350,350,4,133,4736
0,281837,180,180,4,98,281250
0,217404,23,23,4,23,216745
0,431207,427,427,4,143,430704
0,565167,382,382,2,80,564760
1,4939,7,7,4,1,4241
0,497547,252,252,4,23,496699
0,2159962,326,326,4,70,2159390
1,1722444,338,338,4,21,1721857
1,210445,136,136,3,43,209840
1,636879,160,160,4,127,636250
1,2103139,221,221,4,58,2102468
0,211634,419,419,5,8,211245
1,34921,268,268,4,125,34262
0,1578872,121,121,4,17,1578312
0,596495,161,161,4,134,595866
1,9539,197,197,4,93,8904
1,491431,297,297,4,6,490859
0,465000,353,353,4,2,464038
0,283286,425,425,4,134,282588
0,1863,44,44,4,129,1279
0,1337715,211,211,3,30,1337152
1,10499,39,39,2,92,10110
0,6256,131,131,2,129,5888
0,77237,61,61,4,129,76545
0,1685667,118,118,0,159,1685527
1,566496,298,298,4,131,565864
0,1212108,311,311,4,17,1211533
1,8071,393,393,4,85,7124
1,631273,159,159,4,96,630704
1,1357417,310,310,4,145,1356881
1,1413348,210,210,4,13,1412725
0,897652,241,241,4,162,897068
1,102031,0,0,4,102,101630
0,460277,284,284,4,58,459570
1,542828,292,292,4,6,542232
1,2082607,36,36,4,58,2081918
1,673589,185,185,4,12,672981
0,262590,288,288,4,130,261997
0,1069989,194,194,4,58,1069351
1,54130,400,400,4,52,53294
1,225709,70,70,3,33,225092
1,2039757,328,328,4,168,2039173
0,55031,266,266,4,129,54300
1,42738,392,392,4,85,42403
1,698962,98,98,4,95,698387
1,1037760,369,369,4,167,1037092
0,510533,431,431,4,44,509916
1,1653046,114,114,4,58,1652444
0,602022,162,162,4,143,601444
0,9693,360,360,4,140,9067
0,331967,154,154,4,132,331098
1,57983,63,63,4,129,57381
0,488252,251,251,4,130,487683
0,152203,402,402,4,90,151562
1,7816,170,170,4,125,6941
0,473006,253,253,4,132,472107
1,8984,256,256,4,76,8412
0,296422,244,244,4,132,295724
0,786,373,373,4,35,88
0,521226,208,208,4,111,520573
1,1896,255,255,4,76,1198
0,433446,205,205,4,5,432955
0,297265,224,224,4,156,296609
0,421453,417,417,4,159,420860
1,10738,165,165,4,129,10142
0,422988,183,183,4,63,422386
0,739582,271,271,4,70,738989
0,741926,201,201,4,46,741234
1,2021354,37,37,4,17,2020752
0,22510,55,55,3,156,21845
0,12963,341,341,4,53,12349
1,1279824,189,189,4,17,1279111
0,2141017,327,327,4,48,2140400
1,203566,71,71,2,57,203195
1,641268,236,236,4,131,640657
1,1773473,334,334,3,119,1772775
1,537100,293,293,4,6,536468
1,3185,163,163,4,125,2544
1,1094415,318,318,4,58,1093786
0,548259,144,144,2,72,547909
0,4704,229,229,4,125,4066
0,55203,82,82,4,31,54550
0,288418,223,223,4,109,287768
0,165971,19,19,4,1,165327
1,627125,86,86,4,169,626559
0,606832,87,87,4,48,606242
1,11303,51,51,4,76,10641
1,661517,1,1,4,6,660867
