StrandOrientation,GenomicEndPosition,GeneId,GeneDbId,EncodedProtein,GeneType,ChromosomeId,GenomicStartPosition
1,327963,422,422,4,0,4,327337
0,78452,297,297,4,0,14,77844
0,2893,381,381,4,0,86,2228
1,38888,77,77,4,0,13,38181
1,22995,302,302,2,0,13,22609
1,1066542,402,402,4,0,26,1065931
0,438865,348,348,4,0,16,438233
0,345916,150,150,4,0,15,345353
0,499409,363,363,3,1,21,498789
0,262228,36,36,4,0,21,261515
1,350824,411,411,2,0,13,350453
0,224418,164,164,4,0,16,223792
0,17055,46,46,4,0,55,16375
1,1049,280,280,4,0,47,204
1,807166,148,148,4,0,21,806492
1,874302,271,271,3,1,26,873739
1,281,8,8,5,0,35,3
0,16035,339,339,4,0,77,15472
1,311595,409,409,2,0,13,311224
1,6125,9,9,4,0,35,5631
0,582243,75,75,4,0,7,581596
0,1670681,27,27,4,0,26,1670067
0,544317,143,143,1,1,21,543658
0,285006,242,242,4,0,15,284026
0,482096,250,250,4,0,15,481446
0,16573,162,162,4,0,65,15977
0,1236,122,122,4,0,43,691
1,2152710,103,103,4,0,27,2152117
0,218124,163,163,4,0,16,217234
1,505974,291,291,4,0,9,505327
0,314714,120,120,4,0,11,314181
0,729959,94,94,4,0,27,729363
1,358436,274,274,2,0,13,358038
1,594102,228,228,4,0,9,593512
1,22696,71,71,4,0,14,22061
0,1261581,321,321,3,1,25,1260970
0,160801,400,400,4,0,93,160181
0,10872,101,101,3,1,59,10210
1,412598,276,276,4,0,29,411981
1,517192,290,290,4,0,9,516578
1,53893,304,304,4,0,10,53279
0,253563,284,284,4,0,15,252895
0,237931,282,282,4,0,15,237338
0,266589,173,173,4,0,16,265723
0,1078119,189,189,4,0,27,1077559
1,468817,293,293,4,0,9,467864
1,1243238,183,183,4,0,27,1242540
0,1176204,396,396,4,0,22,1175530
0,6197,384,384,4,0,88,5628
1,47042,78,78,4,0,13,46335
0,374682,40,40,4,0,27,374062
0,1420673,89,89,4,0,27,1420101
1,388432,191,191,2,0,28,388043
0,70633,57,57,4,0,57,70109
0,11230,371,371,4,0,48,10535
0,694973,305,305,4,0,26,694383
0,1677970,115,115,4,0,27,1677395
0,5761,372,372,4,0,49,5141
0,1886263,213,213,4,0,26,1885670
1,320021,421,421,4,0,4,319437
1,282372,170,170,4,0,13,281740
0,456160,319,319,4,0,22,455483
1,36542,382,382,4,0,87,35961
1,602338,318,318,4,0,6,601643
1,377041,360,360,4,0,11,376496
1,1142859,406,406,4,0,26,1142287
1,1481322,91,91,4,0,27,1480762
1,1306828,204,204,4,0,25,1306226
1,1739,5,5,4,0,32,1236
0,410649,137,137,2,0,13,410251
0,1587490,207,207,4,0,25,1586741
1,2442,281,281,4,0,47,1612
1,333597,423,423,4,0,4,332944
0,1411596,20,20,4,0,27,1410949
0,260483,174,174,4,0,16,259935
0,917604,270,270,4,0,26,916954
1,371048,273,273,4,0,13,370350
1,11470,45,45,2,0,54,11081
0,377176,138,138,4,0,13,376607
0,1943209,7,7,4,0,27,1942577
1,7470,265,265,4,0,76,6853
0,120884,33,33,2,0,13,120498
1,21243,13,13,4,0,37,20602
1,617680,229,229,4,0,9,617066
0,340144,410,410,4,0,13,339536
0,862102,238,238,3,1,21,861431
0,1875155,214,214,4,0,26,1874526
1,633183,230,230,2,0,9,632827
0,59685,47,47,4,0,55,58891
0,1611491,327,327,4,0,26,1610868
0,31626,354,354,4,0,82,31012
1,76266,275,275,4,0,13,75574
0,430625,11,11,4,0,15,430509
0,288480,172,172,4,0,16,287506
0,1187163,343,343,4,0,21,1186465
0,1200244,310,310,4,0,27,1199621
0,18926,387,387,4,0,91,18276
1,2115566,24,24,4,0,27,2114982
1,1109679,314,314,4,0,27,1109041
1,1559,49,49,4,0,56,987
0,413954,415,415,4,0,27,413337
1,159847,65,65,4,0,13,159101
1,1139142,313,313,4,0,27,1138561
1,462219,361,361,4,0,21,461563
1,1348,165,165,4,0,66,512
0,1344856,195,195,4,0,20,1344239
1,203566,68,68,2,0,13,203195
1,3660,192,192,4,0,67,3085
0,1001979,93,93,4,0,27,1001410
0,1671935,116,116,3,1,27,1671336
1,3008,160,160,4,0,45,2760
0,17644,345,345,4,0,79,17072
0,393310,277,277,4,0,29,392783
0,1025055,188,188,4,0,27,1024453
1,1654543,29,29,4,0,26,1654004
1,11006,12,12,4,0,36,10434
0,1840810,107,107,4,0,27,1840178
1,1182146,311,311,4,0,27,1181541
1,356421,429,429,3,1,12,355831
0,398667,245,245,4,0,15,398035
1,1235855,184,184,2,0,27,1235211
0,1806636,334,334,4,0,27,1806064
0,7249,51,51,4,0,56,6641
0,452612,278,278,4,0,27,451995
0,425782,136,136,2,0,13,425384
0,1121,1,1,4,0,31,531
1,725245,147,147,4,0,21,724664
0,7534,340,340,2,0,78,7151
0,14571,374,374,4,0,49,14272
0,244449,285,285,4,0,15,243556
0,622513,25,25,4,0,27,621803
0,261062,171,171,4,0,13,260553
0,253089,175,175,4,0,16,252442
0,305429,369,369,4,0,23,304515
0,690105,144,144,3,1,21,689434
1,26110,303,303,4,0,13,25487
0,55203,79,79,4,0,13,54550
1,6670,223,223,4,0,68,6140
0,467996,362,362,4,0,21,467418
0,1079,124,124,2,0,61,750
1,1784731,330,330,4,0,27,1784156
0,1392058,306,306,4,0,27,1391459
1,174019,63,63,4,0,13,173294
1,44727,392,392,3,1,92,44119
0,978860,272,272,1,1,26,978390
0,7294,258,258,4,0,74,6638
0,9111,128,128,2,0,62,8734
1,641578,81,81,4,0,10,640880
0,2852,15,15,4,0,39,2211
0,1610144,112,112,4,0,27,1609563
1,225709,67,67,3,1,13,225092
1,873,4,4,4,0,34,262
1,504309,425,425,3,1,4,503911
0,1707,375,375,4,0,84,1054
0,570400,73,73,4,0,7,569783
0,897457,269,269,4,0,26,896894
1,528985,289,289,4,0,9,528356
1,930600,239,239,4,0,21,929947
0,459742,246,246,4,0,15,459083
0,8892,373,373,4,0,49,8245
0,410431,178,178,4,0,14,409799
1,102031,0,0,4,0,2,101630
1,311313,420,420,4,0,4,310645
0,444695,30,30,4,0,3,444042
0,302673,241,241,4,0,15,302005
0,332148,408,408,4,0,13,331510
0,22912,56,56,2,0,57,22523
1,20624,72,72,4,0,42,19953
0,276224,132,132,4,0,21,275592
1,605996,235,235,4,0,9,605367
1,631273,155,155,4,0,4,630704
1,893116,236,236,3,1,21,892445
1,9993,32,32,4,0,40,9376
1,1448091,87,87,4,0,27,1447573
1,12594,194,194,4,0,46,11959
0,389569,244,244,4,0,15,388676
0,28027,42,42,4,0,52,27344
1,426818,133,133,4,0,4,426186
0,32545,259,259,4,0,75,31979
0,11424,39,39,3,1,51,10828
0,474095,351,351,4,0,16,473496
1,891600,268,268,1,1,26,891058
1,1570983,118,118,4,0,27,1570405
1,487260,198,198,4,0,22,486679
0,28680,126,126,3,1,62,27985
1,6518,301,301,4,0,1,5874
0,1109266,395,395,4,0,22,1108595
0,21792,342,342,4,0,78,21193
1,652493,233,233,4,0,9,651543
1,538452,142,142,4,0,21,537880
0,21840,226,226,4,0,70,21079
0,567898,121,121,2,0,18,567485
0,53116,394,394,5,0,92,52718
0,308712,367,367,4,0,15,308044
1,641268,231,231,4,0,9,640657
0,1591262,328,328,4,0,26,1590720
0,559332,140,140,2,0,19,558976
0,643220,196,196,4,0,6,642618
1,588625,154,154,3,1,4,587969
0,277659,419,419,4,0,4,277030
0,1591401,208,208,3,1,25,1590901
1,1060193,186,186,4,0,27,1059636
0,272757,177,177,4,0,16,271798
0,21892,336,336,4,0,77,21179
1,438791,31,31,4,0,3,438168
0,11825,43,43,4,0,52,11139
1,610947,364,364,4,0,21,610288
0,1183104,322,322,4,0,25,1182499
0,1871216,106,106,4,0,27,1870641
1,1100102,404,404,4,0,26,1099440
0,223254,286,286,4,0,15,222562
1,2130876,102,102,4,0,27,2130250
1,5418,227,227,4,0,70,4696
1,274287,169,169,4,0,13,273715
1,212591,428,428,4,0,7,211887
0,253619,167,167,4,0,13,252897
1,190891,64,64,4,0,13,190256
1,33533,388,388,4,0,91,32910
1,56752,62,62,4,0,2,56126
1,1038285,187,187,4,0,27,1037734
0,1299223,182,182,4,0,27,1298663
0,555039,76,76,4,0,7,554104
1,1790185,215,215,4,0,26,1789544
1,118792,152,152,4,0,2,118211
0,70385,296,296,4,0,14,69732
0,406686,134,134,4,0,4,406078
1,1894275,108,108,4,0,27,1893637
0,48963,355,355,4,0,82,48349
0,63431,61,61,4,0,58,62859
0,563485,92,92,2,0,19,563114
1,1947,14,14,3,1,38,1330
1,849658,22,22,4,0,26,849029
0,17246,263,263,4,0,75,16593
1,11667,256,256,4,0,73,10975
1,1192370,312,312,4,0,27,1191744
1,789660,146,146,4,0,21,789061
0,484940,352,352,4,0,16,484143
0,551183,222,222,2,0,18,550740
0,1665163,28,28,4,0,26,1664528
0,15815,358,358,4,0,82,15231
0,423275,200,200,4,0,22,422700
0,50225,393,393,4,0,92,49587
0,23909,359,359,4,0,82,23259
0,1935320,211,211,4,0,26,1934724
1,1439745,88,88,4,0,27,1439215
0,1646736,209,209,4,0,25,1646206
1,5356,347,347,4,0,81,4736
0,281837,176,176,4,0,16,281250
0,217404,21,21,4,0,15,216745
0,462632,135,135,4,0,4,462006
0,565167,379,379,2,0,19,564760
1,4939,6,6,4,0,32,4241
0,497547,248,248,4,0,15,496699
0,2159962,323,323,4,0,26,2159390
1,1722444,335,335,4,0,24,1721857
1,627125,83,83,4,0,10,626559
0,510533,430,430,4,0,5,509916
1,2103139,216,216,4,0,27,2102468
0,211634,416,416,5,0,0,211245
1,34921,264,264,4,0,76,34262
0,1578872,117,117,4,0,27,1578312
0,602022,158,158,4,0,4,601444
1,9539,193,193,4,0,46,8904
1,497850,292,292,4,0,9,497083
0,465000,350,350,4,0,16,464038
1,296809,418,418,4,0,4,296102
0,1863,41,41,4,0,52,1279
0,1337715,206,206,3,1,25,1337152
1,10499,37,37,2,0,50,10110
0,6256,127,127,2,0,62,5888
0,77237,58,58,4,0,57,76545
0,1685667,114,114,0,0,27,1685527
1,584282,130,130,4,0,9,583626
0,1212108,309,309,4,0,27,1211533
1,8071,390,390,4,0,91,7124
1,636879,156,156,4,0,4,636250
1,1357417,308,308,4,0,27,1356881
1,1413348,205,205,4,0,25,1412725
0,897652,237,237,4,0,21,897068
1,110877,151,151,5,0,2,110344
0,460277,279,279,4,0,27,459570
1,550961,287,287,4,0,9,550314
1,2082607,34,34,4,0,27,2081918
1,673589,181,181,4,0,26,672981
0,262590,283,283,4,0,15,261997
0,1069989,190,190,4,0,27,1069351
1,54130,397,397,4,0,93,53294
1,238595,168,168,4,0,13,237978
1,2039757,325,325,4,0,26,2039173
0,55031,262,262,4,0,75,54300
1,42738,389,389,4,0,91,42403
1,698962,95,95,4,0,27,698387
1,1037760,366,366,4,0,21,1037092
0,522585,431,431,4,0,5,522157
1,1653046,110,110,4,0,27,1652444
0,610905,153,153,4,0,4,610333
0,9693,357,357,4,0,82,9067
0,331967,149,149,4,0,15,331098
1,57983,60,60,4,0,58,57381
0,488252,247,247,4,0,15,487683
0,152203,399,399,4,0,93,151562
1,7816,166,166,4,0,66,6941
0,473006,249,249,4,0,15,472107
1,8984,252,252,4,0,71,8412
0,296422,240,240,4,0,15,295724
0,786,370,370,4,0,83,88
0,541203,100,100,4,0,6,540331
1,1896,251,251,4,0,71,1198
0,433446,201,201,4,0,22,432955
0,304189,220,220,4,0,3,303608
0,421453,414,414,4,0,27,420860
1,10738,161,161,4,0,65,10142
0,422988,179,179,4,0,14,422386
0,739582,267,267,4,0,26,738989
0,741926,197,197,4,0,15,741234
1,2021354,35,35,4,0,27,2020752
0,22510,52,52,3,1,41,21845
0,12963,338,338,4,0,77,12349
1,1279824,185,185,4,0,27,1279111
0,2141017,324,324,4,0,26,2140400
1,213605,69,69,4,0,13,212727
1,649380,232,232,4,0,9,648745
1,1773473,331,331,3,1,27,1772775
1,542828,288,288,4,0,9,542232
1,3185,159,159,4,0,64,2544
1,1094415,316,316,4,0,27,1093786
0,548259,139,139,2,0,19,547909
0,4704,224,224,4,0,69,4066
0,67780,412,412,4,0,13,67067
0,297265,219,219,4,0,3,296609
1,498188,427,427,4,0,8,497556
1,633393,80,80,4,0,10,632488
0,606832,84,84,4,0,26,606242
1,11303,48,48,4,0,55,10641
1,667099,3,3,4,0,9,666332
