Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,978860,278,278,1,117,978390
0,7294,264,264,4,41,6638
0,9111,132,132,2,75,8734
1,633393,82,82,4,58,632488
0,2852,16,16,4,35,2211
0,1610144,115,115,4,74,1609563
1,219644,71,71,4,52,218985
1,873,5,5,4,31,262
0,462632,141,141,4,96,462006
0,1707,378,378,4,86,1054
0,555039,78,78,4,77,554104
0,897457,275,275,4,59,896894
1,522983,295,295,4,6,522417
0,897652,243,243,4,163,897068
0,445439,135,135,4,109,444747
0,8892,376,376,4,4,8245
0,407298,185,185,4,84,406639
1,95645,64,64,4,111,95094
1,296809,421,421,4,96,296102
1,438791,32,32,4,143,438168
0,296422,247,247,4,133,295724
1,311595,412,412,2,97,311224
0,22912,58,58,2,130,22523
1,20624,74,74,4,65,19953
0,262228,37,37,4,168,261515
1,603114,240,240,4,14,602248
0,610905,158,158,4,135,610333
0,862102,244,244,3,1,861431
1,9993,33,33,4,127,9376
1,1448091,89,89,4,16,1447573
1,12594,199,199,4,93,11959
0,367683,156,156,4,25,367096
0,28027,44,44,4,126,27344
0,406686,140,140,4,96,406078
0,32545,265,265,4,126,31979
0,11424,40,40,3,107,10828
0,465000,354,354,4,2,464038
1,891600,274,274,1,40,891058
1,1570983,121,121,4,95,1570405
0,456160,322,322,4,118,455483
0,28680,130,130,3,164,27985
0,478938,102,102,4,3,478315
1,494817,204,204,4,13,494134
0,21792,346,346,4,39,21193
1,649380,239,239,4,6,648745
0,499409,366,366,3,54,498789
0,21840,233,233,4,130,21079
0,551183,229,229,2,161,550740
0,53116,397,397,5,36,52718
0,302673,248,248,4,45,302005
1,633183,237,237,2,94,632827
0,1591262,332,332,4,68,1590720
0,548259,145,145,2,70,547909
1,627298,100,100,4,82,626603
1,555039,429,429,4,96,554545
0,269583,420,420,4,135,268954
0,1587490,214,214,4,90,1586741
1,1060193,191,191,4,56,1059636
0,266589,177,177,4,20,265723
0,21892,340,340,4,51,21179
1,400683,56,56,4,157,400036
0,11825,45,45,4,126,11139
1,564291,149,149,4,115,563632
1,1722444,339,339,4,20,1721857
0,1871216,109,109,4,16,1870641
1,1100102,407,407,4,100,1099440
0,217404,22,22,4,22,216745
1,2130876,105,105,4,95,2130250
1,5418,234,234,4,75,4696
0,266951,175,175,4,97,266226
0,643220,201,201,4,63,642618
1,238595,173,173,4,30,237978
1,174019,65,65,4,46,173294
1,33533,391,391,4,147,32910
0,66227,303,303,4,120,65685
1,1038285,192,192,4,95,1037734
0,1299223,187,187,4,95,1298663
0,549268,75,75,4,159,548651
1,1790185,222,222,4,33,1789544
1,110877,157,157,5,161,110344
1,44362,302,302,3,121,43754
1,375323,426,426,4,128,374682
1,1894275,111,111,4,27,1893637
0,48963,358,358,4,103,48349
0,63431,63,63,4,126,62859
0,559332,146,146,2,79,558976
1,1947,15,15,3,140,1330
1,849658,23,23,4,122,849029
0,17246,269,269,4,41,16593
1,11667,262,262,4,41,10975
1,1192370,315,315,4,160,1191744
0,777907,152,152,4,116,777242
0,474095,355,355,4,113,473496
0,548591,228,228,2,40,548190
0,1665163,29,29,4,150,1664528
0,15815,361,361,4,49,15231
1,417430,206,206,4,13,416753
0,50225,396,396,4,100,49587
0,23909,362,362,4,141,23259
0,1935320,218,218,4,122,1934724
1,1439745,90,90,4,56,1439215
0,1628056,215,215,4,105,1627475
1,5356,351,351,4,134,4736
0,272757,181,181,4,20,271798
0,422988,184,184,4,61,422386
0,431207,427,427,4,144,430704
0,563485,94,94,2,17,563114
1,4939,7,7,4,1,4241
0,488252,254,254,4,131,487683
0,2159962,327,327,4,68,2159390
0,305429,372,372,4,9,304515
1,210445,137,137,3,42,209840
1,636879,161,161,4,128,636250
1,2103139,223,223,4,56,2102468
0,211634,419,419,5,8,211245
1,34921,270,270,4,126,34262
0,1578872,120,120,4,16,1578312
0,596495,162,162,4,135,595866
1,9539,198,198,4,93,8904
1,491431,298,298,4,6,490859
0,458814,353,353,4,98,458125
0,283286,425,425,4,135,282588
0,1863,43,43,4,130,1279
1,1306828,211,211,4,90,1306226
1,10499,38,38,2,92,10110
0,6256,131,131,2,130,5888
0,77237,60,60,4,130,76545
0,1685667,117,117,0,160,1685527
1,566496,299,299,4,132,565864
0,1212108,312,312,4,16,1211533
1,8071,393,393,4,85,7124
1,631273,160,160,4,96,630704
1,1357417,311,311,4,146,1356881
0,1337715,213,213,3,29,1337152
1,893116,242,242,3,11,892445
1,102031,0,0,4,102,101630
0,460277,286,286,4,56,459570
1,542828,293,293,4,6,542232
1,2082607,35,35,4,56,2081918
1,632235,86,86,4,33,631654
0,253563,290,290,4,131,252895
0,1069989,195,195,4,56,1069351
1,54130,400,400,4,50,53294
1,225709,69,69,3,32,225092
1,2039757,329,329,4,169,2039173
0,55031,268,268,4,130,54300
1,42738,392,392,4,85,42403
1,698962,97,97,4,95,698387
1,930600,245,245,4,168,929947
0,510533,431,431,4,43,509916
1,1653046,113,113,4,56,1652444
0,602022,163,163,4,144,601444
0,9693,360,360,4,141,9067
0,325661,371,371,4,133,325122
1,57983,62,62,4,130,57381
0,482096,257,257,4,109,481446
0,152203,402,402,4,90,151562
1,7816,170,170,4,126,6941
0,459742,253,253,4,25,459083
1,8984,259,259,4,75,8412
0,285006,249,249,4,133,284026
0,786,373,373,4,34,88
0,521226,210,210,4,112,520573
1,1896,258,258,4,75,1198
0,423275,205,205,4,5,422700
0,297265,226,226,4,157,296609
0,421453,417,417,4,160,420860
1,10738,166,166,4,130,10142
0,410431,183,183,4,61,409799
0,739582,273,273,4,68,738989
0,497547,255,255,4,22,496699
1,2021354,36,36,4,16,2020752
0,22510,54,54,3,157,21845
0,12963,342,342,4,51,12349
1,1279824,190,190,4,16,1279111
0,2141017,328,328,4,47,2140400
1,203566,70,70,2,55,203195
1,641268,238,238,4,132,640657
1,1773473,335,335,3,120,1772775
1,537100,294,294,4,6,536468
1,3185,164,164,4,126,2544
1,1094415,319,319,4,56,1093786
0,567898,124,124,2,60,567485
0,4704,231,231,4,126,4066
0,55203,81,81,4,30,54550
0,288418,225,225,4,110,287768
0,165971,18,18,4,1,165327
1,627125,85,85,4,170,626559
0,1646736,216,216,4,18,1646206
1,11303,50,50,4,75,10641
1,661517,1,1,4,6,660867
