ViafId,MuseumDigitalPlaceId,CapitalCity,GettyThesaurusOfGeographicNamesId,CommonsCategory,GeoNamesId,CountryName,ArchInformLocationId,MapCategory,NutsCode,EuKnowledgeGraphItemId,WhosOnFirstId,BirthCategory,WorldCatIdentitiesIdSuperseded,MainCategory,NationalLibraryOfIsraelJ9uId,LocatorMapImage,OpenStreetMapRelationId,GndId,DeweyDecimalClassification,CoatOfArmsImage,FreebaseId
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
141810140.0,908.0,75,7006366.0,63,798544.0,64,3031.0,52,24,4,85633723.0,51,45,63,9.870075550897052e+17,75,49715.0,49,5,67,48
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
144248059.0,1292.0,20,1000063.0,14,2802361.0,14,2969.0,12,2,73,85632997.0,11,28,14,9.870075597776051e+17,21,52411.0,12,27,63,1
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
189116956.0,209.0,9,7000084.0,36,2921044.0,38,2979.0,29,6,16,85633111.0,29,0,37,9.870075597787052e+17,48,51477.0,20,67,21,24
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
189116956.0,209.0,9,7000084.0,36,2921044.0,38,2979.0,29,6,16,85633111.0,29,0,37,9.870075597787052e+17,48,51477.0,20,67,21,24
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
128544491.0,841.0,14,7006278.0,39,719819.0,41,3056.0,31,13,24,85633237.0,31,11,40,9.870075618085052e+17,29,21335.0,75,6,23,29
237710820.0,4017.0,56,7006541.0,50,458258.0,52,3008.0,42,19,18,85633279.0,41,29,51,9.870075643129052e+17,31,72594.0,66,19,27,40
233665742.0,6329.0,59,1000049.0,20,3895114.0,20,3993.0,18,23,70,85633057.0,17,13,20,9.870075620864051e+17,14,167454.0,17,63,15,14
146499420.0,6866.0,15,7006477.0,5,3865483.0,5,2964.0,4,23,51,85632505.0,4,17,5,9.870075643487052e+17,0,286393.0,10,62,8,86
140638485.0,5685.0,38,7005562.0,57,3617476.0,59,3191.0,48,23,6,85632599.0,47,19,58,9.870075595112051e+17,72,287666.0,45,57,32,47
168830626.0,2178.0,42,7002435.0,70,2017370.0,70,3034.0,56,23,25,85632685.0,55,40,69,9.870075309815052e+17,78,60189.0,70,67,6,52
8.055148947783456e+21,2116.0,5,1000118.0,44,99237.0,46,2991.0,36,23,55,85632191.0,35,53,45,9.870075478117052e+17,53,304934.0,64,46,25,73
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
156652814.0,500.0,2,7016845.0,56,2750405.0,58,3020.0,80,21,11,85633337.0,71,1,57,9.870075503590052e+17,71,47796.0,46,26,81,45
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
189116956.0,209.0,9,7000084.0,36,2921044.0,38,2979.0,29,6,16,85633111.0,29,0,37,9.870075597787052e+17,48,51477.0,20,67,21,24
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
141810140.0,908.0,75,7006366.0,63,798544.0,64,3031.0,52,24,4,85633723.0,51,45,63,9.870075550897052e+17,75,49715.0,49,5,67,48
123663509.0,12180.0,58,7000261.0,89,69543.0,89,3073.0,71,23,61,85632499.0,69,35,88,9.870075618909052e+17,87,305092.0,65,40,60,16
130890862.0,545.0,16,7016833.0,27,357994.0,28,2961.0,23,23,71,85632581.0,23,24,28,9.870075480443052e+17,19,1473947.0,5,67,18,20
152361066.0,197.0,57,1000080.0,46,3175395.0,48,2996.0,39,16,7,85633253.0,38,7,47,9.870075549582052e+17,55,365331.0,35,8,57,32
128544491.0,841.0,14,7006278.0,39,719819.0,41,3056.0,31,13,24,85633237.0,31,11,40,9.870075618085052e+17,29,21335.0,75,6,23,29
5.114500371456134e+19,65451.0,75,,64,,65,,80,23,0,,77,0,64,,74,,86,67,36,18
141810140.0,908.0,75,7006366.0,63,798544.0,64,3031.0,52,24,4,85633723.0,51,45,63,9.870075550897052e+17,75,49715.0,49,5,67,48
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
128544491.0,841.0,14,7006278.0,39,719819.0,41,3056.0,31,13,24,85633237.0,31,11,40,9.870075618085052e+17,29,21335.0,75,6,23,29
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
157021581.0,5756.0,62,7006413.0,18,732800.0,18,2975.0,16,3,23,85633001.0,15,0,18,9.870075550520051e+17,22,186382.0,15,37,14,3
141810140.0,908.0,75,7006366.0,63,798544.0,64,3031.0,52,24,4,85633723.0,51,45,63,9.870075550897052e+17,75,49715.0,49,5,67,48
156652814.0,500.0,2,7016845.0,56,2750405.0,58,3020.0,80,21,11,85633337.0,71,1,57,9.870075503590052e+17,71,47796.0,46,26,81,45
152364951.0,43498.0,19,7006656.0,54,617790.0,56,6007.0,46,23,31,85633287.0,45,39,55,9.870075652503052e+17,60,58974.0,44,15,30,43
141810140.0,908.0,75,7006366.0,63,798544.0,64,3031.0,52,24,4,85633723.0,51,45,63,9.870075550897052e+17,75,49715.0,49,5,67,48
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
149669363.0,5473.0,69,7000231.0,43,130758.0,45,2992.0,35,23,47,85632361.0,34,9,44,9.870075596548051e+17,52,304938.0,31,44,55,36
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
129679518.0,63.0,11,1000047.0,17,3469034.0,17,2974.0,15,23,35,85633009.0,14,0,17,9.870075549459052e+17,10,59470.0,14,61,13,2
189116956.0,209.0,9,7000084.0,36,2921044.0,38,2979.0,29,6,16,85633111.0,29,0,37,9.870075597787052e+17,48,51477.0,20,67,21,24
152361066.0,197.0,57,1000080.0,46,3175395.0,48,2996.0,39,16,7,85633253.0,38,7,47,9.870075549582052e+17,55,365331.0,35,8,57,32
156652814.0,500.0,2,7016845.0,56,2750405.0,58,3020.0,80,21,11,85633337.0,71,1,57,9.870075503590052e+17,71,47796.0,46,26,81,45
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
158208597.0,10914.0,23,1000078.0,67,2963597.0,68,2993.0,37,14,12,85633241.0,36,14,67,9.870075643556051e+17,30,62273.0,32,1,26,34
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
154323889.0,589.0,10,7011731.0,79,2658434.0,80,3038.0,64,4,28,85633051.0,63,47,79,9.870075643569052e+17,44,51701.0,53,29,43,57
168830626.0,2178.0,42,7002435.0,70,2017370.0,70,3034.0,56,23,25,85632685.0,55,40,69,9.870075309815052e+17,78,60189.0,70,67,6,52
168830626.0,2178.0,42,7002435.0,70,2017370.0,70,3034.0,56,23,25,85632685.0,55,40,69,9.870075309815052e+17,78,60189.0,70,67,6,52
144248059.0,1292.0,20,1000063.0,14,2802361.0,14,2969.0,12,2,73,85632997.0,11,28,14,9.870075597776051e+17,21,52411.0,12,27,63,1
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
154323889.0,589.0,10,7011731.0,79,2658434.0,80,3038.0,64,4,28,85633051.0,63,47,79,9.870075643569052e+17,44,51701.0,53,29,43,57
135375457.0,714.0,44,7000198.0,41,1269750.0,43,2989.0,33,23,53,85632469.0,33,27,42,9.870075597778052e+17,50,304716.0,29,67,54,33
168830626.0,2178.0,42,7002435.0,70,2017370.0,70,3034.0,56,23,25,85632685.0,55,40,69,9.870075309815052e+17,78,60189.0,70,67,6,52
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
154323889.0,589.0,10,7011731.0,79,2658434.0,80,3038.0,64,4,28,85633051.0,63,47,79,9.870075643569052e+17,44,51701.0,53,29,43,57
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
189116956.0,209.0,9,7000084.0,36,2921044.0,38,2979.0,29,6,16,85633111.0,29,0,37,9.870075597787052e+17,48,51477.0,20,67,21,24
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
130168302.0,2312.0,76,7012149.0,86,6252001.0,86,3058.0,79,23,48,85633793.0,74,2,85,9.870072691397052e+17,84,148838.0,76,60,65,66
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
156652814.0,500.0,2,7016845.0,56,2750405.0,58,3020.0,80,21,11,85633337.0,71,1,57,9.870075503590052e+17,71,47796.0,46,26,81,45
153009195.0,6726.0,33,1000090.0,65,2264397.0,66,3032.0,53,25,10,85633735.0,52,21,65,9.870075480693052e+17,34,295480.0,50,11,37,49
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
141826349.0,6418.0,34,7006670.0,73,3190538.0,73,2298.0,59,29,21,85633779.0,58,0,72,9.870075548974052e+17,36,218657.0,56,33,41,59
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
157021581.0,5756.0,62,7006413.0,18,732800.0,18,2975.0,16,3,23,85633001.0,15,0,18,9.870075550520051e+17,22,186382.0,15,37,14,3
151202876.0,1798.0,8,7006669.0,71,6290252.0,71,12205.0,57,27,39,85633755.0,56,37,70,9.870075576176051e+17,66,1741311.0,54,32,39,60
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
264091107.0,330.0,49,1000070.0,31,3017382.0,33,2984.0,27,12,13,85633147.0,27,0,33,9.870075525332051e+17,27,2202162.0,25,7,0,79
130890862.0,545.0,16,7016833.0,27,357994.0,28,2961.0,23,23,71,85632581.0,23,24,28,9.870075480443052e+17,19,1473947.0,5,67,18,20
148842731.0,236.0,73,1000062.0,8,2782113.0,8,3025.0,7,1,8,85632785.0,7,10,8,9.870075596513052e+17,20,16239.0,48,2,10,81
159367111.0,276.0,72,1000120.0,47,1861060.0,49,2998.0,40,23,56,85632429.0,39,0,48,9.870075502402052e+17,56,382313.0,36,39,70,26
156652814.0,500.0,2,7016845.0,56,2750405.0,58,3020.0,80,21,11,85633337.0,71,1,57,9.870075503590052e+17,71,47796.0,46,26,81,45
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
235482277.0,13188.0,18,1000059.0,88,3625428.0,88,3060.0,70,23,76,85632317.0,68,48,87,9.870075525421052e+17,86,272644.0,62,65,45,63
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
152361066.0,197.0,57,1000080.0,46,3175395.0,48,2996.0,39,16,7,85633253.0,38,7,47,9.870075549582052e+17,55,365331.0,35,8,57,32
156652814.0,500.0,2,7016845.0,56,2750405.0,58,3020.0,80,21,11,85633337.0,71,1,57,9.870075503590052e+17,71,47796.0,46,26,81,45
130168302.0,2312.0,76,7012149.0,86,6252001.0,86,3058.0,79,23,48,85633793.0,74,2,85,9.870072691397052e+17,84,148838.0,76,60,65,66
141810140.0,908.0,75,7006366.0,63,798544.0,64,3031.0,52,24,4,85633723.0,51,45,63,9.870075550897052e+17,75,49715.0,49,5,67,48
130168302.0,2312.0,76,7012149.0,86,6252001.0,86,3058.0,79,23,48,85633793.0,74,2,85,9.870072691397052e+17,84,148838.0,76,60,65,66
316750432.0,14372.0,66,1000141.0,80,1668284.0,81,3049.0,65,23,65,85632403.0,64,20,80,9.870075619346052e+17,64,449220.0,24,67,75,54
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
152361066.0,197.0,57,1000080.0,46,3175395.0,48,2996.0,39,16,7,85633253.0,38,7,47,9.870075549582052e+17,55,365331.0,35,8,57,32
156652814.0,500.0,2,7016845.0,56,2750405.0,58,3020.0,80,21,11,85633337.0,71,1,57,9.870075503590052e+17,71,47796.0,46,26,81,45
141810140.0,908.0,75,7006366.0,63,798544.0,64,3031.0,52,24,4,85633723.0,51,45,63,9.870075550897052e+17,75,49715.0,49,5,67,48
134398983.0,78951.0,36,7003514.0,52,2960313.0,54,3012.0,44,18,77,85633275.0,43,32,53,9.870075503052051e+17,33,2171347.0,40,28,66,41
264091107.0,330.0,49,1000070.0,31,3017382.0,33,2984.0,27,12,13,85633147.0,27,0,33,9.870075525332051e+17,27,2202162.0,25,7,0,79
168830626.0,2178.0,42,7002435.0,70,2017370.0,70,3034.0,56,23,25,85632685.0,55,40,69,9.870075309815052e+17,78,60189.0,70,67,6,52
128544491.0,841.0,14,7006278.0,39,719819.0,41,3056.0,31,13,24,85633237.0,31,11,40,9.870075618085052e+17,29,21335.0,75,6,23,29
264091107.0,330.0,49,1000070.0,31,3017382.0,33,2984.0,27,12,13,85633147.0,27,0,33,9.870075525332051e+17,27,2202162.0,25,7,0,79
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
154323889.0,589.0,10,7011731.0,79,2658434.0,80,3038.0,64,4,28,85633051.0,63,47,79,9.870075643569052e+17,44,51701.0,53,29,43,57
135375457.0,714.0,44,7000198.0,41,1269750.0,43,2989.0,33,23,53,85632469.0,33,27,42,9.870075597778052e+17,50,304716.0,29,67,54,33
146499420.0,6866.0,15,7006477.0,5,3865483.0,5,2964.0,4,23,51,85632505.0,4,17,5,9.870075643487052e+17,0,286393.0,10,62,8,86
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
244983681.0,5585.0,3,1000144.0,83,298795.0,83,3053.0,67,31,34,85632393.0,66,0,82,9.870073129541052e+17,83,174737.0,59,45,59,17
233665742.0,6329.0,59,1000049.0,20,3895114.0,20,3993.0,18,23,70,85633057.0,17,13,20,9.870075620864051e+17,14,167454.0,17,63,15,14
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
168830626.0,2178.0,42,7002435.0,70,2017370.0,70,3034.0,56,23,25,85632685.0,55,40,69,9.870075309815052e+17,78,60189.0,70,67,6,52
144248059.0,1292.0,20,1000063.0,14,2802361.0,14,2969.0,12,2,73,85632997.0,11,28,14,9.870075597776051e+17,21,52411.0,12,27,63,1
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
152445700.0,,9,,3,,3,,80,23,0,,77,0,3,9.870075597786052e+17,68,,1,67,78,65
138518304.0,13029.0,77,7006651.0,6,174982.0,6,2965.0,5,23,44,85632773.0,5,41,6,9.870075309789052e+17,5,364066.0,80,13,9,87
133609710.0,2333.0,37,1000095.0,76,2510769.0,76,3043.0,61,10,67,85633129.0,60,4,75,9.870075525318052e+17,37,1311341.0,57,10,62,56
144248059.0,1292.0,20,1000063.0,14,2802361.0,14,2969.0,12,2,73,85632997.0,11,28,14,9.870075597776051e+17,21,52411.0,12,27,63,1
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
136038551.0,6475.0,45,7001168.0,87,3164670.0,87,935.0,69,23,29,85632187.0,77,22,86,9.870072962339052e+17,61,36989.0,61,9,49,64
137159957.0,2407.0,51,1001780.0,23,3077311.0,23,3051.0,72,5,19,85633105.0,70,38,22,9.870075652515052e+17,23,51684.0,83,3,46,11
127756949.0,54467.0,35,7008591.0,85,2635167.0,85,8463.0,78,32,14,85633159.0,73,0,84,9.870075549520051e+17,45,62149.0,27,0,79,61
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
144248059.0,1292.0,20,1000063.0,14,2802361.0,14,2969.0,12,2,73,85632997.0,11,28,14,9.870075597776051e+17,21,52411.0,12,27,63,1
131265011.0,1959.0,4,1000074.0,37,390903.0,39,2986.0,30,9,9,85633171.0,30,0,38,9.870075643244051e+17,28,192307.0,26,30,22,25
159364209.0,1004.0,64,1000097.0,78,2661886.0,79,3037.0,63,28,2,85633789.0,62,12,78,9.870075548114052e+17,38,52822.0,71,22,83,77
233665742.0,6329.0,59,1000049.0,20,3895114.0,20,3993.0,18,23,70,85633057.0,17,13,20,9.870075620864051e+17,14,167454.0,17,63,15,14
233665742.0,6329.0,59,1000049.0,20,3895114.0,20,3993.0,18,23,70,85633057.0,17,13,20,9.870075620864051e+17,14,167454.0,17,63,15,14
130168302.0,2312.0,76,7012149.0,86,6252001.0,86,3058.0,79,23,48,85633793.0,74,2,85,9.870072691397052e+17,84,148838.0,76,60,65,66
265182984.0,69391.0,73,,10,,10,,80,23,0,,77,51,10,,6,,86,67,69,13
