Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,2775177,146,145,9,1,43,2774642,1
1,286908,142,141,9,1,43,285556,0
1,4070879,86,85,9,1,24,4070196,0
1,9188,134,133,9,1,60,7638,0
1,1182456,120,119,9,1,21,1180816,1
1,158094,103,102,9,1,22,156706,1
1,16687,55,54,9,1,33,14902,1
0,237565,107,106,7,0,11,236150,1
1,34585,40,39,9,1,53,33074,1
1,10341,8,8,9,1,61,9201,0
1,2797682,149,148,9,1,43,2796528,0
0,2972153,154,153,7,0,28,2970543,0
1,107750,139,138,9,1,59,106153,0
1,16196,26,26,9,1,14,14732,0
1,2769881,145,144,9,1,43,2769468,1
