Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,593688,113,112,7,0,5,592108,1
1,131645,13,13,9,1,11,130001,0
1,13271,47,46,9,1,17,11830,0
0,2161844,64,63,7,0,23,2161053,0
0,138222,160,159,8,0,36,136702,0
1,32771,50,49,9,1,55,31464,0
1,6149,12,12,9,1,50,4551,0
0,1783574,129,128,0,0,4,1782018,0
0,47692,58,57,11,0,38,46340,1
1,12451,46,45,9,1,18,11360,1
0,1629760,126,125,7,0,4,1628255,1
0,1799779,63,62,0,0,56,1798304,1
1,2775177,146,145,9,1,41,2774642,1
1,4866989,95,94,1,1,37,4866255,1
1,147872,15,15,9,1,50,146312,1
1,4815043,94,93,2,1,37,4813653,1
0,126989,140,139,8,0,12,125412,0
0,31216,40,39,8,0,52,29741,1
1,3085393,156,155,9,1,41,3083824,1
1,16779,36,36,9,1,47,15187,1
1,4912,20,20,9,1,18,4080,1
0,40024,7,7,7,0,34,38597,1
1,21634,31,31,10,1,23,20639,0
1,117932,4,4,9,1,48,116413,1
1,24394,8,8,9,1,29,23117,0
1,335414,108,107,9,1,21,333937,1
0,10563,52,51,7,0,54,9100,1
0,4877715,76,75,8,0,23,4876315,1
1,4685459,90,89,1,1,37,4683882,1
0,76678,59,58,11,0,23,74915,1
0,4782124,72,71,8,0,56,4781585,1
1,2810144,150,149,9,1,24,2809842,1
1,244383,106,105,9,1,21,242828,1
1,138167,6,6,9,1,48,137305,1
1,189308,103,102,9,1,21,187760,0
1,11536,10,10,9,1,40,10562,0
0,682801,117,116,8,0,5,681272,1
0,616961,114,113,7,0,11,615417,1
1,56811,2,2,9,1,57,55260,1
1,4875012,97,96,5,1,37,4874521,1
1,1565816,124,123,9,1,8,1564291,1
0,4776857,71,70,8,0,56,4776225,1
1,2436,19,19,9,1,24,1291,1
0,4967327,78,77,7,0,23,4966602,1
1,34744,158,157,9,1,41,33178,0
1,15756,30,30,10,1,56,14452,1
0,4874210,75,74,7,0,23,4872705,1
1,4626801,88,87,3,1,44,4625572,0
0,1579460,125,124,8,0,43,1577859,1
1,2790703,147,146,9,1,13,2789186,1
0,4803585,93,92,8,0,51,4802227,1
1,582162,112,111,9,1,1,580638,1
1,5571,34,34,9,1,47,4160,1
1,8894,25,25,9,1,42,7986,1
1,34585,41,40,9,1,51,33074,1
0,5282553,80,79,7,0,23,5281459,0
1,1518492,123,122,9,1,8,1516971,1
0,2882434,66,65,8,0,23,2880989,0
0,1789201,130,129,0,0,4,1788008,0
1,2900714,152,151,9,1,41,2899262,1
1,45373,137,136,9,1,57,43850,0
1,1639048,127,126,9,1,9,1637475,1
1,16196,27,27,9,1,14,14732,0
1,13354,35,35,9,1,27,11827,1
1,35078,135,134,9,1,57,33526,0
0,1792811,131,130,0,0,4,1791306,0
0,2586486,143,142,8,0,26,2584942,0
0,23403,32,32,7,0,35,22009,1
1,20786,22,22,9,1,2,19221,0
1,511211,111,110,3,1,1,509571,1
0,4064628,83,82,0,0,60,4063192,0
1,6249,28,28,9,1,42,4591,0
1,15374,54,53,9,1,4,14245,0
1,660088,115,114,9,1,21,658460,1
1,29574,18,18,9,1,45,28997,0
1,18623,37,162,9,1,47,18300,1
0,47277,43,42,8,0,44,45691,0
0,19432,0,0,8,0,6,17837,1
1,2797682,149,148,9,1,41,2796528,0
0,5380636,81,80,7,0,23,5379008,0
1,9494,53,52,9,1,16,7965,1
1,194108,17,17,9,1,50,192547,1
0,8343,29,29,7,0,39,6676,1
0,4971029,79,78,7,0,23,4969470,1
1,9188,134,133,9,1,58,7638,0
0,309925,107,106,8,0,11,308399,0
0,22070,23,23,7,0,28,20550,0
1,56392,11,11,9,1,40,54844,0
1,19005,48,47,9,1,22,17968,1
1,466780,109,108,12,1,1,465860,1
0,4542881,69,68,7,0,23,4541535,0
1,121323,5,5,9,1,48,119770,1
1,63306,44,43,9,1,36,61772,0
0,1057855,82,81,8,0,49,1056242,1
0,4658068,89,88,7,0,51,4656557,0
1,4871690,96,95,1,1,37,4870365,1
1,501101,110,109,9,1,21,499566,1
1,4907622,98,97,3,1,44,4906250,1
1,2769881,145,144,9,1,41,2769468,1
1,268059,141,140,9,1,41,266604,0
1,4067975,84,83,9,1,36,4066581,0
1,1589097,133,132,9,1,7,1587573,1
1,1182456,119,118,9,1,20,1180816,1
1,147206,101,100,9,1,1,145692,1
1,16687,55,54,9,1,31,14902,1
0,237565,105,104,7,0,11,236150,1
1,56650,38,37,9,1,47,55175,1
1,10341,9,9,9,1,59,9201,0
1,2794118,148,147,9,1,41,2793789,0
0,2972153,154,153,7,0,26,2970543,0
1,70716,138,137,9,1,49,69197,0
1,13439,26,26,9,1,42,11985,0
1,2653794,144,143,9,1,13,2652725,1
