Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,0,36371,141,141,2,58,34218
0,0,220362,116,116,5,10,217744
0,0,532553,153,153,2,6,531252
0,0,772874,149,149,6,81,769737
0,0,638513,72,72,2,42,636579
0,0,685611,69,69,2,30,683131
1,0,40751,42,42,2,66,38379
1,0,5438,138,138,7,71,3198
1,0,8449,122,122,6,75,5315
1,0,37772,135,135,6,61,34755
0,0,11809,39,39,2,77,9641
0,0,8362,133,133,2,89,5834
1,0,96112,113,113,6,13,92984
1,0,6579,66,66,2,8,5257
1,0,16287,35,35,2,12,13156
1,0,371763,4,4,9,39,371065
1,0,3141,89,89,7,32,982
1,0,5564,40,40,2,35,2433
0,0,567659,26,26,1,18,567123
0,0,634208,30,30,8,2,633441
1,0,34862,87,87,1,7,34431
0,0,741862,157,157,2,74,740972
1,0,11203,44,44,2,57,8075
0,0,12199,144,144,2,36,10430
0,0,631461,73,73,2,42,630235
1,0,2165,136,136,7,22,1
1,0,68231,97,97,6,74,65097
1,0,46094,74,74,5,61,43491
1,0,301337,22,22,2,4,298548
1,0,48145,3,3,4,21,47690
1,0,11508,108,108,5,47,8902
0,0,1015710,34,34,6,48,1014604
