Gender,Biography,DeutscheBiographieGndId,Nationality,GndId,BirthDate,ViafId,FirstName,DeathDate,FullName,GoogleKnowledgeGraphId,Languages,Profession,Surname
1,169,223,11,,102,,98,110,199,262,4,88,7
1,105,80,5,,198,265914859.0,70,217,133,223,1,98,142
1,169,45,9,1055387889.0,203,97909868.0,73,210,140,262,2,136,80
1,140,223,5,1031275479.0,343,12451540.0,193,298,401,262,1,121,142
1,14,54,5,1061999718.0,249,311677252.0,31,257,51,199,1,128,185
1,169,223,5,,210,8.767156012421649e+21,63,233,116,181,1,65,150
1,67,95,5,116553103.0,179,17378229.0,116,194,249,96,1,59,108
1,162,25,5,1027956807.0,183,44675898.0,163,160,339,260,1,145,142
1,169,223,9,,354,,154,298,325,64,2,9,87
1,27,87,5,,101,195507080.0,17,125,27,201,1,145,22
1,64,223,5,,407,,146,298,303,220,1,57,23
1,91,132,5,120498073.0,296,262229725.0,81,298,169,262,1,91,142
1,41,217,4,142320536.0,174,152044188.0,73,196,144,262,2,81,194
1,158,223,5,,401,,171,298,365,106,1,143,9
1,16,223,5,132695804.0,374,28238705.0,28,298,44,109,1,6,142
1,169,223,5,1063825121.0,323,311760139.0,182,298,383,56,1,74,131
1,169,71,9,1127340700.0,15,2.2341489478528548e+21,113,18,236,262,2,81,142
1,184,223,11,,74,,159,81,291,205,4,105,142
1,146,223,5,115189939.0,345,266362001.0,122,298,258,99,1,136,142
1,122,170,5,130180610.0,236,18324449.0,81,213,162,151,1,105,103
1,169,29,9,1034435108.0,18,300217486.0,158,298,330,262,2,101,142
1,134,223,5,1277690987.0,231,9.121673915234837e+20,124,243,273,83,1,85,142
1,135,223,5,1105479757.0,300,7.414682511140762e+19,95,256,194,262,1,113,119
1,169,223,9,1030306079.0,144,295947738.0,34,150,59,262,2,26,163
0,169,220,9,143780662.0,16,169884080.0,12,20,20,262,2,5,142
1,52,223,5,126956200.0,163,35464188.0,5,172,11,240,1,40,142
1,36,101,7,116851376.0,103,4.904151778221618e+21,34,108,60,262,1,23,117
1,111,223,5,,334,,102,298,207,142,1,105,55
1,175,137,11,121061396.0,41,27917560.0,37,48,64,262,2,86,142
1,169,2,9,100790208.0,85,48898249.0,118,74,254,262,2,145,97
1,88,14,7,,150,220621533.0,170,166,364,252,1,85,142
1,68,109,5,117470716.0,307,54276711.0,203,296,419,262,0,80,171
1,169,223,2,,292,311237129.0,130,286,280,262,2,30,142
1,169,18,7,1022202642.0,166,296988127.0,163,176,344,262,1,34,142
1,172,150,11,123939429.0,21,61770695.0,157,31,328,262,4,10,142
1,183,223,11,,99,96485575.0,135,120,287,49,2,10,210
0,167,223,9,,196,,143,197,299,262,2,5,137
1,17,183,5,134589262.0,277,307168596.0,81,285,161,174,1,141,37
1,163,86,5,116378131.0,214,44670874.0,61,227,107,98,1,43,67
1,111,223,9,,271,,124,264,271,29,2,105,89
1,53,167,5,130056189.0,256,55243904.0,85,280,173,261,1,2,142
1,116,115,5,117572144.0,190,67246626.0,103,208,208,208,1,105,191
0,27,40,5,1047317230.0,299,76857903.0,183,275,384,262,1,145,142
1,124,223,5,,244,,149,250,312,152,1,105,50
1,126,223,5,,339,,22,283,37,262,1,105,120
1,171,121,11,,75,17319993.0,34,70,68,262,1,30,160
0,99,219,5,143387561.0,205,166530058.0,126,238,276,113,1,93,4
1,86,223,8,,259,,163,254,343,262,1,124,70
1,62,223,5,,387,,59,298,101,262,1,14,57
0,9,223,2,,351,,178,298,377,262,1,127,138
1,118,223,5,,204,,100,178,204,242,1,105,145
1,169,223,9,119333317.0,282,25410286.0,94,290,190,262,2,122,142
1,146,76,5,,13,37653476.0,111,17,217,191,1,136,12
1,23,169,5,130146420.0,146,45401203.0,63,159,118,183,1,10,206
1,127,223,5,1164198475.0,180,6.972153411847842e+21,164,180,350,259,1,105,165
1,169,223,5,1146177771.0,220,3.938151247945044e+21,163,216,341,185,1,5,142
1,76,223,5,127926917.0,178,57649968.0,116,183,251,112,1,68,142
1,107,213,7,139908609.0,149,7689452.0,200,154,411,8,1,100,83
1,169,67,9,1114753378.0,34,3.914147553271254e+21,94,23,182,262,2,5,142
1,15,198,5,137910940.0,253,86078004.0,81,252,163,144,1,128,129
1,169,43,9,1053239424.0,40,279304185.0,146,46,306,207,2,86,142
1,169,72,9,1128614227.0,29,7.146149108487969e+21,151,36,318,262,2,94,142
1,169,223,9,,136,,119,141,255,262,2,5,134
1,169,166,9,129829544.0,17,71734107.0,73,21,139,27,2,97,142
1,169,113,9,117535052.0,53,15548711.0,153,62,322,84,2,132,142
0,21,24,5,1027163122.0,177,269913235.0,147,192,309,249,1,6,161
1,169,176,9,133415635.0,227,109630324.0,73,298,143,262,2,68,142
1,24,223,5,,357,,190,298,396,193,1,14,142
1,169,223,9,,43,,142,47,296,262,2,117,142
1,172,122,11,,47,95786687.0,113,50,238,192,1,10,205
1,169,223,11,,95,51672227.0,36,102,58,262,2,5,142
1,149,93,5,116538473.0,97,69684512.0,113,111,237,170,1,136,46
1,169,148,9,,6,47671518.0,134,8,286,88,2,145,142
1,154,211,5,139285806.0,1,100571449.0,159,3,46,238,1,138,142
0,39,69,2,1117829391.0,263,3.52147869469875e+20,133,251,285,54,2,23,142
1,173,223,11,,27,,78,34,154,262,4,105,41
0,20,223,5,,400,,144,298,301,262,1,6,142
1,150,164,5,128942568.0,39,69994896.0,40,37,76,104,1,136,142
1,64,223,5,,373,,59,298,103,225,1,57,140
1,47,223,7,,152,121668.0,153,164,321,245,1,58,142
1,30,223,3,,237,,81,175,164,163,2,8,142
1,13,8,5,1015519334.0,291,180970265.0,48,297,88,227,1,6,98
0,26,223,5,,305,,92,298,180,239,1,16,60
1,169,193,2,136781268.0,294,93358547.0,192,262,398,1,2,49,142
0,169,50,9,1061462684.0,316,311624792.0,30,298,48,262,2,93,142
1,44,52,5,1061641473.0,240,311642271.0,110,228,215,234,1,31,95
1,169,215,5,141283297.0,164,120885440.0,124,188,272,262,2,59,102
1,64,223,5,,389,,42,298,78,216,1,57,186
1,128,138,5,121345718.0,52,13161609.0,113,61,244,217,1,105,142
1,66,131,5,120439468.0,60,30367066.0,114,69,231,241,1,59,43
1,178,223,11,1240322682.0,113,9.231163092002595e+21,112,128,225,34,2,64,96
1,169,140,9,121702596.0,36,10708683.0,158,43,329,221,2,105,135
1,85,223,9,,265,,124,298,270,262,1,4,88
1,129,26,5,1029793697.0,98,295136723.0,34,114,61,156,1,105,142
1,169,223,9,,319,,176,298,374,40,2,100,142
1,169,223,11,,124,,34,148,56,262,2,22,142
0,194,223,2,,383,,13,298,23,262,2,105,172
1,113,195,5,137172214.0,107,81400334.0,124,117,63,137,1,105,48
1,169,223,9,1243978171.0,169,4.641163513728911e+21,150,181,317,4,2,85,142
1,169,223,5,,151,,162,156,337,11,2,51,142
1,169,223,11,,184,,159,212,30,262,2,5,74
1,169,47,9,1057027456.0,392,310542342.0,10,298,18,262,2,5,142
1,80,210,9,139274723.0,199,100561803.0,164,204,352,262,1,81,188
1,169,223,9,1037544862.0,121,304946285.0,113,133,247,262,2,22,13
1,56,223,5,126404976.0,221,45293254.0,74,231,145,230,1,46,142
0,169,33,9,1041863551.0,366,305248895.0,21,298,36,262,2,17,142
1,100,182,5,134217306.0,226,45514327.0,94,239,187,13,1,93,142
1,169,223,9,138410305.0,176,89955260.0,185,202,386,76,2,68,142
1,190,147,11,123187117.0,125,40284193.0,44,113,81,257,1,54,139
1,169,129,5,119864355.0,6,52508895.0,159,7,423,105,1,35,142
1,111,223,5,,342,,186,298,390,184,1,105,142
1,174,216,11,141907185.0,64,4917786.0,112,75,224,46,2,124,132
1,169,89,9,1164809059.0,168,5.612153472529545e+21,65,182,123,5,2,3,11
1,52,145,5,,45,5823051.0,97,51,198,114,1,40,142
0,102,139,5,121509362.0,278,18080760.0,62,288,110,100,1,93,142
0,169,223,2,132191954.0,367,70083803.0,121,298,257,75,2,12,44
1,147,154,5,124530680.0,35,948855.0,67,44,129,90,1,136,197
1,169,223,9,,234,,164,226,354,108,2,5,142
1,169,187,9,,84,23364755.0,113,90,235,63,2,50,32
1,74,223,12,,70,,113,80,242,196,1,67,142
1,141,223,4,,268,,95,201,193,15,2,86,15
1,187,223,11,,61,,107,65,212,55,2,117,142
1,8,223,5,,328,,84,298,170,262,1,114,126
1,169,223,9,,92,,70,89,136,23,2,84,142
0,8,223,5,,335,,155,298,326,262,1,114,91
1,152,223,5,,297,39861273.0,159,293,80,248,1,138,163
1,169,223,5,,309,,81,235,165,133,1,5,142
0,169,125,9,119352516.0,280,69737015.0,172,282,367,262,2,11,142
1,111,223,5,,262,,81,298,166,197,1,105,167
1,198,222,2,174318855.0,286,217569491.0,176,259,373,35,2,93,142
1,169,10,9,1017335974.0,270,196839487.0,146,249,307,262,2,95,134
1,115,117,5,117648167.0,161,45085645.0,67,187,127,123,1,105,29
1,169,223,11,,42,,20,52,34,262,4,69,22
0,164,57,5,107460475.0,246,52211366.0,50,262,90,166,1,145,142
1,35,73,5,113928122.0,313,10537614.0,82,298,167,139,1,10,142
1,11,162,5,127671250.0,254,74882218.0,201,269,415,262,1,86,47
1,169,39,9,1044594012.0,235,306223789.0,78,223,152,262,1,145,142
1,107,157,5,124930638.0,298,42784498.0,88,298,176,167,1,100,69
0,169,23,9,1026881323.0,133,267977481.0,41,123,77,262,2,5,142
1,169,190,9,136470912.0,143,80808801.0,100,143,205,51,2,84,19
1,70,142,5,122710843.0,372,57502569.0,186,298,389,173,1,63,123
1,64,223,5,,391,,161,298,333,262,1,57,142
1,33,174,5,131880292.0,218,303832978.0,163,224,340,195,1,20,36
1,189,223,11,1056113987.0,94,8762069.0,68,112,131,47,4,145,20
1,169,120,2,,267,120731076.0,96,268,195,38,2,133,51
1,169,223,5,1228656355.0,153,5.607161514251671e+21,2,157,5,9,1,75,209
0,169,223,5,1058672606.0,377,310693682.0,15,298,25,78,1,135,142
1,169,223,5,1049398491.0,397,307311738.0,141,298,295,18,1,131,142
1,169,223,9,,139,,4,165,7,262,2,19,142
1,169,223,2,1277597340.0,384,2.8601673915340837e+21,182,298,382,59,2,56,17
0,119,168,5,130087270.0,209,8483638.0,69,218,132,154,1,105,198
1,90,111,9,,201,27850170.0,1,298,3,262,2,101,206
1,64,223,5,,403,,193,298,402,103,1,57,142
1,169,4,9,1012751392.0,28,171306544.0,124,39,263,262,2,78,26
1,109,62,5,1084784874.0,37,2.6251476658642606e+21,185,49,387,107,1,102,151
1,13,51,5,1061623211.0,332,68735659.0,86,298,174,262,1,128,6
1,169,165,9,129370150.0,30,2.2414500332026128e+20,9,29,16,262,2,94,142
1,196,223,2,,398,,146,298,304,19,1,57,79
1,79,223,5,1037165136.0,311,304932383.0,202,298,418,262,1,76,142
0,169,160,5,,251,997969.0,76,240,150,69,1,117,39
1,169,223,11,,115,,112,131,227,262,2,87,73
1,169,223,9,1014008816.0,287,185640987.0,64,266,121,262,2,77,142
1,93,218,5,,260,160946940.0,94,263,189,12,1,93,142
1,168,223,11,,108,302014553.0,34,94,67,262,2,44,125
1,169,223,9,,25,,142,40,297,262,2,117,89
1,169,155,9,124537162.0,38,13244783.0,167,41,357,57,2,79,71
1,169,223,9,,93,,65,104,124,41,2,84,142
1,125,158,5,125184301.0,247,2.414481424890144e+19,63,260,113,187,1,105,142
1,27,100,5,116830506.0,140,54910476.0,124,152,267,188,1,145,56
0,54,223,2,,347,,169,298,360,39,2,36,193
1,169,92,9,,120,10600053.0,34,105,274,262,2,28,142
1,169,223,9,,50,8.388147425870645e+21,73,55,141,262,2,94,142
1,3,223,9,,181,,61,171,109,16,2,84,142
0,137,200,5,138153477.0,326,88211041.0,90,298,178,262,1,116,142
0,169,64,9,1110200501.0,24,1.0514709500142508e+20,129,38,278,262,2,5,142
1,111,179,5,133956423.0,170,47966735.0,4,177,10,157,1,105,195
1,169,203,9,138512760.0,312,59539037.0,100,298,202,262,2,5,142
1,165,223,1,,79,,34,95,66,262,2,85,142
1,29,34,5,104211822.0,4,10278146.0,113,11,230,158,1,136,10
0,157,223,5,,409,,137,298,289,17,1,142,142
1,169,223,5,1027416934.0,250,273524863.0,111,265,219,146,1,33,142
1,64,223,5,,362,,153,298,324,102,1,57,146
1,169,223,10,,269,,196,279,405,179,3,5,30
1,111,202,5,138466912.0,1,90004132.0,204,1,421,118,1,105,142
1,203,141,9,122704754.0,65,62436431.0,113,76,229,116,2,105,38
1,90,123,5,118701673.0,257,54942912.0,94,276,186,126,1,90,70
1,169,223,11,,57,,20,68,33,79,4,86,207
1,74,28,5,,26,44708584.0,194,26,403,111,1,67,142
1,169,44,9,1054050708.0,44,309645079.0,4,42,9,262,2,94,142
0,169,31,9,,208,304088000.0,76,230,149,262,2,145,142
1,169,194,9,136992803.0,23,81245847.0,70,32,134,206,2,67,142
1,169,223,5,,375,7.314609532170037e+19,188,298,393,262,1,10,142
1,104,223,9,,285,,162,278,336,236,2,145,124
1,169,63,9,1093189231.0,288,3.0214591126692705e+20,146,298,305,262,2,5,142
1,169,68,9,1115828606.0,53,5.183147665826861e+21,123,63,259,262,2,81,142
0,151,105,5,117221600.0,225,74977527.0,57,272,99,92,1,137,142
0,169,124,5,118760408.0,306,40173966.0,104,298,209,71,2,17,169
1,169,185,9,135647894.0,110,60302484.0,113,129,241,31,2,93,142
1,111,223,5,1099118166.0,320,3.714628555081537e+19,153,298,323,262,1,105,142
0,205,223,6,140723838.0,142,107719515.0,180,151,300,262,2,5,145
0,28,5,5,101295294.0,158,49587710.0,3,132,6,224,1,145,179
1,169,223,9,1219325589.0,202,292214163.0,64,158,122,262,2,5,170
1,31,223,5,,386,,60,298,105,262,1,142,105
1,96,223,5,,141,,100,149,201,229,1,93,142
1,106,223,5,118192655.0,274,35247135.0,84,271,172,95,1,98,168
1,169,84,11,1163408654.0,73,36902185.0,113,85,228,143,2,40,141
1,201,38,9,1044307722.0,3,305352630.0,159,5,369,212,2,105,173
1,10,223,9,107888610.0,314,34983971.0,40,295,75,81,2,1,77
1,75,223,5,,111,,113,116,232,97,1,67,142
0,73,156,5,124846491.0,368,10097246.0,43,298,79,121,1,66,158
1,133,90,5,116482397.0,187,59836867.0,163,195,338,186,1,111,24
1,55,96,3,116575085.0,131,103692779.0,94,155,188,262,1,66,109
1,169,209,9,139222561.0,114,100515583.0,113,124,239,148,2,13,208
0,143,181,5,134148169.0,340,11056881.0,109,298,214,164,1,134,142
1,169,130,9,120159368.0,63,5754984.0,159,66,148,262,2,94,142
1,169,223,9,,105,,124,109,265,44,2,84,142
1,153,223,5,,365,,187,298,392,93,1,138,178
1,22,175,5,133360342.0,215,40562984.0,170,219,362,203,1,4,53
1,136,74,7,115358684.0,78,15495930.0,40,97,72,262,2,30,189
1,166,126,11,1193692083.0,32,4.514652229863239e+19,8,33,14,262,4,105,182
1,169,223,2,,385,,108,298,213,72,2,126,81
1,92,223,9,1047471205.0,207,281787664.0,124,190,268,26,1,95,64
1,169,223,9,,188,,159,186,156,262,2,5,142
1,108,20,5,102478880.0,71,32388120.0,124,73,266,85,1,101,142
1,84,60,4,1079187294.0,186,165325362.0,0,191,0,138,1,89,66
1,169,46,9,1055722483.0,157,309714792.0,63,298,115,262,2,132,134
1,169,223,9,,162,,159,173,414,82,2,62,142
1,77,0,5,100290469.0,10,22481861.0,165,13,356,153,1,68,142
1,204,97,5,116585277.0,159,64248843.0,124,174,269,145,1,92,142
0,169,6,5,1013872835.0,281,173231497.0,29,273,47,60,1,93,142
1,188,223,11,,126,,70,119,135,262,4,140,147
1,169,177,9,133574040.0,61,18305841.0,113,64,233,262,2,94,139
1,38,78,7,116186909.0,134,312847.0,78,163,157,262,0,23,93
1,186,149,11,123566444.0,90,62458199.0,68,98,130,45,2,108,211
1,138,152,5,,344,50154084.0,66,298,126,262,2,117,153
0,101,136,5,120950502.0,243,18066429.0,52,261,93,91,1,93,142
1,169,191,9,136563821.0,5,80886825.0,199,9,408,160,2,136,109
1,169,17,9,1019750898.0,69,231799870.0,164,53,349,262,2,5,142
1,200,223,9,,1,,159,2,369,125,2,105,173
1,169,55,9,,275,64496229.0,159,267,420,262,2,101,142
1,146,163,5,128561726.0,19,37974857.0,113,28,245,214,1,136,135
1,145,66,5,1114508187.0,317,30082288.0,51,298,91,168,1,135,196
1,200,192,9,136779492.0,9,81066767.0,94,15,185,251,2,105,67
0,64,223,5,,358,,178,298,376,262,1,57,63
1,169,223,5,,350,,19,298,32,258,1,105,138
1,169,223,5,142521582.0,167,156714696.0,7,179,13,141,1,106,142
1,133,159,5,125828853.0,48,32971483.0,73,59,139,243,1,111,35
1,169,223,9,,6,,32,10,52,256,2,105,8
1,45,79,5,116189452.0,123,27815196.0,65,144,125,262,1,115,148
1,64,223,5,,336,308712266.0,160,298,331,204,1,57,75
1,191,56,9,1070046868.0,325,315578503.0,149,298,315,262,2,6,155
1,18,85,5,116363843.0,213,20430005.0,67,229,128,127,1,6,154
1,180,223,11,140673369.0,68,37212915.0,34,77,62,262,4,83,175
1,89,15,5,1019165022.0,238,221815365.0,202,209,416,211,1,85,0
1,182,223,11,,116,86430149.0,77,130,151,228,2,86,204
0,60,223,5,,406,,136,298,288,77,1,52,118
1,25,119,5,118043765.0,324,12485299.0,123,298,261,247,1,15,68
1,74,223,5,124373178.0,55,263977257.0,111,45,218,222,1,67,31
1,169,27,9,103017313.0,67,20083271.0,159,78,95,62,2,94,32
1,169,151,9,123950961.0,290,14921369.0,159,292,346,0,2,71,142
1,169,223,5,1241047510.0,49,2.3391632114921075e+21,75,56,147,120,1,5,142
1,64,223,5,,381,,23,298,38,149,1,57,122
1,76,199,5,138019428.0,6,86172852.0,159,6,146,136,1,68,142
1,142,223,5,,315,,161,291,334,262,1,130,142
1,85,223,9,,273,,125,203,275,262,1,85,116
1,65,88,3,116397160.0,195,7511182.0,61,211,106,262,1,145,22
1,37,134,5,120832534.0,130,7.614506717306662e+19,163,140,342,262,1,47,136
1,169,223,2,,276,,132,277,283,262,2,110,144
1,111,201,5,138466866.0,0,90004099.0,27,0,43,175,1,105,142
1,131,3,7,,83,1.091491964651748e+20,117,91,252,254,1,105,142
1,50,223,5,136358217.0,376,253372727.0,44,298,82,262,1,46,174
1,27,13,5,1018193375.0,264,220937428.0,99,248,200,194,1,145,94
1,63,223,5,,356,,101,298,206,262,1,14,190
1,169,223,9,,137,,200,145,413,66,2,119,142
1,6,223,9,131967088.0,230,23286394.0,202,241,417,262,2,5,3
1,169,107,9,117388858.0,206,5707592.0,138,214,290,262,2,104,142
1,169,178,9,133602788.0,20,52882243.0,179,24,378,215,2,5,142
1,169,223,9,,229,,159,215,366,68,2,5,142
1,71,171,5,130378534.0,122,15876139.0,200,298,409,233,1,66,133
1,169,37,9,1043983422.0,235,164342011.0,159,298,119,262,2,101,142
0,169,153,9,124315771.0,321,34598375.0,93,298,181,262,1,49,142
1,169,112,9,117508691.0,156,67244951.0,159,153,313,21,2,30,142
1,169,7,9,1014037905.0,11,184431386.0,111,22,216,89,2,105,1
0,24,223,5,,404,,168,298,358,255,1,14,142
1,24,223,5,,331,,173,298,368,218,1,14,142
1,185,223,11,,106,233521801.0,112,122,223,262,4,105,92
1,169,223,9,,411,1.0451631599155016e+21,39,118,71,262,2,61,142
1,177,223,9,,14,,186,19,388,262,2,81,142
1,169,223,9,1057575127.0,191,310584134.0,200,205,410,262,1,112,49
1,179,223,11,,91,,34,106,54,262,2,86,2
0,40,223,5,,399,,120,298,256,3,1,24,85
1,169,223,9,,129,,94,138,191,30,2,81,142
1,49,94,5,116543612.0,160,69197046.0,73,170,142,246,1,37,156
1,64,223,5,,394,,161,298,332,176,1,57,113
1,64,223,5,,390,,106,298,211,134,1,57,183
1,114,81,5,116265450.0,117,3217363.0,2,127,4,244,1,105,208
1,94,208,7,139085211.0,112,95675411.0,179,96,380,2,1,93,187
1,169,223,9,,145,,119,147,253,262,2,93,142
1,69,223,5,106764489.0,289,25099455.0,139,298,293,150,1,60,142
1,13,53,5,1061785084.0,410,311656302.0,71,298,137,262,1,6,142
1,87,223,5,,266,,63,207,120,180,1,129,142
1,64,223,5,,405,,60,298,104,94,1,57,79
1,34,223,5,,364,,38,298,70,262,1,21,45
1,169,223,9,1069495255.0,241,315123499.0,26,245,42,262,2,55,142
0,20,173,5,131372491.0,370,63701629.0,156,298,327,262,1,52,184
1,169,98,9,116694351.0,212,77074221.0,63,298,112,262,2,145,142
1,169,223,5,,217,,164,222,348,32,2,5,142
0,111,223,5,1124247416.0,355,4.956148574273524e+21,11,298,19,162,1,105,34
1,169,99,5,116717971.0,59,3229381.0,164,72,347,262,1,58,76
1,160,30,5,1035179245.0,46,300402207.0,40,57,74,159,1,145,142
1,2,106,9,117347825.0,96,8163240.0,164,88,351,172,2,37,142
1,169,11,9,101761023.0,8,59460613.0,205,12,422,87,2,34,143
0,169,16,9,1019750502.0,127,232191381.0,115,107,248,262,2,120,164
1,5,223,1,,56,,34,60,65,117,2,81,65
0,169,70,9,1125722126.0,33,4.2451487536931406e+21,143,30,298,262,2,5,82
1,169,36,9,1042777004.0,182,305272516.0,159,185,2,262,2,101,142
1,169,83,9,,172,4.011153289958533e+21,149,161,314,262,2,78,142
0,132,207,5,138897425.0,371,47944439.0,72,289,138,262,1,107,130
1,32,221,5,170892662.0,293,292558324.0,46,298,86,70,1,20,18
1,169,186,9,135708532.0,86,28296501.0,130,103,281,22,2,84,142
1,4,223,11,,88,,153,87,320,262,2,5,14
0,169,146,5,123123623.0,72,74751775.0,12,84,21,128,1,145,142
1,169,223,9,1021536938.0,310,49879630.0,87,298,175,25,2,10,142
1,59,77,5,,193,76465035.0,170,206,363,129,1,49,142
1,169,118,9,117659193.0,171,265273230.0,162,162,335,58,2,101,86
1,40,223,5,,382,,123,298,260,262,1,24,25
1,42,223,5,1171503857.0,248,3.609154260560725e+21,111,246,221,28,1,27,142
1,112,223,5,127681736.0,81,40406849.0,45,101,84,182,1,105,112
1,169,223,9,1014751217.0,135,182102395.0,94,146,183,262,2,81,52
1,51,114,5,117550078.0,185,20460572.0,63,193,114,235,1,39,108
1,148,116,5,117597465.0,77,50007201.0,113,92,234,213,1,136,142
1,195,128,9,1196948216.0,261,74311954.0,83,242,168,20,2,138,40
1,169,223,5,1059948761.0,352,72458315.0,148,298,310,262,2,5,121
0,111,223,5,1147014019.0,318,3.1151246594744127e+19,91,298,179,262,1,105,127
1,200,223,2,,295,,79,298,159,7,1,105,142
1,169,59,9,1077019211.0,316,306241863.0,176,298,372,262,2,17,142
1,169,223,9,1059374129.0,349,311186990.0,159,298,361,262,2,93,142
1,110,82,5,116307919.0,216,15516486.0,18,189,31,262,1,103,152
0,139,223,5,1169360513.0,272,9128197.0,62,274,111,262,1,118,192
0,97,180,5,134057953.0,148,40582310.0,16,134,26,190,1,93,16
0,130,223,5,1076059031.0,304,64562563.0,14,298,24,61,1,139,201
0,98,127,5,119387506.0,192,15579139.0,55,225,97,210,1,93,28
1,169,223,9,124456197.0,360,946816.0,175,298,371,80,2,102,163
1,155,75,5,115467130.0,2,3200570.0,116,4,250,147,1,138,142
1,169,110,9,117492736.0,147,37694999.0,63,126,117,262,1,37,177
1,58,161,4,126631034.0,223,77313078.0,6,199,12,155,2,48,181
1,169,223,5,152266658.0,189,187395890.0,159,167,311,262,2,96,142
1,169,196,9,137376359.0,22,81575475.0,113,25,246,262,2,38,159
0,156,223,5,1051942675.0,245,51224638.0,133,258,284,169,1,138,100
1,169,223,9,1128235331.0,344,2.918149068487566e+21,146,298,308,262,2,37,142
1,1,197,5,137562357.0,66,81737355.0,113,71,240,177,1,86,142
1,123,223,5,,239,,17,244,29,262,1,105,198
1,169,35,9,1042317151.0,325,305259821.0,25,298,41,262,2,42,142
1,159,223,5,,346,,9,294,15,262,1,143,9
1,181,223,11,,100,,78,99,153,42,2,86,21
1,64,223,5,,393,,10,298,17,219,1,57,58
1,176,223,11,,119,,200,137,412,48,2,64,96
1,83,223,5,,402,,188,298,394,165,1,125,27
1,43,212,5,139896473.0,222,115760456.0,58,220,100,262,1,30,78
1,169,58,9,1076477917.0,31,317089315.0,113,27,243,262,2,5,142
0,144,223,5,,353,,105,298,210,171,1,134,110
1,169,223,5,1146421680.0,224,241126224.0,124,237,264,231,1,64,142
0,20,49,5,1061388174.0,395,311617555.0,140,298,294,124,1,6,142
1,169,223,9,142397954.0,255,154374400.0,31,253,49,262,2,101,142
1,65,206,9,138791996.0,379,24342285.0,181,298,381,74,2,59,84
1,61,48,5,1061313743.0,378,164367108.0,28,298,45,262,2,41,111
1,200,223,5,134228316.0,363,8599203.0,59,298,102,24,1,105,104
0,20,108,5,117416606.0,258,8164999.0,189,270,395,6,1,6,142
1,64,223,5,,388,,145,298,302,161,1,57,33
1,78,12,5,1017734216.0,12,220884799.0,166,16,355,110,1,73,142
