ViafId,GndId,FreebaseId,LibraryOfCongressAuthorityId,CommonsCategory,IsniIdentifier,IdRefId,MainCategory,NationalLibraryOfIsraelJ9uId,NlCrAutId,QuoraTopicId
126344972.0,94,121,236,23,121085830.0,,209,,123,27
133395389.0,7,147,142,76,122894349.0,118267493.0,69,9.870076050488051e+17,76,73
124469989.0,177,241,180,87,,,209,9.870074035606052e+17,0,73
138093359.0,81,29,156,172,123085949.0,30046920.0,164,9.870072693869052e+17,102,147
157818679.0,134,50,240,86,404424433.0,58858148.0,209,9.870074380055052e+17,26,67
169165874.0,177,0,175,4,120363165.0,,3,,0,73
132448493.0,62,178,110,175,120190495.0,,169,9.870075765113052e+17,115,153
7.022154260664525e+21,177,188,0,222,,,209,,0,73
130194570.0,35,38,130,11,405131456.0,26463008.0,118,9.870072576357052e+17,22,8
4.271456764009052e+20,40,233,49,65,120132535.0,27370208.0,61,9.870072669925052e+17,57,61
145070265.0,63,136,214,173,121769482.0,28881818.0,165,9.870072693867052e+17,139,148
5.851150567623906e+21,177,241,0,87,404032552.0,201610795.0,115,,0,73
149991997.0,177,229,238,69,,139981403.0,65,,0,73
127559410.0,177,214,152,136,121543053.0,,125,9.870073155214052e+17,108,73
5.851150567623906e+21,177,241,0,87,404032552.0,201610795.0,115,,0,73
150404666.0,154,215,233,60,110914533.0,,55,9.870073302603052e+17,16,54
140902903.0,164,68,190,123,95534320.0,,111,9.870073144164051e+17,0,73
152089125.0,99,99,48,201,121865845.0,28032837.0,192,9.870074567119052e+17,66,151
135593396.0,167,64,193,198,121632777.0,26431025.0,150,9.870072693789052e+17,129,73
133250783.0,177,208,184,176,122868650.0,35325771.0,170,,24,154
132602463.0,127,170,168,155,114986059.0,34367896.0,143,9.870112575018052e+17,116,131
130943651.0,21,148,44,70,406200548.0,,66,9.870073774987052e+17,0,64
126523066.0,27,84,123,20,406399286.0,,17,9.870075687883052e+17,0,19
125327305.0,18,82,70,184,,,180,9.870075991134052e+17,98,163
156242131.0,151,149,231,117,107085391.0,29152798.0,106,9.870073022865052e+17,54,73
130706776.0,103,138,88,50,121576314.0,,46,9.870072629050052e+17,0,73
121971354.0,89,86,9,75,120970141.0,30091896.0,167,9.870075262255052e+17,65,150
129729235.0,16,6,89,128,419370546.0,26427524.0,117,9.870072691198052e+17,111,109
124138091.0,5,9,200,81,404880789.0,72312262.0,146,,0,71
126282670.0,120,227,79,157,419367988.0,,144,9.870072692130052e+17,46,133
313138723.0,75,79,126,167,121814263.0,26430398.0,158,9.870075765020051e+17,106,143
145844349.0,23,166,40,140,419368921.0,28101138.0,171,9.870072690968051e+17,67,155
138983253.0,70,53,109,7,121693326.0,30382459.0,6,9.870074360976051e+17,0,4
140454679.0,159,199,212,87,404905413.0,,209,,0,73
159033739.0,101,146,216,199,121947787.0,26583836.0,21,9.870074148476051e+17,124,23
129553616.0,130,156,35,124,121891568.0,34281290.0,112,9.870075117609052e+17,28,106
265019383.0,10,45,134,204,,29115930.0,195,9.870072693673052e+17,29,21
135493691.0,20,189,92,57,121629631.0,26432250.0,53,9.870073028609052e+17,6,52
124138091.0,5,9,200,81,404880789.0,72312262.0,146,,0,71
125693395.0,87,63,91,158,404781713.0,28925122.0,145,9.870072693653052e+17,122,134
140819272.0,41,10,129,45,405461279.0,,40,9.870072635682052e+17,11,41
168107621.0,177,235,163,68,123179814.0,,64,9.870075993597052e+17,110,73
134409977.0,13,167,34,209,419369457.0,26431661.0,197,9.870072694505052e+17,10,174
129827210.0,77,125,54,193,89145257.0,28653270.0,188,9.870074407237052e+17,0,170
128638237.0,126,5,12,63,123226764.0,28090624.0,58,9.870072639313052e+17,90,56
156563841.0,148,190,74,114,121923275.0,28210972.0,102,9.870073001226052e+17,53,96
140380391.0,45,145,29,165,418031817.0,,156,9.870075263860051e+17,0,73
136008754.0,19,13,8,80,405460241.0,29586968.0,73,9.870076052871052e+17,30,70
125487104.0,119,78,94,101,,,89,9.870072669124051e+17,145,87
141925602.0,55,169,37,185,94838760.0,27215806.0,181,9.870072694901052e+17,71,111
1.1466353136419814e+18,177,117,0,73,404695348.0,,209,,0,73
159033739.0,101,146,216,199,121947787.0,26583836.0,21,9.870074148476051e+17,124,23
131237411.0,160,40,135,214,121585974.0,33565066.0,202,9.870072698877052e+17,39,73
284976748.0,33,2,68,79,121590001.0,27627063.0,72,9.870074406488051e+17,79,73
146875214.0,155,200,228,87,121797942.0,161183972.0,209,,0,73
4.271456764009052e+20,40,233,49,65,120132535.0,27370208.0,61,9.870072669925052e+17,57,61
144196611.0,173,143,105,8,406211570.0,186295138.0,7,9.870072632340051e+17,0,5
156242131.0,151,149,231,117,107085391.0,29152798.0,106,9.870073022865052e+17,54,73
128922850.0,59,185,119,52,404133089.0,26453797.0,48,9.870072627986052e+17,134,47
1.251513519652526e+20,177,241,7,87,,,209,,0,73
124127252.0,170,228,87,66,459033130.0,32150547.0,62,9.870072646220051e+17,73,62
146041435.0,44,159,82,154,406480244.0,30820758.0,142,,88,130
150022947.0,12,43,85,213,122908069.0,26432838.0,201,9.870076043577052e+17,61,179
152089125.0,99,99,48,201,121865845.0,28032837.0,192,9.870074567119052e+17,66,151
308700195.0,140,74,182,49,122974920.0,145419177.0,45,9.870073090410052e+17,120,46
124469989.0,177,241,180,87,,,209,9.870074035606052e+17,0,73
170430611.0,177,161,209,87,,,209,,0,73
131476374.0,177,67,178,109,417635731.0,,209,,0,73
149991997.0,177,229,238,69,,139981403.0,65,,0,73
145070265.0,63,136,214,173,121769482.0,28881818.0,165,9.870072693867052e+17,139,148
134409977.0,13,167,34,209,419369457.0,26431661.0,197,9.870072694505052e+17,10,174
143759573.0,61,118,157,108,121747048.0,26430711.0,97,9.870073102611052e+17,59,92
139007816.0,6,55,128,189,123697670.0,26430843.0,184,9.870072694772051e+17,127,73
267632219.0,113,164,56,178,419368972.0,,174,9.870072691989052e+17,69,158
137915883.0,83,157,185,67,,30512794.0,63,,0,73
145023311.0,60,107,25,55,121532557.0,27918459.0,98,9.870075839249052e+17,86,50
149516573.0,139,83,120,77,123153964.0,157978400.0,70,9.870072707495052e+17,113,68
169149839.0,177,183,208,87,,,209,,0,73
247470506.0,46,11,121,161,114821895.0,26431882.0,152,9.870074314247052e+17,0,139
124127252.0,170,228,87,66,459033130.0,32150547.0,62,9.870072646220051e+17,73,62
123126640.0,166,128,235,126,107196681.0,,114,9.870074564179052e+17,74,107
130118418.0,57,236,0,84,406325076.0,,75,9.870074542717052e+17,85,73
132544298.0,122,41,81,207,90646198.0,26431475.0,196,9.870074618644051e+17,82,173
149218573.0,141,54,224,89,107268331.0,142682136.0,78,9.870075831062052e+17,27,76
143512760.0,177,81,242,129,,,209,,0,112
143080305.0,32,179,73,202,,27361802.0,193,9.870072694633052e+17,63,77
127559410.0,177,214,152,136,121543053.0,,125,9.870073155214052e+17,108,73
122555271.0,116,56,83,12,419369801.0,27788350.0,9,9.870073658138052e+17,118,9
132448493.0,62,178,110,175,120190495.0,,169,9.870075765113052e+17,115,153
149568785.0,149,31,0,220,121167043.0,26374943.0,207,9.870076037566052e+17,0,184
149568785.0,149,31,0,220,121167043.0,26374943.0,207,9.870076037566052e+17,0,184
311352877.0,177,241,0,39,,,209,,0,73
158009703.0,177,203,239,100,,122824849.0,209,,89,73
127434267.0,117,234,52,40,119551644.0,34759182.0,35,9.870072615042052e+17,17,36
154703624.0,74,3,155,131,122853256.0,,209,9.870072694889052e+17,117,73
127559410.0,177,214,152,136,121543053.0,,125,9.870073155214052e+17,108,73
134855926.0,96,122,66,71,419368649.0,27921026.0,67,9.870072651187052e+17,25,65
143667638.0,177,241,78,87,121744066.0,,209,9.870073507084051e+17,0,73
155945110.0,177,219,125,1,122989815.0,,44,9.870075683926052e+17,136,45
284976748.0,33,2,68,79,121590001.0,27627063.0,72,9.870074406488051e+17,79,73
268958986.0,177,241,169,35,122203907.0,,209,,0,73
138323566.0,153,51,131,127,120346082.0,,116,9.870073010915052e+17,41,108
247470506.0,46,11,121,161,114821895.0,26431882.0,152,9.870074314247052e+17,0,139
129553616.0,130,156,35,124,121891568.0,34281290.0,112,9.870075117609052e+17,28,106
133860129.0,143,60,186,162,121619644.0,165830549.0,153,9.870073627689052e+17,137,140
149991997.0,177,229,238,69,,139981403.0,65,,0,73
3.921147270509136e+21,177,218,20,87,121856754.0,30049385.0,209,9.870074491229052e+17,0,69
138923714.0,157,42,230,0,,254778186.0,0,9.870072572147052e+17,0,73
133172413.0,85,20,76,48,419370538.0,85963631.0,43,9.870072962456051e+17,81,44
126239404.0,114,90,154,14,109457005.0,,11,9.870073341406052e+17,141,12
234270464.0,177,193,0,111,,,209,,0,73
128099306.0,177,154,192,87,,,209,,0,110
136008754.0,19,13,8,80,405460241.0,29586968.0,73,9.870076052871052e+17,30,70
135801795.0,177,237,159,91,123044186.0,34602089.0,80,9.870076042641052e+17,0,79
149568785.0,149,31,0,220,121167043.0,26374943.0,207,9.870076037566052e+17,0,184
312840946.0,177,113,183,6,,,5,9.870073251052051e+17,0,3
126086580.0,118,15,95,146,419367486.0,26431726.0,135,9.870072692193052e+17,68,123
157960599.0,136,196,57,171,121132211.0,,163,9.870074517324051e+17,0,146
157960599.0,136,196,57,171,121132211.0,,163,9.870074517324051e+17,0,146
316745592.0,177,241,0,121,405075132.0,,209,,0,104
155567035.0,24,91,38,188,120971371.0,28041224.0,183,9.870072689946052e+17,132,165
312905953.0,177,158,0,38,417563635.0,,209,,0,35
158293165.0,49,116,140,61,107098686.0,,56,,0,73
129553616.0,130,156,35,124,121891568.0,34281290.0,112,9.870075117609052e+17,28,106
135771113.0,38,155,98,87,119557325.0,,126,9.870076036981052e+17,0,73
134409977.0,13,167,34,209,419369457.0,26431661.0,197,9.870072694505052e+17,10,174
133411557.0,104,134,71,197,122872617.0,29966477.0,149,9.870072693799052e+17,5,137
1.1466353136419814e+18,177,117,0,73,404695348.0,,209,,0,73
130740537.0,177,19,50,215,121576568.0,134361148.0,203,9.870072698828051e+17,35,180
123126640.0,166,128,235,126,107196681.0,,114,9.870074564179052e+17,74,107
136802472.0,108,204,65,206,121655629.0,26599384.0,131,9.870075970485052e+17,0,73
144380637.0,177,126,136,87,,26403501.0,172,9.870073696101052e+17,0,156
123126640.0,166,128,235,126,107196681.0,,114,9.870074564179052e+17,74,107
134085618.0,30,140,205,56,106899326.0,230380336.0,52,,0,118
5.851150567623906e+21,177,241,0,87,404032552.0,201610795.0,115,,0,73
159500576.0,177,241,162,32,107110323.0,,209,9.870073328528051e+17,0,73
125490841.0,42,21,115,37,404720419.0,50612646.0,34,9.870072611327052e+17,91,34
7362449.0,79,160,149,103,122760543.0,114904510.0,91,9.870074613362052e+17,0,73
153568718.0,171,165,36,148,121885934.0,27706338.0,137,9.870075263845052e+17,50,125
311473249.0,177,127,213,46,,,41,9.870075878217052e+17,52,42
132683760.0,105,220,60,170,121612573.0,26431939.0,161,9.870072693890052e+17,72,145
141925602.0,55,169,37,185,94838760.0,27215806.0,181,9.870072694901052e+17,71,111
141011415.0,150,100,221,92,,83296123.0,81,9.870073022861052e+17,101,80
129827210.0,77,125,54,193,89145257.0,28653270.0,188,9.870074407237052e+17,0,170
124447220.0,95,57,174,27,107203335.0,112746004.0,26,9.870074040386052e+17,32,29
131272175.0,90,197,72,203,119553500.0,27787087.0,194,9.870075074432051e+17,64,99
157695433.0,165,232,114,174,121662407.0,30575923.0,166,9.870072693864051e+17,104,149
169160101.0,161,47,132,28,,33520348.0,27,,0,30
140720861.0,17,30,118,53,,,49,9.870075281002052e+17,135,48
132005805.0,137,241,27,33,121596243.0,88372286.0,209,,0,73
145844349.0,23,166,40,140,419368921.0,28101138.0,171,9.870072690968051e+17,67,155
129736338.0,26,44,90,163,406400021.0,26453177.0,154,9.870074541353052e+17,8,141
137915883.0,83,157,185,67,,30512794.0,63,,0,73
144588512.0,177,163,198,87,,,209,,0,10
264696884.0,177,241,32,87,405784828.0,,209,,0,73
159121440.0,72,14,164,104,,,93,9.870074618060051e+17,0,89
129103035.0,133,80,172,166,109413213.0,34251022.0,157,9.870076043611052e+17,34,142
156242131.0,151,149,231,117,107085391.0,29152798.0,106,9.870073022865052e+17,54,73
155567035.0,24,91,38,188,120971371.0,28041224.0,183,9.870072689946052e+17,132,165
231732089.0,28,26,10,102,404255385.0,55323464.0,90,9.870072673672051e+17,146,88
129666430.0,177,241,170,78,121562481.0,,71,,0,73
128035475.0,64,221,17,191,88091613.0,30684595.0,186,9.870072694878052e+17,77,167
133172413.0,85,20,76,48,419370538.0,85963631.0,43,9.870072962456051e+17,81,44
148568268.0,177,102,0,219,85420856.0,33894221.0,20,,0,22
133767956.0,177,71,167,87,417549796.0,,22,,0,24
132258348.0,142,75,227,212,122432806.0,27294560.0,200,9.870072696657052e+17,75,178
4.371487041595369e+20,177,241,0,87,,,209,,0,73
149517288.0,162,120,64,125,419370669.0,30036496.0,113,9.870075995594052e+17,15,176
141011415.0,150,100,221,92,,83296123.0,81,9.870073022861052e+17,101,80
148943624.0,47,112,241,196,87867651.0,71341609.0,191,9.870112574995052e+17,144,172
3.51487521794412e+19,177,194,0,87,,,209,,0,75
126006107.0,177,195,11,43,,,38,9.870122892598052e+17,0,39
155908975.0,177,201,19,87,104215437.0,,209,9.870074017000051e+17,37,73
144834915.0,112,8,86,169,107216013.0,,160,9.870075081370052e+17,84,144
138323566.0,153,51,131,127,120346082.0,,116,9.870073010915052e+17,41,108
136759130.0,3,25,102,41,120697798.0,26420023.0,36,9.870072669933052e+17,96,37
157960599.0,136,196,57,171,121132211.0,,163,9.870074517324051e+17,0,146
137080884.0,107,65,99,58,121658627.0,148421784.0,148,9.870072634976051e+17,56,136
149719022.0,145,129,158,152,121828067.0,27924254.0,141,9.870075923276051e+17,0,129
132544298.0,122,41,81,207,90646198.0,26431475.0,196,9.870074618644051e+17,82,173
130333233.0,115,171,62,186,121572938.0,26432188.0,182,9.870073067686052e+17,80,164
156563841.0,148,190,74,114,121923275.0,28210972.0,102,9.870073001226052e+17,53,96
137080884.0,107,65,99,58,121658627.0,148421784.0,148,9.870072634976051e+17,56,136
159121440.0,72,14,164,104,,,93,9.870074618060051e+17,0,89
146264344.0,177,241,181,34,119415837.0,,31,9.870075899032051e+17,2,73
148171951.0,22,186,203,31,106711127.0,,30,,40,33
149131869.0,111,180,41,217,419368710.0,73277886.0,205,9.870072701842052e+17,131,182
134355515.0,177,241,165,87,119563530.0,,209,9.870074381641052e+17,0,73
146875214.0,155,200,228,87,121797942.0,161183972.0,209,,0,73
124127252.0,170,228,87,66,459033130.0,32150547.0,62,9.870072646220051e+17,73,62
146041435.0,44,159,82,154,406480244.0,30820758.0,142,,88,130
142086252.0,176,124,51,94,419370327.0,28970268.0,83,9.870072665076051e+17,138,82
134443728.0,177,223,223,51,122888774.0,,47,,143,73
129809767.0,76,94,138,87,121566060.0,114534942.0,103,9.870073979268051e+17,0,97
139224153.0,177,224,2,5,122217188.0,156730413.0,209,,48,1
284976748.0,33,2,68,79,121590001.0,27627063.0,72,9.870074406488051e+17,79,73
133172413.0,85,20,76,48,419370538.0,85963631.0,43,9.870072962456051e+17,81,44
154267773.0,11,66,30,143,,26431610.0,130,9.870072690985052e+17,133,120
138297968.0,52,202,211,205,121764817.0,,8,9.870112467233052e+17,62,6
158589930.0,177,153,237,30,105793386.0,,29,,0,32
144196611.0,173,143,105,8,406211570.0,186295138.0,7,9.870072632340051e+17,0,5
124469989.0,177,241,180,87,,,209,9.870074035606052e+17,0,73
159121440.0,72,14,164,104,,,93,9.870074618060051e+17,0,89
131556880.0,39,62,43,192,106957223.0,26432242.0,187,9.870072693827052e+17,103,168
155739406.0,51,33,195,3,121682483.0,31741878.0,2,9.870075839200051e+17,92,73
148091513.0,177,206,199,145,99719023.0,,134,,0,122
130462673.0,177,135,218,107,89499645.0,,96,,0,91
129103035.0,133,80,172,166,109413213.0,34251022.0,157,9.870076043611052e+17,34,142
148943624.0,47,112,241,196,87867651.0,71341609.0,191,9.870112574995052e+17,144,172
148625294.0,156,175,80,218,,,206,9.870073078408051e+17,0,183
145070265.0,63,136,214,173,121769482.0,28881818.0,165,9.870072693867052e+17,139,148
133767956.0,177,71,167,87,417549796.0,,22,,0,24
125490841.0,42,21,115,37,404720419.0,50612646.0,34,9.870072611327052e+17,91,34
137834188.0,29,22,16,99,121668315.0,28176545.0,88,9.870072668199052e+17,0,85
140992663.0,177,226,197,106,95590613.0,,95,,0,90
129553616.0,130,156,35,124,121891568.0,34281290.0,112,9.870075117609052e+17,28,106
312840946.0,177,113,183,6,,,5,9.870073251052051e+17,0,3
284129244.0,177,192,6,87,404949619.0,,132,,0,73
136661549.0,34,144,160,9,121652751.0,28197305.0,4,9.870074441310052e+17,33,2
133395389.0,7,147,142,76,122894349.0,118267493.0,69,9.870076050488051e+17,76,73
134353566.0,147,37,145,194,405720760.0,28136748.0,189,9.870072693822052e+17,142,171
143190567.0,177,184,176,87,404989610.0,,209,,0,60
124127252.0,170,228,87,66,459033130.0,32150547.0,62,9.870072646220051e+17,73,62
145523068.0,177,210,55,187,121779066.0,26404036.0,121,,0,73
137834188.0,29,22,16,99,121668315.0,28176545.0,88,9.870072668199052e+17,0,85
152239883.0,168,105,21,138,121868149.0,31216099.0,127,,0,73
149568785.0,149,31,0,220,121167043.0,26374943.0,207,9.870076037566052e+17,0,184
153037232.0,73,207,106,142,109441265.0,28968832.0,129,9.870112575218052e+17,0,73
129582224.0,100,151,47,122,419368956.0,26637251.0,110,9.870072683257052e+17,58,105
145023311.0,60,107,25,55,121532557.0,27918459.0,98,9.870075839249052e+17,86,50
151763069.0,177,241,0,87,474341799.0,,209,,130,73
128987800.0,84,101,31,47,121095844.0,26453169.0,42,9.870072624714052e+17,12,43
123732247.0,97,85,14,87,122849257.0,155834800.0,209,9.870074590754052e+17,0,73
157518001.0,177,225,207,98,,,209,,0,73
150695858.0,175,162,139,153,123533326.0,150194080.0,23,9.870075856587052e+17,0,26
148103798.0,78,209,4,208,122959843.0,124635016.0,162,9.870074002139052e+17,125,73
137430799.0,31,187,124,83,121550800.0,180690493.0,74,9.870072662015052e+17,38,185
128987800.0,84,101,31,47,121095844.0,26453169.0,42,9.870072624714052e+17,12,43
148565190.0,92,141,229,112,122267046.0,146768507.0,100,9.870075809228051e+17,9,94
159121440.0,72,14,164,104,,,93,9.870074618060051e+17,0,89
144834915.0,112,8,86,169,107216013.0,,160,9.870075081370052e+17,84,144
143759573.0,61,118,157,108,121747048.0,26430711.0,97,9.870073102611052e+17,59,92
128638237.0,126,5,12,63,123226764.0,28090624.0,58,9.870072639313052e+17,90,56
131556880.0,39,62,43,192,106957223.0,26432242.0,187,9.870072693827052e+17,103,168
131326506.0,54,61,111,85,106872182.0,,76,9.870075281006052e+17,0,72
156108598.0,177,70,189,93,104343906.0,,82,,0,81
156963164.0,177,73,0,26,109463405.0,,209,,1,73
126752257.0,48,34,146,133,121092379.0,122268415.0,122,9.870072691745052e+17,0,115
145844349.0,23,166,40,140,419368921.0,28101138.0,171,9.870072690968051e+17,67,155
146041435.0,44,159,82,154,406480244.0,30820758.0,142,,88,130
193053676.0,106,108,219,182,110169625.0,151309841.0,178,9.870112574928051e+17,18,161
141011415.0,150,100,221,92,,83296123.0,81,9.870073022861052e+17,101,80
136608671.0,177,198,122,87,121837510.0,,209,9.870073276409052e+17,0,66
157062462.0,177,213,171,115,123699086.0,30086329.0,104,9.870075729728051e+17,0,98
138923714.0,157,42,230,0,,254778186.0,0,9.870072572147052e+17,0,73
148378767.0,37,28,113,17,121807477.0,26470942.0,13,9.870072581903052e+17,83,15
248312936.0,169,7,0,54,,,50,,0,49
158274361.0,177,241,97,87,417564689.0,,209,,0,73
136918390.0,110,4,107,168,419368470.0,30052726.0,159,9.870072886449052e+17,45,73
158225466.0,1,23,69,113,,28073789.0,101,9.870072681462052e+17,36,95
150022947.0,12,43,85,213,122908069.0,26432838.0,201,9.870076043577052e+17,61,179
157705719.0,68,238,15,87,404507271.0,,94,9.870075224412051e+17,0,73
131326506.0,54,61,111,85,106872182.0,,76,9.870075281006052e+17,0,72
122185420.0,177,216,173,135,121497632.0,,124,9.870073070554052e+17,0,73
140902903.0,164,68,190,123,95534320.0,,111,9.870073144164051e+17,0,73
134409977.0,13,167,34,209,419369457.0,26431661.0,197,9.870072694505052e+17,10,174
155908975.0,177,201,19,87,104215437.0,,209,9.870074017000051e+17,37,73
151130293.0,135,231,108,132,123535022.0,152824111.0,120,9.870074391612051e+17,47,114
144380637.0,177,126,136,87,,26403501.0,172,9.870073696101052e+17,0,156
155886025.0,65,24,42,147,417571758.0,26430479.0,136,9.870072694849052e+17,21,124
139238542.0,14,27,93,144,403723343.0,29401801.0,133,9.870075831269052e+17,126,121
261059942.0,15,1,63,130,419369705.0,33602573.0,119,9.870075263818052e+17,93,113
1.731475532473538e+20,158,241,191,87,403827767.0,,209,,0,73
132448493.0,62,178,110,175,120190495.0,,169,9.870075765113052e+17,115,153
141011415.0,150,100,221,92,,83296123.0,81,9.870073022861052e+17,101,80
129553616.0,130,156,35,124,121891568.0,34281290.0,112,9.870075117609052e+17,28,106
123126640.0,166,128,235,126,107196681.0,,114,9.870074564179052e+17,74,107
134587283.0,177,191,0,72,,,209,,0,73
128638237.0,126,5,12,63,123226764.0,28090624.0,58,9.870072639313052e+17,90,56
139514305.0,177,241,0,87,,,33,,7,73
169160101.0,161,47,132,28,,33520348.0,27,,0,30
167609216.0,177,103,5,42,122337083.0,,37,,0,38
136549828.0,177,110,0,44,93054921.0,,39,,0,40
152441516.0,91,239,96,120,122966373.0,,109,9.870072683415052e+17,0,73
133382129.0,177,241,243,87,,146527593.0,209,,13,73
149642343.0,177,114,217,139,121826061.0,,209,,121,73
284976748.0,33,2,68,79,121590001.0,27627063.0,72,9.870074406488051e+17,79,73
159121440.0,72,14,164,104,,,93,9.870074618060051e+17,0,89
145023311.0,60,107,25,55,121532557.0,27918459.0,98,9.870075839249052e+17,86,50
4.271456764009052e+20,40,233,49,65,120132535.0,27370208.0,61,9.870072669925052e+17,57,61
259185857.0,177,230,1,87,404296240.0,,209,,0,73
149642343.0,177,114,217,139,121826061.0,,209,,121,73
147726875.0,4,76,222,200,122956052.0,,209,,0,73
138286025.0,82,205,210,119,406323855.0,165736968.0,108,9.870072683416051e+17,99,103
139224153.0,177,224,2,5,122217188.0,156730413.0,209,,48,1
142523323.0,66,133,26,90,112766626.0,,79,9.870074567575052e+17,0,78
170430611.0,177,161,209,87,,,209,,0,73
153568718.0,171,165,36,148,121885934.0,27706338.0,137,9.870075263845052e+17,50,125
141240524.0,177,39,75,164,120191471.0,,155,9.870074059973052e+17,0,117
128099306.0,177,154,192,87,,,209,,0,110
156242131.0,151,149,231,117,107085391.0,29152798.0,106,9.870073022865052e+17,54,73
128987800.0,84,101,31,47,121095844.0,26453169.0,42,9.870072624714052e+17,12,43
168566084.0,177,52,194,87,100673537.0,129425818.0,209,9.870074272611052e+17,0,25
127160388.0,177,12,225,25,121532936.0,50509632.0,25,9.870074541119052e+17,87,28
130194570.0,35,38,130,11,405131456.0,26463008.0,118,9.870072576357052e+17,22,8
143553672.0,58,69,45,21,123093092.0,160850886.0,18,9.870112573905052e+17,31,20
148943624.0,47,112,241,196,87867651.0,71341609.0,191,9.870112574995052e+17,144,172
138024289.0,146,89,234,150,121673843.0,,139,9.870112575347052e+17,44,127
140454679.0,159,199,212,87,404905413.0,,209,,0,73
3.501159248252805e+21,36,32,177,118,121694265.0,,107,,0,102
313138723.0,75,79,126,167,121814263.0,26430398.0,158,9.870075765020051e+17,106,143
313138723.0,75,79,126,167,121814263.0,26430398.0,158,9.870075765020051e+17,106,143
7.022154260664525e+21,177,188,0,222,,,209,,0,73
130974113.0,132,176,0,82,89806297.0,,209,,0,73
146564554.0,163,174,33,149,121791970.0,,138,9.870074390128051e+17,140,126
131901031.0,88,212,117,190,122861424.0,28059700.0,185,9.870072693716051e+17,60,166
262278305.0,125,93,133,59,106687884.0,26458632.0,54,9.870073112453052e+17,100,53
159447334.0,177,98,103,22,106264689.0,,19,9.870074619542052e+17,0,73
126523066.0,27,84,123,20,406399286.0,,17,9.870075687883052e+17,0,19
143949988.0,8,36,53,159,121752154.0,,147,9.870074592587052e+17,43,135
157695433.0,165,232,114,174,121662407.0,30575923.0,166,9.870072693864051e+17,104,149
143759573.0,61,118,157,108,121747048.0,26430711.0,97,9.870073102611052e+17,59,92
155791554.0,177,241,23,36,,,32,9.870076047304051e+17,3,73
138923714.0,157,42,230,0,,254778186.0,0,9.870072572147052e+17,0,73
136802472.0,108,204,65,206,121655629.0,26599384.0,131,9.870075970485052e+17,0,73
125099638.0,86,16,112,29,121562780.0,26615002.0,28,9.870072606148051e+17,51,31
136173993.0,131,18,179,183,119565704.0,33936056.0,179,9.870072688459052e+17,49,162
261067058.0,177,59,188,116,121114814.0,,105,,95,100
138054525.0,177,181,127,87,112403921.0,,59,9.870072633303052e+17,114,58
137080884.0,107,65,99,58,121658627.0,148421784.0,148,9.870072634976051e+17,56,136
