Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position
1,10738,166,4,10142
0,410431,183,4,409799
1,717564,274,4,716974
0,497547,257,4,496699
1,2021354,37,4,2020752
0,22510,55,3,21845
0,12963,342,4,12349
1,1274037,191,4,1273459
1,2090413,219,3,2089832
1,203566,71,2,203195
1,641268,240,4,640657
1,1773473,335,3,1772775
1,537100,295,4,536468
1,3185,164,4,2544
0,1078119,195,4,1077559
0,567898,124,2,567485
0,4704,233,4,4066
0,55203,82,4,54550
0,288418,227,4,287768
0,165971,19,4,165327
1,627125,86,4,626559
0,1646736,217,4,1646206
1,11303,51,4,10641
1,661517,1,4,660867
