Country,Latitude,CommonsCategory,Longitude,CatalogCode
0,47.3754194916,364,28.5968372138,433
0,47.0218022739,472,28.8259181553,141
0,47.3754582572,27,28.8232357637,403
0,47.3124679459,325,28.976213899,443
0,,415,,506
0,47.0173940417,290,28.8254525672,204
0,,366,,194
0,47.026687521,482,28.8209477849,256
0,47.0257231573,175,28.8223611189,199
0,,76,,162
0,47.3860406491,273,28.8246408041,409
0,47.0277622854,465,28.834650468,247
0,47.60311,524,28.98483,463
1,47.0235028673,326,28.8287824939,222
0,47.0280543119,187,28.8439355415,93
0,,430,,376
0,,433,,375
0,,436,,373
0,48.3860559939,295,27.4311038064,401
0,47.0318929787,58,28.8253523967,226
0,47.3731794473,278,28.8234894364,413
0,47.9341959576,378,27.3803091181,451
0,46.8390768445,174,29.6052295064,521
0,47.0253085579,347,28.4099485963,380
0,47.0101203119,18,28.6658450355,364
0,47.019917351,178,28.8303944733,203
0,47.021729,1,28.836193,39
0,47.8290763673,97,28.5006871292,469
0,,77,,156
0,47.0317255871,36,28.826411782,233
0,47.8947514204,116,27.3463669097,449
0,48.136944,446,28.304722,484
0,47.3864646171,396,29.1112832102,304
0,48.2630979641,170,27.7881137134,314
0,47.0544680228,67,28.8520137335,235
0,47.2426695307,306,28.8037351159,294
0,46.0110022492,320,28.6680050792,265
0,47.0201178686,176,28.8218730943,202
0,46.9402777778,299,29.4047408333,3
0,47.024971138,244,28.8172922906,106
0,48.3300530833,509,28.0577849444,485
0,47.0225757715,251,28.8241027877,101
0,48.3133846667,87,27.5575921111,320
0,47.0182974105,205,28.8299585874,71
0,47.0171294102,230,28.8298256294,86
0,48.3744731207,383,27.8433060233,305
0,46.8843081704,16,28.4123952534,357
0,47.33388889,128,28.65388889,432
0,47.1344623405,399,28.5986636775,490
0,47.62382097,450,28.4726069336,512
0,47.3762226201,70,28.8246526612,444
0,47.37560589,152,28.8253722075,424
0,48.2284386089,133,27.5153616185,315
0,47.7073365165,407,27.8692977486,339
0,48.2909222872,320,26.8759085884,31
0,47.0184299228,497,28.8322718398,174
0,46.682538017,5,29.047192456,282
0,47.023029,445,28.84234,254
0,47.3073859098,117,28.9244908949,428
0,47.695,335,28.96555556,462
0,47.7876158416,451,27.9210566967,17
0,47.6391966248,371,28.6456784615,517
0,47.0271400485,458,28.8356564306,246
0,48.0625510131,104,28.3116643856,479
0,48.2219426999,363,27.0422484387,24
0,47.3774356583,255,28.8246832714,420
0,47.0193855522,179,28.8259207045,208
0,47.8773167674,343,28.0372286103,474
0,47.9546317826,292,27.5607034411,450
0,47.0934722222,93,28.7671666667,494
0,47.0180895741,233,28.8318238096,89
0,47.0219677617,228,28.8203863526,82
0,47.949649837,163,27.2612104566,452
0,47.024834971,57,28.8175470151,152
0,47.134535511,398,28.7159662269,499
0,47.0276706952,463,28.8223599758,138
0,47.0219,435,28.8489,44
0,47.2509900553,99,28.5336673892,491
0,46.9205798455,513,28.8203319789,368
0,47.013218,156,28.848,193
0,47.5722864892,329,27.7140025018,335
0,48.0299794207,173,27.3396079157,327
0,47.0291779956,139,28.8282297636,229
0,47.0163385002,495,28.8287262189,172
0,47.0227198322,194,28.8443482945,49
0,47.9375761653,449,28.8313902762,472
0,47.0193561581,183,28.8275378817,68
0,47.6096954506,100,28.9456673664,459
0,47.0231504935,492,28.8263122117,164
0,47.7591672591,37,27.9227706741,15
0,47.0214667707,249,28.8227235326,62
0,47.0209020351,483,28.8296645004,166
0,47.023901,315,28.821377,216
0,48.3394946742,169,27.8907204474,309
0,47.7179486443,166,27.6202316633,349
0,47.0685849152,351,29.3937184189,353
0,47.0230303528,210,28.8228760973,120
0,47.0155931435,269,28.8303433532,95
0,47.0189019599,157,28.8401902773,190
0,,520,,312
0,48.1670568314,341,28.307276785,480
0,47.7608322009,88,27.9302373637,20
0,47.0197858247,46,28.8210943408,219
0,47.0119672092,268,28.8278139648,94
0,46.8239055556,453,29.4822805556,507
0,47.2278715239,368,28.9409822282,291
0,48.3165666283,320,27.9748147059,317
0,48.40955556,130,27.83633333,391
0,47.7544,421,27.9197,11
0,48.3032773445,514,27.7324286717,311
0,47.0427970991,121,28.9604292664,289
0,47.0212456878,477,28.8215990191,136
0,47.5777832046,424,27.7098716331,336
0,47.2840458782,164,28.848096402,434
0,47.0191953002,195,28.8484404904,48
0,47.0123124192,180,28.8444932907,125
0,47.1451089772,24,28.4364337722,503
0,46.8916919444,312,29.292005,0
0,47.0344444444,313,28.8381944444,220
0,47.023154579,467,28.84426504,243
0,47.0196957691,177,28.8335106687,200
0,47.020421,464,28.835175,249
0,47.0163932679,185,28.8276875278,76
0,47.2451866388,339,28.9280352006,292
0,48.2633514376,81,27.346374024,326
0,47.027806346,479,28.825466124,146
0,47.3770243383,280,28.8255322885,415
0,47.684277,395,28.492251,516
0,46.83694444,447,29.63361111,522
0,46.8221707211,138,29.4790774211,511
0,47.0148986938,198,28.8268466998,63
0,47.3760895711,397,28.576250186,442
0,47.0321916067,191,28.8189708637,112
0,46.6174145722,6,29.3539038511,301
0,46.9603566421,115,28.5002741895,359
0,47.0159466077,213,28.8363076827,128
0,48.2795097385,379,27.3166794715,397
0,47.0232987132,216,28.8253087519,79
0,47.7661786969,41,27.895865389,21
0,47.1437130895,168,29.0675971027,295
0,47.0250157551,196,28.840435997,50
0,,71,,161
0,46.4787583666,410,28.2504276509,370
0,48.292843249,384,26.9375060604,28
0,47.8153585749,414,28.4014720475,345
0,47.0208611111,440,28.8304055556,198
0,47.103961,510,28.201044,383
0,47.0210772086,248,28.8220488616,99
0,47.0173337033,489,28.8240345035,179
0,47.0224987575,494,28.8204471992,171
0,47.030993,316,28.848961,40
0,47.7641886241,408,27.8985583023,7
0,46.1684993808,344,28.6446284282,283
0,47.9183520788,402,27.2655297983,456
0,46.8376388889,39,29.4850833333,509
0,47.0179241081,51,28.8282191377,134
0,48.3826156441,301,26.8741387935,34
0,47.0135647214,226,28.8425973906,59
0,47.4622912642,32,28.4411394287,519
0,48.308930192,110,26.9381371215,29
0,47.34092134,321,28.1043443867,525
0,,257,,109
0,47.3771346595,253,28.8250394517,418
0,47.02222222,425,28.81722222,218
0,48.4330504807,2,27.7974155747,392
0,47.0900059786,348,28.6633511155,493
0,47.7574460802,83,27.927268508,8
0,47.0231927752,270,28.8418903021,96
0,47.3748990802,49,28.8250061167,422
0,47.0298,454,28.8254,41
0,46.8896592455,11,29.3052500733,1
0,47.5109329302,385,28.8716675772,427
0,46.0575468106,314,28.8243925327,264
0,47.0154860827,240,28.831941945,102
0,47.2312124373,393,28.8582332901,293
0,47.4682095861,372,27.7341491433,340
0,47.3119603379,127,28.5920784541,505
0,47.0270004384,17,28.6312567838,363
0,47.4690066082,107,27.576881984,334
0,47.0307176688,136,28.8238827067,211
0,46.7323205217,411,28.7519874086,279
0,47.8268277534,373,27.8530446606,453
0,48.2597390719,40,27.429289637,400
0,47.0301013356,309,28.8420240187,191
0,47.008976274,422,29.1292324732,288
0,48.1406427082,34,27.9722064767,322
0,47.3724769414,417,28.3204672103,272
0,47.0312300183,262,28.8195889833,55
0,46.8257017241,391,28.8677407833,362
0,47.0225105423,471,28.821198387,248
0,47.020280656,266,28.8371153434,97
0,47.0224308051,200,28.8189818103,113
0,47.0228051109,56,28.84212308,151
0,47.0284325602,474,28.8348491583,144
0,47.0280153616,45,28.8181438704,213
0,47.0185643107,145,28.8259293865,230
0,47.3760007428,254,28.8241662717,419
0,47.0296691138,508,28.8311481553,167
0,48.3072588266,521,27.5644240631,313
0,48.1538557416,153,28.2975292449,483
0,,427,,371
0,46.9633157322,298,28.0980513369,387
0,46.872012,516,28.112592,355
0,46.5217107817,30,28.7809873497,278
0,47.021324,506,28.815175,258
0,47.0169432661,488,28.8243964084,178
0,47.0255412222,460,28.822748969,245
0,47.0328154121,246,28.8247424861,132
0,47.9386347306,376,28.8286297074,471
0,46.9650748093,403,28.0997036885,384
0,47.0258353027,478,28.8204547908,139
0,47.0290161548,462,28.820352709,148
0,,68,,239
0,47.6515358953,359,28.0468581044,473
0,47.76028,318,27.92537,5
0,46.6782559154,13,29.0456965182,280
0,47.035641,98,28.838674,43
0,47.7552777778,307,27.9252777778,18
0,47.3728975806,429,28.8745876035,440
0,47.0223333422,211,28.8434323265,51
0,47.0141380696,503,28.828788741,176
0,47.0244565825,487,28.8161454511,182
0,47.0218569686,250,28.8232187023,100
0,47.327789,154,28.391991,270
0,47.219666,47,27.916363,524
0,47.0320113628,475,28.824675917,145
0,47.0117537727,60,28.8361521891,155
0,47.0294497014,468,28.8190638692,149
0,47.288248,12,28.587913,492
0,47.5263368366,8,27.5353370288,337
0,47.0147270297,197,28.8270539998,209
0,47.0205372868,148,28.8212730384,223
0,47.0217888889,486,28.8190388889,181
0,47.2062934248,135,28.6976709981,497
0,47.657745098,96,27.593793655,350
0,47.0141796303,224,28.8264862038,92
0,48.3837878244,381,27.440800064,399
0,46.9823083909,337,28.8568851821,45
0,47.0201111111,140,28.8240555556,240
0,47.0120714986,0,28.8283012825,234
0,47.0349633945,147,28.8393175934,225
0,47.0190935731,219,28.8475381779,53
0,46.8282308471,23,28.9737369864,366
0,47.0177618984,232,28.8314052551,88
0,47.0307027799,457,28.8171946907,150
0,47.1822417577,289,28.6271686718,495
0,48.1525046963,55,28.2985235486,488
0,47.0226058903,498,28.8375787425,175
0,47.0212060573,144,28.8485214356,228
0,47.0235418858,461,28.8276936487,143
0,48.4010709969,95,27.8706982744,388
0,48.1622677293,21,27.6573147245,319
0,48.3697195227,165,26.8374101392,32
0,47.0156682879,236,28.8277274578,85
0,47.0303683105,247,28.8223318832,66
0,46.9731618047,517,28.8735805701,396
0,47.92083,162,28.55333,259
0,47.3938912772,400,27.5893451814,333
0,47.213089556,406,28.257820028,273
0,48.1647831,456,27.6483367,527
0,47.3013671222,118,28.9711138083,429
0,47.0199281445,261,28.8478450556,123
0,46.7313728986,367,29.0126111292,281
0,47.3297766111,519,28.2078113611,275
0,47.0164270285,241,28.8298780069,103
0,47.0304382724,245,28.8283536943,65
0,47.5000554377,103,28.2800466177,515
0,47.0254441462,201,28.8192263751,205
0,47.5547151464,9,28.9007510325,441
0,47.0158979731,214,28.8370079538,129
0,47.0349972222,150,28.8219055556,238
0,47.149263601,338,29.1346459215,303
0,46.9365411162,404,28.1306746092,378
0,47.0268172548,459,28.8221695875,250
0,47.0195937146,283,28.8360818569,64
0,47.4674192685,369,29.1086190146,435
0,47.0153029104,146,28.8344587641,224
0,46.9249728896,20,28.6513269239,365
0,46.8251007846,137,29.4877347579,510
0,47.5750500469,160,27.7076499684,330
0,47.1289509519,357,29.1916040337,298
0,48.4308828064,134,27.6835243676,398
0,47.8508957329,418,28.3751087902,343
0,47.014025,225,28.8425583333,58
0,47.0305934325,263,28.8193509683,131
0,48.1835290289,441,26.9624886991,35
0,48.2670925819,94,26.8014982615,25
0,47.3805554312,221,28.823892385,416
0,47.9440206737,155,27.8729600249,323
0,47.0222237898,220,28.8423333081,80
0,47.315364,523,28.512328,502
0,47.3732910484,279,28.8236345526,414
0,47.0252713816,125,28.845207558,237
0,48.0272893829,412,27.4479756287,454
0,47.0265016982,491,28.8176579675,186
0,46.8293166284,119,28.6780546842,354
0,47.977841112,413,27.2987999237,448
0,47.0152213075,469,28.8264847349,140
0,47.0172835677,502,28.822734354,188
0,47.0964036111,426,29.0747342222,195
0,47.7612969383,53,27.9245860009,14
0,47.0208988684,206,28.8268153532,116
0,46.1647815623,511,28.651986725,284
0,47.01538,199,28.82623,206
0,47.0660679,420,28.6041468,498
0,48.4055555556,452,27.485,390
0,47.0218453525,473,28.8253149955,142
0,47.0193089171,484,28.8341219673,187
0,48.2432393703,124,26.960785694,23
0,47.3337777778,288,28.31075,271
0,47.2192242617,167,29.061873761,286
0,47.3786209805,65,28.8260574955,425
0,47.6851830928,380,27.6150691471,352
0,48.1672109833,432,27.3052871092,324
0,48.2286422134,123,27.518867168,308
0,47.0195547046,243,28.8256228146,105
0,47.3769497524,64,28.8266371594,426
0,,158,,261
0,47.0125828109,239,28.8358733748,60
0,47.0229752407,143,28.8207133486,214
0,47.6970242411,311,28.872062678,458
0,47.0141340435,223,28.8268338553,91
0,47.1416743878,416,28.6102686296,489
0,47.5701291653,108,28.5629703293,518
0,47.0289475609,256,28.8241978832,108
0,47.0192244639,281,28.8376858828,114
0,47.3806683615,222,28.823866263,417
0,46.112565,38,28.32997,302
0,48.2167599711,33,27.6744501978,310
0,47.0187976697,507,28.8222459129,165
0,47.0152036196,234,28.8276983983,84
0,47.756025,35,27.915681,13
0,,31,,520
0,48.1616679757,442,28.2831373052,481
0,46.6405619704,439,29.4099292183,300
0,47.929875,43,28.55787,260
0,47.4924656244,387,28.6069691,430
0,46.8424831552,392,29.360045588,4
0,47.937723259,114,28.8385117207,262
0,47.03079,26,28.84371,46
0,47.1599923665,330,28.7847552136,290
0,45.9025484454,356,28.1882073559,266
0,47.5977106645,102,27.8848448926,338
0,47.8593469879,352,28.7602925629,464
0,48.2665785828,332,26.8004366975,27
0,47.3012963042,86,28.9786321235,445
0,,72,,159
0,48.4307900041,405,27.7239572412,394
0,47.2136598062,297,28.042700814,386
0,47.0297973086,259,28.8285276655,122
0,47.0147325535,181,28.8415269276,126
0,47.9583558945,105,27.552397471,447
0,47.3728179916,277,28.8232533152,412
0,47.0234,317,28.8201,232
0,47.6947284965,111,28.8647964502,457
0,,443,,328
0,47.0247805556,437,28.8425833333,37
0,47.008,161,28.862,210
0,,324,,197
0,47.1252906769,305,28.2718565786,385
0,47.7633,382,27.9281,12
0,46.972541852,22,28.5808630816,367
0,47.0230918213,310,28.8272254698,231
0,47.3708,434,28.8181,421
0,48.3443740678,172,27.4741979999,395
0,47.3774420487,48,28.827224574,423
0,47.0216648887,490,28.8200849303,180
0,47.0320130666,189,28.8186941591,110
0,47.0224019811,62,28.8363157654,201
0,47.0137884568,151,28.8429494848,227
0,47.0268510512,202,28.8173051968,121
0,47.0330456369,505,28.8364089162,189
0,47.380514,327,28.823232,404
0,46.970571,444,28.665449,369
0,47.0284042806,293,28.8261838515,255
0,48.305667,512,27.579667,321
0,,431,,372
0,48.3132458047,423,27.2258782141,33
0,47.02712,28,28.84818,38
0,47.03734,89,28.84919,192
0,47.2539424289,336,28.304049095,267
0,47.7594405597,82,27.924687656,22
0,47.0226929662,500,28.8185715462,184
0,47.0320750947,190,28.8188109899,111
0,46.9811774028,365,28.4479601712,356
0,47.3725210304,276,28.8229680532,411
0,47.052545,126,28.566159,196
0,47.0161829356,184,28.8279690965,75
0,47.0263115513,260,28.8315858056,207
0,47.3778006821,370,28.6360878315,438
0,,73,,160
0,47.0240305624,61,28.8370742348,154
0,47.636937564,320,28.9879133939,460
0,47.205879655,308,28.5370628905,500
0,47.0894163236,19,28.2060523296,377
0,47.2143054646,112,28.1487186105,269
0,47.6672776607,394,27.830188778,332
0,47.0307411292,264,28.8188954289,130
0,47.0233612228,493,28.8259310792,170
0,,322,,26
0,47.9017091283,390,28.3537526985,344
0,47.0229044481,209,28.8231045806,119
0,47.079095,287,28.321831,379
0,47.7991570432,131,28.6071354707,468
0,47.9860323182,362,28.3805985286,346
0,47.8789434791,291,28.0357180864,475
0,47.1802448774,515,28.1265066902,382
0,47.014193677,109,28.8349506327,42
0,,78,,16
0,47.0331831569,448,28.8188256563,241
0,47.0225836266,59,28.8270373068,153
0,47.0207874371,252,28.821597462,98
0,47.7798504167,328,27.5075847778,351
0,47.01718876,186,28.8257680259,77
0,47.849392657,294,28.3751210353,347
0,47.0221743848,229,28.8199727626,83
0,47.3019734552,85,28.9702168414,446
2,46.7872528436,92,29.5996753675,476
0,47.0192942571,265,28.8356822281,57
0,47.9601285956,10,27.4291922002,455
0,47.0207427039,207,28.8264094571,117
0,47.2373368943,377,28.5239505498,504
0,47.2706461957,401,28.1269524101,277
0,46.9359519915,323,28.9279014899,257
0,47.018047052,499,28.8279554302,177
0,,428,,374
0,47.7609815965,285,27.9239571293,9
0,47.5441163981,3,28.6997648187,431
0,47.7383269541,354,28.4829590004,348
0,47.7955275804,389,28.4299390046,342
0,46.9066374927,15,28.5444163946,358
0,47.0152526612,485,28.8294658497,169
0,46.8208224934,141,29.4821396297,508
0,47.801076,132,28.599704,467
0,46.9918189331,481,28.8421557071,168
0,47.8497782989,361,28.3826211122,341
0,47.2522626891,353,28.7686060894,439
0,47.023,90,28.8343,217
0,47.0265323723,188,28.8456901119,56
0,,80,,158
0,47.362163092,345,28.4347893775,268
0,47.4347568061,14,28.2855434825,514
0,46.9119839803,386,28.8931379053,361
0,47.0196168424,282,28.8371693675,115
0,47.0310759263,50,28.8174301274,221
0,47.0202809445,504,28.8315286728,183
0,47.0220639625,227,28.8198264149,81
0,47.0314622932,218,28.8284724405,54
0,47.026111,63,28.830702,252
0,47.0207,438,28.83275,47
0,47.0181938614,242,28.8278110485,104
0,48.086502986,304,27.1815443201,325
0,,79,,157
0,47.0173411164,204,28.8320424522,70
0,47.3861599605,274,28.8246138101,410
0,,74,,163
0,47.019978,142,28.828185,236
0,48.1229758011,120,28.0897603507,478
0,47.756556,25,27.924789,6
0,47.4018832793,44,28.9040549259,436
0,48.1561293894,54,28.2977756163,477
0,47.0660750776,375,28.6750857384,501
0,47.0228467246,476,28.8246254598,137
0,46.972466,518,28.873792,513
