Gene_Type,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position,Strand_Orientation
0,17644,348,4,17072,0
0,393310,281,4,392783,0
0,1025055,192,4,1024453,0
0,1654543,31,4,1654004,1
0,11006,14,4,10434,1
0,1840810,110,4,1840178,0
0,1182146,313,4,1181541,1
0,377041,363,4,376496,1
0,398667,249,4,398035,0
0,1235855,188,2,1235211,1
0,1806636,337,4,1806064,0
0,7249,53,4,6641,0
0,452612,282,4,451995,0
0,425782,140,2,425384,0
0,1121,2,4,531,0
0,725245,151,4,724664,1
0,7534,343,2,7151,0
0,14571,377,4,14272,0
0,244449,289,4,243556,0
0,622513,27,4,621803,0
0,261062,175,4,260553,0
0,253089,179,4,252442,0
0,305429,372,4,304515,0
1,690105,148,3,689434,0
0,22995,305,2,22609,1
0,47042,80,4,46335,1
0,6670,228,4,6140,1
0,467996,365,4,467418,0
0,1079,127,2,750,0
0,1784731,333,4,1784156,1
0,1392058,308,4,1391459,0
0,174019,65,4,173294,1
1,44727,395,3,44119,1
1,978860,276,1,978390,0
0,7294,262,4,6638,0
0,9111,131,2,8734,0
0,633393,82,4,632488,1
0,2852,17,4,2211,0
0,1610144,115,4,1609563,0
1,225709,69,3,225092,1
0,873,5,4,262,1
0,462632,139,4,462006,0
0,1707,378,4,1054,0
0,555039,78,4,554104,0
0,897457,273,4,896894,0
0,522983,293,4,522417,1
0,930600,243,4,929947,1
0,459742,250,4,459083,0
0,8892,376,4,8245,0
0,410431,182,4,409799,0
0,95645,64,4,95094,1
0,296809,421,4,296102,1
0,438791,33,4,438168,1
0,302673,245,4,302005,0
0,332148,411,4,331510,0
0,22912,58,2,22523,0
0,20624,74,4,19953,1
0,276224,136,4,275592,0
0,603114,238,4,602248,1
0,610905,156,4,610333,0
1,893116,240,3,892445,1
0,9993,34,4,9376,1
0,1448091,89,4,1447573,1
0,12594,198,4,11959,1
0,389569,248,4,388676,0
0,28027,44,4,27344,0
0,406686,138,4,406078,0
0,32545,263,4,31979,0
1,11424,40,3,10828,0
0,474095,354,4,473496,0
1,891600,272,1,891058,1
0,1570983,121,4,1570405,1
0,487260,202,4,486679,1
1,28680,129,3,27985,0
0,478938,102,4,478315,0
0,1109266,398,4,1108595,0
0,21792,345,4,21193,0
0,649380,237,4,648745,1
0,538452,146,4,537880,1
0,21840,231,4,21079,0
0,567898,124,2,567485,0
0,53116,397,5,52718,0
0,308712,370,4,308044,0
0,633183,235,2,632827,1
0,1591262,331,4,1590720,0
0,559332,144,2,558976,0
0,627298,100,4,626603,1
0,555039,429,4,554545,1
0,269583,420,4,268954,0
1,1591401,213,3,1590901,0
0,1060193,190,4,1059636,1
0,272757,181,4,271798,0
0,21892,339,4,21179,0
0,400683,56,4,400036,1
0,11825,45,4,11139,0
0,610947,367,4,610288,1
0,1183104,325,4,1182499,0
0,1871216,109,4,1870641,0
0,1100102,407,4,1099440,1
0,223254,290,4,222562,0
0,2130876,105,4,2130250,1
0,5418,232,4,4696,1
0,274287,173,4,273715,1
0,643220,200,4,642618,0
0,253619,171,4,252897,0
0,190891,66,4,190256,1
0,33533,391,4,32910,1
0,66227,302,4,65685,0
0,1038285,191,4,1037734,1
0,1299223,186,4,1298663,0
0,549268,75,4,548651,0
0,1790185,220,4,1789544,1
0,110877,155,5,110344,1
0,70385,299,4,69732,0
0,375323,426,4,374682,1
0,1894275,111,4,1893637,1
0,48963,358,4,48349,0
0,63431,63,4,62859,0
0,563485,94,2,563114,0
1,1947,16,3,1330,1
0,849658,24,4,849029,1
0,17246,267,4,16593,0
0,11667,260,4,10975,1
0,1192370,314,4,1191744,1
0,789660,150,4,789061,1
0,484940,355,4,484143,0
0,551183,227,2,550740,0
0,1665163,30,4,1664528,0
0,15815,361,4,15231,0
0,423275,204,4,422700,0
0,50225,396,4,49587,0
0,23909,362,4,23259,0
0,1935320,216,4,1934724,0
0,1439745,90,4,1439215,1
0,1646736,214,4,1646206,0
0,5356,350,4,4736,1
0,281837,180,4,281250,0
0,217404,23,4,216745,0
0,431207,427,4,430704,0
0,565167,382,2,564760,0
0,4939,7,4,4241,1
0,497547,252,4,496699,0
0,2159962,326,4,2159390,0
0,1722444,338,4,1721857,1
1,210445,135,3,209840,1
0,636879,159,4,636250,1
0,2103139,221,4,2102468,1
0,211634,419,5,211245,0
0,34921,268,4,34262,1
0,1578872,120,4,1578312,0
0,596495,160,4,595866,0
0,9539,197,4,8904,1
0,491431,296,4,490859,1
0,465000,353,4,464038,0
0,283286,425,4,282588,0
0,1863,43,4,1279,0
1,1337715,211,3,1337152,0
0,10499,38,2,10110,1
0,6256,130,2,5888,0
0,77237,60,4,76545,0
0,1685667,117,0,1685527,0
0,566496,297,4,565864,1
0,1212108,311,4,1211533,0
0,8071,393,4,7124,1
0,631273,158,4,630704,1
0,1357417,310,4,1356881,1
0,1413348,210,4,1412725,1
0,897652,241,4,897068,0
0,102031,0,4,101630,1
0,460277,283,4,459570,0
0,542828,291,4,542232,1
0,2082607,35,4,2081918,1
0,673589,185,4,672981,1
0,262590,287,4,261997,0
0,1069989,194,4,1069351,0
0,54130,400,4,53294,1
0,238595,172,4,237978,1
0,2039757,328,4,2039173,1
0,55031,266,4,54300,0
0,42738,392,4,42403,1
0,698962,97,4,698387,1
0,1037760,369,4,1037092,1
0,510533,431,4,509916,0
0,1653046,113,4,1652444,1
0,602022,161,4,601444,0
0,9693,360,4,9067,0
0,331967,153,4,331098,0
0,57983,62,4,57381,1
0,488252,251,4,487683,0
0,152203,402,4,151562,0
0,7816,169,4,6941,1
0,473006,253,4,472107,0
0,8984,256,4,8412,1
0,296422,244,4,295724,0
0,786,373,4,88,0
0,521226,208,4,520573,0
0,1896,255,4,1198,1
0,433446,205,4,432955,0
0,297265,224,4,296609,0
0,421453,417,4,420860,0
0,10738,164,4,10142,1
0,422988,183,4,422386,0
0,739582,271,4,738989,0
0,741926,201,4,741234,0
0,2021354,36,4,2020752,1
1,22510,54,3,21845,0
0,12963,341,4,12349,0
0,1279824,189,4,1279111,1
0,2141017,327,4,2140400,0
0,213605,71,4,212727,1
0,641268,236,4,640657,1
1,1773473,334,3,1772775,1
0,537100,292,4,536468,1
0,3185,162,4,2544,1
0,1094415,318,4,1093786,1
0,548259,143,2,547909,0
0,4704,229,4,4066,0
0,55203,81,4,54550,0
0,288418,223,4,287768,0
0,165971,19,4,165327,0
0,627125,85,4,626559,1
0,606832,86,4,606242,0
0,11303,50,4,10641,1
0,661517,1,4,660867,1
