Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,50888,152,152,2,53,48174
1,1096585,235,235,2,103,1093946
0,758419,45,45,2,23,756089
0,12594,151,151,2,48,9967
1,9089,217,217,2,25,6579
0,45075,125,125,1,27,42286
1,1611964,100,100,1,83,1609262
0,1828534,107,107,2,87,1825916
1,483376,96,96,2,110,480707
0,1865809,105,105,2,75,1862957
0,139709,253,253,2,92,138117
0,290907,118,118,1,19,288478
0,1731005,191,191,3,9,1728183
1,2060220,184,184,2,103,2057611
0,800723,165,165,2,4,798375
1,12158,11,11,2,56,9363
0,21771,83,83,2,48,19363
0,488327,204,204,3,24,485541
0,454333,158,158,2,109,451748
0,262330,243,243,2,85,259847
0,568854,259,259,2,108,566233
1,16377,145,145,2,48,13513
1,180486,35,35,2,44,177754
0,1633076,187,187,1,30,1630521
0,602587,42,42,2,87,600077
0,736453,78,78,3,73,733583
1,1129346,169,169,2,63,1126764
0,20976,57,57,2,10,18310
0,5331,150,150,2,100,2932
1,629809,113,113,3,7,627020
0,1825289,188,188,2,63,1822929
0,590672,258,258,1,63,588504
1,6553,121,121,2,64,4166
0,1169591,223,223,3,110,1166769
1,13678,156,156,2,17,10931
0,468388,67,67,3,81,465485
0,476059,149,149,1,106,473501
0,1251196,181,181,2,123,1248512
1,1015945,208,208,2,73,1013150
1,1147282,168,168,2,63,1144757
0,696919,72,72,2,24,694046
0,1582479,186,186,1,98,1579936
1,221070,141,141,2,87,218443
0,463778,79,79,2,37,460986
0,11062,5,5,2,38,8450
1,1570228,99,99,5,43,1568267
0,280853,63,63,2,131,278046
0,546370,46,46,2,97,543824
0,399549,238,238,2,55,396772
0,57145,56,56,3,93,54284
0,817323,77,77,2,73,814468
0,408107,17,17,1,25,405750
1,60414,227,227,2,14,57859
1,988200,207,207,2,36,985546
1,7898,10,10,2,65,5274
0,245264,48,48,2,2,242583
0,4732,124,124,2,100,2051
0,21506,58,58,2,100,18858
1,23129,127,127,3,100,20358
0,428401,68,68,2,77,425663
0,1014233,135,135,1,30,1011738
0,34218,59,59,2,100,31414
1,2102129,102,102,2,103,2099463
0,15093,157,157,3,132,12226
0,1317329,98,98,2,88,1314768
1,352788,249,249,2,113,350182
1,565683,140,140,2,119,563344
1,10603,7,7,3,1,7772
1,212927,0,0,5,26,211077
0,276688,210,210,1,98,274223
0,652210,95,95,2,13,649424
1,10893,90,90,2,61,8359
1,4709,31,31,2,52,2067
0,119436,255,255,2,15,116878
1,14331,230,230,2,26,11776
1,1650945,12,12,2,129,1648582
0,7054,123,123,2,52,4541
1,456596,16,16,2,39,453903
1,3590,211,211,2,31,942
0,1816759,190,190,2,114,1814429
1,2010450,109,109,2,115,2008033
1,529696,176,176,2,67,526820
0,272153,64,64,2,73,269451
1,423886,65,65,2,119,421607
1,408724,139,139,1,33,406415
0,1036042,117,117,2,126,1033382
0,25731,9,9,3,59,22858
0,35248,51,51,2,100,32438
1,2099,3,3,5,128,3
0,867065,115,115,2,73,864531
1,460231,148,148,2,26,457457
1,2171498,183,183,2,103,2169063
0,783613,76,76,2,36,780839
1,35322,192,192,2,64,32611
0,506933,19,19,3,73,504105
1,41459,219,219,3,110,38613
0,584285,175,175,0,23,581721
0,404953,161,161,2,89,402317
0,16042,111,111,3,52,13142
1,574686,147,147,1,94,571897
1,596823,94,94,2,121,594229
0,71558,154,154,1,78,69066
0,1115182,220,220,2,79,1112378
0,556640,252,252,2,99,553878
0,22835,146,146,2,100,20457
0,65602,25,25,2,48,62846
0,321121,171,171,2,98,318503
1,3099,84,84,2,52,313
1,2201057,54,54,2,114,2198634
0,1882048,104,104,1,120,1879670
0,2065088,101,101,1,30,2062416
1,8030,144,144,2,52,5538
1,54570,28,28,3,57,51787
1,12466,229,229,2,104,9926
0,1745786,13,13,2,75,1743231
0,1189938,225,225,2,111,1187140
1,580806,93,93,5,86,578836
1,565358,82,82,2,114,563163
1,935144,132,132,2,87,932427
1,7331,91,91,3,62,4482
1,156435,34,34,3,87,153649
1,249052,71,71,2,4,246272
1,344245,14,14,2,101,341906
1,194602,248,248,3,87,191840
0,536061,256,256,2,89,533287
0,1851640,106,106,2,82,1848668
1,450835,66,66,2,119,448496
0,14547,21,21,2,48,12235
0,417885,137,137,2,54,415123
1,237391,70,70,2,22,234584
0,7271,23,23,2,100,4884
0,3982,2,2,2,71,1541
1,21057,155,155,2,45,18763
0,388287,239,239,2,118,385492
0,11601,40,40,2,52,9187
1,175571,92,92,2,105,172800
0,110238,228,228,3,102,107374
0,768058,75,75,2,73,765323
1,8573,215,215,2,66,6039
1,7513,4,4,2,127,4757
1,191757,114,114,2,60,188965
1,205713,246,246,2,21,202903
1,1484951,182,182,3,47,1482129
1,880730,134,134,2,42,877992
1,12861,240,240,2,111,10087
0,763632,130,130,2,75,761305
1,1152001,180,180,1,112,1149578
0,171302,231,231,4,13,169443
1,187696,247,247,2,16,185057
1,2180588,53,53,2,58,2178147
1,17047,38,38,2,107,14579
0,222070,178,178,2,68,219359
0,1181628,224,224,2,79,1179322
1,2776,49,49,1,12,113
1,950785,133,133,2,42,948302
0,8596,126,126,2,52,5819
0,24923,61,61,2,20,22032
0,42017,200,200,1,51,39222
0,1200167,194,194,2,36,1197396
1,665447,73,73,3,24,662586
0,316755,120,120,1,96,314314
1,396615,250,250,1,11,394090
0,381075,237,237,2,18,378301
0,2113696,52,52,1,30,2111357
0,255561,18,18,1,41,253126
1,22052,241,241,2,9,19278
0,198843,128,128,2,80,196225
1,775880,131,131,2,82,773208
0,421319,160,160,2,130,418704
1,167573,37,37,3,29,164778
1,11536,33,33,2,52,9554
1,597333,1,1,1,11,595705
