Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
0,12268,237,237,10958
1,2097143,192,192,2096334
0,13009,155,155,11804
0,550504,49,49,549704
1,11743,224,224,10985
0,556235,174,174,555144
0,1165493,230,230,1164663
0,381597,15,15,380962
1,9178,76,76,8375
1,2165485,187,187,2164835
0,41345,80,80,40839
0,29968,167,167,28721
0,358168,104,104,357524
0,492438,202,202,491209
0,37518,31,31,36670
0,1588977,124,124,1588012
1,1147481,178,178,1146423
0,15379,219,219,14528
0,77977,41,41,77144
0,617253,207,207,616495
1,3650,151,151,2478
1,537352,90,90,536177
1,35179,44,44,34406
1,614,51,51,222
1,1921338,128,128,1920505
1,287088,101,101,285889
0,1173402,231,231,1172566
1,37248,168,168,35989
1,55904,32,32,55386
0,1887968,130,130,1886823
0,432927,247,247,431740
1,13082,114,114,12327
0,386514,176,176,385279
1,827468,209,209,826311
0,28969,25,25,28568
0,738,2,2,1
0,5008,9,9,4142
1,227094,19,19,226831
0,14090,64,64,12945
1,1026,225,225,841
0,1863,105,105,1015
1,2029082,20,20,2027874
0,445921,18,18,445157
0,247162,12,12,246347
1,1018268,212,212,1017216
0,23025,137,137,22318
1,1675,215,215,854
0,26635,166,166,25832
1,2151652,67,67,2150759
0,2155792,188,188,2155145
0,392050,88,88,391007
1,19523,47,47,18321
0,1687805,71,71,1687044
0,10624,97,97,9845
0,266241,145,145,265438
0,305564,86,86,304740
0,486743,59,59,485586
0,277578,84,84,276769
0,822069,208,208,821287
0,1047,1,1,259
1,265814,200,200,265029
0,18784,100,100,18002
1,992655,211,211,991897
0,297062,81,81,295851
1,13592,103,103,12324
1,30765,28,28,29968
0,422034,17,17,420934
0,907521,142,142,906301
0,12388,139,139,11468
1,269718,150,150,269074
1,65754,234,234,64810
1,1522877,183,183,1521903
1,17173,217,217,16040
0,13948,30,30,13148
0,313431,85,85,312547
0,285745,83,83,284939
1,975187,118,118,974237
0,1679298,73,73,1678525
0,6002,241,241,5043
1,1592913,75,75,1591840
0,663114,16,16,662260
1,407549,140,140,406749
0,251858,21,21,251211
1,4723,24,24,4340
1,23810,60,60,22572
0,231201,246,246,230431
0,2142542,189,189,2141583
0,13418,153,153,12669
0,1694274,70,70,1693627
0,25842,199,199,24370
0,9998,78,78,9753
0,1577124,191,191,1576114
0,1229889,180,180,1228786
0,1778534,132,132,1777443
1,1075329,3,3,1075195
1,884301,141,141,883339
0,23852,33,33,23046
0,1148502,229,229,1147669
1,655,0,0,2
0,223492,245,245,222386
0,1631767,72,72,1631120
0,658646,92,92,657867
0,272963,214,214,272211
0,11872,133,133,11348
0,247509,146,146,246700
