Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,74451,228,228,1,72187,5,1
1,3080,52,52,1,735,5,1
1,45115,201,201,1,42281,5,0
1,2190,96,96,1,1,5,1
1,922,9,9,1,412,5,0
1,521339,133,133,1,518895,5,0
1,612431,131,131,1,611934,5,0
1,750468,65,65,1,747616,5,0
1,24991,113,113,1,22313,5,0
0,1238,211,211,0,288,1,1
1,4197,147,147,1,3526,5,1
0,1066,0,0,0,947,1,1
1,1161359,91,91,1,1159086,5,0
1,63967,208,208,1,63425,5,1
1,8168,47,47,1,5343,5,0
1,1852084,66,66,1,1850486,5,0
1,40883,49,49,1,38052,5,1
1,9729,87,87,1,7402,5,1
1,17064,76,76,1,15238,5,0
1,521580,38,38,1,519241,5,0
1,814312,218,218,1,811961,5,0
1,34273,7,7,1,33176,5,1
1,58454,111,111,1,55821,5,1
1,504842,71,71,1,502038,5,0
1,26773,109,109,1,26201,5,1
1,856711,128,128,1,855554,5,0
1,112160,83,83,1,109194,5,0
1,752571,45,45,1,750136,5,0
0,1411,1,1,0,1097,2,0
1,630925,170,170,1,630173,5,0
0,795045,189,189,0,794215,1,0
0,587282,68,68,0,586959,2,0
1,617,53,53,1,1,5,0
1,478396,134,134,1,477242,5,0
1,822273,210,210,1,821002,5,0
1,28437,216,216,1,25624,5,1
1,4194,215,215,1,3232,5,0
1,957,167,167,1,103,5,1
1,13228,193,193,1,10472,5,1
1,1874,55,55,1,3,5,1
1,640440,114,114,1,637990,5,0
1,963,74,74,1,103,5,1
1,184333,73,73,1,183608,5,0
1,382722,99,99,1,380155,5,0
1,9773,226,226,1,7086,5,0
1,10829,79,79,1,8487,5,1
1,281858,152,152,1,279111,5,0
1,23155,184,184,1,22973,5,1
1,663276,132,132,1,662509,5,0
1,563,42,42,1,3,5,1
1,8610,77,77,1,7165,5,0
1,250640,172,172,1,247890,5,0
1,1020701,161,161,1,1018377,5,0
1,23344,164,164,1,21104,5,0
1,57748,50,50,1,55331,5,1
1,7904,95,95,1,5580,5,1
1,1132750,115,115,1,1130948,5,0
0,45867,21,21,0,45670,2,1
0,2029693,139,139,0,2028950,3,0
1,821170,97,97,1,818471,5,0
1,805101,141,141,1,802591,5,0
1,16756,28,28,1,15296,5,0
1,66037,92,92,1,63011,5,1
1,7310,233,233,1,4494,5,0
0,586872,178,178,0,586129,2,0
1,360854,44,44,1,358083,5,1
1,182518,41,41,1,180932,5,1
1,207218,119,119,1,204852,5,1
1,26957,136,136,1,26184,5,0
0,870832,51,51,0,869711,2,0
