Gene_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Genomic_Start_Position,Strand_Orientation
0,0,309384,110,306937,0
0,0,585607,81,583331,1
0,0,7162,19,4697,0
0,0,378614,164,375975,0
0,0,23290,219,20606,1
0,0,9867,59,7462,0
0,0,473501,203,470631,0
0,0,1713823,7,1711409,0
0,0,381075,239,378301,0
0,0,14845,46,11996,0
0,0,8092,215,5759,0
1,0,13979,199,11352,1
0,0,1053239,112,1050549,0
0,0,15062,85,12438,0
1,0,1100880,196,1098211,1
0,0,8115,173,5269,1
0,0,379418,171,376740,1
0,0,2047179,186,2044399,1
0,0,665447,73,662586,1
0,0,475012,142,472298,0
0,0,1324430,88,1322082,0
0,0,1156973,237,1154469,0
1,0,9580,198,6749,1
0,0,428427,87,425755,0
0,0,1096585,236,1093946,1
0,0,810651,170,808318,0
0,0,12594,151,9967,0
0,0,9089,218,6579,1
1,0,45075,124,42286,0
1,0,1611964,100,1609262,1
0,0,1828534,107,1825916,0
0,0,483376,96,480707,1
0,0,1865809,105,1862957,0
0,0,139709,255,138117,0
0,0,404584,118,402206,0
0,0,1731005,192,1728183,0
0,0,2060220,185,2057611,1
1,0,255561,17,253126,0
0,0,12158,10,9363,1
0,0,21771,83,19363,0
0,0,506933,18,504105,0
0,0,465591,163,462814,0
0,0,262330,245,259847,0
0,0,579976,259,577358,0
0,0,16377,146,13513,1
1,0,199898,35,197364,1
1,0,1633076,188,1630521,0
0,0,602587,41,600077,0
0,0,768058,75,765323,0
0,0,1129346,169,1126764,1
0,0,20976,56,18310,0
0,0,5331,150,2932,0
0,0,204433,61,201761,1
0,0,1825289,189,1822929,0
0,0,700388,14,697620,0
0,0,6553,120,4166,1
0,0,1169591,224,1166769,0
0,0,13678,156,10931,1
0,0,468388,67,465485,0
1,0,476059,149,473501,0
0,0,1251196,182,1248512,0
0,0,1015945,209,1013150,1
0,0,1147282,168,1144757,1
0,0,721934,74,719244,1
1,0,1582479,187,1579936,0
0,0,221070,141,218443,1
0,0,218715,54,215884,1
0,0,11062,4,8450,0
0,0,1570228,99,1568267,1
1,0,308185,64,306188,0
0,0,546370,45,543824,0
0,0,410579,136,407808,0
0,0,57145,55,54284,0
0,0,849988,206,847319,0
1,0,408107,16,405750,0
0,0,60414,228,57859,1
0,0,1007699,207,1005114,1
0,0,7898,9,5274,1
0,0,245264,47,242583,0
0,0,4732,123,2051,0
0,0,21506,57,18858,0
0,0,23129,126,20358,1
0,0,472189,69,469499,0
1,0,1014233,134,1011738,0
0,0,34218,58,31414,0
0,0,2102129,102,2099463,1
0,0,82609,138,79808,1
0,0,1317329,98,1314768,0
1,0,396615,252,394090,1
0,0,565683,140,563344,1
0,0,10603,6,7772,1
0,0,212927,0,211077,1
1,0,276688,211,274223,0
0,0,652210,95,649424,0
0,0,10893,90,8359,1
0,0,4709,30,2067,1
0,0,119436,257,116878,0
0,0,14331,231,11776,1
0,0,1650945,11,1648582,1
0,0,7054,122,4541,0
0,0,456596,15,453903,1
0,0,3590,212,942,1
0,0,1816759,191,1814429,0
0,0,2010450,109,2008033,1
0,0,529696,177,526820,1
0,0,280853,62,278046,0
0,0,423886,65,421607,1
1,0,408724,139,406415,1
0,0,1036042,117,1033382,0
0,0,25731,8,22858,0
0,0,35248,50,32438,0
0,0,2099,2,3,1
1,0,903444,115,900637,0
0,0,460231,148,457457,1
0,0,2171498,184,2169063,1
0,0,817323,77,814468,0
0,0,35322,193,32611,1
0,0,585177,205,582301,0
0,0,41459,220,38613,1
0,0,584285,176,581721,0
0,0,421319,161,418704,0
0,0,16042,111,13142,0
0,0,629809,113,627020,1
0,0,596823,94,594229,1
1,0,71558,154,69066,0
0,0,1115182,221,1112378,0
0,0,556640,254,553878,0
0,0,22835,147,20457,0
0,0,65602,24,62846,0
0,0,321121,172,318503,0
0,0,3099,84,313,1
0,0,2201057,53,2198634,1
1,0,1882048,104,1879670,0
1,0,2065088,101,2062416,0
0,0,8030,145,5538,1
0,0,54570,27,51787,1
0,0,12466,230,9926,1
0,0,1745786,12,1743231,0
0,0,1189938,226,1187140,0
0,0,580806,93,578836,1
0,0,565358,82,563163,1
0,0,935144,131,932427,1
0,0,7331,91,4482,1
0,0,167573,36,164778,1
0,0,249052,71,246272,1
0,0,344245,13,341906,1
0,0,194602,250,191840,1
0,0,546874,143,544250,0
0,0,1851640,106,1848668,0
0,0,450835,66,448496,1
0,0,14547,20,12235,0
0,0,425184,137,422410,0
0,0,237391,70,234584,1
0,0,7271,22,4884,0
0,0,3982,1,1541,0
0,0,21057,155,18763,1
0,0,399549,240,396772,0
0,0,11601,39,9187,0
0,0,175571,92,172800,1
0,0,110238,229,107374,0
0,0,783613,76,780839,0
0,0,8573,216,6039,1
0,0,7513,3,4757,1
0,0,191757,114,188965,1
0,0,205713,248,202903,1
0,0,1484951,183,1482129,1
0,0,880730,133,877992,1
0,0,12861,242,10087,1
0,0,763632,129,761305,0
1,0,1152001,181,1149578,1
0,0,171302,232,169443,0
0,0,187696,249,185057,1
0,0,2180588,52,2178147,1
0,0,17047,37,14579,1
0,0,222070,179,219359,0
0,0,1181628,225,1179322,0
1,0,2776,48,113,1
0,0,950785,132,948302,1
0,0,8596,125,5819,0
0,0,24923,60,22032,0
1,0,42017,201,39222,0
0,0,1200167,195,1197396,0
0,0,696919,72,694046,0
1,0,316755,119,314314,0
0,0,428401,68,425663,0
0,0,388287,241,385492,0
1,0,2113696,51,2111357,0
0,0,272153,63,269451,0
0,0,22052,243,19278,1
0,0,198843,127,196225,0
0,0,775880,130,773208,1
1,0,432436,159,429818,0
0,0,180486,34,177754,1
0,0,11536,32,9554,1
0,0,15093,157,12226,0
