time_zone,google_knowledge_graph_id,latitude,postal_code,fact_grid_item_id,koatuu_id,country_name,longitude,elevation_meters,administrative_entity
0,160,50.7721944444,42400.0,268,5922355100.0,1,35.2561944444,175.0,107
0,317,51.1345422858,41655.0,159,5922055300.0,1,33.3750178398,161.0,211
0,92,49.1876333333,,402,523155100.0,1,29.5288888889,232.0,176
0,260,51.2333333333,44810.0,305,725555400.0,1,24.3475,199.0,249
0,432,48.0833333333,60400.0,107,7321055100.0,1,25.9333333333,345.0,33
0,432,49.8575,9133.0,520,3220455500.0,1,30.11,,13
0,432,49.2155,39100.0,234,5322055100.0,1,33.8518,158.0,99
0,432,49.0333333333,,87,6820655100.0,1,27.2333333333,290.0,88
0,218,48.2622222222,26332.0,473,3521155600.0,1,29.9825,182.0,63
0,432,48.2833333333,78595.0,95,2611040300.0,1,24.5666666667,850.0,149
0,97,48.2408333333,,532,1422756300.0,1,36.9919444444,171.0,252
0,432,48.9386111111,48370.0,255,6124255500.0,1,25.1794444444,201.0,142
0,432,49.9044444444,62481.0,458,6325158500.0,1,36.4888888889,127.0,85
0,307,47.1707777778,,474,1412365300.0,1,37.6953611111,96.0,206
0,432,48.35,27000.0,147,3521755100.0,1,31.1666666667,,165
0,171,48.0772222222,,370,4412346900.0,1,39.4758333333,,51
0,400,48.3546202807,52323.0,40,1222055700.0,1,34.1158768564,158.0,81
0,432,49.0166666667,32413.0,161,6821855300.0,1,26.8333333333,,78
0,432,49.4318339961,47600.0,237,6123055100.0,1,25.1544137858,361.0,101
0,371,48.68735,,295,1224555600.0,1,33.92279,67.0,81
0,4,50.8333333333,45233.0,552,721855700.0,1,25.8833333333,,93
0,432,50.6411111111,7833.0,17,3221055300.0,1,30.0269444444,,19
0,84,48.3533333333,94341.0,550,4423657300.0,1,38.5752777778,277.0,0
0,128,48.5731583173,,282,1223756800.0,1,34.6103664043,60.0,45
0,134,46.855,57401.0,26,4820955100.0,1,31.3875,12.0,156
0,432,48.6030083261,48752.0,326,6120855400.0,1,26.1659452209,260.0,20
0,432,49.3316152523,48210.0,124,6121655400.0,1,26.0106542144,293.0,70
0,278,48.0727217749,53100.0,502,1225255100.0,1,33.8936548112,94.0,109
0,289,48.2166666667,86040.0,73,1425555200.0,1,37.8666666667,132.0,168
0,432,48.25,28400.0,249,3522855100.0,1,32.2,160.0,108
0,432,45.1166666667,,444,111646000.0,0,35.4805555556,6.0,58
0,116,50.5813888889,17332.0,143,7425155400.0,1,32.7698888889,115.0,191
0,64,48.7831666667,,529,4412145700.0,1,38.5810555556,131.0,60
0,392,48.3877777778,94325.0,248,4423656100.0,1,38.5305555556,294.0,0
0,432,48.9666666667,77552.0,76,2622055300.0,1,23.95,400.0,77
0,195,48.9666666667,27300.0,387,3520555100.0,1,32.2333333333,126.0,108
0,432,45.2891666667,,36,122055400.0,0,34.1255555556,87.0,156
0,432,50.6607805556,17300.0,504,7425155100.0,1,32.9230638889,165.0,191
0,46,46.425,,48,6525055300.0,1,33.1511111111,17.0,272
0,77,49.3375,82181.0,428,4621255700.0,1,23.2088888889,391.0,52
0,432,49.8586111111,,197,1825855600.0,1,28.2155555556,253.0,39
0,432,49.0430555556,77411.0,163,2625855300.0,1,24.7763888889,260.0,74
0,322,48.3285364788,,461,1224855600.0,1,35.7044523995,100.0,234
0,234,48.5441643166,52030.0,384,1221455400.0,1,34.8664027138,54.0,45
0,112,48.4816666667,,648,4410545200.0,1,38.5483333333,180.0,76
0,432,49.6955,63600.0,581,6325755100.0,1,37.1754444444,113.0,156
0,101,49.1052777778,23130.0,45,521055300.0,1,28.1536111111,258.0,296
0,432,49.23,82391.0,516,4610345400.0,1,23.3486111111,750.0,21
0,432,44.5111111111,98648.0,354,111945400.0,0,34.2352777778,250.0,277
0,277,47.8636111111,55409.0,46,4821455100.0,1,31.5780555556,,145
0,266,48.5952606763,51650.0,145,1221055400.0,1,34.4207325384,115.0,263
0,432,49.3810833333,92500.0,337,4422855100.0,1,40.1257222222,192.0,138
0,262,46.6297222222,,609,5122755400.0,1,31.0011111111,,285
0,226,48.22,85316.0,580,1413245400.0,1,37.1452777778,167.0,185
0,1,48.2055555556,,411,1410666700.0,1,37.9711111111,180.0,64
0,432,48.7338888889,78223.0,406,2623255400.0,1,24.8569444444,284.0,94
0,138,49.6922222222,63432.0,187,6321755300.0,1,36.3916666667,121.0,84
0,253,48.0497222222,349213.0,577,4412746900.0,1,39.5527777778,,51
0,36,49.508532,64250.0,151,6320256000.0,1,36.5722175,85.0,75
0,269,44.6291666667,,7,120455300.0,0,33.8666666667,129.0,156
0,432,48.7870305556,23614.0,585,524355600.0,1,28.5641888889,298.0,248
0,432,49.8505555556,62709.0,134,6321855100.0,1,37.6755555556,88.0,111
0,432,50.1516666667,13001.0,467,1821455100.0,1,27.9391666667,238.0,199
0,51,48.1327777778,94821.0,409,4412746600.0,1,39.5416666667,,51
0,432,48.8922222222,89000.0,65,2120855100.0,1,22.4586111111,207.0,156
0,140,49.8166666667,92211.0,299,4420955700.0,1,38.7333333333,97.0,118
0,203,48.38,26500.0,112,3521455100.0,1,30.44722222,166.0,63
0,432,46.5036111111,65490.0,622,5111500000.0,1,30.3244444444,37.0,238
0,40,46.3027777778,68523.0,616,5124755900.0,1,29.0227777778,52.0,236
0,47,46.7333333333,74987.0,146,6510745300.0,1,33.2666666667,23.0,157
0,258,47.2563790491,72013.0,446,2323355400.0,1,35.3238930139,89.0,256
0,0,48.2727777778,86488.0,389,1412045300.0,1,38.2863888889,217.0,270
0,432,50.2927777778,13012.0,630,1821455300.0,1,27.9830555556,249.0,156
0,432,51.4065,255614.0,445,3211100000.0,1,30.0574722222,127.0,113
0,432,48.65,59410.0,257,7321555400.0,1,25.71,164.0,33
0,333,47.1844444444,57113.0,399,4824255600.0,1,31.7938888889,70.0,175
0,254,48.9333333333,93310.0,633,4423855300.0,1,38.25,86.0,129
0,432,50.5624416667,,346,3221055900.0,1,30.0924861111,156.0,19
0,89,47.6919444444,56530.0,386,4822055200.0,1,31.2688888889,,156
0,236,48.3566666667,94426.0,482,4411446500.0,1,39.9225,121.0,224
0,432,48.9121632183,48451.0,190,6121255500.0,1,25.326100033,339.0,25
0,432,49.52,9300.0,92,3221655100.0,1,29.9152777778,145.0,267
0,306,48.255,86487.0,55,1412045600.0,1,38.3336111111,228.0,270
0,59,48.8211111111,84175.0,10,1424255300.0,1,37.5325,67.0,222
0,432,49.9570555556,,595,6820355600.0,1,26.2274166667,250.0,216
0,165,48.4005555556,84691.0,115,1410665300.0,1,38.0797222222,203.0,64
0,432,50.4975944444,7600.0,184,3221955100.0,1,31.7739166667,126.0,294
0,432,48.6894444444,78060.0,383,2625655400.0,1,25.17,294.0,74
0,432,51.8255555556,34000.0,182,5622255100.0,1,26.1427777778,161.0,195
0,389,49.9941666667,62370.0,497,6322057600.0,1,36.0263888889,113.0,85
0,282,48.0655555556,,691,4412347300.0,1,39.2119444444,,200
0,432,48.3666666667,90212.0,22,2120455400.0,1,22.3833333333,105.0,9
0,415,51.0991666667,,239,723655400.0,1,25.6666666667,176.0,133
0,238,48.5555581836,51653.0,375,1221055800.0,1,34.3771160866,165.0,263
0,432,50.4166666667,35200.0,136,5621455300.0,1,25.3333333333,200.0,43
0,164,48.7396748051,51300.0,590,1225955100.0,1,36.0215947443,80.0,181
0,249,44.9633333333,,205,111645400.0,1,35.3552777778,20.0,59
0,182,49.0988888889,23252.0,94,520655300.0,1,28.6830555556,245.0,156
0,52,47.8866666667,66050.0,617,5122555500.0,1,29.3463888889,260.0,220
0,432,44.5313888889,98653.0,150,111949500.0,1,34.1880555556,458.0,156
0,432,47.9597222222,,1,2124455900.0,1,23.8669444444,281.0,242
0,303,47.7350332965,70435.0,20,2322155300.0,1,35.21419385,35.0,290
0,359,47.43,74023.0,628,6521855200.0,1,33.4066666667,21.0,274
0,432,48.6449444444,,687,4424855100.0,1,39.49575,40.0,225
0,259,47.4138888889,87100.0,635,1424855100.0,1,38.0108333333,103.0,18
0,399,49.5325,,9,6320255300.0,1,36.6219444444,95.0,75
0,405,49.8952777778,62403.0,15,6325155300.0,1,36.1947222222,,85
0,432,48.8516666667,48720.0,487,6120855700.0,1,26.2011111111,246.0,20
0,432,47.1463888889,67131.0,624,5121655500.0,1,30.1075,,247
0,290,48.4252777778,,321,4422256400.0,1,39.1497222222,184.0,124
0,432,48.6963888889,93701.0,686,4424555100.0,1,38.9816666667,68.0,304
0,432,49.8,28153.0,12,6822755200.0,1,26.8666666667,290.0,88
0,130,51.4396027778,44400.0,506,725055100.0,1,24.4372527778,178.0,226
0,432,48.13,66200.0,614,5124355100.0,1,30.0794444444,94.0,207
0,137,47.9794444444,86595.0,435,1414447700.0,1,38.8066666667,214.0,223
0,432,44.4447222222,98659.0,285,111947700.0,1,34.1266666667,269.0,278
0,109,50.0566666667,,267,6323555100.0,1,35.1491666667,117.0,17
0,57,48.6244444444,78430.0,30,2624055300.0,1,24.4858333333,516.0,149
0,432,48.2122222222,24800.0,564,525055100.0,1,29.3622222222,168.0,156
0,185,48.9002777778,84150.0,453,1424256200.0,1,37.7238888889,62.0,147
0,231,48.740596,93330.0,647,4423856200.0,1,38.379241,242.0,189
0,432,51.5222222222,16100.0,499,7424955100.0,1,32.5016666667,117.0,95
0,256,47.9455555556,86195.0,127,1413569300.0,1,38.0836111111,125.0,131
0,79,49.9208333333,80461.0,181,4622155400.0,1,24.2241666667,,80
0,156,48.0397222222,,308,4412345800.0,1,39.44,,200
0,432,46.3544444444,75300.0,680,6524455100.0,1,34.3361111111,22.0,156
0,75,48.0683333333,,103,4412345700.0,1,39.1919444444,,200
0,6,50.7666666667,45612.0,528,722855400.0,1,25.0,,123
0,337,48.7663888889,84392.0,32,1412945600.0,1,37.6313888889,87.0,103
1,432,44.4361111111,,99,111946200.0,0,34.1105555556,50.0,277
0,432,49.8241666667,,533,3220410500.0,1,30.4425,179.0,12
0,432,51.25,11310.0,333,1822856000.0,1,28.1166666667,202.0,122
0,401,46.2580555556,75800.0,206,6523255100.0,1,33.28425,4.0,156
0,432,50.5925,,119,1825055500.0,1,29.45333333,,299
0,432,50.3047222222,12725.0,319,1820655900.0,1,27.8736111111,229.0,6
0,432,51.0475,11050.0,364,1824456200.0,1,28.0519444444,189.0,173
0,351,48.8084405778,51250.0,130,1223255600.0,1,35.2534659641,127.0,162
0,88,47.6143439035,53492.0,318,1211345400.0,1,34.622008093,,46
0,432,51.3091666667,34371.0,456,5620855400.0,1,25.9961111111,195.0,255
0,19,51.763056,44200.0,306,723155100.0,1,25.499167,151.0,116
0,432,45.1141666667,97513.0,100,124755300.0,1,34.0141666667,146.0,156
0,432,45.16,,180,110945300.0,1,33.2747222222,5.0,282
0,432,49.0833333333,23310.0,109,524510500.0,1,28.35,,250
0,78,46.8394666667,74700.0,350,6523855100.0,1,34.3759694444,56.0,156
0,432,48.3191666667,90520.0,537,2124456500.0,1,23.9388888889,536.0,242
0,432,49.011575,23300.0,524,524555100.0,1,28.5011194444,268.0,250
0,295,47.115,74132.0,208,6520955700.0,1,32.9747222222,21.0,156
0,7,48.0936111111,,415,1414745400.0,1,38.6052777778,321.0,42
0,368,48.6769444444,28023.0,410,3510345600.0,1,32.8902777778,182.0,91
0,255,48.4927777778,,589,4422257400.0,1,38.9605555556,,0
0,432,44.4088888889,,24,111945200.0,1,33.9069444444,77.0,278
0,144,49.75,22115.0,49,521455300.0,1,28.6333333333,251.0,100
0,141,48.6347222222,85010.0,371,1411545600.0,1,36.9822222222,132.0,160
0,339,48.0330555556,86590.0,178,1414446200.0,1,38.8144444444,270.0,223
0,342,49.7238888889,,68,4620955300.0,1,23.7336111111,275.0,156
0,287,48.5424694444,24100.0,562,524955100.0,1,28.112175,177.0,33
0,432,50.2833333333,12605.0,50,1820955100.0,1,29.5333333333,166.0,24
0,432,49.9355555556,13337.0,0,,1,28.6016666667,261.0,8
0,432,49.9458333333,13503.0,441,1824755100.0,1,29.4594444444,213.0,298
0,39,50.9421852266,41854.0,328,5920655300.0,1,34.3820463414,180.0,16
0,45,47.8301307076,70150.0,523,2323655500.0,1,36.1319948431,154.0,163
0,284,47.5388888889,67900.0,611,5123155100.0,1,29.4616666667,93.0,170
0,54,48.4666666667,84791.0,669,1410945400.0,1,38.2766666667,181.0,232
0,396,48.7163888889,27410.0,188,3510645300.0,1,32.5930555556,,156
0,432,48.2727777778,90630.0,3,2123656200.0,1,24.3747222222,650.0,192
0,432,48.19,59233.0,25,7320555300.0,1,25.3766666667,467.0,275
0,2,49.9538888889,,433,6325157900.0,1,36.1091666667,102.0,85
0,157,48.4630555556,28314.0,21,3524955300.0,1,33.1805555556,104.0,172
0,432,49.9680555556,8550.0,231,3224955600.0,1,29.7647222222,207.0,57
0,432,50.1733333333,8520.0,42,3224955300.0,1,30.1038888889,162.0,57
0,367,48.1297222222,,463,1414745700.0,1,38.5655555556,316.0,42
0,432,47.8333333333,,607,5123355100.0,1,30.25,182.0,115
0,432,50.1333333333,19812.0,586,7120655700.0,1,32.1333333333,119.0,301
0,35,49.9044444444,63021.0,229,6321255400.0,1,35.5586111111,206.0,84
0,388,48.81,93321.0,667,4423857500.0,1,38.4766666667,147.0,129
0,300,49.7943833799,38300.0,60,5320255100.0,1,33.7207426255,92.0,257
0,264,49.5219805556,92400.0,665,4422555101.0,1,39.5675416667,103.0,136
0,263,47.8333333333,,393,1421557100.0,1,37.65,216.0,49
0,432,51.2925,44600.0,315,723655100.0,1,25.5502777778,193.0,133
0,237,49.7909795745,37702.0,404,5323655100.0,1,32.701526496,99.0,177
0,175,50.7801666978,42355.0,352,5924755500.0,1,34.7813235222,126.0,230
0,432,48.1516666667,78700.0,75,2620855100.0,1,24.8136111111,620.0,264
0,98,47.8727777778,66514.0,604,5123355300.0,1,30.0977777778,,293
0,432,51.1283333333,34560.0,511,5625455700.0,1,26.3041666667,164.0,205
0,426,48.7725,84391.0,598,1412947700.0,1,37.5505555556,83.0,103
0,224,46.468389,67806.0,599,5123755200.0,1,30.615643,,3
0,245,48.3866666667,85288.0,423,1411246800.0,1,37.7797222222,118.0,244
0,432,49.3375,48130.0,156,6125055300.0,1,25.6861111111,353.0,240
0,432,44.5033333333,98654.0,81,111948500.0,1,34.2072222222,68.0,156
0,76,49.876898646,38000.0,583,5325755100.0,1,34.0070956485,150.0,148
0,432,50.4883333333,8298.0,260,3210946200.0,1,30.3330555556,156.0,71
0,291,48.2877777778,94475.0,668,4421455700.0,1,39.6527777778,128.0,141
0,127,47.8380555556,,204,4823655100.0,1,32.8261111111,89.0,83
0,142,48.613,24032.0,70,522655500.0,1,27.7944027778,251.0,140
0,432,49.9219444444,8654.0,153,3221455600.0,1,30.1477777778,,67
0,155,48.3097222222,94442.0,535,4411447100.0,1,39.8097222222,180.0,224
0,357,44.8363888889,,442,120455600.0,1,33.9472222222,180.0,190
0,310,48.2741666667,94344.0,539,4423657100.0,1,38.6030555556,258.0,0
0,199,45.0194444444,95491.0,5,110165300.0,1,34.0,,219
0,432,49.2,32100.0,596,6825855100.0,1,26.8333333333,341.0,88
0,270,48.3208333333,94343.0,650,4423655800.0,1,38.6352777778,191.0,0
0,432,49.9583333333,,262,4625855600.0,1,23.1572222222,209.0,280
0,113,48.4291666667,84692.0,652,1410665600.0,1,38.0094444444,129.0,232
0,173,48.8561135,,39,6320655100.0,1,36.5566225,187.0,119
0,431,48.3327777778,94473.0,685,4421456500.0,1,39.5422222222,199.0,141
0,432,48.2897222222,94445.0,198,4411445600.0,1,39.89,79.0,224
0,432,49.9563888889,8662.0,123,3221455500.0,1,30.1713888889,,67
0,432,49.37,19630.0,200,7124955300.0,1,31.6783333333,93.0,29
0,119,48.4011111111,94330.0,698,4423657700.0,1,38.7375,,0
0,432,45.4977777778,97000.0,283,122055100.0,0,34.295,46.0,105
0,380,47.1683333333,67308.0,613,5121255600.0,1,30.8175,,194
0,432,50.2277777778,,235,3223155400.0,1,30.65,,167
0,432,50.2378111111,35680.0,493,5621655900.0,1,25.7645083333,224.0,55
0,83,46.9756111111,67200.0,605,5121855100.0,1,30.4697222222,19.0,73
0,286,47.5388888889,67003.0,608,5123555100.0,1,30.7527777778,41.0,146
0,94,50.465,80041.0,168,4624855300.0,1,24.2566666667,,34
0,318,49.0991666667,,71,4624555300.0,1,23.5833333333,380.0,229
0,213,50.5636923925,42500.0,291,5923255100.0,1,33.7936045896,120.0,128
0,110,47.1941661369,71202.0,563,2325555100.0,1,36.2023174965,117.0,7
0,393,49.6623333333,63709.0,279,6310745700.0,1,37.6438611111,,156
0,386,48.5347222222,,361,3510166900.0,1,32.1247222222,180.0,156
0,87,47.3929382611,70304.0,462,2324955100.0,1,37.0694011762,220.0,187
0,432,48.8716666667,77455.0,293,2625855600.0,1,24.6047222222,,74
0,432,50.5825,7850.0,224,3221055500.0,1,30.0052777778,168.0,19
0,100,44.9130555556,98188.0,284,111645200.0,1,35.1913888889,7.0,58
0,159,48.6588888889,26100.0,367,3523655100.0,1,30.8186111111,134.0,63
0,432,50.7836111111,7330.0,141,3221855300.0,1,30.3080555556,111.0,273
0,196,48.2572222222,,126,1422755300.0,1,37.3758333333,142.0,68
0,413,49.3971666667,64270.0,472,6320255700.0,1,37.0499722222,101.0,75
0,394,52.2647673567,41022.0,189,5924455300.0,1,33.6013103793,,212
0,432,48.3630555556,59342.0,304,7322555400.0,1,25.7619444444,179.0,92
0,432,48.4614722222,60100.0,218,7322055100.0,1,26.8359555556,193.0,47
0,432,51.2872222222,34200.0,465,5625055100.0,1,27.2102777778,179.0,197
0,275,47.9736111111,86595.0,418,1414447100.0,1,38.7875,262.0,223
0,302,46.7180277778,73481.0,185,6510165600.0,1,32.6483611111,,87
0,16,49.7147222222,63544.0,566,6325456700.0,1,36.9316666667,158.0,40
0,432,50.7166666667,45263.0,395,721855400.0,1,25.8166666667,198.0,123
0,50,49.9791666667,80362.0,275,4622755600.0,1,24.0761111111,258.0,156
0,432,48.4413888889,,660,1420955400.0,1,38.2538888889,147.0,232
0,403,50.0388888889,62362.0,419,6322056500.0,1,35.9655555556,115.0,85
0,432,48.0166666667,,265,7324555400.0,1,25.5833333333,409.0,33
0,321,48.0055555556,86591.0,104,1414445900.0,1,38.8325,271.0,223
0,432,50.4541666667,45744.0,320,720855400.0,1,24.8136111111,205.0,66
0,432,45.5833333333,96178.0,6,121155200.0,0,34.5666666667,26.0,156
0,432,50.4725,12325.0,113,1825655500.0,1,28.8280555556,205.0,30
0,423,48.1358333333,86181.0,597,1413565700.0,1,37.9302777778,174.0,131
0,432,44.4586111111,98658.0,403,111948300.0,0,34.1366666667,197.0,278
0,432,48.935,20500.0,214,7122255100.0,1,30.9111111111,139.0,302
0,252,48.2666666667,24723.0,470,523255400.0,1,28.9333333333,299.0,184
0,188,50.9425277778,,510,5924755800.0,1,34.6419444444,,156
0,331,46.3425,67832.0,601,5123755300.0,1,30.5652777778,,261
0,207,47.3877777778,66800.0,626,5125455100.0,1,30.1911111111,54.0,217
0,432,50.5591666667,7443.0,207,3221255600.0,1,30.8211111111,,23
0,427,48.9297222222,93491.0,666,4412945600.0,1,38.5497222222,73.0,218
0,432,49.3997222222,19451.0,509,7122555500.0,1,31.0975,153.0,96
0,432,50.2011111111,12746.0,420,1820656000.0,1,27.6338888889,214.0,6
0,281,48.2029519662,52630.0,425,1220755400.0,1,35.8056876222,150.0,234
0,247,47.7173333333,85732.0,679,1421556800.0,1,37.5819166667,186.0,174
0,432,48.8330277778,32600.0,359,6823355100.0,1,27.2672222222,273.0,78
0,432,50.7458333333,35312.0,225,5624655400.0,1,26.0125,218.0,196
0,42,48.1097222222,,338,1415345700.0,1,38.5408333333,269.0,214
0,18,49.8011666667,63525.0,313,6325455900.0,1,36.718,104.0,84
0,432,50.46475,8002.0,311,3222755100.0,1,29.8071944444,168.0,130
0,384,47.6997222222,85725.0,37,1421555300.0,1,37.4188888889,201.0,174
0,118,50.215,80262.0,302,4623955400.0,1,24.8347222222,216.0,34
0,432,50.9163888889,17003.0,233,7422055199.0,1,31.1147222222,113.0,31
0,73,50.4269444444,42800.0,63,5921255100.0,1,35.4836944444,125.0,260
0,366,47.8322222222,87333.0,366,1420655900.0,1,38.5019444444,152.0,2
0,364,48.2725083333,,649,4411445300.0,1,39.6049194444,,141
0,48,48.2958333333,94446.0,264,4411445900.0,1,39.9655555556,49.0,224
0,353,48.2468055556,86020.0,407,1425555900.0,1,37.60325,233.0,168
0,432,48.4833333333,89640.0,565,2122755500.0,1,22.8333333333,148.0,143
0,104,46.2219444444,75560.0,378,6522155400.0,1,34.6386111111,22.0,156
0,347,48.7477777778,84393.0,388,1412945300.0,1,37.4536111111,92.0,102
0,432,44.5166666667,,322,111948100.0,0,34.1833333333,300.0,277
0,240,47.95,28600.0,536,3525855100.0,1,32.5333333333,76.0,108
0,432,49.0,31600.0,556,6825255100.0,1,26.3666666667,278.0,78
0,131,46.71,75400.0,194,6522955100.0,1,34.55,39.0,72
0,105,48.8997222222,93490.0,646,4412945300.0,1,38.5797222222,77.0,218
0,242,48.8111111111,78112.0,561,2621655700.0,1,25.43,305.0,94
0,432,48.7,77753.0,498,2620455500.0,1,24.5333333333,421.0,74
0,205,48.5341852721,52005.0,490,1221455800.0,1,35.0748924026,,221
0,65,49.7024444444,,35,4423355300.0,1,39.0247777778,,15
0,432,44.96,98186.0,238,111645700.0,1,35.2405555556,30.0,58
0,432,49.5311111111,,429,6124655100.0,1,26.1466666667,281.0,183
0,209,48.68583333,84395.0,269,1412946200.0,1,37.52666667,97.0,103
0,62,48.1319444444,86182.0,186,1413565300.0,1,37.9127777778,210.0,131
0,70,48.1802777778,85482.0,244,1413845600.0,1,37.4688888889,182.0,208
