time_zone,google_knowledge_graph_id,latitude,postal_code,fact_grid_item_id,koatuu_id,country_name,longitude,elevation_meters,administrative_entity
1,7179,49.4991666667,81261.0,14805,4623380705.0,3,24.71,325.0,421
1,13503,48.8586111111,26021.0,4355,3523881301.0,3,31.8702777778,182.0,388
1,5829,50.1797928875,37612.0,18839,5323288901.0,3,33.521385082,148.0,347
1,11394,50.9586111111,16651.0,17166,7423388901.0,3,31.925,126.0,363
1,4986,48.5877777778,26123.0,1200,3523682202.0,3,30.5813888889,168.0,132
1,12039,49.6341944444,47382.0,7940,6122485601.0,3,25.8408888889,,680
1,1731,52.0763888889,15211.0,6983,7425882501.0,3,31.925,122.0,205
1,866,50.622092716,42623.0,13009,5925080805.0,3,34.8986992717,165.0,583
1,12849,49.6849884339,47261.0,10911,6122689804.0,3,25.2464501901,,682
1,5109,49.4243154792,39321.0,13476,5323484301.0,3,34.6060214515,81.0,369
1,11022,47.1571789298,71223.0,370,2325587902.0,3,35.8696425689,61.0,77
1,11446,51.1422222222,44812.0,13114,725585301.0,3,24.3372222222,199.0,592
1,8964,51.2166666667,16506.0,7744,7420380502.0,3,32.6833333333,136.0,363
1,7005,48.9286111111,32442.0,16818,6821889503.0,3,26.7716666667,306.0,170
1,7401,50.359476292,42740.0,1399,5920388002.0,3,34.7842577835,175.0,398
1,2403,51.0658333333,17084.0,17823,7422080707.0,3,30.9783333333,105.0,76
1,11097,49.7155891558,38411.0,19110,5324282807.0,3,34.07495584,132.0,467
1,20037,49.8986111111,62040.0,3847,6323586203.0,3,34.9947222222,115.0,244
1,4908,49.7638888889,81153.0,3060,4623684402.0,3,24.2658333333,252.0,454
1,7510,49.3072222222,31352.0,11039,6825081503.0,3,26.6755555556,299.0,188
1,446,50.3919444444,62220.0,17921,6322686001.0,3,36.0677777778,,694
1,10082,49.3366666667,31551.0,761,6823083702.0,3,27.7691666667,320.0,188
1,1512,46.9838888889,57135.0,6630,4824283203.0,3,31.785,36.0,364
1,7276,51.6244444444,15053.0,4872,7424483202.0,3,30.8644444444,157.0,76
1,657,49.449832687,39034.0,9354,5320684904.0,3,33.6717180555,93.0,129
1,9621,49.7458990052,38813.0,12870,5325455301.0,3,35.0445670649,147.0,94
1,17246,50.2810828668,42761.0,1423,5920384002.0,3,34.8105471265,108.0,398
1,3409,48.6916666667,27451.0,2222,3522284902.0,3,32.8383333333,,253
1,11469,49.7465,63614.0,6089,6325785705.0,3,37.2864,120.0,265
1,10524,47.6527777778,56340.0,1908,4822380401.0,3,30.6741666667,55.0,364
1,236,48.3571134184,52750.0,8956,1223882001.0,3,36.5403874059,97.0,562
1,17303,46.3580555556,67830.0,20400,5123783001.0,3,30.4788888889,20.0,97
1,16779,48.5716666667,27630.0,21122,3522585801.0,3,32.1386111111,,364
1,12147,49.9186111111,62723.0,14833,6321885001.0,3,37.6094444444,170.0,265
1,16458,51.225,45033.0,16651,722189301.0,3,24.5275,191.0,234
1,12736,50.9122222222,11600.0,8671,1823484004.0,3,28.9166666667,175.0,311
1,18279,47.11,67131.0,20306,5121655503.0,3,30.1425,32.0,587
1,4342,49.3013888889,9832.0,4240,3224682401.0,3,29.8025,213.0,574
1,11764,49.4608333333,47742.0,829,6125282303.0,3,25.7430555556,315.0,573
1,11806,50.8311111111,17082.0,6606,7422081502.0,3,31.1733333333,111.0,76
1,386,50.3305555556,62233.0,8577,6322685003.0,3,35.7286111111,163.0,694
1,19745,50.1558333333,13031.0,9496,1821482901.0,3,27.7708333333,240.0,473
1,1945,51.7383333333,44133.0,10135,724286402.0,3,24.7013888889,,464
1,1799,49.0090173923,39764.0,15350,5322481703.0,3,33.4601679126,69.0,249
1,15833,46.8741666667,67502.0,20732,5122755104.0,3,30.9075,,105
1,16815,47.4294444444,74040.0,11849,6521883501.0,3,33.4683333333,71.0,652
1,6884,47.3944444444,66822.0,20599,5125480504.0,3,30.0205555556,77.0,82
1,1413,49.07611111,32065.0,1945,6821287502.0,3,26.51027778,300.0,364
1,1301,49.6533333333,31424.0,6194,6824482501.0,3,27.5697222222,287.0,188
1,20569,51.7526629903,41420.0,17602,5921587903.0,3,34.2018468336,184.0,131
1,7066,48.8927777778,89141.0,15016,2121585001.0,3,22.8802777778,736.0,639
1,6740,47.2586111111,67340.0,20671,5121285605.0,3,30.9897222222,79.0,379
1,20569,48.8386111111,82650.0,6928,4624582701.0,3,23.1780555556,777.0,547
1,1048,49.0441695872,48271.0,4945,6121681101.0,3,25.9753692074,,147
1,34,49.5911936108,38703.0,138,5324081902.0,3,34.6411016686,86.0,443
1,6328,49.2566666667,48137.0,8927,6125084102.0,3,25.8119444444,,571
1,660,50.5019444444,17582.0,3358,7424180902.0,3,32.3655555556,119.0,449
1,14930,47.2508333333,57060.0,2230,4821780602.0,3,31.5277777778,92.0,544
1,18919,51.9947222222,16061.0,18844,7423685004.0,3,33.3202777778,167.0,368
1,1538,50.8983333333,11572.0,18345,1822387002.0,3,28.6283333333,187.0,222
1,13185,49.5158333333,81488.0,9355,4624286003.0,3,23.5452777778,267.0,486
1,12310,49.4933333333,22163.0,8930,521486807.0,3,28.8202777778,264.0,238
1,20569,49.9191666667,80663.0,3507,4620381601.0,3,25.1647222222,,61
1,7153,48.2244444444,59208.0,298,7320580301.0,3,25.2311111111,475.0,653
1,6402,49.3686050996,39060.0,17701,5320689401.0,3,33.5359391317,104.0,129
1,3353,48.6277777778,59415.0,18468,7321585401.0,3,25.7455555556,274.0,78
1,4135,49.9597998675,37663.0,6190,5323285602.0,3,33.771681344,115.0,347
1,8441,51.45943681,41510.0,2885,5923881901.0,3,33.8138877898,158.0,455
1,14784,50.9069444444,35050.0,3155,5623487402.0,3,26.0741666667,185.0,470
1,13373,48.1252777778,90535.0,3144,2124481201.0,3,23.8011111111,344.0,576
1,11086,49.7527777778,63714.0,12915,6323787004.0,3,37.5136111111,144.0,265
1,17790,50.8697222222,11630.0,11476,1823486201.0,3,29.3433333333,156.0,311
1,14808,50.2532407,62115.0,12082,6320882006.0,3,35.4370501,177.0,49
1,9040,49.1477777778,77312.0,15772,2622855303.0,3,24.5166666667,,167
1,12836,48.7636507559,48605.0,18243,6122088705.0,3,25.7526806437,,674
1,20139,51.0983170385,41835.0,2954,5920683902.0,3,34.1317745802,177.0,44
1,19729,51.4590555556,44611.0,15781,723686201.0,3,25.5962222222,160.0,314
1,15815,49.6991666667,63052.0,901,6321281001.0,3,35.4413888889,170.0,49
1,20569,48.0311111111,59035.0,11178,7324587001.0,3,25.7175,412.0,78
1,8213,49.3616666667,92724.0,4821,4425181703.0,3,38.8536111111,61.0,538
1,5375,50.6259994993,42070.0,9123,5924182303.0,3,33.5434963132,156.0,474
1,8519,47.1755555556,87611.0,13670,1423683001.0,3,37.8188888889,78.0,490
1,302,49.3861613533,47531.0,11279,6120487605.0,3,24.9675036446,,30
1,20569,49.965,80654.0,17421,4620383604.0,3,25.3569444444,281.0,61
1,19112,50.1547222222,13511.0,10543,1824783703.0,3,29.4875,202.0,446
1,10611,47.806332629,70431.0,8559,2322186803.0,3,35.3603392109,76.0,676
1,4374,50.2636111111,80241.0,11086,4623982501.0,3,24.7597222222,217.0,79
1,6960,48.6452777778,84557.0,679,1420985504.0,3,37.9672222222,89.0,15
1,11461,46.3811111111,75234.0,20892,6525484702.0,3,33.920555555600004,27.0,364
1,4722,49.55,81712.0,17665,4621580307.0,3,24.365,308.0,547
1,10915,51.7261111111,16112.0,15538,7424987502.0,3,32.6644444444,152.0,220
1,20234,49.2392600692,39124.0,5972,5322080804.0,3,33.7294563033,71.0,236
1,74,50.6038888889,12311.0,11109,1825683603.0,3,28.8883333333,202.0,75
1,20569,49.1230555556,82486.0,8724,4625384001.0,3,23.8869444444,346.0,547
1,4274,48.2613888889,27151.0,2195,3524084003.0,3,31.5825,176.0,388
1,13338,49.5072658348,38401.0,3142,5324255103.0,3,34.110414575,106.0,443
1,6910,49.7077777778,31052.0,10722,6822789203.0,3,26.7766666667,299.0,188
1,20415,50.7673611065,16742.0,423,7421788503.0,3,32.7474323846,163.0,449
1,10547,50.2972222222,12530.0,14582,1822580904.0,3,29.1952777778,182.0,224
1,10042,45.7013888889,96167.0,13834,121184101.0,0,34.4472222222,,364
1,17858,47.7016666667,56534.0,17676,4822055203.0,3,31.3036111111,,364
1,13607,48.5791666667,52035.0,3702,1221455401.0,3,34.875,55.0,101
1,111,49.4642673,64250.0,18657,6320256004.0,3,36.6241463,106.0,161
1,20569,48.3775,59341.0,19301,7322589001.0,3,25.7525,180.0,203
1,20569,49.6166666667,81234.0,4865,4623382901.0,3,24.8236111111,307.0,421
1,2574,49.0238888889,22727.0,6313,521281206.0,3,29.2413888889,246.0,150
1,12992,48.1413843794,52582.0,17835,1224856206.0,3,35.5129099568,158.0,562
1,9093,48.7077777778,90012.0,8816,2122482801.0,3,23.4286111111,696.0,329
1,10186,50.8222222222,17072.0,12287,7422086601.0,3,30.9863888889,,76
1,11112,48.5880555556,26141.0,9887,3523682701.0,3,30.8847222222,,132
1,16586,47.4144444444,56571.0,341,4822082003.0,3,31.4988888889,12.0,364
1,15139,46.7222222222,75022.0,6899,6520383004.0,3,32.4202777778,18.0,85
1,669,49.7494444444,22112.0,19576,521487803.0,3,28.4727777778,276.0,238
1,7119,48.9558333333,23162.0,1402,521086306.0,3,28.2058333333,315.0,688
1,10722,49.6219444444,31431.0,5385,6824481501.0,3,27.7719444444,279.0,188
1,20569,48.2558333333,90223.0,7594,2120485601.0,3,22.4552777778,105.0,26
1,20569,49.9611111111,80661.0,19819,4620388801.0,3,25.0480555556,272.0,61
1,10954,49.1725,82611.0,19748,4624588601.0,3,23.4813888889,567.0,547
1,2619,48.7736111111,23444.0,16758,522887801.0,3,27.8569444444,270.0,340
1,19196,48.6572222222,26106.0,17616,3523687701.0,3,30.7816666667,,132
1,11892,50.5384671444,42643.0,14061,5925087202.0,3,35.2288144666,,583
1,15213,47.7261111111,87371.0,18053,1420688201.0,3,38.7022222222,19.0,3
1,14756,49.3461111111,22525.0,12368,522281403.0,3,29.0430555556,271.0,302
1,15704,49.3547514117,39044.0,9848,5320686003.0,3,33.1134610159,94.0,129
1,16374,52.1806973142,41042.0,1160,5924483202.0,3,33.3676344592,128.0,495
1,10788,47.705,55630.0,9366,4824582204.0,3,32.2033333333,95.0,364
1,6310,46.5230555556,67651.0,20540,5121083702.0,3,30.2575,,40
1,10846,49.9991666667,80500.0,11160,4620610101.0,3,24.6277777778,217.0,71
1,12652,49.77,47226.0,9012,6122683102.0,3,25.2108333333,,364
1,10266,49.9425,13343.0,15969,1820886001.0,3,28.5427777778,,24
1,6094,48.7519444444,78120.0,12518,2621682901.0,3,25.3775,,210
1,15804,48.2530555556,90430.0,14176,2125382204.0,3,23.4138888889,264.0,200
1,19113,49.7169973679,38305.0,13422,5320255108.0,3,33.736985858,,347
1,1795,49.4252777778,22312.0,10075,522487403.0,3,27.8808333333,293.0,276
1,16619,48.7169444444,77740.0,1042,2620480601.0,3,24.2694444444,629.0,157
1,15081,49.9661111111,81023.0,5410,4625884501.0,3,23.4291666667,243.0,664
1,1636,50.2708333333,80240.0,8383,4623910101.0,3,24.68,200.0,79
1,13258,48.6988915,64851.0,11936,6320681002.0,3,36.3886645,153.0,287
1,3025,50.1586111111,47114.0,18343,6125887803.0,3,26.2027777778,,513
1,12432,49.2566666667,48174.0,5336,6125086402.0,3,25.6986111111,,571
1,13421,47.4041666667,74002.0,2008,6521882502.0,3,33.5736111111,80.0,652
1,15473,47.3213888889,56200.0,9752,4821155103.0,3,32.9102777778,20.0,34
1,5609,48.0499583115,70111.0,6745,2323683506.0,3,35.8110694207,135.0,383
1,10085,50.4716666667,12257.0,20853,1825084402.0,3,29.0966666667,175.0,364
1,13108,48.3713888889,59352.0,19027,521281609.0,3,25.5655555556,,653
2,3485,45.5805555556,,5345,123187403.0,0,34.8736111111,5.0,364
1,5184,49.23416668,92806.0,13817,4420689201.0,3,39.74277779,85.0,45
1,4270,49.7447222222,9170.0,19360,3220489501.0,3,30.1625,,39
1,7924,50.0174428102,38012.0,15076,5325781205.0,3,34.1755177071,152.0,347
1,11640,50.2094444444,30315.0,5324,6822184504.0,3,26.4022222222,230.0,505
1,8771,52.0188888889,16060.0,18194,7423684304.0,3,33.1133333333,178.0,368
1,16041,49.2825234912,39350.0,4840,5323481803.0,3,34.6710297838,112.0,369
1,1824,50.7172222222,16671.0,7107,7423382803.0,3,31.9827777778,127.0,363
1,18141,48.5452777778,32365.0,2651,6822482902.0,3,26.3677777778,,170
1,8382,49.89,9246.0,13205,3222286001.0,3,30.7894444444,177.0,163
1,2233,50.0523508503,37622.0,2161,5323281803.0,3,33.5159356726,143.0,347
1,17425,48.8077777778,31663.0,9444,6825286602.0,3,26.2333333333,232.0,170
1,8212,47.4566666667,66710.0,20103,5125283003.0,3,29.7091666667,92.0,672
1,2890,48.8436111111,26021.0,1629,3523881303.0,3,31.9027777778,150.0,388
1,3825,50.4415924262,37224.0,16770,5322682406.0,3,33.4411983813,110.0,284
1,2642,48.1377777778,27142.0,7080,3524083204.0,3,31.5191666667,218.0,388
1,700,49.3386111111,63842.0,11991,6321084505.0,3,37.855,182.0,161
1,1770,50.1497222222,8354.0,6798,3220882903.0,3,30.8894444444,105.0,59
1,14353,50.3858333333,12334.0,20901,1825681201.0,3,28.5152777778,,364
1,12788,47.5972222222,66370.0,20003,5122982502.0,3,29.8291666667,97.0,260
1,19355,48.7461111111,84542.0,2136,1420989907.0,3,38.1519444444,95.0,530
1,20022,48.8941666667,22851.0,19047,523088801.0,3,28.8838888889,254.0,627
1,9674,51.0663888889,45117.0,537,724584102.0,3,25.2416666667,174.0,478
1,2968,46.7027777778,67470.0,20704,5123981406.0,3,30.4377777778,9.0,96
1,8,49.2658333333,92806.0,12043,4420689202.0,3,39.7855555556,121.0,45
1,13382,45.4136111111,97026.0,14438,122084407.0,0,34.4908333333,,364
1,8281,49.3488888889,77043.0,9646,2624481006.0,3,24.8244444444,,157
1,12893,49.1944444444,32132.0,1058,6825881401.0,3,26.9644444444,,188
1,11790,50.2402777778,12532.0,14978,1822587907.0,3,29.045,189.0,224
1,5292,49.5275,22230.0,14123,523485202.0,3,29.3744444444,246.0,437
1,10794,49.85,80714.0,14220,4621885801.0,3,24.83,247.0,694
1,4062,48.6108333333,78153.0,18256,2621680202.0,3,25.295,,210
1,990,49.6212928461,38715.0,18671,5324080109.0,3,34.337939206,99.0,443
1,9573,46.5633333333,74844.0,11027,6523582705.0,3,33.6216666667,33.0,364
1,18629,49.98,80514.0,8310,4620682401.0,3,24.5619444444,,71
1,4166,50.5125,17582.0,12574,7424182105.0,3,32.3572222222,128.0,449
1,6565,49.1544444444,23317.0,8477,524587903.0,3,28.4011111111,250.0,595
1,1659,49.2413888889,22630.0,1779,523180801.0,3,29.3766666667,,410
1,18569,50.8069444444,11242.0,7854,1821783402.0,3,27.9497222222,213.0,702
1,17416,50.3284299659,35890.0,4664,5320486902.0,3,33.8800149857,138.0,123
1,13605,51.0091666667,17052.0,3579,7422085003.0,3,31.1016666667,119.0,76
1,8424,46.7847222222,74341.0,12251,6520685901.0,3,33.3016666667,26.0,364
1,13471,51.0053012911,41676.0,18009,5922086005.0,3,33.3277023246,166.0,216
1,1494,49.3922222222,64121.0,13200,6324584503.0,3,36.3958333333,148.0,287
1,2455,50.0397222222,30206.0,6607,6820355101.0,3,26.3758333333,279.0,505
1,11293,48.411134147,52511.0,7152,1224883503.0,3,35.6355448304,169.0,562
1,3877,46.9925,57420.0,4910,4820981204.0,3,31.3063888889,43.0,364
1,14172,48.8242114208,48726.0,6128,6120883001.0,3,26.1724483743,,57
1,2773,50.0210932206,47027.0,16626,6123487801.0,3,25.4822313125,,435
1,10358,49.9102777778,9242.0,17206,3222282003.0,3,30.7236111111,172.0,393
1,686,50.1822222222,62625.0,4578,6321485002.0,3,37.4597222222,173.0,265
1,11245,49.0294444444,64344.0,17017,6322880803.0,3,37.2469444444,178.0,161
1,11615,49.2272222222,32034.0,8050,6821282502.0,3,26.2041666667,272.0,364
1,11088,50.8541666667,44750.0,14083,720583205.0,3,24.3786111111,,635
1,5589,50.5486111111,35351.0,14153,5624688902.0,3,26.3466666667,245.0,470
1,17647,49.5052777778,22203.0,8127,523484002.0,3,29.3394444444,217.0,437
1,20462,50.3388888889,62515.0,12802,6321685201.0,3,37.2102777778,,92
1,15062,48.9936111111,19142.0,8597,7123484001.0,3,29.8797222222,234.0,597
1,1090,44.6680555556,99802.0,18205,8536990509.0,3,33.7361111111,81.0,497
1,15990,49.7986111111,81332.0,3707,4622481201.0,3,23.1963888889,227.0,337
1,20027,49.2205555556,63361.0,7034,6323381201.0,3,35.5780555556,102.0,243
1,13671,48.8602031,64782.0,1648,6320482503.0,3,37.1684168,85.0,161
1,17838,51.2927777778,44341.0,2244,723384002.0,3,24.2827777778,187.0,280
1,1785,47.4194444444,66802.0,20182,5125455101.0,3,30.2391666667,,514
1,14494,49.7411111111,19016.0,15846,7122082704.0,3,31.2394444444,95.0,74
1,18306,49.2286111111,82193.0,16614,4621287501.0,3,23.27,,111
1,5259,49.6111111111,22154.0,9672,521482606.0,3,28.8766666667,289.0,238
1,3298,51.0183333333,17121.0,41,7423881002.0,3,31.3394444444,115.0,363
1,510,47.0657016789,71241.0,1074,2325580502.0,3,36.0896122539,91.0,77
1,7867,46.8447222222,67522.0,20645,5122786901.0,3,30.7777777778,,105
1,12202,51.3916666667,44573.0,14604,721487103.0,3,24.9363888889,167.0,176
1,8917,47.1266666667,66863.0,20617,5125483605.0,3,30.4166666667,29.0,693
1,11533,48.4941666667,26244.0,11820,3523184005.0,3,31.7097222222,201.0,388
1,9748,49.7012141476,38212.0,11417,5324584607.0,3,32.8649433221,81.0,493
1,14040,47.3633333333,67042.0,20692,5123584505.0,3,30.5025,78.0,546
1,13700,49.0427777778,64344.0,1231,6322880801.0,3,37.2158333333,139.0,161
1,16399,47.929362225,70000.0,16449,2321586112.0,3,35.4467589184,,625
1,13896,51.3066666667,34372.0,5148,5620884201.0,3,25.9136111111,163.0,602
1,9479,47.6713888889,87360.0,7727,1420682502.0,3,38.4480555556,118.0,3
1,1738,46.8711111111,57160.0,11522,4824283802.0,3,31.9616666667,36.0,460
