Gene_Classification,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,425359,249,249,4,0,23,16,424565,0
0,0,288480,175,175,4,0,99,17,287506,0
0,0,1187163,346,346,4,0,168,22,1186465,0
0,0,1200244,312,312,4,0,58,28,1199621,0
0,0,18926,390,390,4,0,151,92,18276,0
0,0,2115566,25,25,4,0,96,28,2114982,1
0,0,1109679,316,316,4,0,96,28,1109041,1
0,0,1559,51,51,4,0,42,57,987,1
0,0,413954,418,418,4,0,17,28,413337,0
0,0,128464,416,416,2,0,7,14,128075,0
0,0,1139142,315,315,4,0,58,28,1138561,1
0,0,462219,364,364,4,0,115,22,461563,1
0,0,1348,168,168,4,0,42,67,512,1
0,0,1344856,199,199,4,0,123,21,1344239,0
0,0,190891,66,66,4,0,98,14,190256,1
0,0,3660,196,196,4,0,42,68,3085,1
0,0,1001979,95,95,4,0,165,28,1001410,0
1,0,1671935,119,119,3,1,120,28,1671336,0
0,0,3008,164,164,4,0,143,46,2760,1
0,0,17644,348,348,4,0,155,80,17072,0
0,0,393310,283,283,4,0,10,30,392783,0
0,0,1025055,192,192,4,0,75,28,1024453,0
0,0,1654543,30,30,4,0,150,27,1654004,1
0,0,11006,13,13,4,0,139,37,10434,1
0,0,1840810,110,110,4,0,58,28,1840178,0
0,0,1182146,313,313,4,0,58,28,1181541,1
0,0,377041,363,363,4,0,25,12,376496,1
0,0,389569,250,250,4,0,109,16,388676,0
0,0,1235855,188,188,2,0,96,28,1235211,1
0,0,1806636,337,337,4,0,146,28,1806064,0
0,0,7249,53,53,4,0,42,57,6641,0
0,0,452612,284,284,4,0,96,28,451995,0
0,0,410649,143,143,2,0,31,14,410251,0
0,0,1121,2,2,4,0,162,32,531,0
0,0,725245,152,152,4,0,116,22,724664,1
0,0,7534,343,343,2,0,148,79,7151,0
0,0,14571,377,377,4,0,101,50,14272,0
0,0,237931,288,288,4,0,23,16,237338,0
0,0,622513,26,26,4,0,96,28,621803,0
0,0,253619,171,171,4,0,31,14,252897,0
0,0,244194,180,180,4,0,21,17,243160,0
0,0,305429,372,372,4,0,9,24,304515,0
1,0,690105,149,149,3,1,56,22,689434,0
0,0,22995,305,305,2,0,57,14,22609,1
0,0,47042,80,80,4,0,31,14,46335,1
0,0,6670,228,228,4,0,42,69,6140,1
0,0,467996,365,365,4,0,163,22,467418,0
0,0,1079,127,127,2,0,76,62,750,0
0,1,1784731,333,333,4,0,146,28,1784156,1
0,0,1392058,308,308,4,0,165,28,1391459,0
0,0,170789,68,68,4,0,31,14,170208,1
1,0,44727,395,395,3,1,66,93,44119,1
1,0,978860,277,277,1,1,117,27,978390,0
0,0,7294,263,263,4,0,42,75,6638,0
0,0,9111,131,131,2,0,76,63,8734,0
0,0,633393,82,82,4,0,60,11,632488,1
0,0,2852,16,16,4,0,36,40,2211,0
0,0,1610144,115,115,4,0,75,28,1609563,0
0,0,219644,71,71,4,0,54,14,218985,1
0,0,873,5,5,4,0,32,35,262,1
0,0,462632,140,140,4,0,97,4,462006,0
0,0,1707,378,378,4,0,87,85,1054,0
0,0,555039,78,78,4,0,78,7,554104,0
0,0,897457,274,274,4,0,61,27,896894,0
0,0,522983,294,294,4,0,6,10,522417,1
0,0,930600,243,243,4,0,168,22,929947,1
0,0,445439,134,134,4,0,109,16,444747,0
0,0,8892,376,376,4,0,4,50,8245,0
0,0,407298,183,183,4,0,85,15,406639,0
0,0,95645,64,64,4,0,111,2,95094,1
0,0,296809,421,421,4,0,97,4,296102,1
0,0,438791,32,32,4,0,143,3,438168,1
0,0,296422,245,245,4,0,133,16,295724,0
0,0,311595,412,412,2,0,98,14,311224,1
0,0,22912,58,58,2,0,130,58,22523,0
0,0,20624,74,74,4,0,67,43,19953,1
0,0,276224,137,137,4,0,81,22,275592,0
0,0,603114,238,238,4,0,15,10,602248,1
0,0,610905,157,157,4,0,135,4,610333,0
1,0,893116,240,240,3,1,11,22,892445,1
0,0,9993,33,33,4,0,127,41,9376,1
0,0,1448091,89,89,4,0,17,28,1447573,1
0,0,12594,198,198,4,0,94,47,11959,1
0,0,367683,155,155,4,0,26,16,367096,0
0,0,28027,44,44,4,0,126,53,27344,0
0,0,406686,139,139,4,0,97,4,406078,0
0,0,32545,264,264,4,0,126,76,31979,0
1,0,11424,40,40,3,1,107,52,10828,0
0,0,474095,354,354,4,0,113,17,473496,0
1,0,891600,273,273,1,1,41,27,891058,1
0,0,1570983,121,121,4,0,96,28,1570405,1
0,0,487260,202,202,4,0,124,23,486679,1
1,0,28680,129,129,3,1,164,63,27985,0
0,0,478938,102,102,4,0,3,0,478315,0
0,0,1109266,398,398,4,0,138,23,1108595,0
0,0,21792,345,345,4,0,40,79,21193,0
0,0,649380,237,237,4,0,6,10,648745,1
0,0,538452,147,147,4,0,117,22,537880,1
0,0,21840,231,231,4,0,130,71,21079,0
0,0,567898,124,124,2,0,62,19,567485,0
0,0,53116,397,397,5,0,37,93,52718,0
0,0,302673,246,246,4,0,46,16,302005,0
0,0,633183,235,235,2,0,95,10,632827,1
0,0,1591262,331,331,4,0,70,27,1590720,0
0,0,559332,145,145,2,0,80,20,558976,0
0,0,627298,100,100,4,0,83,6,626603,1
0,0,555039,429,429,4,0,97,4,554545,1
0,0,269583,420,420,4,0,135,4,268954,0
1,0,1591401,213,213,3,1,129,26,1590901,0
0,0,1060193,190,190,4,0,58,28,1059636,1
0,0,272757,179,179,4,0,21,17,271798,0
0,0,21892,339,339,4,0,53,78,21179,0
0,0,400683,56,56,4,0,157,3,400036,1
0,0,11825,45,45,4,0,126,53,11139,0
0,0,610947,367,367,4,0,168,22,610288,1
0,0,1183104,325,325,4,0,39,26,1182499,0
0,0,1871216,109,109,4,0,17,28,1870641,0
0,0,1100102,407,407,4,0,101,27,1099440,1
0,0,217404,22,22,4,0,23,16,216745,0
0,0,2130876,105,105,4,0,96,28,2130250,1
0,0,5418,232,232,4,0,76,71,4696,1
0,0,266951,174,174,4,0,98,14,266226,0
0,0,643220,200,200,4,0,65,6,642618,0
0,0,238595,172,172,4,0,31,14,237978,1
0,0,174019,65,65,4,0,47,14,173294,1
0,0,33533,391,391,4,0,147,92,32910,1
0,0,66227,302,302,4,0,120,1,65685,0
0,0,1038285,191,191,4,0,96,28,1037734,1
0,0,1299223,186,186,4,0,96,28,1298663,0
0,0,549268,75,75,4,0,159,7,548651,0
0,0,1790185,220,220,4,0,34,27,1789544,1
0,0,110877,156,156,5,0,161,2,110344,1
1,0,44362,301,301,3,1,121,15,43754,1
0,0,375323,426,426,4,0,128,4,374682,1
0,1,1894275,111,111,4,0,28,28,1893637,1
0,0,48963,358,358,4,0,104,83,48349,0
0,0,63431,63,63,4,0,126,59,62859,0
0,0,563485,94,94,2,0,18,20,563114,0
1,0,1947,15,15,3,1,140,39,1330,1
0,1,849658,23,23,4,0,122,27,849029,1
0,0,17246,268,268,4,0,42,76,16593,0
0,0,11667,261,261,4,0,42,74,10975,1
0,0,1192370,314,314,4,0,160,28,1191744,1
0,0,789660,151,151,4,0,59,22,789061,1
0,0,484940,355,355,4,0,51,17,484143,0
0,0,551183,227,227,2,0,161,19,550740,0
0,0,1665163,29,29,4,0,150,27,1664528,0
0,0,15815,361,361,4,0,50,83,15231,0
0,0,423275,204,204,4,0,5,23,422700,0
0,0,50225,396,396,4,0,101,93,49587,0
0,0,23909,362,362,4,0,141,83,23259,0
0,0,1935320,216,216,4,0,122,27,1934724,0
0,0,1439745,90,90,4,0,58,28,1439215,1
0,0,1646736,214,214,4,0,19,26,1646206,0
0,0,5356,350,350,4,0,134,82,4736,1
0,0,281837,178,178,4,0,99,17,281250,0
0,0,422988,182,182,4,0,63,15,422386,0
0,0,431207,427,427,4,0,144,4,430704,0
0,0,565167,382,382,2,0,80,20,564760,0
0,0,4939,7,7,4,0,1,33,4241,1
0,0,488252,252,252,4,0,131,16,487683,0
0,0,2159962,326,326,4,0,70,27,2159390,0
0,0,1722444,338,338,4,0,21,25,1721857,1
1,0,210445,136,136,3,1,43,11,209840,1
0,0,636879,160,160,4,0,128,4,636250,1
0,0,2103139,221,221,4,0,58,28,2102468,1
0,0,211634,419,419,5,0,8,0,211245,0
0,0,34921,269,269,4,0,126,77,34262,1
0,0,1578872,120,120,4,0,17,28,1578312,0
0,0,596495,161,161,4,0,135,4,595866,0
0,0,9539,197,197,4,0,94,47,8904,1
0,0,491431,297,297,4,0,6,10,490859,1
0,0,465000,353,353,4,0,2,17,464038,0
0,0,283286,425,425,4,0,135,4,282588,0
0,0,1863,43,43,4,0,130,53,1279,0
1,0,1337715,211,211,3,1,30,26,1337152,0
0,0,10499,38,38,2,0,93,51,10110,1
0,0,6256,130,130,2,0,130,63,5888,0
0,0,77237,60,60,4,0,130,58,76545,0
0,0,1685667,117,117,0,0,160,28,1685527,0
0,0,566496,298,298,4,0,132,10,565864,1
0,0,1212108,311,311,4,0,17,28,1211533,0
0,0,8071,393,393,4,0,86,92,7124,1
0,0,631273,159,159,4,0,97,4,630704,1
0,0,1357417,310,310,4,0,146,28,1356881,1
0,0,1413348,210,210,4,0,13,26,1412725,1
0,0,897652,241,241,4,0,163,22,897068,0
0,0,102031,0,0,4,0,103,2,101630,1
0,0,460277,285,285,4,0,58,28,459570,0
0,0,542828,292,292,4,0,6,10,542232,1
0,0,2082607,35,35,4,0,58,28,2081918,1
0,0,673589,185,185,4,0,12,27,672981,1
0,0,253563,289,289,4,0,131,16,252895,0
0,0,1069989,194,194,4,0,58,28,1069351,0
0,0,54130,400,400,4,0,52,94,53294,1
1,0,225709,69,69,3,1,33,14,225092,1
0,0,2039757,328,328,4,0,169,27,2039173,1
0,0,55031,267,267,4,0,130,76,54300,0
0,0,42738,392,392,4,0,86,92,42403,1
0,0,698962,97,97,4,0,96,28,698387,1
0,0,1037760,369,369,4,0,168,22,1037092,1
0,0,510533,431,431,4,0,44,5,509916,0
0,0,1653046,113,113,4,0,58,28,1652444,1
0,0,602022,162,162,4,0,144,4,601444,0
0,0,9693,360,360,4,0,141,83,9067,0
0,0,325661,371,371,4,0,133,16,325122,0
0,0,57983,62,62,4,0,130,59,57381,1
0,0,482096,255,255,4,0,109,16,481446,0
0,0,152203,402,402,4,0,91,94,151562,0
0,0,7816,169,169,4,0,126,67,6941,1
0,0,459742,251,251,4,0,26,16,459083,0
0,0,8984,257,257,4,0,76,72,8412,1
0,0,285006,247,247,4,0,133,16,284026,0
0,0,786,373,373,4,0,35,84,88,0
0,0,521226,208,208,4,0,112,6,520573,0
0,0,1896,256,256,4,0,76,72,1198,1
0,0,433446,205,205,4,0,5,23,432955,0
0,0,297265,224,224,4,0,157,3,296609,0
0,0,421453,417,417,4,0,160,28,420860,0
0,0,10738,165,165,4,0,130,66,10142,1
0,0,410431,181,181,4,0,63,15,409799,0
0,0,739582,272,272,4,0,70,27,738989,0
0,0,497547,253,253,4,0,23,16,496699,0
0,0,2021354,36,36,4,0,17,28,2020752,1
1,0,22510,54,54,3,1,157,42,21845,0
0,0,12963,341,341,4,0,53,78,12349,0
0,0,1279824,189,189,4,0,17,28,1279111,1
0,0,2141017,327,327,4,0,48,27,2140400,0
0,0,203566,70,70,2,0,57,14,203195,1
0,0,641268,236,236,4,0,132,10,640657,1
1,0,1773473,334,334,3,1,120,28,1772775,1
0,0,537100,293,293,4,0,6,10,536468,1
0,0,3185,163,163,4,0,126,65,2544,1
0,0,1094415,318,318,4,0,58,28,1093786,1
0,0,548259,144,144,2,0,72,20,547909,0
0,0,4704,229,229,4,0,126,70,4066,0
0,0,55203,81,81,4,0,31,14,54550,0
0,0,288418,223,223,4,0,110,3,287768,0
0,0,165971,18,18,4,0,1,9,165327,0
0,0,627125,85,85,4,0,170,11,626559,1
0,0,606832,86,86,4,0,48,27,606242,0
0,0,11303,50,50,4,0,76,56,10641,1
0,0,661517,1,1,4,0,6,10,660867,1
