Gene_Type,Genomic_End_Position,Gene_Db_Id,Gene_Label,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,1049,286,286,68,204,1
0,807166,153,153,116,806492,1
1,874302,276,276,117,873739,1
0,281,10,10,73,3,1
0,16035,342,342,53,15472,0
0,301818,280,280,31,301183,1
0,6125,11,11,73,5631,1
0,578960,77,77,114,578253,0
0,1670681,28,28,122,1670067,0
1,544317,148,148,112,543658,0
0,278450,244,244,46,277617,0
0,473006,254,254,133,472107,0
0,16573,166,166,126,15977,0
0,1236,125,125,0,691,0
0,2152710,106,106,160,2152117,1
0,750998,201,201,131,750414,0
0,497850,296,296,42,497083,1
0,653543,84,84,55,652923,1
0,729959,96,96,17,729363,0
0,350824,414,414,98,350453,1
0,584282,133,133,6,583626,1
0,425782,142,142,47,425384,0
1,1261581,324,324,129,1260970,0
0,160801,403,403,49,160181,0
1,10872,104,104,102,10210,0
0,412598,282,282,45,411981,1
0,514088,295,295,42,513441,1
0,667099,4,4,6,666332,1
0,244449,290,290,119,243556,0
0,223254,291,291,23,222562,0
0,260483,176,176,99,259935,0
0,1078119,193,193,160,1077559,0
0,198335,42,42,6,197730,1
0,1243238,187,187,160,1242540,1
0,1176204,399,399,5,1175530,0
0,6197,387,387,154,5628,0
0,38888,79,79,57,38181,1
0,374682,41,41,17,374062,0
0,1420673,91,91,160,1420101,0
0,388432,195,195,74,388043,1
0,70633,59,59,126,70109,0
0,11230,374,374,125,10535,0
0,694973,307,307,70,694383,0
0,1677970,118,118,136,1677395,0
0,5761,375,375,22,5141,0
0,1886263,218,218,101,1885670,0
0,311313,422,422,135,310645,1
0,274287,173,173,98,273715,1
0,456160,321,321,118,455483,0
0,36542,385,385,149,35961,1
0,541203,103,103,65,540331,0
0,375081,122,122,25,374536,1
0,1142859,409,409,48,1142287,1
0,1481322,93,93,75,1480762,1
0,1306828,209,209,91,1306226,1
0,1739,6,6,34,1236,1
0,405277,141,141,31,404699,0
0,1587490,212,212,91,1586741,0
0,2442,287,287,29,1612,1
0,327963,424,424,97,327337,1
0,1411596,21,21,17,1410949,0
0,253089,177,177,21,252442,0
0,917604,275,275,101,916954,0
0,358436,279,279,57,358038,1
0,11470,47,47,126,11081,1
0,371048,278,278,98,370350,1
0,1943209,9,9,58,1942577,0
0,7470,270,270,126,6853,1
0,76266,281,281,47,75574,1
0,21243,14,14,16,20602,1
0,605996,239,239,6,605367,1
0,332148,411,411,98,331510,0
1,862102,242,242,1,861431,0
0,1875155,219,219,48,1874526,0
0,617680,234,234,15,617066,1
0,59685,49,49,76,58891,0
0,1611491,330,330,122,1610868,0
0,31626,357,357,22,31012,0
0,67780,415,415,31,67067,0
0,425359,249,249,23,424565,0
0,288480,175,175,99,287506,0
0,1187163,346,346,168,1186465,0
0,1200244,312,312,58,1199621,0
0,18926,390,390,151,18276,0
0,2115566,25,25,96,2114982,1
0,1109679,316,316,96,1109041,1
0,1559,51,51,42,987,1
0,413954,418,418,17,413337,0
0,128464,416,416,7,128075,0
0,1139142,315,315,58,1138561,1
0,462219,364,364,115,461563,1
0,1348,168,168,42,512,1
0,1344856,199,199,123,1344239,0
0,190891,66,66,98,190256,1
0,3660,196,196,42,3085,1
0,1001979,95,95,165,1001410,0
1,1671935,119,119,120,1671336,0
0,3008,164,164,143,2760,1
0,17644,348,348,155,17072,0
0,393310,283,283,10,392783,0
0,1025055,192,192,75,1024453,0
0,1654543,30,30,150,1654004,1
0,11006,13,13,139,10434,1
0,1840810,110,110,58,1840178,0
0,1182146,313,313,58,1181541,1
0,377041,363,363,25,376496,1
0,389569,250,250,109,388676,0
0,1235855,188,188,96,1235211,1
0,1806636,337,337,146,1806064,0
0,7249,53,53,42,6641,0
0,452612,284,284,96,451995,0
0,410649,143,143,31,410251,0
0,1121,2,2,162,531,0
0,725245,152,152,116,724664,1
0,7534,343,343,148,7151,0
0,14571,377,377,101,14272,0
0,237931,288,288,23,237338,0
0,622513,26,26,96,621803,0
0,253619,171,171,31,252897,0
0,244194,180,180,21,243160,0
0,305429,372,372,9,304515,0
1,690105,149,149,56,689434,0
0,22995,305,305,57,22609,1
0,47042,80,80,31,46335,1
0,6670,228,228,42,6140,1
0,467996,365,365,163,467418,0
0,1079,127,127,76,750,0
0,1784731,333,333,146,1784156,1
0,1392058,308,308,165,1391459,0
0,170789,68,68,31,170208,1
1,44727,395,395,66,44119,1
1,978860,277,277,117,978390,0
0,7294,263,263,42,6638,0
0,9111,131,131,76,8734,0
0,633393,82,82,60,632488,1
0,2852,16,16,36,2211,0
0,1610144,115,115,75,1609563,0
0,219644,71,71,54,218985,1
0,873,5,5,32,262,1
0,462632,140,140,97,462006,0
0,1707,378,378,87,1054,0
0,555039,78,78,78,554104,0
0,897457,274,274,61,896894,0
0,522983,294,294,6,522417,1
0,930600,243,243,168,929947,1
0,445439,134,134,109,444747,0
0,8892,376,376,4,8245,0
0,407298,183,183,85,406639,0
0,95645,64,64,111,95094,1
0,296809,421,421,97,296102,1
0,438791,32,32,143,438168,1
0,296422,245,245,133,295724,0
0,311595,412,412,98,311224,1
0,22912,58,58,130,22523,0
0,20624,74,74,67,19953,1
0,276224,137,137,81,275592,0
0,603114,238,238,15,602248,1
0,610905,157,157,135,610333,0
1,893116,240,240,11,892445,1
0,9993,33,33,127,9376,1
0,1448091,89,89,17,1447573,1
0,12594,198,198,94,11959,1
0,367683,155,155,26,367096,0
0,28027,44,44,126,27344,0
0,406686,139,139,97,406078,0
0,32545,264,264,126,31979,0
1,11424,40,40,107,10828,0
0,474095,354,354,113,473496,0
1,891600,273,273,41,891058,1
0,1570983,121,121,96,1570405,1
0,487260,202,202,124,486679,1
1,28680,129,129,164,27985,0
0,478938,102,102,3,478315,0
0,1109266,398,398,138,1108595,0
0,21792,345,345,40,21193,0
0,649380,237,237,6,648745,1
0,538452,147,147,117,537880,1
0,21840,231,231,130,21079,0
0,567898,124,124,62,567485,0
0,53116,397,397,37,52718,0
0,302673,246,246,46,302005,0
0,633183,235,235,95,632827,1
0,1591262,331,331,70,1590720,0
0,559332,145,145,80,558976,0
0,627298,100,100,83,626603,1
0,555039,429,429,97,554545,1
0,269583,420,420,135,268954,0
1,1591401,213,213,129,1590901,0
0,1060193,190,190,58,1059636,1
0,272757,179,179,21,271798,0
0,21892,339,339,53,21179,0
0,400683,56,56,157,400036,1
0,11825,45,45,126,11139,0
0,610947,367,367,168,610288,1
0,1183104,325,325,39,1182499,0
0,1871216,109,109,17,1870641,0
0,1100102,407,407,101,1099440,1
0,217404,22,22,23,216745,0
0,2130876,105,105,96,2130250,1
0,5418,232,232,76,4696,1
0,266951,174,174,98,266226,0
0,643220,200,200,65,642618,0
0,238595,172,172,31,237978,1
0,174019,65,65,47,173294,1
0,33533,391,391,147,32910,1
0,66227,302,302,120,65685,0
0,1038285,191,191,96,1037734,1
0,1299223,186,186,96,1298663,0
0,549268,75,75,159,548651,0
0,1790185,220,220,34,1789544,1
0,110877,156,156,161,110344,1
1,44362,301,301,121,43754,1
0,375323,426,426,128,374682,1
0,1894275,111,111,28,1893637,1
0,48963,358,358,104,48349,0
0,63431,63,63,126,62859,0
0,563485,94,94,18,563114,0
1,1947,15,15,140,1330,1
0,849658,23,23,122,849029,1
0,17246,268,268,42,16593,0
0,11667,261,261,42,10975,1
0,1192370,314,314,160,1191744,1
0,789660,151,151,59,789061,1
0,484940,355,355,51,484143,0
0,551183,227,227,161,550740,0
0,1665163,29,29,150,1664528,0
0,15815,361,361,50,15231,0
0,423275,204,204,5,422700,0
0,50225,396,396,101,49587,0
0,23909,362,362,141,23259,0
0,1935320,216,216,122,1934724,0
0,1439745,90,90,58,1439215,1
0,1646736,214,214,19,1646206,0
0,5356,350,350,134,4736,1
0,281837,178,178,99,281250,0
0,422988,182,182,63,422386,0
0,431207,427,427,144,430704,0
0,565167,382,382,80,564760,0
0,4939,7,7,1,4241,1
0,488252,252,252,131,487683,0
0,2159962,326,326,70,2159390,0
0,1722444,338,338,21,1721857,1
1,210445,136,136,43,209840,1
0,636879,160,160,128,636250,1
0,2103139,221,221,58,2102468,1
0,211634,419,419,8,211245,0
0,34921,269,269,126,34262,1
0,1578872,120,120,17,1578312,0
0,596495,161,161,135,595866,0
0,9539,197,197,94,8904,1
0,491431,297,297,6,490859,1
0,465000,353,353,2,464038,0
0,283286,425,425,135,282588,0
0,1863,43,43,130,1279,0
1,1337715,211,211,30,1337152,0
0,10499,38,38,93,10110,1
0,6256,130,130,130,5888,0
0,77237,60,60,130,76545,0
0,1685667,117,117,160,1685527,0
0,566496,298,298,132,565864,1
0,1212108,311,311,17,1211533,0
0,8071,393,393,86,7124,1
0,631273,159,159,97,630704,1
0,1357417,310,310,146,1356881,1
0,1413348,210,210,13,1412725,1
0,897652,241,241,163,897068,0
0,102031,0,0,103,101630,1
0,460277,285,285,58,459570,0
0,542828,292,292,6,542232,1
0,2082607,35,35,58,2081918,1
0,673589,185,185,12,672981,1
0,253563,289,289,131,252895,0
0,1069989,194,194,58,1069351,0
0,54130,400,400,52,53294,1
1,225709,69,69,33,225092,1
0,2039757,328,328,169,2039173,1
0,55031,267,267,130,54300,0
0,42738,392,392,86,42403,1
0,698962,97,97,96,698387,1
0,1037760,369,369,168,1037092,1
0,510533,431,431,44,509916,0
0,1653046,113,113,58,1652444,1
0,602022,162,162,144,601444,0
0,9693,360,360,141,9067,0
0,325661,371,371,133,325122,0
0,57983,62,62,130,57381,1
0,482096,255,255,109,481446,0
0,152203,402,402,91,151562,0
0,7816,169,169,126,6941,1
0,459742,251,251,26,459083,0
0,8984,257,257,76,8412,1
0,285006,247,247,133,284026,0
0,786,373,373,35,88,0
0,521226,208,208,112,520573,0
0,1896,256,256,76,1198,1
0,433446,205,205,5,432955,0
0,297265,224,224,157,296609,0
0,421453,417,417,160,420860,0
0,10738,165,165,130,10142,1
0,410431,181,181,63,409799,0
0,739582,272,272,70,738989,0
0,497547,253,253,23,496699,0
0,2021354,36,36,17,2020752,1
1,22510,54,54,157,21845,0
0,12963,341,341,53,12349,0
0,1279824,189,189,17,1279111,1
0,2141017,327,327,48,2140400,0
0,203566,70,70,57,203195,1
0,641268,236,236,132,640657,1
1,1773473,334,334,120,1772775,1
0,537100,293,293,6,536468,1
0,3185,163,163,126,2544,1
0,1094415,318,318,58,1093786,1
0,548259,144,144,72,547909,0
0,4704,229,229,126,4066,0
0,55203,81,81,31,54550,0
0,288418,223,223,110,287768,0
0,165971,18,18,1,165327,0
0,627125,85,85,170,626559,1
0,606832,86,86,48,606242,0
0,11303,50,50,76,10641,1
0,661517,1,1,6,660867,1
