Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,368350,49,49,1,367493,5,0
1,23148,139,139,1,20869,5,1
1,877,16,16,1,2,5,0
1,1381,103,103,1,2,5,0
0,1130987,147,147,0,1130442,1,0
1,33975,34,34,1,32362,5,1
1,47107,231,231,1,46339,5,1
1,25397,152,152,1,23602,5,1
1,2035,128,128,1,1445,5,0
1,254233,181,181,1,251879,5,1
0,282,117,117,0,1,2,1
1,903359,161,161,1,902475,5,0
1,3364,171,171,1,1112,5,0
1,8634,59,59,1,6310,5,0
1,6051,110,110,1,3256,5,0
1,88109,218,218,1,87465,5,0
1,147,10,10,1,1,5,0
1,36817,150,150,1,35931,5,1
1,15156,24,24,1,14362,5,1
1,944659,162,162,1,941918,5,1
1,513917,236,236,1,513297,5,0
1,24472,189,189,1,23342,5,1
1,46075,232,232,1,44094,5,1
1,4117,224,224,1,1346,5,1
1,1991,179,179,1,321,5,1
1,7580,87,87,1,6150,5,1
1,317768,193,193,1,315381,5,0
0,581031,237,237,0,580762,2,0
1,783875,68,68,1,783721,5,0
1,929,17,17,1,492,5,0
1,6341,60,60,1,3546,5,0
1,28634,142,142,1,28311,5,1
1,392192,105,105,1,389835,5,0
0,2270,57,57,0,1968,0,1
0,17833,30,30,0,17345,1,1
1,609376,207,207,1,606950,5,0
1,2735,215,215,1,1362,5,1
1,1444050,22,22,1,1442287,5,0
1,6226,11,11,1,4295,5,0
1,481120,108,108,1,478592,5,0
1,215,5,5,1,3,5,0
1,2208,144,144,1,1,5,1
1,15743,206,206,1,15195,5,1
1,4959,100,100,1,2632,5,0
1,38673,90,90,1,38134,5,1
1,2184398,86,86,1,2181870,5,1
1,781276,168,168,1,779186,5,0
1,46181,184,184,1,45609,5,1
1,703894,114,114,1,701207,5,0
0,2029693,140,140,0,2028950,3,0
1,4564,44,44,1,2810,5,1
1,1582,12,12,1,692,5,1
1,3052,55,55,1,605,5,0
1,498493,235,235,1,497942,5,0
1,6017,220,220,1,3066,5,0
1,4965,125,125,1,2173,5,1
1,585603,190,190,1,583600,5,0
1,2706,88,88,1,1,5,1
1,89160,183,183,1,86623,5,1
1,88412,95,95,1,86619,5,1
1,101201,25,25,1,100433,5,1
1,6087,15,15,1,4936,5,1
1,1639600,198,198,1,1637255,5,0
1,1686,2,2,1,1,5,1
1,10351,178,178,1,7736,5,1
1,1338938,194,194,1,1337487,5,0
1,699100,72,72,1,696140,5,0
1,16367,31,31,1,13620,5,1
1,1153652,148,148,1,1152030,5,0
1,32383,202,202,1,29822,5,0
1,69602,83,83,1,68706,5,1
1,71222,127,127,1,69540,5,1
1,18217,118,118,1,15659,5,0
1,57820,33,33,1,56951,5,0
1,73875,210,210,1,71692,5,1
1,5666,170,170,1,3972,5,0
1,267665,225,225,1,267153,5,0
1,578251,164,164,1,576644,5,0
1,475584,96,96,1,473026,5,0
1,583,160,160,1,2,5,0
1,2783,38,38,1,909,5,1
1,67398,221,221,1,66466,5,1
1,453362,131,131,1,452610,5,0
1,11981,104,104,1,9216,5,0
1,915785,192,192,1,913926,5,0
1,772241,47,47,1,769332,5,0
1,228,18,18,1,1,5,0
0,2248,20,20,0,1520,1,1
1,74451,228,228,1,72187,5,1
1,3080,53,53,1,735,5,1
1,45115,203,203,1,42281,5,0
1,2190,98,98,1,1,5,1
1,922,9,9,1,412,5,0
1,521339,134,134,1,518895,5,0
1,612431,132,132,1,611934,5,0
1,750468,66,66,1,747616,5,0
1,24991,115,115,1,22313,5,0
0,1238,212,212,0,288,1,1
1,4197,149,149,1,3526,5,1
0,1066,0,0,0,947,1,1
1,1161359,93,93,1,1159086,5,0
1,63967,209,209,1,63425,5,1
1,8168,48,48,1,5343,5,0
1,1852084,67,67,1,1850486,5,0
1,40883,50,50,1,38052,5,1
1,9729,89,89,1,7402,5,1
1,17064,78,78,1,15238,5,0
1,521580,39,39,1,519241,5,0
1,814312,219,219,1,811961,5,0
1,34273,7,7,1,33176,5,1
1,58454,113,113,1,55821,5,1
1,504842,73,73,1,502038,5,0
1,26773,111,111,1,26201,5,1
1,856711,129,129,1,855554,5,0
1,112160,85,85,1,109194,5,0
1,752571,46,46,1,750136,5,0
0,1411,1,1,0,1097,2,0
1,630925,172,172,1,630173,5,0
0,795045,191,191,0,794215,1,0
0,587282,69,69,0,586959,2,0
1,617,54,54,1,1,5,0
1,478396,135,135,1,477242,5,0
1,822273,211,211,1,821002,5,0
1,28437,217,217,1,25624,5,1
1,4194,216,216,1,3232,5,0
1,957,169,169,1,103,5,1
1,13228,195,195,1,10472,5,1
1,1874,56,56,1,3,5,1
1,640440,116,116,1,637990,5,0
1,963,76,76,1,103,5,1
1,184333,75,75,1,183608,5,0
1,382722,101,101,1,380155,5,0
1,9773,226,226,1,7086,5,0
1,10829,81,81,1,8487,5,1
1,281858,154,154,1,279111,5,0
1,23155,186,186,1,22973,5,1
1,663276,133,133,1,662509,5,0
1,563,43,43,1,3,5,1
1,8610,79,79,1,7165,5,0
1,250640,174,174,1,247890,5,0
1,1020701,163,163,1,1018377,5,0
1,23344,166,166,1,21104,5,0
1,57748,51,51,1,55331,5,1
1,7904,97,97,1,5580,5,1
0,2011553,3,3,0,2010699,3,0
0,45867,21,21,0,45670,2,1
1,2033316,141,141,1,2030554,5,0
1,821170,99,99,1,818471,5,0
1,805101,143,143,1,802591,5,0
1,16756,28,28,1,15296,5,0
1,66037,94,94,1,63011,5,1
1,7310,233,233,1,4494,5,0
0,586872,180,180,0,586129,2,0
1,360854,45,45,1,358083,5,1
1,182518,42,42,1,180932,5,1
1,207218,120,120,1,204852,5,1
1,26957,137,137,1,26184,5,0
0,870832,52,52,0,869711,2,0
