DrivingSide,WorldGeographicalSchemeForRecordingPlantDistributionsId,SapaId,YsaId,GeoNamesId,WikiKidsId,TheWorldFactbookCountryId,PostimeesTopicId,EuKnowledgeGraphItemId,WorldCatEntitiesId,ZhihuTopicId,BabelNetId,TasteAtlasId,JewishEncyclopediaIdRussian,TotalFertilityRate,LibraryOfCongressAuthorityId,CountryImage,WorldEncyclopediaOfPuppetryArtsId,WipoSt3Code,HappyPlanetIndexScore,NicoNicoPediaId,Iso31661Alpha3Code,BrockhausEnzyklopadieOnlineId,IocCountryCode,NlCrAutId,NdlAuthorityId,NationalHistoricalMuseumsOfSwedenId,OfficialCountryName,IabCode,SuicideRate,CountryCharacteristic,GiantBombId,InseeCode,Fips104Code,NorthernmostPointLatitude,BbcThingsId,HeadOfStateOffice,CountryDescription,YsoId,GranEnciclopediaCatalanaId,OfficialWebsite,OnlinePwnEncyclopediaId,SchoenbergDatabaseOfManuscriptsPlaceId,GettyThesaurusOfGeographicNamesId,EncyclopediaOfChinaThirdEditionId,FandomArticleId,QuoraTopicId,GreatRussianEncyclopediaOnlineIdOldVersion,TheTopTensId,DiplomaticRelations,HeadOfGovernment,UmlsCui,BibliothequeNationaleDeFranceId,SouthernmostPointLongitude,WorldCatIdentitiesIdSuperseded,TreccanisDizionarioDiStoriaId,GroveArtOnlineId,CivicusMonitorEntry,StatoidsId,MeShDescriptorId,EditionHumboldtDigitalId,HighestJudicialAuthority,NativeCountryLabel,LocatorMapImage,OfficialLanguage,WordNet31SynsetId,Pm20GeoCode,NationalLibraryOfIsraelIdOld,InterlingualIndexId,AgrovocId,NominalGdp,AllTrailsTrailId,UkParliamentThesaurusId,BbcNewsTopicId,UkParliamentId,EasternmostPointLongitude,LarousseId,GiniCoefficient,CurlieId,Iso31661Alpha2Code,GitHubTopic,ViafId,Iso31661NumericCode,IdRefId,ReroIdObsolete,GuardianTopicId,EncyclopdiaBritannicaOnlineId,EuroVocId,CapitalCity,NamuwikiId,ItuLetterCode,OpenDataPortal,NationalLibraryOfSpainId,ArchInformLocationId,LibrariesAustraliaId,FrenchVikidiaId,VatRate,EconomicDescription,WesternmostPointLongitude,JocondeLocationId,KBpediaId,UrbanElectricTransitCountryId,AnalysisPolicyObservatoryTermId,LeMondeDiplomatiqueSubjectId,FastId,DemocracyIndex,KlexikonArticleId,NorthernmostPointLongitude,NaltId,OboGazetteerId,MarineRegionsGeographicId,GacsId,WesternmostPointLatitude,CountryArea,INaturalistPlaceId,GndId,AdministrativeTerritorialEntities,ColonClassification,DeweyDecimalClassification,EnglishVikidiaId,DenStoreDanskeId,CulturalDescription,SouthernmostPointLatitude,InvasiveSpeciesCompendiumDatasheetId,FreebaseId,NumistaRulingAuthorityId,MuseumDigitalPlaceId,CommonsCategory,UnescoThesaurusId,YleTopicId,WikisimpsonsArticleId,CatalanVikidiaId,CiNiiResearchId,GeoNlpIdObsolete,NationalAnthem,OpenStreetMapNodeId,CountryName,Gs1CountryCode,AssociatedPeopleCategory,ComicVineId,MainTemplate,NationalLibraryOfIrelandId,EncyclopediaOfKoreanCultureId,HeadOfGovernmentOffice,WhosOnFirstId,StwThesaurusForEconomicsId,DerSpiegelTopicId,MainCategory,HumanDevelopmentIndex,NationalLibraryOfIsraelJ9uId,TopLevelDomain,GranEnciclopediaCatalanaIdFormerScheme,WikimediaOutline,SpanishVikidiaId,NEseId,EncyclopdiaUniversalisId,AdjacentBodyOfWater,OpenStreetMapRelationId,BorderingCountries,CountryInstance,OutOfSchoolChildrenCount,RkdThesaurusId,NacsisCatAuthorId,DrTopicId,MusicBrainzAreaId,AscLeidenThesaurusId,TreccaniId,MaritimeIdentificationDigits,LoCAndMarcVocabulariesId,ItuisoiecObjectId,EasternmostPointLatitude,CountryHistory,CoatOfArmsImage,HdsId,NewYorkTimesTopicId,IcpsrGeographicNamesThesaurusId,ShortCountryName,StoreNorskeLeksikonId,WikimediaFocusList
1,15,18,11,2750405.0,13,16,2647.0,5,25,19572944.0,13,0,12971.0,1.68,0,14,14,18,54.9,5,18,14,17,3,568908.0,16,8,1443.0,9.3,0,0,,16,53.46633589,21,2,6,105190.0,17,23,,12.0,7016845.0,,15,24,2265969.0,63.0,6,14,7,0,5.91513991,1,0,0,16,18,14,20,19,4,19,2,13,3,,13,0,1011798853062.0,15,11867.0,23,10,7.22737312,21,25.4,18,18,16,156652814.0,528.0,26357240.0,9,0,13,2286.0,1,2,12,12,10,3020.0,,17,21.0,24,3.36690187,14,15,21.0,13158.0,19,1204034.0,8.96,12,6.74727917,34523.0,1549.0,,178.0,51.36899408,41543.0,7506.0,12,14,18,9,13,6,25,50.75040004,108522.0,10,,500.0,15,23,25,26224.0,12,1.1408452166548023e+18,25,25,424297217.0,14,,7,25,0,20,2,27,85633337.0,9,0,14,0.931,9.870075503590052e+17,18,48251.0,25,18,12,0,10,47796.0,2,1,18711.0,1.0,13,7,27,294928014.0,12,,14,27,53.18021828,24,25,3364.0,15,,20,12,2
0,10,19,2,1861060.0,10,12,2474.0,19,8,19550917.0,16,14,15234.0,1.38,1,0,12,14,47.1,26,14,9,13,11,568158.0,0,26,1328.0,14.6,0,10,99217.0,12,45.5230277778,8,1,14,105023.0,14,0,4169061.0,971.0,1000120.0,316109.0,8,11,4919294.0,44.0,5,6,0,24,136.0697222222,0,9,11,13,14,11,5,12,26,16,10,10,12,973886.0,10,9,5005536736792.0,12,11083.0,13,7,153.9863888889,11,32.9,5,14,13,159367111.0,392.0,,6,13,10,1524.0,24,18,15,24,8,2998.0,35242950.0,14,10.0,10,122.9325,21,12,9.0,2991.0,15,1204082.0,8.15,8,141.9365833333,,2747.0,2121.0,142.0,24.4513888889,377972.28,6737.0,8,1,2,14,12,9,12,20.4252777778,108467.0,4,,276.0,12,11,4,16243.0,10,1.1400007916908218e+18,27,10,424313451.0,11,,18,1,9,13,18,17,85632429.0,14,6,11,0.925,9.870075502402052e+17,14,34339.0,11,15,8,0,11,382313.0,21,3,153722.0,12538.0,15,10,4,294918280.0,7,431.0,10,10,24.2830555556,10,21,3412.0,13,14417.0,3,8,2
1,23,0,22,1512440.0,15,27,11910.0,9,4,19886932.0,25,27,14202.0,2.2,25,16,24,26,54.1,4,26,25,27,25,577488.0,7,9,1470.0,,1,18,99258.0,27,45.6,20,19,16,106260.0,26,19,4169172.0,1146.0,7006661.0,594873.0,0,27,4216211.0,88.0,5,1,17,27,67.7888888889,0,25,24,27,26,25,20,7,6,26,20,24,13,1029665.0,24,3,69238900000.0,27,13564.0,15,0,73.1375,14,35.3,11,26,27,234141824.0,860.0,27351009.0,10,0,25,5770.0,23,15,27,15,16,3059.0,,18,20.0,22,56.0,9,27,20.0,15489.0,18,1260657.0,2.12,25,58.65,52900.0,4979.0,2203.0,70.0,41.3194444444,448978.0,7352.0,20,24,0,17,13,26,23,37.1875,108599.0,18,1320.0,6756.0,27,17,26,48364.0,11,1.1400007917966771e+18,18,18,424317428.0,27,478.0,27,23,0,0,15,25,85632645.0,11,24,27,0.727,9.870075676386052e+17,26,68768.0,23,27,0,12,9,196240.0,14,3,314944.0,,17,27,19,,23,437.0,24,26,40.8166666667,22,17,44996.0,27,14885.0,27,26,3
1,8,13,4,719819.0,7,9,5321.0,10,12,19557502.0,14,11,10884.0,1.35,11,16,9,11,45.4,17,11,24,10,14,562919.0,13,6,1317.0,,0,18,99112.0,9,48.5852222222,2,8,1,105029.0,11,9,4169176.0,181.0,7006278.0,381558.0,3,8,1906527.0,,0,25,18,26,18.44686031,7,24,8,10,11,8,15,2,5,7,8,14,10,975339.0,14,0,181848022230.0,9,10814.0,25,8,22.89653778,0,30.0,16,11,10,128544491.0,348.0,26385538.0,8,10,27,1255.0,6,27,11,18,12,3056.0,,11,27.0,7,16.11351013,12,9,26.0,6712.0,12,1205132.0,6.5,24,21.4395,38628.0,2952.0,2130.0,64.0,46.86864162,93011.4,7399.0,25,11,16,2,9,25,9,45.73703926,108454.0,5,,841.0,9,21,17,48596.0,11,1.1400007916782289e+18,2,6,249399347.0,8,599.0,11,12,14,5,27,14,85633237.0,7,22,8,0.846,9.870075618085052e+17,11,32882.0,8,12,22,8,8,21335.0,0,3,62764.0,3075.0,2,25,5,294915958.0,22,243.0,7,7,47.95394972,7,6,3375.0,10,14390.0,15,25,0
1,1,0,21,1149361.0,0,1,4270.0,23,6,19655206.0,0,2,10329.0,4.843,16,16,0,0,29.4,0,0,1,0,24,560077.0,17,18,1229.0,4.7,1,18,99212.0,0,38.4908611111,4,0,2,106202.0,1,8,4168989.0,1531.0,7016612.0,,13,0,4053221.0,18.0,1,0,18,15,62.4691666667,0,1,1,1,0,0,1,0,23,0,14,0,14,975636.0,0,4,14583135237.0,0,8255.0,9,22,74.8898611111,1,27.8,3,0,1,253870196.0,4.0,27944069.0,21,3,0,261.0,8,13,9,0,3,5456.0,35001590.0,0,,0,60.8560833333,7,0,52.0,2971.0,0,1205406.0,0.32,0,70.9890555556,4792.0,6882.0,2256.0,94.0,31.4865277778,652230.0,7341.0,0,6,4,15,0,0,2,29.3886944444,,26,,1805.0,0,10,24,48372.0,0,,12,24,26847706.0,0,,0,10,11,0,13,10,85632229.0,19,0,0,0.478,9.870075643560051e+17,0,854.0,0,0,1,1,9,303427.0,20,3,2941796.0,3551.0,21,1,21,,1,401.0,0,12,37.2340833333,0,1,3402.0,1,14055.0,9,0,2
1,20,6,12,2510769.0,20,23,3290.0,24,13,19592266.0,10,24,11856.0,1.27,4,16,20,8,52.3,13,8,21,6,21,571694.0,27,12,1412.0,,0,13,99134.0,23,43.7912222222,25,4,12,105209.0,6,7,4169050.0,30.0,1000095.0,,0,20,2632850.0,64.0,6,21,14,3,-17.9808333333,3,20,20,23,8,21,18,16,7,9,17,25,5,974222.0,25,14,1427380681295.0,23,12960.0,4,2,4.327,7,34.3,20,8,24,133609710.0,724.0,26376296.0,2,19,21,863.0,11,11,7,22,1,3043.0,35515143.0,8,21.0,19,-18.133333,24,23,23.0,9496.0,8,1204303.0,8.12,20,-7.6892777778,21750.0,591.0,2185.0,295.0,27.704167,505990.0,6774.0,19,27,8,5,18,18,21,27.6419444444,108421.0,14,,2333.0,23,26,8,48451.0,5,1.1402822666254188e+18,10,15,148332300.0,23,,24,2,17,3,11,23,85633129.0,6,18,23,0.905,9.870075525318052e+17,8,24810.0,20,7,16,0,3,1311341.0,10,3,35822.0,386.0,8,19,6,294938850.0,18,224.0,21,22,39.8767222222,19,18,3372.0,23,14802.0,5,17,2
1,12,20,9,1835841.0,25,14,2549.0,20,25,19553727.0,23,23,,1.09,18,19,0,15,39.8,27,16,12,15,2,573706.0,20,27,1447.0,21.2,0,7,99237.0,13,38.62,16,18,3,105182.0,0,6,4169076.0,,7000299.0,395958.0,0,19,3905368.0,60.0,2,26,6,1,126.2683333333,10,0,0,22,15,27,20,13,27,24,12,15,21,977240.0,15,0,1810955871381.0,22,12911.0,17,14,131.8727777778,16,0.311,10,15,23,132441370.0,410.0,26373548.0,21,17,20,235.0,20,3,17,20,11,3047.0,36102391.0,6,10.0,18,124.65,0,22,73.0,2996.0,6,,8.16,22,128.37,,2802.0,,319.0,37.9666666667,100295.0,6891.0,24,22,0,13,17,21,20,33.1125,108477.0,16,3992.0,6860.0,22,13,15,48457.0,3,1.1408452167449325e+18,8,1,249399362.0,22,880.0,23,17,12,11,3,6,85632231.0,15,20,22,0.925,9.870075547915052e+17,15,,19,5,19,3,15,307756.0,19,3,122477.0,15590.0,14,22,22,294938664.0,15,440.0,11,14,37.24,18,16,,22,14797.0,8,21,2
0,16,1,7,953987.0,24,22,3608.0,21,0,19639816.0,24,22,15157.0,2.363,9,7,19,27,36.2,25,27,22,21,1,567657.0,1,15,1409.0,23.5,0,8,99303.0,21,-22.1277777778,24,17,11,105098.0,20,20,4169126.0,4290.0,1000193.0,,0,18,4931442.0,290.0,2,4,13,16,20.0,5,18,19,21,27,20,20,3,16,27,3,21,21,751421.0,21,13,419015636065.0,21,12886.0,20,18,32.8908333333,2,63.1,2,27,22,159069376.0,710.0,28016009.0,14,18,19,321.0,18,1,0,3,21,3045.0,35513495.0,1,15.0,17,16.4541666667,2,19,78.0,6579.0,1,1204616.0,7.24,21,29.6583333333,15788.0,553.0,2176.0,481.0,-28.6333333333,1221037.0,6986.0,23,13,19,21,16,20,19,-34.8347222222,108613.0,25,634.0,6693.0,21,6,2,48864.0,15,1.1405637417855836e+18,6,27,424298167.0,21,,22,9,1,8,1,5,85633813.0,21,19,21,0.713,9.870075609817052e+17,27,64416.0,18,24,18,15,13,87565.0,17,3,1815742.0,2823.0,20,21,9,294938672.0,0,601.0,19,21,-26.8588888889,17,9,3467.0,21,14791.0,7,20,2
1,17,0,18,3932488.0,14,17,6821.0,27,24,19868782.0,20,17,13200.0,2.455,12,9,15,19,55.9,20,19,0,18,16,569096.0,18,10,1379.0,2.7,0,9,99422.0,17,-0.03,1,13,19,105378.0,18,21,4169122.0,1595.0,1000056.0,539623.0,0,14,2775845.0,,6,5,8,6,-70.3775,0,13,14,17,19,15,10,7,13,21,17,17,19,975401.0,17,10,223717791483.0,16,12114.0,1,13,-68.6523611111,0,43.8,25,19,17,159434034.0,604.0,26398206.0,11,0,14,2331.0,9,23,21,19,22,3030.0,35418389.0,21,18.0,13,-81.3286111111,6,16,75.0,14217.0,20,1205190.0,6.09,13,-75.17,7413.0,2932.0,2257.0,574.0,-4.6827777778,1285216.0,7513.0,14,2,23,24,13,13,15,-18.3522222222,,0,3757.0,1706.0,16,8,22,17198.0,13,1.1408452164960392e+18,11,17,249399406.0,16,775.0,19,6,15,2,23,4,85632521.0,25,11,16,0.762,9.870075618049052e+17,19,50506.0,14,19,13,13,9,288247.0,7,3,476745.0,13935.0,12,14,11,294931678.0,0,760.0,15,16,-12.4981388889,13,19,3398.0,16,14667.0,21,13,3
1,19,9,19,2264397.0,17,19,5580.0,4,20,19657657.0,22,19,13287.0,1.21,19,16,17,21,46.3,21,21,16,20,17,569163.0,5,11,1382.0,7.2,0,14,99139.0,18,42.1541666667,22,14,9,105409.0,19,22,4169125.0,629.0,1000090.0,,17,15,3160537.0,113.0,6,2,10,10,-7.88698196,11,14,16,18,21,17,12,8,12,8,15,19,6,979212.0,19,0,253982847571.0,18,12226.0,12,27,-6.19021386,0,32.8,19,21,19,153009195.0,620.0,26398516.0,21,15,16,2563.0,10,24,20,14,20,3032.0,,20,23.0,14,-9.50053453,15,18,30.0,18847.0,22,1208476.0,7.9,15,-8.198888888900001,14354.0,2944.0,2243.0,55.0,38.78099411,92225.0,7122.0,16,16,9,6,14,14,16,36.96024856,108542.0,11,,6726.0,18,24,12,48493.0,11,,3,0,2377028247.0,18,560.0,20,21,6,0,24,20,85633735.0,5,13,18,0.866,9.870075480693052e+17,21,52349.0,15,20,14,14,3,295480.0,22,3,19620.0,,21,15,13,294932860.0,13,263.0,17,18,41.57488702,14,7,3368.0,18,14684.0,23,14,2
1,11,0,24,1522867.0,11,13,11479.0,18,17,19861315.0,17,15,15520.0,2.74,26,16,13,16,38.6,7,15,11,14,13,577505.0,8,23,1331.0,,1,12,99256.0,14,55.43,12,11,17,107665.0,15,16,4169068.0,,7014786.0,594795.0,0,12,2032993.0,,5,27,5,14,68.5836111111,0,12,12,14,16,12,20,7,22,17,11,23,21,1029670.0,23,1,197112255361.0,13,11156.0,0,15,87.31495857,12,27.8,6,16,14,124906451.0,398.0,85464457.0,7,0,11,5693.0,2,21,16,9,15,3003.0,,15,12.0,11,46.49431229,1,13,13.0,,16,1260664.0,3.08,10,68.97,,4999.0,2119.0,307.0,48.43352876,2724900.0,7342.0,10,8,0,16,13,10,13,40.5688888889,108480.0,8,1316.0,23398.0,13,12,27,,11,1.1408452167655278e+18,15,16,424311521.0,12,487.0,14,20,0,0,21,18,85632307.0,10,8,12,0.811,9.870075676381052e+17,16,35473.0,12,16,10,10,9,214665.0,23,3,24659.0,,19,11,18,,10,436.0,12,11,49.23082634,11,15,44997.0,0,14434.0,18,9,3
1,16,8,27,2017370.0,18,20,2883.0,12,5,19566816.0,26,20,13584.0,1.7,27,15,18,22,34.9,23,22,17,22,18,569699.0,15,22,1449.0,21.6,1,18,99123.0,20,81.8430555556,7,15,18,94479.0,21,1,4169129.0,967.0,7002435.0,286606.0,4,16,3515565.0,54.0,4,16,11,21,47.7819444444,15,0,17,19,22,18,19,14,21,22,16,22,11,1030614.0,22,0,1836892075548.0,19,12598.0,11,25,-169.0569444444,15,36.0,27,22,20,168830626.0,643.0,31531156.0,12,16,17,5876.0,13,6,22,13,0,3034.0,36042648.0,22,20.0,15,19.63952065,16,20,1.0,9084.0,24,1207312.0,3.31,16,59.2394444444,,2721.0,,253.0,54.45826455,17075400.0,7161.0,21,26,13,25,15,15,17,41.1852777778,,13,1573.0,2178.0,19,25,11,24882.0,11,1.1402822667001157e+18,13,21,424314830.0,19,,17,0,16,23,6,21,85632685.0,12,14,19,0.822,9.870075309815052e+17,22,57409.0,16,22,15,17,4,60189.0,1,3,368000.0,454.0,16,16,2,297778617.0,16,273.0,18,19,65.7811111111,15,2,3376.0,19,14726.0,24,15,2
0,13,2,13,1880251.0,19,21,3482.0,11,11,19599162.0,5,21,13814.0,1.25,14,18,0,24,45.5,10,23,20,23,20,571024.0,11,24,1403.0,9.7,2,3,99226.0,22,1.47,6,16,15,105234.0,22,18,4169144.0,,7000381.0,586241.0,0,17,3663736.0,106.0,2,12,18,7,103.66002649,9,19,18,20,24,19,20,15,9,23,3,20,21,,20,0,423796995373.0,20,12815.0,3,9,104.08549324,17,,9,24,21,151204333.0,702.0,26400960.0,13,0,18,4164.0,21,12,24,21,5,3040.0,35501559.0,24,7.0,16,103.60570371,1,21,64.0,2992.0,25,1205288.0,6.23,19,103.82,56512.0,3923.0,2190.0,745.0,1.24248421,719.1,6734.0,18,18,0,18,13,17,18,1.14085049,108557.0,17,906.0,5772.0,20,16,10,48327.0,14,1.1400007917228819e+18,20,20,531668011.0,20,888.0,21,15,0,1,12,22,85632605.0,17,17,20,0.939,9.870075617940051e+17,24,62878.0,17,23,0,18,12,536780.0,12,3,,,9,18,20,,17,563.0,20,20,1.41009071,16,8,3426.0,20,14783.0,26,16,2
1,4,17,26,2623032.0,2,6,3428.0,1,21,,8,7,11366.0,1.67,7,11,5,7,45.3,15,7,4,5,5,561386.0,21,4,1282.0,7.6,0,5,,4,57.7516135,3,26,5,94439.0,5,3,4169025.0,1582.0,1000066.0,510813.0,7,4,1940197.0,107.0,2,15,1,2,11.9695661,0,5,0,6,7,4,3,7,3,5,1,3,1,,3,5,398303272764.0,5,9609.0,8,23,15.1975,6,27.7,26,7,6,135958350.0,208.0,26374196.0,21,6,4,336.0,7,4,6,8,0,2978.0,35034895.0,7,25.0,3,8.0723593,17,5,62.0,17568.0,7,1204558.0,9.15,3,10.6114813,18674.0,2635.0,2157.0,343.0,55.5624458,42925.46,8051.0,2,23,12,8,5,2,5,54.55969,108412.0,27,,6670.0,5,5,6,48770.0,4,1.1400007916095228e+18,19,3,432424968.0,4,570.0,6,22,5,16,4,12,85633121.0,3,1,4,0.929,9.870075548070052e+17,7,229070.0,4,6,3,4,10,50046.0,9,4,36238.0,3491.0,10,3,7,294907513.0,5,219.0,3,3,55.3183333333,3,22,3351.0,6,14254.0,13,2,3
1,3,11,23,3077311.0,21,5,2505.0,8,25,19631799.0,7,6,14681.0,1.13,24,10,4,5,46.8,14,5,23,4,0,577401.0,19,21,1281.0,9.5,0,15,99116.0,5,51.0557,18,20,1,107480.0,25,13,4169024.0,1527.0,1001780.0,381497.0,6,23,4684558.0,121.0,6,22,18,17,14.33321804,14,15,5,5,5,26,20,18,19,4,0,2,21,1027846.0,2,0,250681000000.0,4,9541.0,22,3,18.85908365,0,25.3,13,5,5,137159957.0,203.0,73704040.0,19,0,3,5860.0,17,20,4,2,18,3051.0,,23,21.0,23,12.09061235,1,4,11.0,13562.0,23,1256743.0,7.67,23,14.3156,31523.0,2954.0,,448.0,50.25239141,78866.0,8264.0,27,20,14,1,4,22,24,48.55181702,,1,1309.0,2407.0,4,4,5,50856.0,11,1.1402822667801984e+18,21,9,424313803.0,3,859.0,5,19,0,6,20,26,85633105.0,27,21,3,0.889,9.870075652515052e+17,5,68071.0,24,21,20,16,7,51684.0,0,0,10695.0,3578.0,18,23,10,297785761.0,14,270.0,25,2,49.55060726,23,11,28763.0,5,14243.0,0,22,1
1,9,4,8,3175395.0,9,11,2463.0,2,18,19571981.0,15,13,11873.0,1.2,8,8,11,13,50.7,2,13,8,12,10,564289.0,3,13,1326.0,4.3,0,1,99127.0,11,47.1,0,10,8,105111.0,13,5,4169179.0,7.0,1000080.0,,12,10,2026445.0,47.0,1,8,12,5,15.07981896,4,11,10,12,13,10,7,10,8,15,9,6,8,974608.0,6,8,2114355756914.0,11,11075.0,21,19,18.52043867,10,35.2,17,13,12,152361066.0,380.0,26389908.0,21,12,9,1519.0,19,16,13,11,4,2996.0,35710095.0,13,22.0,9,6.62677288,13,11,32.0,10099.0,14,1204565.0,7.74,7,12.18,1813.0,2650.0,2133.0,547.0,45.10336498,302068.0,6973.0,7,0,6,4,11,8,11,36.64674684,108464.0,6,1164.0,197.0,11,22,7,16278.0,9,1.1408452166692369e+18,1,7,26347360.0,10,,13,14,0,7,16,16,85633253.0,4,5,10,0.895,9.870075549582052e+17,13,34099.0,10,14,7,9,0,365331.0,16,0,178653.0,287.0,7,9,23,294918175.0,9,247.0,9,9,40.10725766,9,14,11196.0,12,14409.0,17,7,2
1,7,0,20,2300660.0,6,8,16121.0,25,14,19842814.0,12,10,,4.168,20,3,8,10,39.5,9,10,6,9,8,562221.0,2,3,1301.0,,0,18,99329.0,7,11.17,27,7,20,106015.0,10,4,4169040.0,,1000166.0,,0,7,2343531.0,31.0,5,17,3,19,-2.0920372,0,16,7,9,10,7,20,7,2,13,3,12,21,,12,6,79156409410.0,8,10440.0,18,17,1.19948387,0,43.5,1,10,9,159421741.0,288.0,27475166.0,5,9,7,1166.0,0,0,10,4,24,6145.0,,10,15.0,6,-3.25950623,3,8,,10280.0,11,1208741.0,6.5,5,-0.27,42915.0,908.0,2100.0,643.0,6.62436759,238535.0,7228.0,5,5,20,20,8,5,8,4.73964894,108436.0,3,943.0,19985.0,8,3,18,48774.0,8,,22,5,424313836.0,7,603.0,10,24,0,18,0,3,85632189.0,22,0,7,0.632,9.870075481854052e+17,10,29822.0,7,11,6,7,3,192781.0,3,3,1615385.0,4336.0,21,6,25,294913580.0,0,627.0,5,6,6.11239242,6,5,3443.0,9,14334.0,14,5,3
0,16,7,3,1269750.0,8,10,3266.0,17,10,19556339.0,3,12,11789.0,2.28,23,13,10,12,36.4,3,12,7,11,9,564071.0,4,14,1319.0,12.9,0,16,99223.0,10,35.674521,13,9,7,105027.0,12,2,4169053.0,,7000198.0,,14,9,2009216.0,10.0,6,18,4,11,93.8426,13,10,9,11,12,9,6,11,24,14,7,9,21,981378.0,9,7,3150306834280.0,10,10876.0,19,5,97.39564,9,35.7,0,12,11,135375457.0,356.0,80728499.0,20,11,8,1338.0,14,17,14,17,9,2989.0,35219734.0,12,5.5,8,68.1941,11,10,80.0,5989.0,13,1210276.0,6.91,6,76.844485,8667.0,2839.0,2128.0,511.0,23.6261,3287263.0,6681.0,6,4,3,25,10,7,10,6.74678,,7,2943.0,714.0,10,2,0,16242.0,18,1.1402822666816108e+18,5,8,424314145.0,9,890.0,12,13,18,15,17,15,85632469.0,20,4,9,0.633,9.870075597778052e+17,12,33562.0,9,13,2,0,1,304716.0,18,2,60824152.0,4201.0,5,8,26,294916733.0,8,419.0,8,8,28.01168,8,13,3407.0,11,14395.0,16,6,2
