Gene_Type,Genomic_End_Position,Gene_Db_Id,Gene_Label,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,777907,153,153,118,777242,0
0,474095,355,355,115,473496,0
0,548591,230,230,41,548190,0
0,1654543,31,31,152,1654004,1
0,15815,361,361,51,15231,0
0,417430,207,207,14,416753,1
0,50225,396,396,102,49587,0
0,23909,362,362,143,23259,0
0,1886263,222,222,102,1885670,0
0,1439745,91,91,58,1439215,1
0,1628056,216,216,107,1627475,0
0,5356,351,351,136,4736,1
0,272757,182,182,21,271798,0
0,422988,185,185,63,422386,0
0,431207,427,427,146,430704,0
0,563485,95,95,18,563114,0
0,4939,7,7,1,4241,1
0,488252,256,256,133,487683,0
0,2141017,329,329,49,2140400,0
0,305429,372,372,9,304515,0
1,210445,138,138,43,209840,1
0,636879,162,162,130,636250,1
0,2103139,225,225,58,2102468,1
0,211634,419,419,8,211245,0
0,34921,272,272,128,34262,1
0,1578872,121,121,17,1578312,0
0,596495,163,163,137,595866,0
0,9539,199,199,95,8904,1
0,491431,299,299,6,490859,1
0,458814,353,353,100,458125,0
0,283286,425,425,137,282588,0
0,1863,44,44,132,1279,0
0,1306828,212,212,92,1306226,1
0,10499,39,39,94,10110,1
0,6256,132,132,132,5888,0
0,77237,61,61,132,76545,0
0,1685667,118,118,162,1685527,0
0,566496,300,300,134,565864,1
0,1200244,314,314,58,1199621,0
0,8071,393,393,87,7124,1
0,631273,161,161,98,630704,1
0,1357417,312,312,148,1356881,1
1,1337715,214,214,30,1337152,0
1,893116,244,244,11,892445,1
0,102031,0,0,104,101630,1
0,452612,287,287,97,451995,0
0,542828,294,294,6,542232,1
0,2082607,36,36,58,2081918,1
0,632235,87,87,34,631654,1
0,253563,291,291,133,252895,0
0,1060193,192,192,58,1059636,1
0,54130,400,400,52,53294,1
1,225709,70,70,33,225092,1
0,2016292,330,330,62,2015537,0
0,55031,270,270,132,54300,0
0,42738,392,392,87,42403,1
0,683253,99,99,58,682675,0
0,930600,247,247,170,929947,1
0,510533,431,431,44,509916,0
0,1653046,114,114,58,1652444,1
0,602022,164,164,146,601444,0
0,9693,360,360,143,9067,0
0,325661,371,371,135,325122,0
0,57983,63,63,132,57381,1
0,482096,259,259,111,481446,0
0,152203,402,402,92,151562,0
0,7816,171,171,128,6941,1
0,459742,255,255,26,459083,0
0,8984,261,261,77,8412,1
0,285006,251,251,135,284026,0
0,786,373,373,35,88,0
0,521226,211,211,114,520573,0
0,1896,260,260,77,1198,1
0,423275,206,206,5,422700,0
0,297265,228,228,159,296609,0
0,413954,418,418,17,413337,0
0,10738,167,167,132,10142,1
0,410431,184,184,63,409799,0
0,717564,274,274,124,716974,1
0,497547,257,257,23,496699,0
0,2021354,37,37,17,2020752,1
1,22510,55,55,159,21845,0
0,12963,342,342,53,12349,0
0,1279824,191,191,17,1279111,1
1,2090413,219,219,41,2089832,1
0,203566,71,71,57,203195,1
0,641268,240,240,134,640657,1
1,1773473,335,335,122,1772775,1
0,537100,295,295,6,536468,1
0,3185,165,165,128,2544,1
0,1078119,195,195,162,1077559,0
0,567898,125,125,62,567485,0
0,4704,233,233,128,4066,0
0,55203,82,82,31,54550,0
0,288418,227,227,112,287768,0
0,165971,19,19,1,165327,0
0,627125,86,86,172,626559,1
0,1646736,217,217,19,1646206,0
0,11303,51,51,77,10641,1
0,661517,1,1,6,660867,1
