Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,0,40231,109,109,7,14,38468
1,0,704,12,12,3,15,18
0,0,694715,132,132,2,32,691713
1,0,5115,52,52,5,35,2545
1,0,5807,129,129,2,32,3882
0,0,762911,102,102,2,32,760413
0,0,100844,29,29,7,69,99663
1,0,506465,67,67,2,39,504186
1,0,1242856,77,77,2,48,1242191
1,0,57661,38,38,2,56,55166
0,0,824374,59,59,2,32,822413
0,0,672501,84,84,2,84,670264
1,0,484,139,139,8,59,2
1,0,7065,64,64,2,72,6076
0,0,506906,98,98,0,85,503742
1,0,96937,119,119,2,61,96035
1,0,1651,92,92,2,13,830
0,0,302755,56,56,8,41,301802
0,0,1289,8,8,8,89,3
0,0,492209,20,20,2,81,489726
0,0,703218,16,16,8,24,701626
1,0,7840,63,63,2,7,6842
1,0,383983,4,4,2,59,383429
0,0,1482,105,105,2,42,1
0,0,3560,27,27,2,4,861
1,0,40333,118,118,6,22,37199
1,0,6322,40,40,6,17,3197
0,0,673825,79,79,2,71,670661
0,0,201983,146,146,2,50,197949
0,0,232598,154,154,2,29,230508
1,0,46653,83,83,2,16,44743
0,0,789292,94,94,2,9,788021
0,0,714709,99,99,2,71,711560
0,0,1815,91,91,2,51,1
1,0,11460,143,143,7,69,9091
0,0,772874,149,149,6,80,769737
1,0,341160,155,155,2,84,338881
0,0,135805,156,156,6,26,132644
0,0,326955,28,28,6,9,323962
1,0,2735,74,74,2,59,246
1,0,371763,3,3,9,37,371065
0,0,562767,55,55,6,56,559651
0,0,676357,26,26,2,91,675068
1,0,11360,88,88,6,42,8184
1,0,24175,33,33,6,17,21059
0,0,7732,61,61,6,35,4595
0,0,696,114,114,7,79,1
1,0,552643,116,116,2,26,550361
0,0,225838,89,89,6,31,222980
1,0,46094,71,71,5,60,43491
0,0,296392,22,22,6,50,293633
1,0,36371,141,141,2,57,34218
0,0,220362,115,115,5,9,217744
0,0,532553,153,153,2,5,531252
1,0,34862,85,85,1,6,34431
0,0,638513,68,68,2,40,636579
0,0,685611,65,65,2,28,683131
1,0,40751,37,37,2,65,38379
1,0,5438,138,138,7,69,3198
1,0,13944,58,58,5,0,11467
1,0,37772,134,134,6,60,34755
0,0,11809,34,34,2,76,9641
0,0,8362,131,131,2,87,5834
1,0,96112,112,112,6,12,92984
1,0,6579,62,62,2,7,5257
1,0,16287,31,31,2,11,13156
1,0,8449,121,121,6,74,5315
1,0,3141,87,87,7,30,982
0,0,1015710,30,30,6,46,1014604
1,0,93861,97,97,2,49,92599
0,0,905463,46,46,6,62,902746
0,0,673601,70,70,2,79,670680
0,0,741862,157,157,2,72,740972
0,0,559272,78,78,6,53,556483
0,0,12199,144,144,2,34,10430
0,0,631461,69,69,2,40,630235
1,0,2165,135,135,7,21,1
1,0,68231,96,96,6,72,65097
0,0,704396,14,14,8,44,703461
1,0,301337,19,19,2,3,298548
0,0,796646,57,57,2,9,794730
1,0,11508,107,107,5,45,8902
0,0,1017672,44,44,2,10,1015075
