Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,799780,140,140,0,0,40,799199,0
1,417432,103,103,2,1,54,415855,0
0,1370954,68,68,19,0,81,1369569,1
0,318880,147,147,17,0,14,317777,1
0,799094,55,55,1,0,39,798498,0
0,8841,17,17,19,0,24,7366,1
0,37052,129,129,26,0,79,35940,0
0,1361937,105,105,17,0,15,1361035,1
0,174865,131,131,12,0,24,173582,1
0,485,3,3,1,0,61,3,1
0,27971,85,85,6,0,4,26910,1
0,403184,98,98,23,0,68,402012,0
0,85134,89,89,14,0,48,83866,1
0,1951553,123,123,16,0,19,1950669,0
1,1386264,104,104,2,1,44,1384861,0
1,2074708,18,18,2,1,27,2073437,1
1,1071422,143,143,2,1,60,1070148,1
0,987463,87,87,0,0,83,986558,0
0,383794,23,23,19,0,15,382214,0
1,1365596,67,67,27,1,18,1364481,0
0,936561,78,78,0,0,66,935551,0
0,1026521,63,63,19,0,19,1025604,0
0,24760,144,144,17,0,17,23234,1
0,304330,146,146,19,0,46,303281,1
0,17944,130,130,17,0,16,16457,1
1,813285,54,54,2,1,41,812281,0
0,1672453,14,14,5,0,37,1671053,0
0,349644,9,9,23,0,30,348280,0
0,1547471,118,118,21,0,35,1546002,1
0,6048,42,42,11,0,4,4708,0
0,1065367,142,142,13,0,82,1064159,1
