OpenStreetMapRelationId,GeoNamesId,CommonsCategory,FreebaseId,CountryName,INaturalistPlaceId
318861.0,921064.0,58,186,54,12516.0
1629146.0,3373385.0,28,11,34,13197.0
3330281.0,2302353.0,59,155,16,10619.0
11205889.0,,224,118,14,
3498734.0,2294076.0,273,80,16,10625.0
1458218.0,,167,238,23,
192781.0,2300660.0,100,84,16,7228.0
1702419.0,2660645.0,54,37,42,12685.0
1686649.0,2661739.0,53,43,42,12660.0
65606.0,2648110.0,148,87,49,
2524256.0,2792481.0,180,177,5,14976.0
102269.0,524894.0,166,113,37,97179.0
47772.0,2743698.0,230,164,29,11475.0
44882.0,3181553.0,199,106,23,33146.0
1991852.0,7648944.0,23,263,16,
195271.0,895949.0,280,179,54,7145.0
2775550.0,6453366.0,180,321,33,11485.0
398021.0,2673723.0,234,89,41,44985.0
16347.0,2870912.0,163,49,15,
13012943.0,7649054.0,180,277,16,
62611.0,2953481.0,29,288,15,12870.0
2775550.0,6453366.0,180,321,33,11485.0
13038202.0,,180,321,16,
4422604.0,4566966.0,203,138,50,6848.0
1231749.0,3577279.0,21,292,25,8359.0
41223.0,3176513.0,200,115,23,33136.0
3330249.0,2304116.0,24,143,16,10617.0
1473946.0,294640.0,114,101,22,6815.0
5396194.0,4140963.0,269,318,50,7643.0
53134.0,3337388.0,180,77,5,96793.0
1991850.0,7648922.0,4,193,16,
41485.0,3169070.0,215,142,23,9087.0
13025001.0,7649004.0,180,280,16,
65606.0,2648110.0,148,87,49,
12969846.0,7648982.0,95,273,16,
1686649.0,2661739.0,53,43,42,12660.0
12757780.0,,179,321,16,
1902793.0,2803137.0,180,66,5,
2763541.0,1261481.0,171,243,20,
49915.0,1562822.0,266,29,52,6847.0
5396194.0,4140963.0,269,318,50,7643.0
4103336.0,360631.0,49,50,12,10514.0
162069.0,4138106.0,78,321,50,5.0
1443391.0,,235,129,14,
10155543.0,12110600.0,263,321,33,
161950.0,4829764.0,12,283,50,19.0
3560336.0,1865694.0,10,62,24,10905.0
402968.0,2364205.0,180,149,46,12047.0
13025006.0,7648965.0,180,196,16,30631.0
3713501.0,2565340.0,0,96,31,12862.0
1682378.0,7285212.0,40,242,42,
1376330.0,3527646.0,161,112,27,59014.0
13038237.0,7648930.0,180,194,16,30576.0
12834030.0,7649072.0,276,282,16,30664.0
4422604.0,4566966.0,203,138,50,6848.0
47772.0,2743698.0,230,164,29,11475.0
11205889.0,,224,118,14,
12999006.0,7647457.0,180,200,16,30597.0
12904679.0,7649019.0,183,212,16,30694.0
41313.0,3169069.0,160,2,23,
1724976.0,660230.0,89,47,13,
12758447.0,,131,321,16,
2404020.0,2800865.0,180,73,5,
332631.0,2965139.0,67,237,35,10796.0
391455.0,6185811.0,278,178,9,13337.0
394037.0,7290621.0,62,321,49,
192774.0,2413451.0,246,287,45,7063.0
1686699.0,2658205.0,56,28,42,12675.0
44996.0,3182163.0,198,103,23,33145.0
324431.0,2747890.0,216,259,29,
161646.0,4099753.0,20,319,50,36.0
53937.0,3183560.0,2,300,23,10867.0
1634158.0,6077243.0,164,117,9,
162109.0,6254927.0,193,139,50,42.0
5326784.0,6359304.0,153,119,39,
22265.0,721589.0,71,98,19,10768.0
3330281.0,2302353.0,59,155,16,10619.0
1384720.0,293198.0,119,93,22,10865.0
1761580.0,,180,321,18,
61320.0,5128638.0,175,122,50,48.0
88070.0,2655856.0,37,286,49,30318.0
1257786.0,9881955.0,251,233,37,
10212841.0,,272,321,16,
3061846.0,361059.0,14,57,12,10509.0
12860794.0,7647389.0,222,69,16,
72022.0,2886241.0,209,20,15,
2775550.0,6453366.0,180,321,33,11485.0
349034.0,3104469.0,42,25,39,30041.0
332631.0,2965139.0,67,237,35,10796.0
383893.0,80412.0,7,189,53,12495.0
1376330.0,3527646.0,161,112,27,59014.0
44107.0,3164526.0,201,104,23,33208.0
12988362.0,7648986.0,180,227,16,30600.0
3330249.0,2304116.0,24,143,16,10617.0
3560336.0,1865694.0,10,62,24,10905.0
191706.0,1486462.0,274,59,37,13219.0
12759083.0,,26,321,16,
10155543.0,12110600.0,263,321,33,
63306.0,2934245.0,207,21,15,
12865970.0,7649071.0,271,222,16,30663.0
62422.0,2950159.0,39,13,15,12872.0
1376491.0,3521082.0,202,52,27,7404.0
54094.0,2800867.0,47,75,5,96792.0
318861.0,921064.0,58,186,54,12516.0
151336.0,11591954.0,84,244,49,
79747.0,2780188.0,87,53,3,14866.0
13024982.0,7649015.0,174,211,16,30638.0
53134.0,3337388.0,180,77,5,96793.0
3218798.0,2448083.0,9,144,30,11413.0
3788327.0,1856112.0,168,48,24,
10155543.0,12110600.0,263,321,33,
6073533.0,7293583.0,138,321,49,
13024989.0,7649068.0,180,220,16,30640.0
2027346.0,1278341.0,22,17,20,10787.0
3328699.0,2294234.0,268,159,16,10624.0
12834033.0,7647396.0,104,68,16,30653.0
62611.0,2953481.0,29,288,15,12870.0
2897141.0,2267056.0,143,116,34,13203.0
60189.0,2017370.0,217,140,37,7161.0
109166.0,2761369.0,265,248,3,10471.0
3328013.0,2294286.0,257,120,16,7229.0
51781.0,3333218.0,63,246,49,30423.0
2674447.0,6930710.0,106,181,8,96807.0
1643919.0,2998323.0,180,184,14,
10212840.0,,180,321,16,
7393.0,3031359.0,44,301,14,99562.0
162069.0,4138106.0,78,321,50,5.0
12904673.0,2299646.0,124,206,16,30688.0
12834034.0,,180,7,16,
1906767.0,3333231.0,101,321,49,30466.0
11205889.0,,224,118,14,
3330249.0,2304116.0,24,143,16,10617.0
62504.0,2945356.0,45,15,15,9190.0
151336.0,11591954.0,84,244,49,
12759092.0,,1,321,16,
2674447.0,6930710.0,106,181,8,96807.0
58274.0,2800866.0,46,76,5,11318.0
5646599.0,210596.0,122,321,10,28198.0
44875.0,6542282.0,98,289,23,
5149239.0,7647392.0,137,209,16,30675.0
2763541.0,8347332.0,172,321,20,
9823701.0,4020095.0,64,36,14,10320.0
4422604.0,4566966.0,203,138,50,6848.0
148838.0,6252001.0,255,185,50,1.0
4136816.0,6094817.0,189,134,9,27599.0
5921806.0,,196,41,39,
51781.0,3333218.0,63,246,49,30423.0
2775550.0,6453366.0,180,321,33,11485.0
37355.0,830709.0,259,86,13,30121.0
285981.0,2960963.0,69,30,35,7548.0
1293250.0,1668341.0,239,253,43,106960.0
278746.0,7521314.0,140,296,35,
38092.0,830708.0,92,63,13,49282.0
2869465.0,1668646.0,74,55,43,
13025008.0,7648964.0,180,67,16,30630.0
165794.0,4831725.0,66,44,50,49.0
9823701.0,4020095.0,64,36,14,10320.0
1991849.0,2300569.0,102,157,16,10621.0
1473946.0,294640.0,114,101,22,6815.0
3560336.0,1865694.0,10,62,24,10905.0
5921806.0,,196,41,39,
38092.0,830708.0,92,63,13,49282.0
60144.0,2798554.0,91,9,5,
1252289.0,865730.0,35,65,0,10389.0
1690227.0,2657895.0,57,33,42,12678.0
3328013.0,2294286.0,257,120,16,7229.0
5693876.0,646253.0,157,132,13,
192786.0,2440476.0,177,127,30,8515.0
1473947.0,357994.0,86,61,12,7055.0
349055.0,3117732.0,65,293,39,10543.0
47772.0,2743698.0,230,164,29,11475.0
364110.0,587116.0,27,295,4,8434.0
3713501.0,2565340.0,0,96,31,12862.0
54094.0,2800867.0,47,75,5,96792.0
1428125.0,6251999.0,52,241,9,6712.0
4589478.0,1282713.0,243,182,28,
53937.0,3183560.0,2,300,23,10867.0
1848785.0,4072707.0,141,303,50,2863.0
53114.0,2803136.0,18,255,5,97578.0
12865965.0,7647639.0,180,272,16,
174916.0,5140405.0,238,163,50,
2809672.0,,15,78,39,
3061846.0,361059.0,14,57,12,10509.0
13024976.0,7649011.0,180,279,16,
68841.0,6093943.0,188,133,9,6883.0
1022298.0,2646759.0,109,105,49,
935541.0,2700801.0,126,183,41,44905.0
3327998.0,2294291.0,256,146,16,10623.0
192778.0,2420477.0,103,85,17,8512.0
6427491.0,,90,320,34,
10155543.0,12110600.0,263,321,33,
2897141.0,2267056.0,143,116,34,13203.0
3329833.0,,180,321,16,
282800.0,2964573.0,68,45,35,
318864.0,909129.0,152,187,54,12571.0
5693876.0,646253.0,157,132,13,
58446.0,2638360.0,223,152,49,7382.0
62149.0,2635167.0,254,172,49,6857.0
9521.0,2988760.0,192,31,14,
5921806.0,,196,41,39,
13038228.0,7648943.0,180,198,16,30582.0
398021.0,2673723.0,234,89,41,44985.0
2027346.0,1278341.0,22,17,20,10787.0
951334.0,9883020.0,275,285,37,
61321.0,4930396.0,38,298,50,821.0
7389.0,2975246.0,225,309,14,30178.0
13012938.0,,180,321,16,
1921173.0,3333225.0,83,321,49,30458.0
7413.0,3013767.0,105,308,14,30198.0
3713501.0,2565340.0,0,96,31,12862.0
47654.0,2749879.0,182,251,29,11470.0
594508.0,8347354.0,61,160,38,50149.0
2775550.0,6453366.0,180,321,33,11485.0
13038223.0,,180,297,16,
332631.0,2965139.0,67,237,35,10796.0
2404020.0,2800865.0,180,73,5,
1357886.0,,82,321,15,
13038223.0,,180,297,16,
51906.0,3333215.0,151,313,49,30417.0
60199.0,690791.0,253,174,48,8860.0
12988358.0,7649067.0,180,219,16,
3791413.0,2113124.0,11,281,24,10906.0
1109531.0,2964574.0,81,56,35,6719.0
298919.0,7535501.0,281,190,29,
7393.0,3031359.0,44,301,14,99562.0
12969836.0,7648929.0,180,264,16,
65606.0,2648110.0,148,87,49,
8398124.0,5125771.0,154,235,50,53762.0
382313.0,1861060.0,116,90,24,6737.0
12834036.0,12105112.0,219,4,16,
58447.0,6269131.0,88,60,49,6858.0
958930.0,5095598.0,36,310,50,2697.0
3061846.0,361059.0,14,57,12,10509.0
10212839.0,,180,321,16,
40218.0,3181042.0,51,234,23,9703.0
398021.0,2673723.0,234,89,41,44985.0
1381350.0,281184.0,118,107,22,
3713501.0,2565340.0,0,96,31,12862.0
1991850.0,7648922.0,4,193,16,
13004772.0,,180,321,16,
12988367.0,7648973.0,180,275,16,
7444.0,2968815.0,190,137,14,99545.0
2775550.0,6453366.0,180,321,33,11485.0
449220.0,1668284.0,240,145,43,7887.0
13012948.0,7649065.0,180,72,16,30708.0
2952478.0,,180,321,15,
65606.0,2648110.0,148,87,49,
65606.0,2643743.0,148,110,49,
2605269.0,5860541.0,76,304,50,2774.0
65606.0,2648110.0,148,87,49,
13038209.0,7649024.0,187,213,16,30591.0
10212837.0,,180,321,16,
2417889.0,3128758.0,31,317,39,140344.0
62400.0,2925533.0,94,82,15,98470.0
10155543.0,12110600.0,263,321,33,
2763541.0,1261481.0,171,243,20,
1381350.0,281184.0,118,107,22,
13038219.0,7648968.0,180,224,16,30585.0
54413.0,2721357.0,43,302,41,11997.0
162069.0,4138106.0,78,321,50,5.0
2897141.0,2267056.0,143,116,34,13203.0
192787.0,2328926.0,178,128,31,7141.0
68841.0,6093943.0,188,133,9,6883.0
332631.0,2965139.0,67,237,35,10796.0
3218798.0,2448083.0,9,144,30,11413.0
349055.0,3117732.0,65,293,39,10543.0
3498733.0,2301360.0,85,156,16,10620.0
10442771.0,9782064.0,123,261,16,
5921806.0,,196,41,39,
1435835.0,2464464.0,250,239,47,12146.0
935448.0,2699308.0,130,165,41,44946.0
41485.0,3169070.0,215,142,23,9087.0
58004.0,3333250.0,93,291,5,11320.0
41313.0,3169069.0,160,2,23,
1384720.0,293198.0,119,93,22,10865.0
12759084.0,,133,321,16,
214626.0,1220409.0,241,167,44,8435.0
421866.0,703448.0,132,79,48,12384.0
1400916.0,293396.0,244,92,22,10866.0
286393.0,3865483.0,19,294,2,7190.0
7408.0,3012804.0,113,290,14,99552.0
39152.0,2523119.0,228,153,23,96908.0
72022.0,2886241.0,209,20,15,
54413.0,2721357.0,43,302,41,11997.0
51781.0,3333218.0,63,246,49,30423.0
2775550.0,6453366.0,180,321,33,11485.0
3498732.0,2297169.0,185,158,16,10622.0
10211892.0,,180,321,16,
68841.0,6093943.0,188,133,9,6883.0
1231749.0,3577279.0,21,292,25,8359.0
41313.0,3169069.0,160,2,23,
5921806.0,,196,41,39,
53134.0,3337388.0,180,77,5,96793.0
1687730.0,2658370.0,55,305,42,12672.0
13012949.0,7648989.0,180,204,16,30701.0
3061826.0,352603.0,156,58,12,61486.0
318863.0,896972.0,232,188,54,7791.0
6427491.0,,90,320,34,
1283578.0,6550933.0,117,240,15,
4136816.0,6094817.0,189,134,9,27599.0
53937.0,3183560.0,2,300,23,10867.0
1428125.0,6251999.0,52,241,9,6712.0
12759085.0,,127,321,16,
10215259.0,7648988.0,180,203,16,30686.0
2775550.0,6453366.0,180,321,33,11485.0
63306.0,2934245.0,207,21,15,
12982261.0,7649052.0,180,228,16,30609.0
2020589.0,1277331.0,30,135,20,
3338038.0,2597439.0,121,151,46,12044.0
1384720.0,293198.0,119,93,22,10865.0
13038203.0,7649035.0,180,214,16,30592.0
