Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position,Strand_Orientation
0,0,8092,214,2,5759,0
1,0,13979,199,1,11352,1
0,0,1053239,111,2,1050549,0
0,0,15062,87,2,12438,0
1,0,1100880,196,1,1098211,1
0,0,8115,173,3,5269,1
0,0,379418,171,2,376740,1
0,0,2047179,186,2,2044399,1
0,0,665447,75,3,662586,1
0,0,519004,253,2,516413,0
0,0,1324430,90,2,1322082,0
0,0,1156973,235,2,1154469,0
1,0,9580,198,1,6749,1
0,0,428427,89,3,425755,0
0,0,1096585,234,2,1093946,1
0,0,810651,170,2,808318,0
0,0,12594,152,2,9967,0
0,0,9089,217,2,6579,1
1,0,45075,123,1,42286,0
1,0,1611964,99,1,1609262,1
0,0,1828534,106,2,1825916,0
0,0,483376,96,2,480707,1
0,0,1865809,104,2,1862957,0
0,0,139709,255,2,138117,0
0,0,404584,117,2,402206,0
0,0,1731005,192,3,1728183,0
0,0,2060220,185,2,2057611,1
1,0,255561,16,1,253126,0
0,0,12158,10,2,9363,1
0,0,21771,85,2,19363,0
0,0,506933,17,3,504105,0
0,0,465591,163,2,462814,0
0,0,292921,245,2,290183,1
0,0,579976,259,2,577358,0
0,0,16377,145,2,13513,1
1,0,199898,35,1,197364,1
1,0,1633076,188,1,1630521,0
0,0,602587,42,2,600077,0
0,0,768058,77,2,765323,0
0,0,1129346,169,2,1126764,1
0,0,20976,59,2,18310,0
0,0,5331,150,2,2932,0
0,0,204433,64,2,201761,1
0,0,1825289,189,2,1822929,0
0,0,700388,14,2,697620,0
0,0,6553,119,2,4166,1
0,0,1169591,223,3,1166769,0
0,0,21057,156,2,18763,1
0,0,565683,139,2,563344,1
0,0,262330,243,2,259847,0
0,0,1251196,182,2,1248512,0
0,0,1015945,209,2,1013150,1
0,0,1147282,168,2,1144757,1
0,0,721934,76,2,719244,1
1,0,1582479,187,1,1579936,0
0,0,237391,72,2,234584,1
0,0,218715,57,2,215884,1
0,0,11062,4,2,8450,0
0,0,1570228,98,4,1568267,1
1,0,308185,67,1,306188,0
0,0,561205,47,2,558770,0
0,0,410579,135,2,407808,0
0,0,57145,58,3,54284,0
0,0,849988,206,2,847319,0
0,0,456596,15,2,453903,1
0,0,60414,227,2,57859,1
0,0,1007699,207,2,1005114,1
0,0,7898,9,2,5274,1
0,0,245264,50,2,242583,0
0,0,4732,122,2,2051,0
0,0,21506,60,2,18858,0
0,0,23129,125,3,20358,1
0,0,472189,71,2,469499,0
1,0,1014233,133,1,1011738,0
0,0,34218,61,2,31414,0
0,0,2102129,101,2,2099463,1
0,0,82609,137,3,79808,1
0,0,1317329,97,2,1314768,0
1,0,396615,252,1,394090,1
0,0,585607,83,2,583331,1
0,0,10603,6,3,7772,1
0,0,460231,148,2,457457,1
1,0,276688,211,1,274223,0
0,0,187696,249,2,185057,1
0,0,10893,92,2,8359,1
0,0,4709,30,2,2067,1
0,0,119436,257,2,116878,0
0,0,14331,230,2,11776,1
0,0,1650945,11,2,1648582,1
0,0,7054,121,2,4541,0
1,0,476059,149,1,473501,0
0,0,3590,212,2,942,1
0,0,1816759,191,2,1814429,0
0,0,2010450,108,2,2008033,1
0,0,529696,177,2,526820,1
0,0,280853,65,2,278046,0
1,0,436968,246,1,434224,0
1,0,408724,138,1,406415,1
0,0,1036042,116,2,1033382,0
0,0,25731,8,3,22858,0
0,0,35248,53,2,32438,0
0,0,2099,2,4,3,1
1,0,903444,114,1,900637,0
1,0,559805,147,1,557001,1
0,0,2171498,184,2,2169063,1
0,0,817323,79,2,814468,0
0,0,35322,193,2,32611,1
0,0,585177,205,3,582301,0
0,0,41459,219,3,38613,1
0,0,584285,176,0,581721,0
0,0,421319,161,2,418704,0
0,0,16042,110,3,13142,0
0,0,629809,112,3,627020,1
0,0,620072,45,2,617640,1
1,0,86749,154,1,84020,1
0,0,1115182,220,2,1112378,0
0,0,546370,48,2,543824,0
0,0,22835,146,2,20457,0
0,0,65602,23,2,62846,0
0,0,321121,172,2,318503,0
0,0,3099,86,2,313,1
0,0,2201057,56,2,2198634,1
1,0,1882048,103,1,1879670,0
1,0,2065088,100,1,2062416,0
0,0,8030,144,2,5538,1
0,0,54570,26,3,51787,1
0,0,12466,229,2,9926,1
0,0,1745786,12,2,1743231,0
0,0,1189938,225,2,1187140,0
0,0,596823,95,2,594229,1
0,0,565358,84,2,563163,1
0,0,935144,130,2,932427,1
0,0,7331,93,3,4482,1
0,0,167573,36,3,164778,1
0,0,191757,113,2,188965,1
0,0,344245,13,2,341906,1
0,0,205713,248,2,202903,1
0,0,546874,142,2,544250,0
0,0,1851640,105,2,1848668,0
0,0,468388,69,3,465485,0
0,0,14547,19,2,12235,0
0,0,425184,136,2,422410,0
0,0,249052,73,2,246272,1
0,0,7271,21,2,4884,0
0,0,3982,1,2,1541,0
1,0,71558,155,1,69066,0
0,0,399549,238,2,396772,0
0,0,11601,40,2,9187,0
0,0,175571,94,2,172800,1
0,0,110238,228,3,107374,0
0,0,783613,78,2,780839,0
0,0,8573,215,2,6039,1
0,0,7513,3,2,4757,1
0,0,171781,0,4,169685,1
0,0,221070,140,2,218443,1
0,0,1484951,183,3,1482129,1
0,0,880730,132,2,877992,1
0,0,12861,240,2,10087,1
0,0,763632,128,2,761305,0
1,0,1152001,181,1,1149578,1
0,0,184674,5,2,182293,0
0,0,194602,250,3,191840,1
0,0,2180588,55,2,2178147,1
0,0,17047,37,2,14579,1
0,0,256062,180,2,253732,0
0,0,1181628,224,2,1179322,0
1,0,2776,51,1,113,1
0,0,950785,131,2,948302,1
0,0,8596,124,2,5819,0
0,0,24923,63,2,22032,0
1,0,42017,201,1,39222,0
0,0,1200167,195,2,1197396,0
0,0,696919,74,2,694046,0
1,0,316755,118,1,314314,0
0,0,428401,70,2,425663,0
0,0,388287,239,2,385492,0
1,0,2113696,54,1,2111357,0
0,0,272153,66,2,269451,0
0,0,22052,241,2,19278,1
0,0,222070,179,2,219359,0
0,0,775880,129,2,773208,1
1,0,432436,159,1,429818,0
0,0,180486,34,2,177754,1
0,0,11536,32,2,9554,1
0,0,15093,157,3,12226,0
