Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position
1,789660,147,4,789061
0,484940,352,4,484143
0,551183,222,2,550740
0,1665163,28,4,1664528
0,15815,358,4,15231
0,423275,200,4,422700
0,50225,393,4,49587
0,23909,359,4,23259
0,1935320,211,4,1934724
1,1439745,88,4,1439215
0,1646736,209,4,1646206
1,5356,347,4,4736
0,281837,176,4,281250
0,217404,21,4,216745
0,431207,424,4,430704
0,565167,379,2,564760
1,4939,6,4,4241
0,497547,248,4,496699
0,2159962,323,4,2159390
1,1722444,335,4,1721857
1,627125,83,4,626559
0,510533,430,4,509916
1,2103139,216,4,2102468
0,211634,416,5,211245
1,34921,264,4,34262
0,1578872,118,4,1578312
0,596495,157,4,595866
1,9539,193,4,8904
1,497850,292,4,497083
0,465000,350,4,464038
0,283286,422,4,282588
0,1863,41,4,1279
0,1337715,206,3,1337152
1,10499,37,2,10110
0,6256,128,2,5888
0,77237,58,4,76545
0,1685667,115,0,1685527
1,584282,131,4,583626
0,1212108,308,4,1211533
1,8071,390,4,7124
1,636879,156,4,636250
1,1357417,307,4,1356881
1,1413348,205,4,1412725
0,897652,237,4,897068
1,102031,0,4,101630
0,460277,279,4,459570
1,550961,287,4,550314
1,2082607,34,4,2081918
1,673589,181,4,672981
0,262590,283,4,261997
0,1069989,190,4,1069351
1,54130,397,4,53294
1,238595,168,4,237978
1,2039757,325,4,2039173
0,55031,262,4,54300
1,42738,389,4,42403
1,698962,95,4,698387
1,1037760,366,4,1037092
0,522585,431,4,522157
1,1653046,111,4,1652444
0,610905,153,4,610333
0,9693,357,4,9067
0,331967,150,4,331098
1,57983,60,4,57381
0,488252,247,4,487683
0,152203,399,4,151562
1,7816,165,4,6941
0,473006,249,4,472107
1,8984,252,4,8412
0,296422,240,4,295724
0,786,370,4,88
0,541203,101,4,540331
1,1896,251,4,1198
0,433446,201,4,432955
0,297265,219,4,296609
0,421453,414,4,420860
1,10738,160,4,10142
0,422988,179,4,422386
0,739582,267,4,738989
0,741926,197,4,741234
1,2021354,35,4,2020752
0,22510,52,3,21845
0,12963,338,4,12349
1,1279824,185,4,1279111
0,2141017,324,4,2140400
1,213605,69,4,212727
1,649380,232,4,648745
1,1773473,331,3,1772775
1,542828,288,4,542232
1,3185,158,4,2544
1,1094415,315,4,1093786
0,548259,140,2,547909
0,4704,224,4,4066
0,67780,412,4,67067
0,288418,218,4,287768
1,498188,427,4,497556
1,633393,80,4,632488
0,606832,84,4,606242
1,11303,48,4,10641
1,667099,3,4,666332
