Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,53597,30,30,1,0,43140
0,6877,29,29,1,81,2
1,82139,162,162,1,20,71676
1,571446,180,180,3,63,561022
1,97751,79,79,2,81,91272
1,40882,91,91,3,95,30431
0,64329,97,97,1,131,53935
0,19778,82,82,1,94,9420
1,409474,179,179,1,23,399029
0,501262,102,102,1,23,494255
0,1441553,105,105,1,34,1431102
0,736142,224,224,3,124,726108
0,18102,16,16,1,119,7759
0,635740,95,95,1,32,625292
1,29124,135,135,1,13,18715
0,510863,220,220,1,9,500484
0,347622,83,83,1,110,337195
0,8750,11,11,3,107,352
1,12299,144,144,3,47,2049
0,816094,66,66,1,91,805796
0,424985,124,124,1,44,418893
1,11317,85,85,3,40,5433
0,902706,94,94,1,31,892584
0,656937,155,155,1,1,646543
0,400877,70,70,2,7,396354
0,490459,110,110,1,47,480062
1,188433,128,128,1,124,178087
1,34480,143,143,1,12,24017
1,76316,28,28,2,76,71757
0,571102,15,15,1,105,563645
0,508446,158,158,1,64,497998
1,22907,1,2,2,21,17262
1,72152,147,147,1,58,61794
1,7036,194,194,1,126,1
0,1048694,136,136,1,36,1038261
1,14711,133,133,3,137,4479
1,5905,53,53,1,53,1
1,8139,177,177,3,57,1
1,15047,121,121,3,41,4680
1,563694,142,142,1,87,556752
1,46671,98,98,1,42,36289
0,138943,49,49,2,65,131411
0,682115,113,113,1,23,675892
0,656716,86,86,1,5,646334
0,56068,175,175,1,23,45617
0,2370774,163,163,1,94,2360422
1,107347,18,18,1,120,100946
1,364951,59,59,3,39,356759
1,79790,207,207,3,4,69342
0,698669,81,81,1,65,688299
0,545365,221,221,1,80,535076
1,7213,71,71,1,30,1
1,12287,131,131,3,6,1776
0,572820,182,182,1,128,566630
1,1301475,103,103,1,55,1291027
1,53674,203,203,1,140,43286
0,7785,138,138,2,44,1726
0,1049310,58,58,1,43,1038856
1,22220,223,223,1,105,11901
1,934030,201,201,3,27,926063
0,243214,167,167,1,52,232769
0,685626,118,118,1,81,675331
1,5029,27,27,2,70,2
0,780586,126,126,1,8,770171
1,12152,204,204,1,118,4158
1,102066,44,44,1,128,91621
1,19621,51,51,1,120,13649
1,6015,146,146,2,29,103
1,600090,181,181,1,103,589645
0,9497,185,185,3,33,3
1,364064,56,56,1,23,353619
