Gender,Birth_Date,First_Name,Entity_Type,Birthplace,Languages,Profession
1,1160,164,0,161,10,23
0,767,152,0,161,10,12
1,322,208,0,117,10,8
0,956,437,0,184,8,63
1,188,185,0,161,8,20
1,1076,462,0,93,10,47
0,575,270,0,103,8,63
1,443,285,0,161,8,63
0,599,26,0,283,10,6
0,1211,401,0,161,10,31
1,738,354,0,226,2,68
1,921,324,0,161,10,69
0,904,126,0,161,8,63
1,953,58,0,10,10,8
0,256,150,0,178,10,6
1,1235,185,0,161,8,22
1,846,377,0,164,10,13
0,750,259,0,161,2,68
1,899,328,0,68,10,8
0,158,230,0,161,2,63
0,963,331,0,39,8,26
0,1120,331,0,161,8,68
1,301,331,0,161,8,20
1,1235,331,0,161,8,8
1,979,331,0,161,8,20
0,1131,209,0,161,10,12
1,204,169,0,39,10,8
0,1145,8,0,161,8,69
0,1235,214,0,161,8,26
1,285,292,0,6,10,8
1,652,331,0,161,8,20
1,436,331,0,161,8,20
1,174,302,0,63,10,8
1,857,331,0,161,8,20
1,217,47,0,164,10,8
1,924,331,0,161,8,20
1,1075,68,0,240,10,8
1,459,331,0,161,8,20
1,1235,147,0,161,10,41
0,350,291,0,77,10,11
1,453,112,0,161,10,12
1,116,427,0,161,8,20
1,545,95,0,35,10,20
1,734,237,0,79,10,13
1,1106,331,0,161,8,20
1,318,331,0,161,8,20
0,214,43,0,53,10,11
1,17,405,0,240,10,20
0,1183,258,0,161,10,55
1,342,331,0,38,10,8
1,252,174,0,161,8,20
1,236,331,0,39,10,68
1,114,438,0,39,10,8
0,930,21,0,196,10,4
1,198,331,0,272,10,8
1,103,185,0,39,10,8
1,225,432,0,161,10,20
1,1226,331,0,161,8,20
1,978,370,0,157,2,50
1,166,351,0,39,10,65
1,1233,331,0,161,8,20
0,791,259,0,39,10,65
1,185,257,0,207,10,8
1,892,458,0,142,10,26
1,495,331,0,161,8,20
1,823,176,0,161,8,63
1,407,132,0,111,10,8
0,500,69,0,161,10,12
1,389,438,0,161,8,20
0,675,168,0,161,10,12
1,461,443,0,25,10,8
1,1112,331,0,173,10,8
1,685,324,0,41,10,8
1,1154,361,0,172,10,28
1,253,277,0,253,10,8
0,1235,79,0,161,8,68
1,381,167,0,161,10,12
1,975,80,0,110,2,63
1,653,174,0,63,10,65
1,143,210,0,66,10,8
1,951,32,0,177,4,8
1,155,398,0,258,8,8
1,590,20,0,39,10,8
0,661,433,0,98,10,29
0,968,175,0,103,10,65
1,478,351,0,39,10,8
1,500,197,0,161,8,63
1,1226,331,0,161,8,1
0,1040,155,0,95,8,63
1,209,331,0,161,8,20
1,645,64,0,142,10,26
1,1043,438,0,219,10,47
1,966,331,0,121,11,15
1,368,331,0,161,8,20
0,360,331,0,161,8,20
1,52,185,0,211,10,8
1,818,34,0,161,10,68
1,869,249,0,110,2,43
0,1235,144,0,161,8,22
1,1164,340,0,58,10,8
1,361,357,0,161,10,12
1,665,174,0,58,10,8
0,802,331,0,118,8,20
1,144,49,0,39,10,18
1,424,170,0,39,10,8
0,1226,394,0,161,8,28
0,537,374,0,161,8,63
1,569,93,0,164,10,8
1,618,219,0,103,10,8
1,303,331,0,161,8,20
1,547,112,0,118,10,8
1,504,357,0,214,10,8
1,1186,116,0,66,8,20
1,1052,331,0,28,2,63
1,1008,137,0,63,10,8
0,100,284,0,38,10,20
0,325,284,0,66,10,11
1,1105,331,0,161,8,20
1,759,405,0,39,10,8
1,563,185,0,142,10,26
1,110,185,0,161,10,20
1,43,384,0,240,10,8
0,1196,284,0,35,10,54
0,947,120,0,35,10,29
1,355,331,0,161,8,20
0,1028,296,0,184,8,63
1,347,17,0,288,10,20
1,594,174,0,161,8,20
1,1019,147,0,35,10,54
1,770,58,0,177,10,8
1,182,331,0,59,8,8
1,382,142,0,103,10,8
1,419,87,0,39,10,8
1,525,7,0,161,8,20
0,1117,33,0,118,8,65
0,1184,426,0,161,8,63
1,186,170,0,39,10,20
0,855,310,0,190,10,11
1,520,112,0,265,10,8
1,22,1,0,240,10,8
1,513,261,0,251,10,8
1,10,210,0,39,10,20
0,142,338,0,58,6,25
1,877,34,0,39,10,8
1,263,331,0,161,8,20
1,138,139,0,39,10,8
1,205,351,0,39,8,8
1,260,49,0,0,10,8
1,11,384,0,240,10,8
1,753,331,0,49,2,50
0,369,104,0,161,10,12
1,706,34,0,161,10,65
1,275,416,0,39,10,8
1,568,170,0,113,10,8
0,377,113,0,161,10,12
1,1065,52,0,255,8,31
0,595,358,0,39,10,65
1,820,432,0,103,10,8
0,1078,320,0,161,8,63
1,827,228,0,16,10,29
1,1147,34,0,44,10,16
1,38,190,0,164,10,8
1,941,112,0,176,10,8
1,1018,143,0,20,8,63
1,465,99,0,58,10,8
1,130,203,0,39,13,8
0,500,331,0,161,8,63
1,1235,332,0,161,8,28
1,826,90,0,103,10,8
1,570,172,0,161,10,20
1,84,172,0,134,10,4
1,789,110,0,202,10,8
1,410,210,0,14,10,20
1,228,37,0,39,10,8
0,193,459,0,164,10,20
1,944,302,0,39,10,8
1,745,448,0,161,8,20
0,907,417,0,142,8,26
0,772,331,0,161,8,63
1,673,81,0,161,10,12
1,97,331,0,76,10,20
1,31,438,0,240,10,8
0,40,214,0,55,8,26
1,448,331,0,161,8,20
1,376,185,0,32,10,7
1,1130,180,0,161,8,20
1,176,331,0,161,8,20
1,136,210,0,39,10,8
0,1016,16,0,15,10,67
1,1231,331,0,161,8,20
1,39,438,0,62,10,8
0,1235,331,0,161,8,4
0,33,331,0,184,2,63
1,1006,331,0,161,8,20
0,510,108,0,39,10,65
1,978,331,0,273,10,8
1,918,324,0,67,10,8
1,1235,59,0,161,8,22
1,12,427,0,118,10,20
0,983,312,0,161,10,69
1,147,331,0,39,8,68
1,447,331,0,161,8,20
1,609,161,0,264,2,63
1,1049,93,0,35,10,8
0,815,387,0,240,10,20
0,464,331,0,161,8,20
1,5,241,0,255,10,20
1,426,331,0,161,8,20
1,398,210,0,8,10,8
1,553,331,0,28,2,63
1,442,327,0,39,10,68
1,751,322,0,226,2,68
1,1061,371,0,177,10,8
1,737,34,0,220,10,8
1,288,139,0,39,10,8
0,1177,123,0,35,10,3
1,451,85,0,161,8,20
1,57,172,0,153,10,8
1,964,331,0,21,8,63
0,886,431,0,105,10,23
1,1186,305,0,161,10,12
0,1226,218,0,161,10,28
1,731,331,0,161,8,20
1,23,34,0,185,10,8
1,859,343,0,217,10,65
1,808,331,0,39,10,65
1,625,266,0,163,10,20
0,1023,209,0,161,10,12
1,762,212,0,63,10,8
1,41,187,0,262,10,8
1,1225,220,0,161,8,28
1,1110,331,0,161,8,68
0,935,331,0,240,10,20
1,506,7,0,173,10,8
0,1084,182,0,14,10,11
0,880,28,0,35,10,26
1,36,34,0,220,10,8
1,187,185,0,218,10,8
1,157,331,0,161,8,8
1,339,170,0,39,10,65
0,710,281,0,161,2,68
0,474,83,0,161,10,11
1,400,331,0,161,8,20
1,224,185,0,163,10,26
0,1219,57,0,103,8,63
1,178,292,0,120,10,8
1,541,331,0,161,8,20
1,475,211,0,100,10,8
1,53,210,0,39,10,8
1,544,167,0,31,10,8
1,913,371,0,161,8,20
0,900,331,0,161,8,37
1,1235,331,0,161,8,34
0,1080,76,0,161,8,68
1,463,170,0,39,8,8
1,856,122,0,226,2,68
0,627,331,0,161,8,20
1,1235,405,0,161,8,22
0,589,331,0,39,3,20
1,704,454,0,151,11,31
1,383,331,0,161,8,20
1,1235,208,0,161,8,22
1,650,277,0,161,10,69
1,264,355,0,212,10,35
1,369,458,0,161,10,12
1,1013,331,0,105,8,31
1,509,294,0,178,10,8
1,14,277,0,146,10,8
1,1149,357,0,39,10,8
0,1235,168,0,161,8,33
1,667,112,0,39,10,8
0,806,209,0,39,10,65
1,1231,331,0,161,8,1
1,717,331,0,102,10,8
1,705,331,0,161,8,20
1,421,47,0,161,8,20
1,1026,278,0,253,10,8
0,1100,331,0,161,8,63
0,950,331,0,161,8,20
1,94,139,0,39,10,8
1,811,269,0,288,10,8
0,481,288,0,161,8,63
0,287,331,0,161,8,20
1,30,185,0,62,10,8
1,920,115,0,203,10,65
1,894,203,0,161,10,4
1,481,385,0,28,8,63
1,1143,331,0,203,8,20
1,1220,331,0,161,8,63
1,357,90,0,161,8,20
1,960,7,0,91,10,8
0,829,450,0,209,2,63
1,299,324,0,38,10,8
1,402,208,0,69,10,8
1,1046,238,0,95,8,63
1,1179,331,0,161,8,63
1,371,331,0,161,8,22
1,896,331,0,161,8,20
1,933,341,0,196,10,8
0,1153,331,0,49,8,63
0,761,331,0,161,8,1
1,274,17,0,39,10,8
1,522,331,0,161,8,63
1,630,180,0,39,10,8
1,498,331,0,161,8,20
1,1053,410,0,227,10,8
1,1102,137,0,39,10,13
1,713,93,0,196,10,8
1,244,17,0,164,4,8
1,536,211,0,220,10,8
1,608,331,0,223,10,65
1,26,19,0,55,10,8
1,381,405,0,161,10,12
0,422,88,0,161,10,12
1,123,154,0,252,10,20
1,214,17,0,39,10,8
1,1092,339,0,58,10,8
1,439,185,0,245,10,13
1,548,34,0,39,10,68
0,876,16,0,214,10,58
1,458,331,0,161,8,20
0,1132,67,0,161,8,63
0,735,331,0,161,8,20
1,417,269,0,37,10,38
0,112,150,0,39,10,20
0,1088,331,0,161,8,68
1,579,73,0,39,10,63
1,330,208,0,116,10,8
1,719,55,0,58,10,36
0,958,214,0,290,10,65
0,226,283,0,58,10,20
1,578,112,0,289,10,8
1,567,331,0,161,8,20
1,529,85,0,220,10,8
1,1044,406,0,201,10,8
0,723,331,0,161,8,20
1,1234,331,0,161,8,1
0,1047,69,0,268,8,63
1,141,331,0,196,10,8
1,819,17,0,63,10,8
1,87,422,0,164,10,8
0,783,123,0,177,10,65
0,873,101,0,39,10,65
0,305,113,0,240,10,20
1,1087,367,0,39,10,8
0,1218,331,0,161,8,20
1,747,331,0,148,10,8
0,793,388,0,161,8,68
0,1096,247,0,28,2,63
1,109,331,0,118,10,20
1,712,302,0,118,10,8
0,905,101,0,57,8,69
1,601,170,0,103,10,8
1,326,34,0,161,10,65
1,469,102,0,161,10,12
0,810,16,0,39,10,65
1,828,20,0,34,10,4
0,581,50,0,220,10,29
1,351,302,0,161,8,20
1,352,174,0,235,10,8
1,1038,66,0,161,8,68
1,151,331,0,57,8,68
1,793,99,0,196,10,8
1,683,183,0,184,2,63
1,861,416,0,161,8,20
1,388,442,0,161,10,12
0,282,28,0,39,10,63
1,1073,371,0,105,8,31
1,769,170,0,39,10,28
1,1231,331,0,161,8,20
1,1235,42,0,163,8,66
1,280,331,0,142,10,31
1,379,185,0,30,10,8
0,1107,173,0,161,8,63
1,79,185,0,164,10,8
0,1111,289,0,125,0,63
1,708,109,0,172,10,8
0,788,301,0,39,10,65
1,66,331,0,161,8,8
1,571,128,0,89,10,8
1,725,17,0,103,10,8
0,649,331,0,161,8,20
0,867,331,0,161,8,20
1,314,331,0,161,8,20
1,219,357,0,88,10,8
0,945,56,0,58,10,11
1,126,210,0,39,10,8
0,1197,204,0,161,10,25
1,538,170,0,161,10,12
1,573,180,0,161,10,12
0,1178,331,0,161,8,68
0,512,331,0,161,8,20
1,1191,331,0,238,8,8
0,986,317,0,199,10,69
1,224,210,0,39,10,8
1,1188,386,0,161,10,38
0,678,331,0,39,8,9
1,27,331,0,161,10,60
0,1175,31,0,161,10,15
0,171,205,0,58,10,11
1,135,210,0,249,10,4
1,540,169,0,177,10,8
1,851,208,0,39,10,20
1,190,357,0,39,10,8
1,550,331,0,161,8,20
1,89,277,0,198,10,8
1,822,17,0,15,10,63
1,703,140,0,226,2,68
0,1155,360,0,161,10,58
1,235,331,0,161,8,20
1,82,17,0,38,10,8
0,622,262,0,161,8,63
1,792,361,0,203,10,8
1,663,331,0,161,8,20
0,785,162,0,161,8,20
1,868,331,0,39,8,21
0,711,331,0,161,8,63
1,259,345,0,141,10,11
0,622,127,0,161,8,63
0,912,319,0,161,8,63
1,1042,198,0,58,10,8
0,533,331,0,161,8,20
1,229,7,0,39,10,29
1,29,92,0,39,10,8
1,18,456,0,161,10,20
1,1127,85,0,236,10,8
1,726,170,0,91,10,8
0,825,331,0,161,8,20
1,494,324,0,39,10,63
1,698,137,0,38,10,63
1,623,447,0,14,10,8
1,234,96,0,39,10,8
0,1068,326,0,266,10,47
1,412,331,0,161,8,20
1,7,17,0,161,10,65
1,58,428,0,39,10,8
1,71,331,0,42,8,29
1,393,112,0,117,10,8
1,607,331,0,161,8,20
1,654,212,0,39,10,8
1,1122,58,0,81,8,8
1,722,7,0,39,10,26
1,800,321,0,161,8,63
1,633,331,0,161,8,20
0,659,358,0,161,10,63
1,1064,34,0,3,8,8
1,199,242,0,287,10,8
1,61,213,0,10,10,47
0,1035,369,0,184,8,63
1,1130,331,0,161,8,20
1,502,324,0,63,10,63
1,231,138,0,39,10,8
1,148,210,0,35,10,65
0,1034,149,0,39,10,65
1,385,346,0,66,10,8
1,153,154,0,256,10,8
0,740,118,0,35,10,14
0,841,214,0,39,10,65
0,1014,233,0,161,2,63
1,634,294,0,39,10,8
1,34,411,0,253,10,8
1,16,206,0,240,10,8
1,189,48,0,155,10,8
1,170,110,0,39,10,8
1,763,94,0,14,10,8
1,1062,445,0,177,10,8
1,344,331,0,161,8,20
1,105,331,0,168,8,8
0,736,358,0,218,10,38
0,962,325,0,226,2,21
0,925,331,0,161,8,1
1,644,440,0,39,10,65
1,496,331,0,161,8,20
0,273,446,0,69,10,65
1,1081,302,0,161,10,53
0,99,283,0,39,10,20
1,804,440,0,145,10,18
0,955,387,0,118,10,26
0,1158,331,0,184,8,63
1,328,331,0,161,8,20
0,1171,248,0,161,8,63
0,770,10,0,105,10,65
0,971,108,0,103,10,4
1,340,331,0,161,8,20
0,906,233,0,110,2,63
1,8,0,0,22,3,52
1,300,331,0,161,8,20
1,233,49,0,84,10,8
1,1218,331,0,161,8,20
0,837,331,0,161,8,20
1,1218,331,0,161,8,20
1,457,112,0,210,10,8
0,255,286,0,161,10,24
1,54,190,0,199,10,8
0,684,331,0,251,10,20
1,386,331,0,161,8,20
1,1095,7,0,161,8,37
1,593,170,0,39,10,8
1,81,210,0,275,10,8
1,768,273,0,178,10,20
1,573,63,0,161,8,63
1,348,213,0,186,10,8
1,345,331,0,161,8,20
1,316,87,0,35,10,20
0,479,88,0,161,8,63
1,1205,105,0,161,10,10
0,416,331,0,161,8,20
0,1090,31,0,58,10,61
1,359,294,0,35,10,8
0,1128,33,0,136,10,4
0,435,5,0,161,10,12
1,35,462,0,94,10,8
1,1093,331,0,161,8,68
1,980,9,0,210,10,8
0,714,146,0,240,10,65
1,1027,99,0,1,10,8
1,362,307,0,224,10,8
1,528,7,0,221,10,8
0,989,253,0,213,10,4
0,346,39,0,38,10,11
1,271,331,0,161,8,20
0,610,29,0,38,10,65
1,415,54,0,161,10,20
0,422,123,0,161,10,12
1,104,324,0,29,10,8
0,1218,407,0,161,8,20
1,709,302,0,233,10,8
1,1235,112,0,161,8,22
1,662,285,0,177,10,11
1,413,203,0,39,10,8
0,162,284,0,253,10,63
0,1063,224,0,39,10,65
1,628,309,0,89,10,8
1,98,440,0,39,10,20
0,1213,131,0,161,10,23
1,619,130,0,233,10,8
1,600,331,0,161,8,20
1,621,17,0,39,10,68
1,1058,331,0,105,10,31
0,672,382,0,39,10,26
1,44,87,0,39,10,8
1,2,306,0,52,8,20
1,215,90,0,251,10,8
1,179,324,0,36,10,8
0,635,194,0,161,8,68
1,834,135,0,21,2,63
1,32,210,0,39,10,8
1,695,254,0,161,8,63
1,784,35,0,122,10,4
1,677,302,0,164,10,8
1,1235,331,0,161,8,57
1,1152,421,0,99,3,50
1,984,180,0,137,9,8
0,934,209,0,254,10,47
1,1235,331,0,161,8,22
1,786,332,0,253,10,63
1,700,99,0,39,10,8
1,180,402,0,14,10,8
1,732,81,0,39,10,8
0,1193,51,0,161,8,21
1,467,331,0,161,8,20
1,191,185,0,108,8,8
1,699,87,0,41,10,20
1,1200,119,0,25,8,0
1,1119,331,0,161,8,20
1,152,87,0,10,10,8
1,335,331,0,118,8,20
1,1151,174,0,44,10,6
1,257,438,0,39,8,7
1,885,391,0,253,10,8
1,146,70,0,135,8,8
1,543,399,0,49,2,63
0,400,101,0,161,8,20
1,129,203,0,214,10,8
1,764,99,0,177,10,8
1,221,331,0,60,8,8
1,898,111,0,161,8,63
1,603,185,0,39,10,8
1,524,61,0,175,2,63
1,901,273,0,45,10,8
0,312,175,0,161,8,20
1,606,324,0,177,10,7
0,1156,181,0,70,10,16
0,358,175,0,10,10,11
1,9,87,0,58,10,8
1,1235,303,0,161,8,22
1,692,7,0,118,10,8
1,70,457,0,288,10,8
1,1235,331,0,161,8,22
1,1129,331,0,142,8,31
1,83,435,0,39,10,8
0,643,365,0,49,8,63
1,59,54,0,35,10,3
1,396,294,0,161,8,20
0,378,313,0,210,4,25
1,1123,282,0,229,4,8
1,192,308,0,39,10,8
1,1116,432,0,178,10,8
1,3,185,0,265,10,65
1,1235,331,0,161,8,22
1,164,418,0,39,10,8
1,991,46,0,99,3,49
1,28,425,0,161,10,20
0,1148,88,0,161,10,38
1,211,331,0,161,8,20
1,823,447,0,14,10,8
0,1011,44,0,161,8,65
0,373,444,0,161,10,40
1,288,440,0,166,10,8
1,341,7,0,161,10,20
0,1202,331,0,39,8,26
1,833,353,0,161,10,68
0,515,444,0,103,10,47
1,440,170,0,165,8,8
0,1086,400,0,34,10,47
1,403,185,0,117,10,8
1,60,242,0,240,10,8
1,401,180,0,63,10,65
0,422,270,0,161,10,12
1,814,452,0,161,8,63
1,251,331,0,161,8,20
0,1176,317,0,233,10,5
1,986,357,0,247,10,8
1,15,217,0,10,10,8
1,69,333,0,55,10,8
1,311,34,0,243,10,8
1,468,341,0,66,10,8
1,895,300,0,125,2,63
1,47,331,0,4,10,8
1,974,331,0,161,8,20
1,850,331,0,161,8,20
1,605,90,0,26,8,0
1,1030,58,0,161,8,63
1,42,242,0,12,10,8
1,992,107,0,13,8,8
1,1045,331,0,161,8,20
1,93,87,0,39,10,8
0,984,168,0,80,10,11
1,556,331,0,161,8,20
0,973,326,0,177,10,65
1,532,63,0,96,2,63
1,948,17,0,39,10,8
0,132,284,0,72,10,32
1,377,185,0,161,10,12
1,86,185,0,39,10,8
0,639,387,0,161,10,20
1,75,178,0,164,10,8
1,249,49,0,161,10,20
1,437,112,0,161,8,20
1,169,331,0,103,10,8
1,384,331,0,161,8,20
0,473,23,0,161,2,63
0,890,214,0,199,10,69
0,675,331,0,161,8,20
1,675,371,0,161,10,12
1,412,331,0,161,8,20
1,675,331,0,161,8,63
1,239,331,0,161,8,20
1,1138,34,0,35,10,25
1,1055,303,0,161,10,53
1,1066,121,0,271,10,8
1,691,174,0,35,10,8
1,899,322,0,226,2,68
1,279,331,0,161,8,20
0,454,149,0,39,10,20
1,499,331,0,161,8,20
0,526,181,0,86,10,47
1,824,174,0,240,10,8
1,693,99,0,161,8,20
0,1021,331,0,125,8,68
0,946,149,0,199,10,69
1,840,174,0,61,10,8
1,470,331,0,161,8,20
1,642,294,0,215,10,8
1,854,7,0,66,10,8
0,394,101,0,161,8,20
1,1085,428,0,66,10,8
1,766,2,0,161,2,68
1,624,188,0,125,8,63
1,481,99,0,199,8,0
0,952,415,0,161,8,63
1,1204,170,0,35,10,54
1,101,435,0,199,10,8
1,845,294,0,10,10,65
0,777,312,0,220,10,65
1,587,331,0,39,10,13
1,127,153,0,2,10,8
1,1179,331,0,161,8,1
1,994,225,0,161,2,63
1,985,87,0,233,10,47
1,245,134,0,39,10,8
1,1126,341,0,253,10,8
1,1218,331,0,161,8,1
1,418,449,0,228,10,20
1,758,316,0,208,9,8
1,574,7,0,74,10,8
1,1235,331,0,161,8,8
0,850,413,0,161,8,63
1,395,107,0,161,3,20
1,552,302,0,39,10,8
1,626,331,0,161,8,20
1,730,331,0,95,2,63
1,688,331,0,161,8,20
1,1069,17,0,45,2,8
0,604,331,0,161,8,20
1,1235,331,0,161,10,65
0,821,331,0,39,8,26
1,353,447,0,39,10,68
1,729,341,0,66,10,8
1,542,243,0,49,2,2
1,1104,71,0,237,7,40
0,916,259,0,39,10,60
1,247,59,0,57,10,20
1,1031,386,0,123,10,8
1,430,331,0,154,10,8
1,614,174,0,161,8,20
1,366,112,0,39,10,8
1,90,236,0,161,2,63
1,331,331,0,161,8,20
1,1051,115,0,140,10,8
1,240,346,0,161,10,48
0,1038,382,0,72,10,47
1,1235,185,0,161,8,22
0,434,375,0,199,3,37
0,893,24,0,161,8,68
1,929,440,0,214,10,65
0,564,196,0,184,2,63
1,848,331,0,184,2,63
1,533,356,0,44,10,8
1,743,331,0,240,10,8
1,636,386,0,220,10,8
1,49,200,0,156,10,8
1,277,211,0,39,10,8
1,222,221,0,144,10,35
0,733,331,0,161,8,20
0,1114,209,0,161,8,11
1,133,331,0,44,8,8
0,1057,30,0,161,10,12
1,63,210,0,164,10,25
0,486,214,0,39,10,65
1,881,20,0,15,10,63
1,816,331,0,250,8,31
0,580,251,0,226,8,63
1,427,341,0,104,10,8
0,875,400,0,63,10,65
1,73,462,0,274,10,8
1,622,271,0,161,8,63
1,175,139,0,189,10,8
1,254,210,0,161,8,20
1,210,331,0,39,8,68
0,292,53,0,39,10,26
1,638,422,0,255,10,8
1,491,448,0,161,10,20
1,200,17,0,267,10,8
1,681,331,0,39,10,20
1,472,302,0,39,10,8
0,716,331,0,161,8,63
1,489,216,0,58,10,68
1,272,302,0,177,10,8
0,928,347,0,225,8,63
1,889,99,0,25,10,8
0,356,301,0,242,10,47
1,13,302,0,240,10,8
1,119,324,0,70,10,8
0,1235,331,0,161,8,5
1,423,85,0,161,8,20
0,471,234,0,161,2,63
1,1229,34,0,161,8,28
1,0,6,0,39,1,20
0,891,83,0,39,10,40
1,391,331,0,161,8,20
1,1225,116,0,161,8,28
1,507,170,0,178,10,8
0,698,40,0,240,10,13
1,505,78,0,196,4,20
1,24,222,0,199,10,20
1,177,87,0,39,10,8
1,1133,331,0,18,10,8
1,137,185,0,161,8,20
1,374,208,0,161,10,20
1,1069,386,0,63,8,4
1,715,75,0,161,8,63
0,919,149,0,161,10,11
1,886,112,0,199,10,33
1,517,34,0,39,3,20
1,1103,17,0,103,10,8
1,167,90,0,39,8,68
1,21,1,0,12,10,8
1,324,280,0,10,10,8
0,1235,331,0,161,8,17
0,798,331,0,161,8,20
1,74,210,0,39,10,20
0,588,209,0,39,10,63
1,390,294,0,214,8,8
1,1187,174,0,199,10,8
1,392,331,0,39,10,68
0,377,101,0,161,10,12
0,1235,439,0,161,8,22
0,1227,455,0,161,8,21
1,839,17,0,204,10,5
1,584,7,0,177,10,8
1,296,324,0,66,10,8
0,1118,274,0,161,8,68
1,809,17,0,38,10,8
1,321,341,0,161,10,20
1,446,87,0,103,10,8
1,450,211,0,92,10,8
1,697,58,0,161,8,20
1,327,136,0,161,10,12
1,1162,269,0,161,10,23
1,669,357,0,39,10,9
0,1185,120,0,161,10,12
1,329,7,0,66,10,8
1,163,315,0,125,2,63
1,1109,331,0,161,8,20
1,1098,119,0,39,10,8
1,1190,180,0,161,10,55
0,122,283,0,55,10,20
0,1216,192,0,161,8,63
1,918,302,0,71,10,8
1,480,174,0,66,10,8
0,969,27,0,152,11,15
1,238,190,0,234,6,7
1,982,331,0,142,8,31
1,294,99,0,39,10,8
1,445,170,0,288,10,68
1,131,308,0,207,10,20
1,622,331,0,161,10,12
0,1235,263,0,161,8,68
1,1235,269,0,161,8,22
1,124,302,0,39,10,8
1,802,87,0,260,10,8
1,160,331,0,251,8,8
1,805,252,0,17,10,13
1,1082,371,0,39,10,8
1,797,432,0,44,10,8
1,115,351,0,66,10,8
1,1037,447,0,101,10,42
1,1099,386,0,109,10,8
1,1140,163,0,39,10,65
1,18,1,0,161,10,8
0,632,69,0,39,10,20
1,1000,343,0,58,10,65
0,997,157,0,280,8,63
1,438,170,0,118,10,62
0,336,293,0,178,5,20
1,646,443,0,131,10,17
0,1210,331,0,161,8,25
1,514,353,0,167,10,4
1,795,170,0,210,10,8
1,586,14,0,281,11,20
1,139,443,0,132,10,8
1,462,331,0,161,8,20
1,939,331,0,142,10,31
0,776,430,0,142,8,26
0,836,16,0,39,10,65
0,1001,246,0,259,4,16
0,432,331,0,161,8,20
0,1169,331,0,58,10,63
1,842,97,0,39,10,65
1,369,328,0,161,10,12
0,693,331,0,161,8,1
1,566,99,0,10,10,8
1,671,368,0,161,8,68
1,1004,17,0,177,8,33
1,425,265,0,178,10,17
1,1134,151,0,10,10,69
1,1038,331,0,161,8,20
1,409,405,0,97,10,8
0,616,412,0,161,8,68
1,987,170,0,220,10,8
1,831,351,0,240,10,8
1,1179,331,0,161,8,20
1,80,87,0,38,10,8
1,1072,331,0,161,8,20
1,576,107,0,39,10,8
1,408,170,0,159,3,12
1,1125,112,0,39,8,63
0,573,214,0,161,10,12
1,761,124,0,161,10,68
0,656,65,0,38,10,63
1,936,331,0,161,8,20
1,874,408,0,133,10,50
1,1017,371,0,177,10,63
1,957,302,0,173,10,4
1,113,87,0,161,10,20
