Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Genomic_Start_Position
1,514088,295,295,4,513441
1,667099,4,4,4,666332
0,244449,290,290,4,243556
0,223254,291,291,4,222562
0,266589,177,177,4,265723
0,1078119,194,194,4,1077559
1,198335,42,42,4,197730
1,1243238,188,188,4,1242540
0,1176204,399,399,4,1175530
0,6197,387,387,4,5628
1,38888,79,79,4,38181
0,374682,41,41,4,374062
0,1420673,91,91,4,1420101
1,388432,196,196,2,388043
0,70633,59,59,4,70109
0,11230,374,374,4,10535
0,694973,307,307,4,694383
0,1677970,118,118,4,1677395
0,5761,375,375,4,5141
0,1886263,219,219,4,1885670
1,311313,422,422,4,310645
1,274287,174,174,4,273715
0,456160,321,321,4,455483
1,36542,385,385,4,35961
0,541203,103,103,4,540331
1,375081,122,122,4,374536
1,1142859,409,409,4,1142287
1,1481322,93,93,4,1480762
1,1306828,210,210,4,1306226
1,1739,6,6,4,1236
0,405277,141,141,4,404699
0,1587490,213,213,4,1586741
1,2442,287,287,4,1612
1,327963,424,424,4,327337
0,1411596,21,21,4,1410949
0,260483,178,178,4,259935
0,917604,275,275,4,916954
1,358436,279,279,2,358038
1,11470,47,47,2,11081
1,371048,278,278,4,370350
0,1943209,9,9,4,1942577
1,7470,270,270,4,6853
1,76266,281,281,4,75574
1,21243,14,14,4,20602
1,605996,240,240,4,605367
0,332148,411,411,4,331510
0,862102,243,243,3,861431
0,1875155,220,220,4,1874526
1,617680,235,235,4,617066
0,59685,49,49,4,58891
0,1611491,330,330,4,1610868
0,31626,357,357,4,31012
0,67780,415,415,4,67067
0,425359,250,250,4,424565
0,288480,176,176,4,287506
0,1187163,346,346,4,1186465
0,1200244,312,312,4,1199621
0,18926,390,390,4,18276
1,2115566,25,25,4,2114982
1,1109679,316,316,4,1109041
1,1559,51,51,4,987
0,413954,418,418,4,413337
0,128464,416,416,2,128075
1,1139142,315,315,4,1138561
1,462219,364,364,4,461563
1,1348,169,169,4,512
0,1344856,200,200,4,1344239
1,190891,66,66,4,190256
1,3660,197,197,4,3085
0,1001979,95,95,4,1001410
0,1671935,119,119,3,1671336
1,3008,164,164,4,2760
0,17644,348,348,4,17072
0,393310,283,283,4,392783
0,1025055,193,193,4,1024453
1,1654543,30,30,4,1654004
1,11006,13,13,4,10434
0,1840810,110,110,4,1840178
1,1182146,313,313,4,1181541
1,377041,363,363,4,376496
0,389569,251,251,4,388676
1,1235855,189,189,2,1235211
0,1806636,337,337,4,1806064
0,7249,53,53,4,6641
0,452612,284,284,4,451995
0,410649,143,143,2,410251
0,1121,2,2,4,531
1,725245,152,152,4,724664
0,7534,343,343,2,7151
0,14571,377,377,4,14272
0,237931,288,288,4,237338
0,622513,26,26,4,621803
0,253619,172,172,4,252897
0,253089,179,179,4,252442
0,305429,372,372,4,304515
0,690105,149,149,3,689434
1,22995,305,305,2,22609
1,47042,80,80,4,46335
1,6670,229,229,4,6140
0,467996,365,365,4,467418
0,1079,127,127,2,750
1,1784731,333,333,4,1784156
0,1392058,308,308,4,1391459
1,170789,68,68,4,170208
1,44727,395,395,3,44119
0,978860,277,277,1,978390
0,7294,263,263,4,6638
0,9111,131,131,2,8734
1,633393,82,82,4,632488
0,2852,16,16,4,2211
0,1610144,115,115,4,1609563
1,219644,71,71,4,218985
1,873,5,5,4,262
0,462632,140,140,4,462006
0,1707,378,378,4,1054
0,555039,78,78,4,554104
0,897457,274,274,4,896894
1,522983,294,294,4,522417
1,930600,244,244,4,929947
0,445439,134,134,4,444747
0,8892,376,376,4,8245
0,407298,184,184,4,406639
1,95645,64,64,4,95094
1,296809,421,421,4,296102
1,438791,32,32,4,438168
0,296422,246,246,4,295724
1,311595,412,412,2,311224
0,22912,58,58,2,22523
1,20624,74,74,4,19953
0,276224,137,137,4,275592
1,603114,239,239,4,602248
0,610905,157,157,4,610333
1,893116,241,241,3,892445
1,9993,33,33,4,9376
1,1448091,89,89,4,1447573
1,12594,199,199,4,11959
0,367683,155,155,4,367096
0,28027,44,44,4,27344
0,406686,139,139,4,406078
0,32545,264,264,4,31979
0,11424,40,40,3,10828
0,474095,354,354,4,473496
1,891600,273,273,1,891058
1,1570983,121,121,4,1570405
1,487260,203,203,4,486679
0,28680,129,129,3,27985
0,478938,102,102,4,478315
0,1109266,398,398,4,1108595
0,21792,345,345,4,21193
1,649380,238,238,4,648745
1,538452,147,147,4,537880
0,21840,232,232,4,21079
0,567898,124,124,2,567485
0,53116,397,397,5,52718
0,302673,247,247,4,302005
1,633183,236,236,2,632827
0,1591262,331,331,4,1590720
0,559332,145,145,2,558976
1,627298,100,100,4,626603
1,555039,429,429,4,554545
0,269583,420,420,4,268954
0,1591401,214,214,3,1590901
1,1060193,191,191,4,1059636
0,272757,181,181,4,271798
0,21892,339,339,4,21179
1,400683,56,56,4,400036
0,11825,45,45,4,11139
1,610947,367,367,4,610288
0,1183104,325,325,4,1182499
0,1871216,109,109,4,1870641
1,1100102,407,407,4,1099440
0,217404,22,22,4,216745
1,2130876,105,105,4,2130250
1,5418,233,233,4,4696
0,266951,175,175,4,266226
0,643220,201,201,4,642618
1,238595,173,173,4,237978
1,174019,65,65,4,173294
1,33533,391,391,4,32910
0,66227,302,302,4,65685
1,1038285,192,192,4,1037734
0,1299223,187,187,4,1298663
0,549268,75,75,4,548651
1,1790185,221,221,4,1789544
1,110877,156,156,5,110344
1,44362,301,301,3,43754
1,375323,426,426,4,374682
1,1894275,111,111,4,1893637
0,48963,358,358,4,48349
0,63431,63,63,4,62859
0,563485,94,94,2,563114
1,1947,15,15,3,1330
1,849658,23,23,4,849029
0,17246,268,268,4,16593
1,11667,261,261,4,10975
1,1192370,314,314,4,1191744
1,789660,151,151,4,789061
0,484940,355,355,4,484143
0,551183,228,228,2,550740
0,1665163,29,29,4,1664528
0,15815,361,361,4,15231
0,423275,205,205,4,422700
0,50225,396,396,4,49587
0,23909,362,362,4,23259
0,1935320,217,217,4,1934724
1,1439745,90,90,4,1439215
0,1646736,215,215,4,1646206
1,5356,350,350,4,4736
0,281837,180,180,4,281250
0,422988,183,183,4,422386
0,431207,427,427,4,430704
0,565167,382,382,2,564760
1,4939,7,7,4,4241
0,497547,254,254,4,496699
0,2159962,326,326,4,2159390
1,1722444,338,338,4,1721857
1,210445,136,136,3,209840
1,636879,160,160,4,636250
1,2103139,222,222,4,2102468
0,211634,419,419,5,211245
1,34921,269,269,4,34262
0,1578872,120,120,4,1578312
0,596495,161,161,4,595866
1,9539,198,198,4,8904
1,491431,297,297,4,490859
0,465000,353,353,4,464038
0,283286,425,425,4,282588
0,1863,43,43,4,1279
0,1337715,212,212,3,1337152
1,10499,38,38,2,10110
0,6256,130,130,2,5888
0,77237,60,60,4,76545
0,1685667,117,117,0,1685527
1,566496,298,298,4,565864
0,1212108,311,311,4,1211533
1,8071,393,393,4,7124
1,631273,159,159,4,630704
1,1357417,310,310,4,1356881
1,1413348,211,211,4,1412725
0,897652,242,242,4,897068
1,102031,0,0,4,101630
0,460277,285,285,4,459570
1,542828,292,292,4,542232
1,2082607,35,35,4,2081918
1,673589,186,186,4,672981
0,253563,289,289,4,252895
0,1069989,195,195,4,1069351
1,54130,400,400,4,53294
1,225709,69,69,3,225092
1,2039757,328,328,4,2039173
0,55031,267,267,4,54300
1,42738,392,392,4,42403
1,698962,97,97,4,698387
1,1037760,369,369,4,1037092
0,510533,431,431,4,509916
1,1653046,113,113,4,1652444
0,602022,162,162,4,601444
0,9693,360,360,4,9067
0,325661,371,371,4,325122
1,57983,62,62,4,57381
0,488252,253,253,4,487683
0,152203,402,402,4,151562
1,7816,170,170,4,6941
0,459742,252,252,4,459083
1,8984,257,257,4,8412
0,285006,248,248,4,284026
0,786,373,373,4,88
0,521226,209,209,4,520573
1,1896,256,256,4,1198
0,433446,206,206,4,432955
0,297265,225,225,4,296609
0,421453,417,417,4,420860
1,10738,165,165,4,10142
0,410431,182,182,4,409799
0,739582,272,272,4,738989
0,741926,202,202,4,741234
1,2021354,36,36,4,2020752
0,22510,54,54,3,21845
0,12963,341,341,4,12349
1,1279824,190,190,4,1279111
0,2141017,327,327,4,2140400
1,203566,70,70,2,203195
1,641268,237,237,4,640657
1,1773473,334,334,3,1772775
1,537100,293,293,4,536468
1,3185,163,163,4,2544
1,1094415,318,318,4,1093786
0,548259,144,144,2,547909
0,4704,230,230,4,4066
0,55203,81,81,4,54550
0,288418,224,224,4,287768
0,165971,18,18,4,165327
1,627125,85,85,4,626559
0,606832,86,86,4,606242
1,11303,50,50,4,10641
1,661517,1,1,4,660867
