Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,4877715,77,76,9,0,25,4876315,1
1,4685459,89,88,1,1,37,4683882,1
0,1629760,125,124,7,0,3,1628255,1
1,2794118,147,146,10,1,41,2793789,0
0,19432,0,0,9,0,5,17837,1
1,660088,115,114,10,1,23,658460,1
1,13354,33,33,10,1,30,11827,1
1,13439,24,24,10,1,42,11985,0
1,41821,40,39,10,1,0,40324,1
0,5380636,82,81,7,0,25,5379008,0
1,1565816,123,122,10,1,7,1564291,1
0,3300734,68,67,7,0,25,3299619,0
0,1792811,130,129,0,0,3,1791306,0
1,2963001,152,151,10,1,13,2961642,0
1,70716,138,137,10,1,49,69197,0
1,1494614,131,130,10,1,6,1493022,1
1,12732,28,28,11,1,40,11219,1
1,16779,34,34,10,1,47,15187,1
1,38437,136,135,10,1,46,36916,0
0,442,133,132,8,0,15,2,0
0,2972153,153,152,7,0,29,2970543,0
0,3074,31,31,7,0,2,1527,1
1,4496,22,22,10,1,31,3127,1
1,546312,112,111,10,1,1,544894,1
0,130938,101,100,7,0,12,129385,0
1,1176353,118,117,10,1,22,1175359,1
1,15374,54,53,10,1,3,14245,0
1,1622,57,56,12,1,28,585,1
1,2436,18,18,10,1,26,1291,1
1,56650,36,35,10,1,47,55175,1
0,10563,51,50,7,0,54,9100,1
0,53263,1,1,9,0,5,51710,1
1,2810144,149,148,10,1,26,2809842,1
0,4592637,87,86,7,0,51,4591225,0
1,9494,53,52,10,1,17,7965,1
1,29574,17,17,10,1,45,28997,0
0,23403,30,30,7,0,35,22009,1
0,5282553,81,80,7,0,25,5281459,0
1,35078,135,134,10,1,57,33526,0
0,593688,113,112,7,0,4,592108,1
0,8343,27,27,7,0,39,6676,1
1,69439,11,11,10,1,27,67885,0
1,19005,47,46,10,1,24,17968,1
1,501101,110,109,10,1,23,499566,1
0,4728447,71,70,9,0,25,4728247,1
1,138167,6,6,10,1,48,137305,1
1,63306,43,42,10,1,36,61772,0
0,1057855,83,82,9,0,49,1056242,1
0,4803585,93,92,9,0,51,4802227,1
1,4875012,96,95,5,1,37,4874521,1
1,511211,111,110,3,1,1,509571,1
1,4930611,98,97,2,1,44,4929155,0
1,2775177,145,144,10,1,41,2774642,1
1,286908,141,140,10,1,41,285556,0
1,4070879,85,84,10,1,25,4070196,0
1,9188,134,133,10,1,58,7638,0
1,1190683,120,119,10,1,53,1189121,1
1,158094,103,102,10,1,23,156706,1
1,16687,55,54,10,1,32,14902,1
0,309925,107,106,9,0,12,308399,0
1,34585,39,38,10,1,51,33074,1
1,6249,26,26,10,1,42,4591,0
1,2797682,148,147,10,1,41,2796528,0
0,3041792,155,154,9,0,29,3040191,0
1,107750,139,138,10,1,57,106153,0
1,16196,25,25,10,1,14,14732,0
1,2769881,144,143,10,1,41,2769468,1
