ViafId,LocatorMapImage,MusicBrainzAreaId,AssociatedPeopleCategory,CapitalCity,OpenStreetMapRelationId,CommonsCategory,GeoNamesId,HeadOfGovernmentOffice,IsniIdentifier,MainCategory,CoatOfArmsImage,PopulationCount,FreebaseId,FandomArticleId,CountryName,StoreNorskeLeksikonId,INaturalistPlaceId
7.475148997656461e+21,201,253,313,48,2192363.0,175,2618424.0,52,97,75,71,633021.0,108,0,17,150,98689.0
141880939.0,251,169,30,177,1707699.0,4,344979.0,52,198,4,133,3041002.0,229,0,19,2,96862.0
158299835.0,211,271,136,130,1837810.0,176,4330160.0,52,198,178,217,241753.0,293,0,64,150,125.0
189116956.0,100,172,94,24,51477.0,115,2921044.0,5,65,118,74,84358845.0,113,22,22,225,7207.0
155983195.0,206,95,313,26,2583831.0,41,863485.0,52,198,43,66,10890.0,102,0,44,150,97004.0
143223771.0,45,311,54,32,296291.0,46,2720678.0,103,185,48,19,26414.0,350,49,57,28,44843.0
146641190.0,96,209,88,44,2308426.0,108,1843125.0,9,198,110,217,1520391.0,68,0,54,150,11000.0
152376980.0,69,155,11,277,214885.0,77,3202326.0,75,41,79,72,3871833.0,60,15,14,103,8196.0
312732044.0,9,19,31,58,391186.0,7,5883102.0,53,17,7,56,4067175.0,260,0,12,150,6834.0
129162522.0,287,242,201,203,369508.0,290,2680657.0,158,129,285,245,22853.0,398,112,57,182,45043.0
244089236.0,252,124,176,81,47654.0,238,2749879.0,22,198,236,218,2813466.0,238,0,43,151,11470.0
168743165.0,279,273,192,155,8654.0,260,2985244.0,52,61,259,13,5127840.0,44,0,21,168,96863.0
123749010.0,143,292,251,215,1686699.0,63,2658205.0,52,32,358,316,343955.0,43,0,58,235,12675.0
146499420.0,2,15,1,38,286393.0,17,3865483.0,59,77,17,58,47327407.0,266,24,2,10,7190.0
125800534.0,191,208,213,177,6966465.0,304,785842.0,52,198,301,96,526502.0,188,0,44,194,
4.6771479075312794e+21,294,205,313,223,,234,3190168.0,52,198,400,264,17017.0,399,0,51,150,105601.0
123708243.0,108,76,107,177,34914.0,128,658225.0,34,11,135,169,675747.0,126,20,20,70,118805.0
160050945.0,190,199,153,177,407489.0,204,2960316.0,225,158,202,17,134714.0,237,0,38,125,127415.0
312565158.0,38,191,49,241,912940.0,34,1816670.0,216,46,36,217,21893095.0,31,2,46,20,6907.0
144869371.0,192,306,22,166,1867188.0,205,1821275.0,0,198,203,239,682100.0,146,0,46,126,10301.0
131333076.0,357,158,249,205,161993.0,355,5549030.0,18,96,355,98,3271616.0,197,0,64,234,52.0
130118559.0,70,215,12,176,3263726.0,78,146669.0,62,79,80,73,1141166.0,61,0,15,150,10289.0
124562170.0,335,266,285,258,1319978.0,279,6418542.0,52,188,274,217,1223894.0,157,0,17,173,96857.0
143678804.0,358,184,250,88,37355.0,356,830709.0,52,198,356,289,1704607.0,114,0,20,157,30121.0
126661404.0,255,205,100,80,62379.0,164,3221127.0,52,198,128,111,364083.0,39,0,22,150,98519.0
158422957.0,167,241,144,139,935467.0,193,2694759.0,140,33,191,200,167404.0,189,93,57,150,44926.0
169605151.0,194,187,275,147,349055.0,73,3117732.0,65,198,74,143,7000621.0,259,0,56,128,10543.0
159635910.0,64,289,150,275,224457.0,200,3337492.0,94,198,198,229,2915245.0,70,0,48,45,11617.0
315126489.0,362,331,221,249,38092.0,103,830708.0,52,198,310,291,481673.0,95,0,20,46,49282.0
316750432.0,180,86,286,234,449220.0,331,1668284.0,58,66,330,216,23593794.0,173,0,59,211,7887.0
136600716.0,52,146,8,187,1428125.0,59,6251999.0,74,62,61,243,36991981.0,221,8,12,38,6712.0
7.475148997656461e+21,201,253,313,48,2192363.0,175,2618424.0,52,97,75,71,633021.0,108,0,17,150,98689.0
145416817.0,5,183,28,197,326266.0,2,3665474.0,197,198,2,24,881935.0,50,0,10,1,9316.0
142508132.0,104,0,99,79,935419.0,123,2711525.0,116,36,127,165,13218.0,326,65,57,68,45057.0
136209965.0,382,5,296,285,935577.0,392,2685747.0,190,164,394,325,64881.0,359,157,57,150,44864.0
3.9301561332315587e+21,34,205,313,238,,335,3183878.0,52,198,400,217,557422.0,399,0,0,150,
123321663.0,379,200,290,280,935538.0,386,2726568.0,188,184,388,321,17932.0,375,152,57,150,44889.0
141931875.0,308,165,313,226,398021.0,316,2673723.0,167,198,315,269,988943.0,117,123,57,150,44985.0
141810140.0,278,284,301,270,49715.0,254,798544.0,87,152,256,170,38382576.0,164,12,48,166,7800.0
159459056.0,324,127,223,226,54391.0,317,2673722.0,206,198,314,268,2454821.0,304,122,57,201,9357.0
158430860.0,107,44,106,87,935560.0,127,2706766.0,119,179,134,75,151306.0,124,68,57,150,44940.0
141931875.0,308,165,313,226,398021.0,316,2673723.0,167,198,315,269,988943.0,117,123,57,150,44985.0
6.219151778228118e+21,311,115,313,228,935403.0,323,2670540.0,168,108,321,270,14544.0,346,124,57,203,44959.0
125636133.0,105,149,101,82,935442.0,124,2708363.0,117,178,129,167,105796.0,354,66,57,69,44854.0
238797102.0,202,205,239,246,1353102.0,341,2960030.0,52,198,341,108,3513.0,203,0,38,150,127270.0
158302667.0,321,270,313,269,54412.0,168,2699050.0,202,198,171,190,203686.0,372,85,57,105,12002.0
128544491.0,73,64,16,37,21335.0,132,719819.0,77,63,138,76,9599744.0,123,10,24,229,7399.0
9.425154387295232e+21,366,205,313,262,968952.0,365,593118.0,232,151,366,159,591632.0,180,0,37,150,
146565993.0,3,77,26,129,53937.0,0,3183560.0,236,191,0,240,1308451.0,273,0,30,0,10867.0
127901236.0,124,237,117,99,223474.0,145,745042.0,52,198,152,217,15067724.0,94,0,60,150,7184.0
125505521.0,222,205,69,50,47235.0,75,6538275.0,52,198,77,217,5546.0,104,33,30,40,
135958350.0,72,98,14,48,50046.0,83,2623032.0,76,198,85,214,5827463.0,272,18,34,43,8051.0
137209937.0,345,21,313,244,935531.0,339,2667401.0,174,144,339,281,46936.0,347,133,57,150,44962.0
141905416.0,319,83,122,105,54374.0,153,2702976.0,196,198,158,180,368856.0,360,77,57,93,12001.0
159502092.0,251,166,102,177,,125,2647567.0,52,198,130,217,,40,0,63,150,
154760598.0,232,97,158,177,59195.0,216,625143.0,98,1,213,86,1992862.0,228,0,7,136,
240580114.0,15,119,38,10,3917110.0,15,828259.0,52,198,15,217,125400.0,87,0,3,150,10427.0
247367263.0,363,255,255,250,404589.0,362,3132015.0,194,198,363,292,251078.0,25,0,45,240,11489.0
123310521.0,86,195,83,64,935411.0,98,2715572.0,110,133,101,150,47108.0,353,57,57,150,44853.0
134241609.0,103,239,233,177,1382494.0,333,293397.0,45,81,332,130,460613.0,196,0,29,213,
240580114.0,15,119,38,10,3917110.0,15,828259.0,52,198,15,217,125400.0,87,0,3,150,10427.0
240580114.0,15,119,38,10,3917110.0,15,828259.0,52,198,15,217,125400.0,87,0,3,150,10427.0
309836403.0,282,205,313,177,2200771.0,273,7670537.0,52,198,272,217,,192,0,63,150,
146565993.0,3,77,26,129,53937.0,0,3183560.0,236,191,0,240,1308451.0,273,0,30,0,10867.0
123708243.0,108,76,107,177,34914.0,128,658225.0,34,11,135,169,675747.0,126,20,20,70,118805.0
158302667.0,321,270,313,269,54412.0,168,2699050.0,202,198,171,190,203686.0,372,85,57,105,12002.0
124562170.0,335,266,285,258,1319978.0,279,6418542.0,52,188,274,217,1223894.0,157,0,17,173,96857.0
134334037.0,352,180,311,127,60199.0,347,690791.0,90,83,347,196,41167335.0,198,160,62,227,8860.0
7.162060333551401e+18,149,205,313,177,1754513.0,130,700708.0,52,198,137,30,,251,0,62,150,47059.0
131280745.0,251,11,119,177,1381350.0,149,281184.0,35,45,155,217,936425.0,136,0,29,90,
154918693.0,361,106,253,256,959462.0,359,2665451.0,180,29,360,290,35076.0,322,139,57,237,44991.0
146785329.0,248,150,171,2,61320.0,232,5128638.0,14,0,231,89,20201249.0,156,0,64,150,48.0
133320235.0,251,205,313,188,11205889.0,298,,52,70,294,217,,151,0,21,188,
148933771.0,14,275,37,89,1686649.0,60,2661739.0,52,56,14,307,55234.0,69,0,58,8,12660.0
129169463.0,262,164,178,180,935516.0,241,2687698.0,154,160,240,222,58200.0,388,108,57,156,49485.0
122530980.0,175,267,52,177,62422.0,39,2950159.0,6,24,41,65,3755251.0,18,6,22,24,12872.0
146592782.0,251,293,75,177,79747.0,88,2780188.0,52,198,91,318,14476.0,83,0,5,47,14866.0
251380480.0,173,283,199,177,41485.0,285,3169070.0,229,198,280,242,2748109.0,172,34,30,179,9087.0
152446549.0,375,205,269,272,2679796.0,379,2634551.0,52,198,380,217,122746.0,55,0,63,150,
168830626.0,285,32,302,162,60189.0,287,2017370.0,88,74,282,54,146804372.0,171,13,50,180,7161.0
143678804.0,358,184,250,88,37355.0,356,830709.0,52,198,356,289,1704607.0,114,0,20,157,30121.0
2.6151533692102767e+19,344,68,237,243,935682.0,338,2667872.0,173,198,338,280,11387.0,384,132,57,220,45013.0
153614651.0,130,101,123,105,935495.0,154,2702977.0,128,149,159,181,146161.0,363,78,57,150,44871.0
132441531.0,53,154,9,22,270056.0,67,1814991.0,57,51,252,215,1443497378.0,220,29,46,101,6903.0
312565158.0,38,191,49,241,912940.0,34,1816670.0,216,46,36,217,21893095.0,31,2,46,20,6907.0
155855229.0,85,136,25,186,1059668.0,239,3144096.0,86,72,238,91,5550203.0,158,40,45,152,7016.0
127786184.0,55,325,64,177,3227127.0,57,5913490.0,218,198,59,217,1306784.0,65,0,12,36,132936.0
159473236.0,314,243,313,107,54413.0,45,2721357.0,52,198,47,18,157973.0,275,48,57,150,11997.0
149000372.0,11,247,33,3,157062.0,9,2507475.0,52,198,9,217,2988145.0,252,0,1,150,12941.0
128544491.0,73,64,16,37,21335.0,132,719819.0,77,63,138,76,9599744.0,123,10,24,229,7399.0
150206771.0,78,132,77,177,1724976.0,91,660230.0,52,195,94,135,1771.0,75,0,20,50,
139580324.0,116,332,113,95,935519.0,138,2707396.0,125,111,144,176,52241.0,339,74,57,80,44939.0
157261473.0,234,109,162,163,935668.0,221,2690959.0,148,8,219,210,43728.0,145,101,57,150,44928.0
138140762.0,246,308,170,230,2316593.0,231,2155400.0,55,48,230,47,8093815.0,159,0,4,147,6825.0
315126489.0,362,331,221,249,38092.0,103,830708.0,52,198,310,291,481673.0,95,0,20,46,49282.0
137603438.0,90,14,313,68,935683.0,104,2714388.0,113,167,106,153,15668.0,386,60,57,56,44966.0
259327743.0,339,295,231,233,398919.0,330,2676174.0,192,181,329,275,102519.0,321,129,57,209,44982.0
240580114.0,15,119,38,10,3917110.0,15,828259.0,52,198,15,217,125400.0,87,0,3,150,10427.0
152670138.0,57,238,313,11,,234,448501.0,52,198,67,217,,167,0,18,150,10534.0
143075287.0,141,280,235,23,1687730.0,62,2658370.0,52,198,334,314,353343.0,281,0,58,215,12672.0
156148995.0,276,22,187,235,1701741.0,251,830704.0,52,198,253,233,523598.0,97,0,20,26,30125.0
189116956.0,100,172,94,24,51477.0,115,2921044.0,5,65,118,74,84358845.0,113,22,22,225,7207.0
2.702151535365703e+21,157,205,313,125,935537.0,171,2698680.0,135,131,174,193,8643.0,397,88,57,108,45041.0
123166312.0,146,205,313,111,1067534.0,159,598318.0,52,90,400,186,305120.0,399,0,37,150,
1.7515153535450287e+20,356,206,313,282,935488.0,354,2666201.0,179,126,354,288,9263.0,373,138,57,232,44895.0
144231507.0,270,43,182,242,68841.0,245,6093943.0,56,38,246,92,14223942.0,162,0,12,161,6883.0
134848652.0,35,205,90,70,62726.0,180,2922531.0,52,198,112,113,78782.0,63,0,22,150,98408.0
160384050.0,325,75,230,180,54386.0,329,2676207.0,52,39,328,274,301944.0,385,128,57,208,13236.0
2.914609520760037e+19,0,13,190,177,439840.0,258,3067696.0,39,175,257,93,1357326.0,169,17,16,167,12806.0
208036063.0,132,186,145,177,86708.0,194,2772400.0,214,198,192,1,210165.0,232,0,5,120,14916.0
148933771.0,14,275,37,89,1686649.0,60,2661739.0,52,56,14,307,55234.0,69,0,58,8,12660.0
2.9701510021063303e+21,44,252,313,29,935478.0,44,2721533.0,102,107,46,9,15968.0,341,47,57,27,44935.0
128997733.0,155,258,313,123,935494.0,169,2698753.0,133,137,172,191,22516.0,380,86,57,106,44916.0
140845635.0,60,138,68,177,91738.0,71,3024266.0,31,198,72,15,88870.0,140,0,21,150,
159367111.0,128,60,306,240,382313.0,147,1861060.0,80,85,154,184,125440000.0,118,19,31,87,6737.0
315126489.0,362,331,221,249,38092.0,103,830708.0,52,198,310,291,481673.0,95,0,20,46,49282.0
150138597.0,46,322,55,33,307850.0,47,2720382.0,104,198,49,20,51735.0,311,50,57,150,44830.0
141892465.0,284,152,198,198,57963.0,284,3451189.0,205,197,279,25,16718956.0,49,0,10,177,13333.0
131375943.0,47,224,56,34,935544.0,48,2720496.0,105,198,50,21,114592.0,187,51,57,150,45051.0
251380480.0,173,283,199,177,41485.0,285,3169070.0,229,198,280,242,2748109.0,172,34,30,179,9087.0
129596431.0,383,204,297,281,398037.0,393,2685981.0,191,3,395,326,49282.0,323,158,57,260,49489.0
242112864.0,144,205,313,98,78251.0,42,2775219.0,52,198,149,217,179318.0,178,0,5,150,14953.0
124562170.0,335,266,285,258,1319978.0,279,6418542.0,52,188,274,217,1223894.0,157,0,17,173,96857.0
158263965.0,281,73,307,208,4422604.0,271,4566966.0,16,42,270,102,3285874.0,165,36,64,170,6848.0
123201603.0,360,91,252,40,1322825.0,358,3666313.0,19,198,359,146,4532152.0,98,0,13,150,12745.0
158430860.0,107,44,106,87,935560.0,127,2706766.0,119,179,134,75,151306.0,124,68,57,150,44940.0
144869371.0,192,306,22,166,1867188.0,205,1821275.0,0,198,203,239,682100.0,146,0,46,126,10301.0
150028026.0,349,111,134,177,421866.0,173,703448.0,52,198,176,31,2952301.0,105,159,62,110,12384.0
172332373.0,21,205,313,175,1670977.0,234,2990439.0,52,198,400,217,530694.0,208,0,21,150,
316431278.0,168,205,313,177,9823701.0,70,4020095.0,52,198,70,217,0.0,59,41,21,150,10320.0
244983681.0,348,276,304,5,174737.0,344,298795.0,64,87,344,131,85372377.0,73,0,60,224,7183.0
153542768.0,342,188,242,98,52343.0,345,2763586.0,17,23,345,3,757634.0,9,0,5,217,10469.0
146732058.0,355,248,248,254,305455.0,353,2666219.0,178,182,353,287,245329.0,116,0,57,150,44997.0
152431104.0,229,282,193,177,3986722.0,270,3521081.0,52,198,269,141,1434062.0,29,0,40,169,
129162420.0,298,324,211,216,935508.0,302,2678205.0,161,139,299,256,18654.0,334,115,57,192,45078.0
150169475.0,251,175,313,239,,336,2527087.0,52,198,336,217,207367.0,182,0,42,150,36374.0
240580114.0,15,119,38,10,3917110.0,15,828259.0,52,198,15,217,125400.0,87,0,3,150,10427.0
147741754.0,238,212,270,172,324389.0,380,6544261.0,233,198,381,100,114887.0,7,0,43,150,
140828452.0,220,205,313,257,1404291.0,361,726048.0,52,198,362,328,344775.0,243,0,11,150,20054.0
131343889.0,296,210,313,213,349008.0,268,2510910.0,52,198,267,145,1947852.0,3,0,56,190,30004.0
155934955.0,61,103,277,51,349016.0,261,2519239.0,52,198,260,235,785240.0,2,0,56,42,30000.0
130825241.0,159,167,66,117,52345.0,65,2774686.0,198,91,64,182,561293.0,48,0,5,111,10464.0
234141824.0,350,190,312,236,196240.0,357,1512440.0,91,176,357,132,34915100.0,199,0,65,233,7352.0
137211501.0,332,286,292,283,54222.0,388,2686655.0,52,198,390,322,308116.0,378,153,57,257,9354.0
151369888.0,256,205,209,214,62437.0,165,3221123.0,52,198,296,112,278210.0,32,0,22,150,98571.0
124831077.0,23,205,313,158,2404870.0,68,7839805.0,23,190,69,46,149615.0,89,0,4,150,
131505168.0,288,163,202,204,398918.0,291,2680623.0,159,140,286,246,17451.0,324,113,57,183,44980.0
138375072.0,187,205,105,86,62416.0,181,3221014.0,52,170,133,114,92079.0,13,0,22,150,98522.0
125497514.0,329,211,262,94,52827.0,372,2664292.0,208,198,373,299,242148.0,279,146,57,246,12028.0
133764418.0,62,205,313,1,1258650.0,5,2508807.0,52,198,5,217,399714.0,135,0,1,150,12939.0
127030001.0,205,205,313,84,2605269.0,82,5860541.0,52,198,84,217,1619.0,280,0,64,150,2774.0
134334037.0,352,180,311,127,60199.0,347,690791.0,90,83,347,196,41167335.0,198,160,62,227,8860.0
158300220.0,138,334,222,177,1684175.0,313,7287245.0,52,198,311,29,4994.0,66,0,58,184,
312803128.0,177,205,245,165,2145274.0,350,2861322.0,52,198,350,116,4588944.0,35,0,22,158,
154758959.0,174,102,44,227,62611.0,28,2953481.0,48,99,29,161,11069533.0,255,0,22,17,12870.0
128017749.0,312,63,313,177,55966.0,131,2630086.0,52,198,322,33,2450.0,399,0,25,72,
144231507.0,270,43,182,242,68841.0,245,6093943.0,56,38,246,92,14223942.0,162,0,12,161,6883.0
136237329.0,251,285,313,30,1675660.0,223,3239103.0,52,198,221,67,7984.0,292,0,53,150,44631.0
261909586.0,25,320,273,42,2354197.0,23,2177478.0,3,198,24,52,453558.0,306,0,4,16,12986.0
155864429.0,193,202,154,148,5326784.0,206,6359304.0,38,37,204,140,3332035.0,152,0,56,127,
159473236.0,314,243,313,107,54413.0,45,2721357.0,52,198,47,18,157973.0,275,48,57,150,11997.0
4.05314899764156e+21,384,259,298,211,406060.0,394,3143188.0,195,198,396,327,297520.0,26,0,45,262,11477.0
7.475148997656461e+21,201,253,313,48,2192363.0,175,2618424.0,52,97,75,71,633021.0,108,0,17,150,98689.0
159473236.0,314,243,313,107,54413.0,45,2721357.0,52,198,47,18,157973.0,275,48,57,150,11997.0
159464280.0,330,307,265,268,54221.0,375,2664179.0,52,198,376,302,280813.0,295,149,57,249,12029.0
154830608.0,84,148,19,202,367988.0,148,3042142.0,1,4,30,42,105500.0,119,0,32,89,10296.0
152381929.0,318,38,120,285,52826.0,151,2703330.0,200,198,156,178,132572.0,356,0,57,91,12000.0
151457767.0,331,201,266,74,54367.0,376,3337386.0,52,198,377,303,1767016.0,302,150,57,250,13234.0
138537749.0,368,235,258,265,935453.0,368,2665170.0,183,124,369,295,40012.0,338,142,57,150,45092.0
137211501.0,332,286,292,283,54222.0,388,2686655.0,52,198,390,322,308116.0,378,153,57,257,9354.0
