Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Genomic_Start_Position,Strand_Orientation
0,0,1138,5,2,0
1,0,8253,105,6340,1
1,0,1189025,191,1186812,0
1,0,496899,104,495853,0
0,0,15153,209,12949,1
0,0,1039862,78,1037046,0
0,0,20107,70,17801,1
1,0,799420,225,796943,0
0,0,391932,8,389746,1
0,0,3932,166,1401,0
0,0,915393,64,914149,0
0,0,244454,162,243822,0
0,0,394758,20,393970,0
0,0,574603,173,572120,0
1,0,4883,43,2628,1
1,0,252998,135,250869,0
0,0,2976,168,781,0
0,0,1159648,147,1157084,0
0,0,7454,54,5259,1
1,0,654471,77,652312,1
0,0,2907,37,667,0
0,0,4593,1,2230,1
0,0,1705791,91,1703299,1
1,0,598394,172,596190,0
0,0,2152,10,38,0
0,0,507624,194,505363,0
1,0,459000,177,456733,0
1,0,123424,232,121439,0
1,0,805063,182,803291,0
0,0,3147,44,535,1
0,0,7548,56,5362,0
0,0,11573,112,9210,0
0,0,81116,4,80040,1
0,0,703891,74,701787,0
0,0,351915,203,350539,1
0,0,6111,23,4843,1
1,0,299939,227,297915,1
0,0,115059,164,112891,1
0,0,1036,15,2,1
1,0,763015,85,760970,0
1,0,547726,138,545198,0
0,0,19404,202,17227,0
0,0,53099,223,50910,1
0,0,2191081,90,2188577,1
1,0,52834,186,50840,0
1,0,13918,125,11750,1
1,0,18062,137,16122,1
1,0,62927,153,60651,1
1,0,34512,93,32440,1
0,0,5683,58,3845,0
1,0,1835456,208,1833030,0
0,0,711734,32,710958,0
0,0,482055,115,479794,0
1,0,89110,210,86993,1
0,0,92121,143,90979,1
0,0,7735,188,5258,1
0,0,2352753,134,2351474,0
1,0,5117,217,2943,0
0,0,120751,189,119534,1
0,0,9642,212,7252,0
0,0,28514,113,26043,0
0,0,1699,88,101,1
1,0,3774,18,1570,0
1,0,468090,41,465892,0
0,0,3637,167,1680,1
1,0,619207,206,617003,0
0,0,369971,62,367785,0
1,0,10067,28,8418,1
1,0,1108,165,1,0
0,0,3468,72,1171,0
0,0,1009265,79,1006986,0
0,0,560608,183,558551,0
0,0,28523,83,26538,1
0,0,2650,25,386,1
0,0,6868,187,4559,1
0,0,50074,192,47909,1
0,0,487691,31,485538,0
1,0,17178,110,14941,1
0,0,669010,136,666635,0
0,0,2335,174,101,1
0,0,798,170,1,1
1,0,1167843,148,1165567,0
0,0,140815,228,140096,1
1,0,18493,48,16673,1
0,0,5471,141,3207,1
0,0,5333,21,3093,1
0,0,59387,96,57738,1
0,0,477141,201,476586,0
0,0,5583,101,3223,0
1,0,20192,205,18165,1
1,0,636865,81,634829,0
0,0,180595,122,178343,0
0,0,827,14,3,0
1,0,122003,229,119982,1
0,0,16433,196,14709,1
1,0,35613,198,33460,1
1,0,16106,75,14127,0
0,0,194620,128,192110,0
0,0,85349,67,84366,1
0,0,303473,216,301437,1
0,0,49973,26,48072,1
0,0,7225,108,4853,0
0,0,3201,61,2560,1
0,0,17152,140,14774,1
0,0,43304,161,40902,1
0,0,52112,106,49749,1
0,0,316113,226,313945,1
0,0,3704,22,1446,1
1,0,12933,116,10912,1
1,0,60946,150,58898,1
1,0,1287,19,1,0
0,0,3133,53,824,1
0,0,23314,236,21104,0
0,0,763294,179,761027,0
1,0,411395,38,410220,0
0,0,66424,233,64094,1
1,0,469090,35,466913,0
0,0,4184,235,1923,1
0,0,68193,151,66007,1
0,0,315631,215,313523,1
1,0,480279,207,478171,0
1,0,609383,80,607077,0
0,0,377705,100,375522,0
0,0,400277,27,398004,0
0,0,702444,213,701878,0
1,0,369509,63,367296,1
0,0,5540,45,3963,1
0,0,526037,40,525222,0
0,0,57522,129,55348,1
1,0,28472,221,26358,1
1,0,3258,211,754,1
1,0,961848,157,959689,0
1,0,16197,181,13717,1
0,0,1669,49,2,1
1,0,399311,94,397290,0
0,0,646569,185,644707,0
1,0,27218,69,24993,1
0,0,2152465,193,2150273,0
1,0,5726,0,3723,0
1,0,1909430,133,1907460,1
0,0,1835184,68,1832923,0
0,0,27070,144,24536,1
0,0,311650,214,309482,1
0,0,6765,195,4204,1
0,2,1518,60,1,1
1,0,477984,154,475453,0
1,0,19107,107,16912,1
1,0,2336,152,3,1
1,0,468765,86,466540,0
0,0,4334,98,1968,1
0,0,71096,142,68619,1
0,0,909502,76,907241,0
1,0,1116077,156,1113876,0
1,0,731499,33,729406,0
0,0,7491,130,5182,1
0,0,1333,16,3,0
0,0,14203,59,11819,1
0,0,1475,2,3,0
0,0,471716,220,470270,0
0,0,2123600,89,2121408,0
1,0,669243,190,667156,0
0,0,18709,36,16532,1
0,0,6479,139,5838,1
0,0,668634,160,666520,0
