Country,MuseumDigitalPlaceId,OfficialWebsite,TimeZone,ElevationMeters,Latitude,CommonsCategory,GeoNamesId,LicensePlateCode,ArchInformLocationId,Longitude,WhosOnFirstId,WorldCatIdentitiesIdSuperseded,MainCategory,LocatorMapImage,MunicipalityKey,OpenStreetMapRelationId,PostalCode,GndId,DeweyDecimalClassification,ViafId,FactGridItemId,CoatOfArmsImage,FreebaseId
1,2269.0,590,4,170.0,48.3391666667,364,6559326.0,140,4324.0,7.8722222222,101763057.0,193,394,432,8317065.0,453002.0,77933.0,202,116,247974858.0,99,177,466
1,,758,4,74.0,52.75,705,7602590.0,13,,13.7166666667,1125280321.0,0,681,725,12060250.0,1318358.0,16230.0,782,195,,0,350,276
1,8875.0,281,4,200.0,48.9666666667,693,6557964.0,114,,9.2833333333,101827573.0,179,668,715,8118070.0,405287.0,71711.0,430,133,143487148.0,532,293,674
1,35906.0,225,4,4.0,54.4,87,6548407.0,140,5907.0,13.6,101817535.0,99,95,145,13073011.0,1513785.0,18609.0,548,20,144112937.0,170,90,746
1,2380.0,395,4,86.0,51.5166666667,44,6550597.0,140,,13.4,101822429.0,0,49,43,12062024.0,1328907.0,4924.0,408,1,244567983.0,137,39,675
1,13.0,278,4,267.0,51.8666666667,310,6551247.0,100,,10.6833333333,101820963.0,17,348,366,15085190.0,,38871.0,396,24,147974918.0,79,52,519
1,,371,4,112.0,51.7,192,6559232.0,46,,13.4666666667,1125381297.0,0,212,240,12062134.0,1303813.0,4936.0,782,195,,0,350,292
1,,0,4,223.0,49.7911,528,,140,,8.67694,,0,790,542,,,64367.0,415,195,,66,680,795
1,6918.0,276,4,199.0,50.4366666667,120,2940512.0,59,11466.0,8.6622222222,101812193.0,72,130,181,6440005.0,385683.0,35510.0,89,90,133696706.0,197,102,623
1,3655.0,35,4,286.0,51.3777777778,35,2955421.0,103,10985.0,9.0166666667,101810091.0,414,39,34,6635002.0,162356.0,34454.0,44,75,240307737.0,87,77,447
1,18662.0,731,4,360.0,50.9333333333,676,6550815.0,75,4699.0,14.6166666667,101841121.0,511,646,699,14626530.0,418708.0,2782.0,546,32,248677519.0,517,285,752
1,,20,3,,51.9102222222,19,,140,,14.1204166667,,331,790,17,,1388880.0,,3,195,128802602.0,0,350,340
1,5875.0,178,3,426.0,49.15,437,3220784.0,170,2604.0,9.91,1125375217.0,231,636,82,,62582.0,,292,137,146684921.0,0,203,133
1,6028.0,175,3,236.0,48.8,429,3220725.0,17,2573.0,8.27,1125375077.0,71,555,76,,62388.0,,261,120,137211314.0,0,523,112
1,,121,4,87.0,52.2053666667,276,6552482.0,88,,9.9599694444,1175611385.0,213,305,321,3254020.0,69785.0,31177.0,470,195,154847894.0,303,141,594
1,,0,4,209.0,49.8042,771,,140,,8.70667,,0,790,542,,,64367.0,30,195,,67,318,795
1,79538.0,569,4,139.0,51.4222222222,314,6548739.0,180,,12.5625,101847929.0,494,352,370,14730140.0,445964.0,4838.0,770,195,247451428.0,332,475,365
1,2631.0,442,3,124.0,51.15,116,3302156.0,21,4318.0,11.8666666667,1125376049.0,341,126,661,,62639.0,,626,25,138056138.0,0,401,341
1,88793.0,784,4,488.0,50.8666666667,777,7602577.0,62,,13.4166666667,101823443.0,0,749,788,14522590.0,416500.0,9600.0,733,195,,585,350,375
1,6524.0,571,4,267.0,49.5,403,2894002.0,107,2468.0,7.67,1125363365.0,394,357,619,,62451.0,,185,105,238341671.0,0,191,107
1,4845.0,630,4,52.0,51.867874,479,7602566.0,147,9021.0,13.968828,101820865.0,0,430,491,12066196.0,1322898.0,3222.0,473,2,153711702.0,55,542,510
1,5666.0,151,3,193.0,51.6666666667,341,3231882.0,99,2461.0,9.25,1125328619.0,148,343,553,,62524.0,,173,175,124972676.0,0,166,69
1,4729.0,793,3,45.0,52.3166666667,798,6547577.0,116,5372.0,13.6333333333,101841431.0,13,769,802,12061540.0,55776.0,15745.0,647,5,133899696.0,58,649,699
1,18196.0,9,4,483.0,48.6305555556,11,6555393.0,14,11784.0,8.995,1125369341.0,212,12,11,8115002.0,722061.0,71155.0,680,130,243854594.0,117,74,191
1,13485.0,244,4,279.0,48.8855555556,624,6555504.0,202,,9.5280555556,101762003.0,332,590,633,8119061.0,401647.0,73635.0,622,195,129468780.0,480,590,671
1,,415,4,309.0,50.8888888889,77,7602578.0,75,,14.7416666667,101823485.0,0,86,137,14626050.0,418121.0,2763.0,29,195,170251373.0,162,350,378
1,13969.0,425,4,411.0,50.8994,93,8658975.0,62,,13.4333,,360,101,151,14522035.0,416498.0,9627.0,32,195,225440970.0,177,390,782
1,6667.0,565,3,319.0,49.27,301,3220748.0,111,5677.0,9.62,1125375145.0,129,338,71,,62394.0,,177,135,133722983.0,0,469,116
1,,534,4,485.0,49.8697222222,263,6556760.0,28,,11.5625,1125272791.0,0,288,309,9472146.0,1070979.0,95473.0,532,195,316648576.0,295,706,247
1,6308.0,184,3,196.0,51.17,735,6547389.0,187,9259.0,10.5,1125277049.0,9,715,741,,62424.0,,633,41,139210242.0,0,628,62
1,1569.0,340,4,152.0,51.1555555556,239,6550854.0,112,46201.0,12.2805555556,101822927.0,0,262,285,14729170.0,420242.0,4539.0,150,28,123598141.0,277,450,730
1,18002.0,263,4,276.0,48.8713888889,656,6555505.0,202,,9.3530555556,101762023.0,407,624,681,8119068.0,401696.0,71409.0,293,195,239446245.0,508,717,222
1,38342.0,33,4,360.0,50.5965271,28,12032327.0,50,49868.0,12.685015,,0,30,28,14521035.0,9301683.0,8280.0,20,195,4.4221560756242534e+21,0,714,358
1,13599.0,140,4,270.0,48.8066666667,322,2891531.0,202,202.0,9.3216666667,101762009.0,300,364,387,8119093.0,401693.0,71394.0,402,195,158448661.0,338,476,648
1,84917.0,47,4,340.0,51.0166666667,63,6557832.0,103,,8.65,101839489.0,314,69,92,6635004.0,443589.0,35088.0,373,75,142266549.0,152,379,499
1,71279.0,441,4,196.0,48.6933333333,126,6555625.0,157,15736.0,8.1786111111,101874341.0,208,137,187,8216008.0,1188924.0,77830.0,569,120,157179468.0,193,103,214
1,217.0,334,4,112.0,50.1105555556,196,2925533.0,58,315.0,8.6822222222,85796795.0,0,217,354,6412000.0,62400.0,,128,89,151720959.0,11,429,403
1,2120.0,345,4,291.0,48.6266666667,539,2861632.0,140,4371.0,9.3352777778,101826701.0,0,499,568,8116049.0,2795565.0,72622.0,239,129,158307775.0,56,235,162
1,3963.0,761,4,183.0,49.6225,711,6558016.0,179,5670.0,9.6627777778,101813089.0,118,688,731,8128115.0,401806.0,97941.0,318,136,146603936.0,544,623,517
1,5002.0,200,4,65.0,51.85,475,6550593.0,140,14451.0,13.7166666667,101821195.0,375,424,487,12061320.0,1389443.0,15926.0,210,5,235903830.0,100,541,537
1,6240.0,671,4,436.0,48.8666666667,556,2856827.0,1,2551.0,10.1,1125421777.0,199,523,55,,62708.0,,250,138,139260996.0,0,247,129
1,,233,4,550.0,51.295,799,2808544.0,103,,8.6080555556,101810125.0,25,770,803,6635022.0,198593.0,34508.0,354,195,144225120.0,599,45,563
1,8846.0,330,4,55.0,52.9,131,2940119.0,13,331.0,13.8666666667,101819989.0,323,143,189,12060045.0,1318330.0,16230.0,93,195,122443251.0,200,350,275
1,36046.0,367,4,117.0,51.6,465,6551172.0,46,,13.7666666667,101847931.0,0,412,447,12062293.0,1322949.0,3238.0,17,195,4.455147553274854e+21,0,350,294
1,74827.0,57,4,236.0,50.5175,105,2945073.0,115,11436.0,8.3888888889,101810905.0,263,114,415,6532003.0,215982.0,35619.0,81,85,127979360.0,183,393,670
1,28845.0,754,4,260.0,50.7666666667,698,2826595.0,4,11519.0,6.2333333333,101748619.0,173,674,720,5334032.0,157996.0,52222.0,312,152,248486002.0,536,295,511
1,,496,4,485.0,48.6963888889,216,2922136.0,36,,8.8302777778,101761859.0,286,238,261,8235029.0,933499.0,75391.0,453,195,139715587.0,255,126,188
1,6743.0,582,3,143.0,51.25,343,3247430.0,122,2519.0,7.0,1125273671.0,433,448,555,,62423.0,,222,161,242078845.0,0,168,60
1,,114,4,210.0,49.6,255,6558013.0,179,13793.0,9.75,101813093.0,462,278,301,8128047.0,319197.0,97947.0,152,136,244524263.0,290,134,733
1,,0,3,,49.9782,622,,140,,9.41854,,0,790,631,9671457.0,534766.0,,782,195,,0,350,795
1,,122,4,500.0,49.5958333333,278,6556886.0,113,,11.5238888889,101855591.0,0,307,323,9574129.0,966155.0,91235.0,378,195,236821257.0,305,462,257
1,4.0,232,4,123.0,51.7916666667,577,6551148.0,140,448.0,11.1472222222,101820903.0,149,548,598,15085235.0,153832.0,6484.0,258,24,131386261.0,45,53,495
1,75373.0,744,4,422.0,50.6213888889,478,6550788.0,50,,12.7316666667,101824625.0,0,429,490,14521370.0,401871.0,8294.0,452,36,315184218.0,384,539,678
1,,226,4,336.0,49.5166666667,558,6556891.0,113,,11.3497222222,101826845.0,140,525,582,9574146.0,966161.0,91242.0,251,195,133724995.0,440,248,262
1,5659.0,157,3,137.0,51.58,348,3221124.0,174,2.0,8.25,1125362433.0,0,655,566,,62440.0,,303,173,6.661499194245066e+20,0,173,49
1,3627.0,703,4,89.0,49.913056,612,2847618.0,140,2897.0,7.449721999999999,85682491.0,75,576,463,,62341.0,,271,101,123162663.0,0,24,501
1,80914.0,250,4,160.0,49.9241694444,639,2841039.0,38,14724.0,9.0094388889,101813401.0,245,606,666,6432021.0,452388.0,64850.0,568,195,152565908.0,488,273,349
1,6529.0,68,4,508.0,48.83,383,2936260.0,42,2384.0,10.67,1125344305.0,30,171,98,,62389.0,,381,73,158261485.0,0,186,137
1,,113,4,311.0,49.6647222222,247,6555563.0,179,14589.0,9.7347222222,101813905.0,373,270,293,8128045.0,319196.0,97950.0,531,195,235605938.0,284,132,484
1,13446.0,211,4,680.0,48.2466666667,521,6556088.0,173,13717.0,9.1827777778,101764223.0,0,480,383,8437082.0,2805404.0,72419.0,418,195,240364365.0,413,560,235
1,96681.0,0,3,181.0,50.065,794,2925307.0,140,,8.1538888889,101855589.0,0,765,248,,5408630.0,65201.0,694,195,125333370.0,0,336,170
1,57836.0,277,4,420.0,51.112,272,2911514.0,96,13082.0,8.6216,101810141.0,160,297,316,5958020.0,157388.0,59969.0,157,172,132570284.0,301,139,572
1,509.0,439,4,135.0,49.1333333333,111,6558034.0,102,155.0,8.6,101826709.0,100,121,173,8215009.0,659820.0,76646.0,85,122,141027595.0,8,100,449
1,368.0,426,4,94.0,51.4833333333,94,3221109.0,24,364.0,7.2166666667,101748707.0,0,102,546,5911000.0,62644.0,,69,167,243390212.0,33,92,39
1,81216.0,111,4,37.0,52.95,243,2916611.0,145,12286.0,8.2666666667,101808015.0,184,266,289,3458007.0,1186883.0,26197.0,151,195,138440923.0,280,454,467
1,13596.0,386,4,206.0,49.5,46,6558009.0,140,5669.0,9.7666666667,101839879.0,123,51,45,8128007.0,402687.0,97980.0,217,136,158303795.0,139,372,476
1,279.0,520,4,266.0,50.8233333333,227,6550747.0,140,9972.0,12.5444444444,101841231.0,0,250,275,14524080.0,417028.0,8371.0,511,37,139668441.0,77,339,561
1,6496.0,672,4,53.0,52.9666666667,426,3249087.0,110,3271.0,12.6666666667,1125375947.0,459,524,164,,62574.0,,613,10,244265802.0,0,671,20
1,9528.0,366,4,45.0,53.6333333333,150,6548345.0,150,15238.0,12.0666666667,101847977.0,0,166,204,13076032.0,449907.0,19399.0,681,195,243181768.0,212,114,419
1,77303.0,552,3,57.0,52.3986,743,11808381.0,140,46334.0,9.74917,,0,722,756,,80152.0,,5,195,122988534.0,0,350,783
1,2631.0,442,3,124.0,51.15,116,3302156.0,21,4318.0,11.8666666667,1125376049.0,341,126,661,,62639.0,,626,25,138056138.0,0,401,341
1,8791.0,388,4,146.0,50.9166666667,50,6550817.0,152,11770.0,14.15,101841275.0,237,55,48,14628030.0,534534.0,,432,34,130292195.0,143,657,463
1,,420,3,,51.42,589,2934245.0,140,,6.67,,133,181,565,,63306.0,,111,158,140751981.0,0,23,59
1,6041.0,613,3,,50.9,442,,43,8945.0,13.8333333333,,18,682,657,,62485.0,,747,34,242333665.0,0,525,460
1,37436.0,394,4,202.0,50.2,41,6558372.0,106,215.0,10.0666666667,101812049.0,81,45,40,9672114.0,383698.0,97688.0,191,58,153616607.0,134,694,474
1,81285.0,667,4,321.0,51.0583333333,553,6548684.0,75,,14.5022222222,101822351.0,457,519,580,14626410.0,1310861.0,2736.0,571,195,244262047.0,437,245,356
1,67886.0,207,4,210.0,49.8249722222,510,3272969.0,38,10844.0,8.7021944444,101846219.0,0,469,522,6432014.0,452413.0,64367.0,225,94,,41,558,654
1,6278.0,234,4,55.0,52.42,595,3221033.0,79,2443.0,9.72,1125329335.0,476,301,476,,62764.0,,720,187,245858555.0,0,663,6
1,36424.0,39,4,140.0,51.7833333333,45,2953405.0,149,10978.0,8.8166666667,101839501.0,0,50,44,5774008.0,148066.0,33175.0,471,174,168175275.0,138,9,566
1,64253.0,265,4,99.0,51.4773,660,6550631.0,147,,13.855644,101822443.0,441,628,685,12066296.0,1314222.0,1987.0,472,2,242589439.0,511,604,751
1,6750.0,407,3,,52.5333333333,486,3336296.0,140,43209.0,13.5833333333,,0,439,128,,164712.0,12619.0,708,15,146332072.0,0,29,157
1,2180.0,393,4,327.0,48.5377777778,57,2953481.0,140,2695.0,9.0411111111,85682567.0,42,63,451,,62611.0,,53,107,154758959.0,0,340,780
1,6909.0,272,4,760.0,48.4527777778,688,6555935.0,162,,9.3430555556,101762913.0,0,662,708,8415093.0,2773184.0,72813.0,650,195,,527,614,225
1,1644.0,274,4,55.0,52.6666666667,90,6550939.0,169,,11.55,101819973.0,404,98,148,15090070.0,1284743.0,39579.0,662,22,239181262.0,173,57,24
1,6452.0,695,3,308.0,50.1484027778,609,3220989.0,164,4700.0,8.0732638889,1125375447.0,39,573,352,,62746.0,,269,88,133678665.0,0,582,93
1,175.0,752,4,32.0,52.6,696,6550942.0,169,9766.0,11.85,101819945.0,0,671,718,15090535.0,1284750.0,39576.0,310,22,153733292.0,61,65,127
1,7333.0,268,4,584.0,48.0866666667,679,6558200.0,173,6061.0,9.2163888889,101764189.0,110,650,385,8437104.0,2805406.0,72488.0,300,144,150116825.0,520,610,117
1,,220,4,434.0,49.695,544,6556790.0,65,,11.3494444444,101827105.0,473,506,573,9474156.0,1080524.0,91286.0,456,195,245685794.0,429,239,249
1,,776,4,440.0,48.5888888889,766,2815115.0,162,11920.0,9.1811111111,101762943.0,243,737,779,8415087.0,2778322.0,72141.0,503,195,157224217.0,576,315,226
1,8016.0,768,4,84.0,51.55,734,6550605.0,46,,13.35,101820855.0,327,714,751,12062500.0,1303774.0,4924.0,0,1,124110568.0,561,627,758
1,,242,4,850.0,48.0,590,2925180.0,140,,8.33,,141,221,77,,2106112.0,,35,108,124369919.0,0,350,73
1,8570.0,486,4,650.0,50.8019444444,200,6550756.0,62,11531.0,13.5380555556,101823413.0,0,219,247,14522170.0,416543.0,9623.0,129,35,,245,337,722
1,,3,4,209.0,51.0638888889,355,6548565.0,62,,12.7536111111,101821849.0,0,385,406,14522280.0,414700.0,9306.0,725,195,123889077.0,350,350,380
1,13910.0,98,4,595.0,48.1483333333,740,6556033.0,15,,9.6130555556,101764255.0,479,719,753,8426124.0,2802287.0,88524.0,649,195,246267039.0,562,629,186
1,,189,4,806.0,48.0427777778,454,6556087.0,173,,9.0136111111,101764201.0,378,400,381,8437072.0,2805753.0,88637.0,567,195,236073228.0,366,207,234
1,6372.0,608,4,39.0,53.9,434,8648342.0,30,3371.0,12.25,,204,588,497,,1739377.0,,637,18,127917295.0,0,201,774
1,6802.0,424,4,494.0,48.4163888889,92,3209450.0,188,45156.0,9.9188888889,101756237.0,304,100,150,8425141.0,2788221.0,89134.0,68,140,143253518.0,175,91,605
1,5613.0,668,4,168.0,48.4166666667,554,3214109.0,143,2548.0,8.0,1125421829.0,194,520,75,,62624.0,,424,116,124400843.0,0,246,128
1,9580.0,421,4,53.0,52.7666666667,86,6550584.0,13,16584.0,13.6330555556,101819975.0,488,94,144,12060024.0,1318341.0,16359.0,564,8,247342218.0,169,389,708
1,7035.0,123,4,368.0,50.08,396,2909461.0,81,3834.0,10.67,1125370101.0,31,312,101,,62520.0,,161,60,125475343.0,0,508,146
1,6194.0,598,4,645.0,48.5,388,2924895.0,61,2419.0,8.42,1125329605.0,232,226,61,,62354.0,,135,118,129111970.0,0,503,115
1,31940.0,144,4,223.0,49.6177777778,354,6555565.0,179,,9.5955555556,101845715.0,0,384,405,8128061.0,401804.0,97953.0,516,195,6.814147270568036e+21,349,482,210
1,,11,4,120.0,50.2855555556,13,6553205.0,59,15514.0,8.945,101810633.0,0,16,12,6440001.0,450108.0,63674.0,365,195,137857581.0,119,363,172
1,482.0,615,4,161.0,51.1595,456,6550847.0,62,12942.0,12.9266,101821843.0,309,403,439,14522310.0,415408.0,4703.0,451,35,143404544.0,368,534,411
1,1200.0,712,4,51.0,52.0,638,2842565.0,140,2904.0,11.7,85682519.0,126,605,465,,62607.0,,279,21,122573067.0,74,592,547
1,2560.0,718,3,12.0,54.470038,643,2838632.0,140,2912.0,9.51416,85682517.0,330,611,466,,51529.0,,284,148,128633137.0,65,275,506
1,6678.0,596,4,469.0,49.25,380,2940202.0,34,8265.0,12.67,,143,140,97,,62548.0,,92,66,153640813.0,0,184,121
1,34414.0,694,4,273.0,47.5611111111,608,6559166.0,120,13804.0,7.7916666667,101765249.0,0,572,616,8336069.0,2787853.0,79618.0,268,109,125565293.0,468,262,531
1,13051.0,529,4,350.0,50.8963888889,249,6548674.0,75,11468.0,14.6622222222,101841357.0,0,272,295,14626140.0,418124.0,2779.0,642,195,135229355.0,286,133,352
1,5703.0,612,4,116.0,51.1166666667,406,2879138.0,23,2492.0,12.5,1125363313.0,205,402,655,,62434.0,,450,28,131423591.0,0,515,459
1,13875.0,44,4,391.0,48.6883333333,53,6558076.0,36,14040.0,8.6880555556,101761825.0,333,58,51,8235084.0,1183355.0,75385.0,319,119,129663170.0,145,84,703
1,6859.0,663,4,54.0,52.7,542,6547621.0,144,,13.1,101820031.0,515,503,571,12065251.0,1310083.0,16727.0,709,195,248740419.0,427,565,308
1,,733,4,350.0,50.7333333333,678,3209932.0,115,,8.4166666667,101810927.0,338,648,428,6532019.0,215967.0,35768.0,663,195,134343327.0,519,609,694
1,307.0,266,4,34.0,52.5786111111,671,6549545.0,169,,12.0397222222,101819957.0,0,641,694,15090500.0,1284742.0,39524.0,541,22,143961378.0,501,62,267
1,6439.0,80,3,,52.5,207,3336295.0,140,43207.0,13.45,,10,228,126,,55764.0,10178.0,737,15,234812069.0,0,27,151
1,240.0,87,4,96.0,51.9666666667,305,6547418.0,100,,10.9166666667,101820961.0,0,342,362,15085185.0,394012.0,38836.0,742,195,233921103.0,327,51,607
1,,562,4,518.0,50.5719,295,2904791.0,60,,10.00297,101810815.0,216,330,356,6631012.0,454876.0,36115.0,170,195,129091960.0,317,149,351
1,79802.0,691,4,409.0,48.7661111111,605,6557938.0,14,8183.0,8.9347222222,101761879.0,166,568,614,8115041.0,722151.0,71272.0,527,130,151320770.0,467,354,632
1,,559,4,345.0,49.5,287,6556887.0,113,,11.3830555556,101826843.0,257,321,331,9574131.0,966144.0,91239.0,506,195,153076436.0,311,465,768
1,,195,4,29.0,53.8666666667,741,6547867.0,41,,13.1166666667,101908617.0,0,720,754,13071148.0,1427219.0,17111.0,782,195,,0,350,407
1,5598.0,357,3,137.0,50.3333333333,790,2809976.0,59,11072.0,8.7524305556,1125276437.0,111,761,341,,62519.0,,350,90,126689775.0,0,646,91
1,,457,4,304.0,51.46,145,3207170.0,140,10939.0,8.98,101810119.0,219,161,200,6635008.0,162250.0,34474.0,491,75,130272209.0,208,111,716
1,59161.0,326,4,444.0,49.3875,12,2958024.0,113,45532.0,11.3569444444,101826825.0,23,13,10,9574112.0,966164.0,90518.0,41,52,313409839.0,118,692,483
1,6214.0,187,4,626.0,48.08,438,3220793.0,173,2613.0,9.17,1125375285.0,120,651,83,,2806390.0,,301,144,128483535.0,0,527,134
1,67957.0,401,4,82.0,51.5736111111,68,6548783.0,180,,13.0644444444,101820801.0,512,76,119,14730030.0,534449.0,4886.0,611,195,248703645.0,155,381,392
1,,62,3,,51.869568,18,,140,,13.428617,,0,790,16,,422442.0,15936.0,782,195,155461662.0,0,350,431
1,37987.0,453,4,569.0,48.6513888889,141,6555395.0,14,,8.8227777778,101761885.0,291,157,196,8115010.0,722155.0,75392.0,610,130,237203738.0,205,109,192
1,70965.0,536,4,322.0,50.9055555556,268,6548676.0,208,,14.7,101823481.0,410,293,312,14626170.0,418126.0,2779.0,606,195,239622766.0,298,341,283
1,4031.0,783,4,482.0,48.6213888889,774,6555406.0,14,,9.0611111111,101763205.0,422,746,785,8115051.0,722148.0,71093.0,481,195,240864066.0,583,284,770
1,,657,4,331.0,49.5166666667,526,6558984.0,113,13520.0,11.3166666667,101756337.0,0,486,534,9574141.0,1017484.0,91233.0,459,52,242583897.0,417,229,260
1,14836.0,510,4,20.0,54.2,704,7602597.0,139,43982.0,13.2166666667,1125353715.0,0,680,724,13073090.0,371524.0,18519.0,771,195,243739559.0,540,350,492
1,65246.0,104,4,469.0,48.4166666667,224,6558403.0,0,11758.0,10.8666666667,101755889.0,169,246,272,9772147.0,443126.0,86368.0,371,72,127896944.0,262,704,628
1,1188.0,572,4,118.0,49.0166666667,320,2892794.0,102,157.0,8.4,101748527.0,27,359,69,8212000.0,62518.0,76229.0,187,121,241322215.0,17,159,792
1,6772.0,290,4,560.0,47.89,444,3220841.0,184,4640.0,12.58,1125273475.0,0,704,114,,2156363.0,,328,69,146613037.0,0,205,179
1,65962.0,762,4,128.0,51.38,712,6550845.0,180,8683.0,12.4936111111,101756017.0,0,689,732,14730300.0,445118.0,4425.0,665,29,156623297.0,545,624,649
1,6425.0,405,3,,52.5,128,3336294.0,140,43210.0,13.2833333333,,12,141,125,,404538.0,10585.0,711,15,156410444.0,0,14,153
1,89940.0,130,4,481.0,48.625,296,2904784.0,14,,8.97,101761867.0,452,332,357,8115022.0,722063.0,71157.0,558,195,243589861.0,318,150,195
1,6637.0,533,4,188.0,51.0,260,7602618.0,21,49122.0,12.1167,1125280677.0,0,283,306,15084207.0,2404546.0,6712.0,25,195,146143592.0,294,459,552
1,1947.0,82,4,857.0,48.0502777778,211,6558126.0,195,193.0,8.2091666667,101764131.0,136,233,257,8326017.0,1240885.0,78120.0,140,113,165456037.0,253,11,412
1,6616.0,120,4,91.0,52.08,393,3221027.0,90,2440.0,9.33,1125328613.0,87,299,479,,62766.0,,158,189,125503171.0,0,506,14
1,77913.0,331,4,400.0,49.35626,117,6556883.0,113,265.0,11.31763,101844059.0,352,127,178,9574117.0,966147.0,90559.0,497,195,154273408.0,194,700,672
1,1.0,464,3,112.0,51.05,156,2935020.0,40,458.0,13.74,101752773.0,224,173,652,14612000.0,191645.0,1067.0,109,31,146756224.0,1,334,541
1,11993.0,737,4,58.0,52.04637,62,7602464.0,182,8667.0,13.501398,101821189.0,475,68,91,12072014.0,422443.0,15837.0,684,14,245832367.0,4,378,704
