Country,MuseumDigitalPlaceId,OfficialWebsite,TimeZone,ElevationMeters,Latitude,CommonsCategory,GeoNamesId,LicensePlateCode,ArchInformLocationId,Longitude,WhosOnFirstId,WorldCatIdentitiesIdSuperseded,MainCategory,LocatorMapImage,MunicipalityKey,OpenStreetMapRelationId,PostalCode,GndId,DeweyDecimalClassification,ViafId,FactGridItemId,CoatOfArmsImage,FreebaseId
1,470.0,197,3,38.0,53.6288888889,187,2834281.0,84,337.0,11.415,101748851.0,0,168,139,13004000.0,62685.0,19053.0,89,16,143721111.0,13,99,216
1,2530.0,192,3,,49.37715,178,2842635.0,61,2901.0,6.8783777778,85682479.0,0,157,124,,62372.0,,111,51,126085634.0,0,184,157
1,6517.0,199,3,95.0,51.4736,190,7602626.0,55,,11.6897,1125280763.0,109,171,197,15087386.0,2408187.0,6317.0,198,105,236618448.0,102,25,168
1,6707.0,86,2,37.0,53.83,116,3302143.0,27,3830.0,11.17,1125376021.0,0,128,137,,1739380.0,,170,17,236544796.0,0,87,169
1,6607.0,121,3,426.0,49.33,97,3220796.0,3,3923.0,10.5,1125418081.0,66,6,25,,62609.0,,14,30,136124721.0,0,180,48
1,5869.0,148,3,,53.1333333333,29,2944387.0,34,2710.0,8.7333333333,85682561.0,0,33,114,,62718.0,,28,76,137159715.0,0,3,12
1,59301.0,194,2,93.0,52.1502777778,180,3221018.0,90,5110.0,10.3593055556,101748779.0,9,159,132,3102000.0,62659.0,38226.0,83,101,151260859.0,96,16,9
1,113.0,188,1,35.0,52.4,165,2852458.0,68,300.0,13.0666666667,101748815.0,0,143,59,12054000.0,62369.0,14467.0,73,9,155908018.0,11,91,189
1,6938.0,181,3,58.0,52.2411111111,154,6553108.0,86,,7.3688888889,1125358579.0,0,122,148,5566060.0,155792.0,48485.0,59,105,154900333.0,86,83,176
1,,123,3,365.0,49.0,170,3214105.0,61,,9.67,,1,186,19,,22041.0,,98,60,134349049.0,0,113,47
1,6516.0,150,2,298.0,48.9,43,2929889.0,71,2563.0,8.75,1125412757.0,58,49,17,,62723.0,,35,59,155479905.0,0,127,59
1,13099.0,66,3,390.0,49.08,126,3220858.0,73,2578.0,12.17,1125374431.0,68,147,31,,62565.0,,75,33,234134409.0,0,71,78
1,12043.0,28,3,50.0,53.4833333333,31,6550695.0,56,45427.0,13.3,101818669.0,84,35,63,13071021.0,1419900.0,17094.0,166,13,143405233.0,50,122,194
1,6715.0,65,3,686.0,49.0,125,3220814.0,75,2577.0,13.17,1125273423.0,102,146,32,,62709.0,,74,35,234134292.0,0,70,77
1,6677.0,164,2,9.0,54.25,89,3249075.0,74,4664.0,9.75,1125421837.0,120,148,191,,27017.0,,76,68,242537391.0,0,139,210
1,15063.0,205,3,83.0,53.1,198,6547624.0,64,16589.0,13.0333333333,101818471.0,0,183,205,12065310.0,1310089.0,16775.0,201,105,242362168.0,107,116,87
1,5070.0,108,3,729.0,47.5666666667,68,2896261.0,62,12007.0,10.2166666667,101765173.0,41,86,95,9780124.0,957822.0,87509.0,130,45,136064712.0,72,187,193
1,113.0,188,1,35.0,52.4,165,2852458.0,68,300.0,13.0666666667,101748815.0,0,143,59,12054000.0,62369.0,14467.0,73,9,155908018.0,11,91,189
1,5532.0,137,2,,52.5666666667,162,2855597.0,7,43199.0,13.4,420784259.0,115,138,43,,164723.0,10119.0,143,11,1.3831706718136167e+21,0,19,68
1,51.0,173,3,113.0,51.34,138,2879137.0,46,463.0,12.375,101748685.0,0,100,180,14713000.0,62649.0,4003.0,52,23,155929994.0,7,11,149
1,,122,3,31.0,53.5938888889,137,6551477.0,77,,10.7494444444,1125986749.0,0,99,109,1053084.0,1473801.0,23883.0,122,105,233675959.0,80,77,131
1,,17,3,100.0,53.45,74,2888078.0,56,,13.0333,1125863727.0,0,92,105,13071075.0,1419598.0,17237.0,161,105,248704060.0,76,116,104
1,,155,3,9.0,54.5072222222,76,6551869.0,74,49186.0,9.7566666667,101805173.0,0,95,107,1058090.0,557145.0,24354.0,205,105,1.0114554239429665e+20,0,49,134
1,,18,2,,53.35,159,7909980.0,61,,13.05,,0,211,5,,1419595.0,,205,105,248720523.0,0,116,139
1,,14,3,72.0,53.5366666667,70,2895524.0,61,15131.0,12.5466666667,101908167.0,0,88,97,13071069.0,1424312.0,17194.0,205,105,316876170.0,0,5,110
1,6457.0,91,2,40.0,52.2,124,2852456.0,72,3228.0,12.75,1125272911.0,94,144,60,,62353.0,14806.0,159,10,134496004.0,0,182,20
1,,119,3,132.0,51.5666666667,57,6548635.0,30,48611.0,14.5666666667,101820781.0,0,67,82,14626120.0,1310452.0,2959.0,3,105,251930166.0,65,116,95
1,6677.0,164,2,9.0,54.25,89,3249075.0,74,4664.0,9.75,1125421837.0,120,148,191,,27017.0,,76,68,242537391.0,0,139,210
1,,83,3,48.0,53.8641666667,217,6548235.0,59,15472.0,11.6144444444,101818841.0,0,209,218,13074090.0,1504916.0,23992.0,188,105,238794926.0,116,177,123
1,191.0,201,3,102.0,51.5166666667,193,6550632.0,61,4552.0,14.0166666667,101822447.0,82,175,200,12066304.0,1314216.0,1968.0,91,1,124508135.0,104,172,190
1,9340.0,177,2,32.0,54.171225,143,6551656.0,63,11964.0,10.554871,101817421.0,55,107,134,1055028.0,382435.0,23714.0,131,105,146622931.0,81,80,185
1,,98,3,713.0,47.8,179,6556130.0,94,46425.0,11.65,101787619.0,0,158,176,9173141.0,935179.0,83679.0,139,105,247718872.0,95,96,84
1,5534.0,162,2,,51.28,106,2918985.0,30,2429.0,14.82,1125361797.0,62,71,179,,62345.0,,154,26,312818954.0,0,146,147
1,6741.0,163,2,28.0,54.25,88,2853161.0,61,7976.0,10.42,1125326857.0,46,142,190,,62545.0,,72,70,143098212.0,0,138,211
1,,93,3,40.0,53.7166666667,39,6548174.0,59,,10.9166666667,1125769013.0,0,41,67,13074018.0,1444883.0,19217.0,190,105,240124114.0,53,116,118
1,,127,3,14.0,53.9,148,6548298.0,67,49862.0,13.7333333333,101908751.0,108,115,143,13075094.0,1433744.0,17390.0,194,105,236602015.0,84,116,125
1,1221.0,33,3,3.0,54.4741666667,42,6555444.0,74,11779.0,9.8377777778,101805145.0,24,47,70,1058043.0,190839.0,24340.0,34,68,137217072.0,34,34,67
1,6311.0,80,2,58.0,52.3991666667,86,2871034.0,52,3126.0,8.7177777778,1125328279.0,110,113,161,,62358.0,,54,92,236794254.0,0,56,29
1,1607.0,145,3,25.0,51.8333333333,21,6557572.0,61,385.0,6.6166666667000005,101748787.0,0,23,47,5554008.0,162715.0,,23,87,143067308.0,44,30,103
1,,0,3,48.0,53.6936111111,176,6548216.0,59,15448.0,11.015,101818821.0,0,153,174,13074068.0,1444907.0,19205.0,173,105,211706485.0,94,116,115
1,,99,3,18.0,53.9833333333,181,2841326.0,19,15366.0,11.9,101818949.0,0,160,177,13072093.0,394334.0,18239.0,177,14,,97,167,97
1,4272.0,88,3,50.0,53.4277155001,163,2855441.0,61,4243.0,11.8482123965,101816251.0,67,139,169,13076108.0,449897.0,19370.0,138,15,152529287.0,27,163,152
1,,7,3,14.0,53.7238888889,22,2946727.0,67,,13.5936111111,1126014457.0,0,24,48,13075015.0,1432539.0,17392.0,205,105,2.360147967350584e+21,0,116,126
1,6643.0,139,2,,52.45,205,3336298.0,61,43212.0,13.5666666667,,0,193,42,,55754.0,12435.0,184,11,152816090.0,0,21,70
1,,143,2,,51.42,167,2934245.0,61,,6.67,,48,46,164,,63306.0,,33,82,140751981.0,0,14,40
1,5023.0,159,3,45.0,52.2972222222,66,6557595.0,86,10886.0,7.5861111111,101807663.0,0,84,93,5566016.0,155642.0,48477.0,120,88,138649475.0,70,22,175
1,6772.0,112,3,560.0,47.89,133,3220841.0,93,4640.0,12.58,1125273475.0,0,192,36,,2156363.0,,101,38,146613037.0,0,75,79
1,5571.0,184,3,711.0,47.58,117,2861443.0,62,2541.0,10.25,1125360619.0,35,129,28,,62415.0,,65,45,147763362.0,0,150,75
1,2334.0,146,3,0.0,52.3945555556,26,2945356.0,61,2708.0,13.0603333333,85682553.0,0,29,113,,62504.0,,25,0,151843145.0,0,32,27
1,,102,3,155.0,51.5666666667,189,6552348.0,61,,10.15,101810173.0,0,170,196,3159032.0,1399087.0,37136.0,140,105,316546917.0,101,100,92
1,2180.0,131,3,327.0,48.5377777778,11,2953481.0,61,2695.0,9.0411111111,85682567.0,8,11,110,,62611.0,,16,54,154758959.0,0,113,207
1,,85,3,68.0,51.1988888889,158,2863199.0,96,,6.2194444444,101810059.0,0,126,152,5166020.0,88745.0,41372.0,63,105,244535906.0,89,86,177
1,6679.0,198,3,68.0,52.3333333333,188,6547682.0,72,8824.0,12.9666666667,101820657.0,112,169,195,12069590.0,365821.0,14548.0,158,105,239174206.0,100,124,91
1,90999.0,15,3,45.0,53.7,149,6548375.0,70,,11.9666666667,101908367.0,0,116,144,13076101.0,1964780.0,19406.0,202,105,243271919.0,85,116,127
1,55030.0,34,3,50.0,52.3772222222,44,6557644.0,52,10929.0,8.6327777778,101804145.0,0,50,71,5770008.0,145253.0,32339.0,116,92,134963151.0,55,128,171
1,,0,3,,47.89,37,,61,,12.47,,0,211,153,9189451.0,2608236.0,,205,105,,0,116,218
1,5534.0,162,2,,51.28,106,2918985.0,30,2429.0,14.82,1125361797.0,62,71,179,,62345.0,,154,26,312818954.0,0,146,147
1,97271.0,35,3,388.0,48.0,48,6556398.0,93,,12.8166666667,101786479.0,2,56,74,9189118.0,941659.0,83413.0,146,105,135072863.0,58,186,85
1,8017.0,67,2,512.0,47.92,127,3220840.0,1,2589.0,12.17,1125412819.0,44,154,33,,2156362.0,,80,40,132552139.0,0,72,44
1,6268.0,165,2,1.0,53.76,134,8648415.0,4,3973.0,13.89,,130,198,140,,3682691.0,,2,18,270819415.0,0,156,204
1,13098.0,25,3,48.0,52.4088888889,25,6557478.0,66,5094.0,7.9727777778,101807747.0,0,28,51,3459014.0,1818486.0,49565.0,115,94,167726971.0,48,31,41
1,6651.0,196,2,181.0,51.035,186,3220996.0,40,2605.0,9.4008333333,1125362423.0,12,166,91,,62736.0,,87,49,157105537.0,0,171,56
1,84.0,154,3,708.0,47.5,52,6558814.0,26,11219.0,11.0833333333,101788871.0,0,60,78,9180117.0,939334.0,82467.0,39,42,143085917.0,61,130,74
1,6264.0,141,2,320.0,48.5375,140,2863622.0,61,,12.1566666667,,0,103,120,,17593.0,,62,34,129023089.0,0,85,35
1,6167.0,185,3,67.0,52.8833333333,118,3249084.0,64,5918.0,13.25,1125375935.0,95,130,57,,62488.0,,157,6,134507397.0,0,88,16
1,5894.0,55,2,59.0,52.1666666667,84,3221129.0,35,2453.0,8.5833333333,1125325995.0,104,80,158,,62480.0,,48,91,235013683.0,0,55,30
1,,5,2,,53.6833,4,7909994.0,61,,14.0833,,121,5,3,,1408059.0,,205,105,242769400.0,0,116,142
1,7080.0,101,2,24.0,54.67,90,2838633.0,83,2601.0,9.58,1125300147.0,71,164,194,,62501.0,,85,67,127951038.0,0,140,208
1,55768.0,74,2,483.0,48.42,95,2803463.0,2,9431.0,11.08,1125320767.0,23,1,24,,62377.0,,12,47,123954112.0,0,27,43
1,,10,3,69.0,53.803611,20,6548239.0,59,14716.0,11.360556,101818849.0,0,22,46,13074008.0,1491791.0,23996.0,178,105,245412507.0,43,116,117
1,2714.0,42,3,14.0,53.7938888889,61,2913433.0,49,3230.0,12.1763888889,101818857.0,0,74,86,13072043.0,1971863.0,18273.0,44,14,312798969.0,23,133,0
1,61.0,140,0,34.0,52.5166666667,15,2950159.0,7,289.0,13.3833333333,85682499.0,7,18,112,11000000.0,62422.0,,21,11,122530980.0,2,8,15
1,77018.0,182,3,35.0,53.3794444444,156,2864036.0,50,10837.0,11.5883333333,101818585.0,89,124,150,13076105.0,1457062.0,19306.0,61,15,148057113.0,88,162,161
1,54581.0,44,2,10.0,53.5502777778,18,2911288.0,61,7750.0,9.9941666667,85899245.0,0,76,88,,28971.0,,180,105,127836291.0,0,114,144
1,6431.0,46,2,35.0,53.5833333333,85,2905434.0,77,2457.0,10.6666666667,1125361723.0,117,81,192,,62703.0,,118,73,242111538.0,0,134,215
1,6356.0,73,2,,54.25,135,2843324.0,29,2592.0,13.02,1125316171.0,131,199,141,,5384754.0,,4,19,287684874.0,0,183,202
1,28973.0,204,3,16.0,54.1072222222,155,2864034.0,63,7636.0,10.8158333333,101817435.0,74,123,149,1055032.0,382433.0,23730.0,60,71,123811249.0,87,161,184
1,6268.0,165,2,1.0,53.76,134,8648415.0,4,3973.0,13.89,,130,198,140,,3682691.0,,2,18,270819415.0,0,156,204
1,6323.0,62,3,1296.0,47.58,105,2922531.0,26,6070.0,11.17,1125328303.0,6,61,27,,62726.0,,40,42,134848652.0,0,64,64
1,7602.0,107,3,20.0,53.7166666667,30,6550724.0,70,15385.0,11.7166666667,101818697.0,127,34,62,13076020.0,449949.0,19412.0,167,15,247366365.0,49,121,197
1,6421.0,1,3,60.0,52.2166666667,119,3249086.0,48,4216.0,14.2833333333,1125311811.0,93,132,55,,62628.0,,151,3,133323872.0,0,151,22
1,93983.0,18,3,80.0,53.3569444444,36,6547997.0,56,,13.2433333333,1126046825.0,0,38,65,13071025.0,1419603.0,17237.0,183,105,247400020.0,51,125,106
1,,0,3,,48.0,3,,61,,11.1166666667,,0,211,204,9181451.0,939474.0,,205,105,,0,116,218
1,3627.0,191,3,89.0,49.913056,174,2847618.0,61,2897.0,7.449721999999999,85682491.0,22,151,123,,62341.0,,77,52,123162663.0,0,15,156
1,4998.0,210,2,23.0,51.6586111111,213,6557521.0,61,3075.0,6.6177777778,101748755.0,96,204,215,5170048.0,58590.0,46483.0,105,84,139031556.0,22,110,81
1,5246.0,125,3,67.0,53.3333333333,166,2849717.0,61,15174.0,12.7166666667,101818645.0,0,145,171,13071122.0,1424143.0,17248.0,124,105,4.377150085882115e+21,92,165,201
1,2560.0,195,2,12.0,54.470038,185,2838632.0,61,2912.0,9.51416,85682517.0,92,165,126,,51529.0,,86,66,128633137.0,28,98,158
1,,2,3,3.0,54.3566666667,1,6548106.0,58,,12.9419444444,1125767327.0,97,2,2,13073005.0,374185.0,18445.0,11,105,150788292.0,36,116,124
1,6633.0,174,3,57.0,53.55,113,8648413.0,5,5923.0,12.98,,101,111,136,,1739376.0,,9,13,232489091.0,0,158,205
1,,110,2,,53.4833,5,7909981.0,61,,13.4,,98,211,6,,1419897.0,,0,105,154572705.0,0,116,140
1,94746.0,95,3,30.0,53.1113888889,177,6557444.0,76,11538.0,9.4108333333,101806397.0,56,156,175,3357039.0,357187.0,27356.0,81,97,130233721.0,12,95,6
1,17445.0,37,3,37.0,54.2333333333,136,6551751.0,61,,10.3666666667,101874453.0,103,98,108,1057046.0,310383.0,24211.0,171,105,234317105.0,79,76,133
1,61.0,140,0,34.0,52.5166666667,15,2950159.0,7,289.0,13.3833333333,85682499.0,7,18,112,11000000.0,62422.0,,21,11,122530980.0,2,8,15
1,,97,3,534.0,48.17,171,3214106.0,61,,9.5,,73,194,20,,2811874.0,,102,63,129127119.0,0,116,46
1,6699.0,63,3,437.0,47.8166666667,109,2885678.0,43,2480.0,8.8833333333,1125361543.0,34,94,16,,62603.0,,132,56,158922093.0,0,66,61
1,525.0,148,3,11.0,53.0758333333,28,2944388.0,34,304.0,8.8072222222,101748829.0,21,32,61,4011000.0,62559.0,28195.0,28,76,137159715.0,3,2,26
1,6279.0,169,3,203.0,51.5,115,2821806.0,91,7796.0,12.75,1125269591.0,107,127,182,,62547.0,,193,25,236155960.0,0,185,146
1,6876.0,59,2,92.0,51.27,93,3247436.0,96,2656.0,6.4,1125412841.0,116,197,167,,62489.0,,103,85,242090161.0,0,59,49
1,6480.0,167,3,178.0,51.2833333333,99,2951880.0,11,2334.0,14.2666666667,1125363491.0,69,13,178,,62384.0,,17,27,129100643.0,0,143,53
1,12970.0,118,3,100.0,53.335556,46,6548031.0,61,,13.439741,101818655.0,111,53,73,13071033.0,1419920.0,17258.0,186,105,238144437.0,57,36,107
0,7118.0,113,3,,48.1666666667,209,2967681.0,61,675.0,6.4166666667,85683223.0,10,200,211,,7384.0,,126,102,146221602.0,0,0,209
1,6301.0,61,3,581.0,48.08,101,3220790.0,9,2339.0,9.83,1125375277.0,57,20,12,,2804156.0,,22,64,129054269.0,0,144,55
1,,103,3,609.0,47.7233333333,194,6556445.0,98,,11.3325,101787593.0,0,177,201,9190153.0,936937.0,82404.0,156,105,235200802.0,105,103,89
1,6431.0,46,2,35.0,53.5833333333,85,2905434.0,77,2457.0,10.6666666667,1125361723.0,117,81,192,,62703.0,,118,73,242111538.0,0,134,215
1,,13,3,13.0,53.9666666667,14,6547761.0,61,,12.1,101908821.0,0,16,38,13072011.0,394325.0,18258.0,192,105,1.1314506716196664e+20,41,116,96
1,5659.0,58,2,137.0,51.58,92,3221124.0,85,2.0,8.25,1125362433.0,0,178,166,,62440.0,,93,90,6.661499194245066e+20,0,58,33
1,2334.0,146,3,0.0,52.3945555556,26,2945356.0,61,2708.0,13.0603333333,85682553.0,0,29,113,,62504.0,,25,0,151843145.0,0,32,27
1,,9,2,,54.1,159,7909921.0,61,,11.9,,0,211,4,,403578.0,,205,105,,0,116,137
1,,96,3,850.0,48.0,168,2925180.0,61,,8.33,,51,54,18,,2106112.0,,10,55,124369919.0,0,116,45
1,5546.0,56,2,41.0,53.45,111,8648412.0,36,4242.0,11.55,,100,105,138,,1739381.0,,8,15,187134127.0,0,67,206
1,6461.0,3,3,41.0,52.6833333333,2,2842111.0,79,5914.0,11.2166666667,1125272887.0,63,3,184,,62602.0,,162,21,132593422.0,0,23,17
1,2560.0,195,2,12.0,54.470038,185,2838632.0,61,2912.0,9.51416,85682517.0,92,165,126,,51529.0,,86,66,128633137.0,28,98,158
1,,176,3,62.0,53.7575,216,6548233.0,59,15470.0,11.4141666667,101908549.0,0,208,217,13074088.0,1444878.0,19069.0,203,105,248361972.0,114,188,122
1,6741.0,163,2,28.0,54.25,88,2853161.0,61,7976.0,10.42,1125326857.0,46,142,190,,62545.0,,72,70,143098212.0,0,138,211
1,,90,3,44.0,53.6022222222,164,6548378.0,70,15440.0,11.5472222222,101818679.0,0,141,170,13076112.0,449934.0,19065.0,196,105,126305428.0,91,164,128
1,5533.0,24,3,129.0,51.4038888889,24,7602579.0,30,,14.5777777778,101822309.0,123,27,50,14626060.0,1310637.0,2943.0,179,105,243192854.0,47,178,94
1,6633.0,174,3,57.0,53.55,113,8648413.0,5,5923.0,12.98,,101,111,136,,1739376.0,,9,13,232489091.0,0,158,205
1,6405.0,189,2,170.0,50.75,173,2847604.0,89,2584.0,7.25,1125361943.0,20,150,163,,62544.0,,78,81,125495930.0,0,93,38
1,1396.0,106,3,25.0,52.8766666667,7,6551248.0,79,,11.4866666667,101819883.0,77,7,9,15081030.0,1285588.0,39619.0,113,21,244095677.0,37,24,150
1,6050.0,114,2,437.0,50.5166666667,214,3247457.0,100,9206.0,7.8666666667,1125375703.0,30,206,172,,62362.0,,107,53,158289516.0,0,111,58
1,,6,3,10.0,53.6666666667,0,2833990.0,95,,14.1833333333,101908441.0,0,0,0,13075001.0,1408072.0,17375.0,168,105,5.145003614861341e+18,35,26,129
1,,92,3,747.0,47.7086111111,202,2823679.0,51,13188.0,11.7569444444,101787533.0,42,188,206,9182132.0,935954.0,83684.0,99,41,1.428145424656287e+21,108,173,162
1,,14,3,58.0,53.5466666667,58,6548057.0,61,15125.0,12.8466666667,1125964041.0,0,68,83,13071056.0,1424301.0,17192.0,174,105,237444785.0,66,116,109
1,686.0,120,3,264.0,50.6080277778,64,2905330.0,61,2797.0,9.0284722222,85682531.0,0,82,116,,62650.0,,49,48,153145963.0,18,10,167
1,34718.0,64,3,364.0,48.5,123,3220813.0,69,2558.0,13.33,1125273401.0,70,140,30,,62541.0,,71,36,129107221.0,0,69,57
1,,144,2,76.0,52.0,169,2867539.0,61,,7.5,,26,120,165,,63594.0,,57,86,136053383.0,0,14,42
1,7186.0,87,3,724.0,47.75,121,3220888.0,25,2552.0,10.58,1125375319.0,132,135,29,,62533.0,,110,44,3.163147270414736e+21,0,152,76
1,5873.0,30,3,52.0,52.67,104,3221024.0,20,12456.0,8.58,1125325969.0,59,42,127,,62426.0,,31,99,136098959.0,0,63,8
1,6606.0,57,2,46.0,54.17,87,3249074.0,63,2553.0,10.83,1125421835.0,105,136,189,,62433.0,,70,71,235023781.0,0,57,212
1,4727.0,109,3,30.0,53.7997222222,211,6550719.0,60,,11.7108333333,101818835.0,79,202,213,13074084.0,1444892.0,19417.0,172,105,139702964.0,112,189,199
1,493.0,180,3,20.0,53.5569444444,153,2866135.0,57,5910.0,13.2608333333,101748849.0,11,121,147,13071107.0,62705.0,17033.0,58,13,136040055.0,26,82,217
1,104667.0,48,3,106.0,50.8466666667,69,6553055.0,21,,6.3577777778,101845727.0,90,87,96,5358020.0,162463.0,52459.0,135,78,154052877.0,73,45,170
1,55768.0,74,2,483.0,48.42,95,2803463.0,2,9431.0,11.08,1125320767.0,23,1,24,,62377.0,,12,47,123954112.0,0,27,43
1,3022.0,178,3,0.0,53.75,145,2872567.0,61,2845.0,12.5,85682487.0,76,110,118,,28322.0,,141,12,125624951.0,0,13,166
1,1218.0,209,3,31.0,52.3780555556,212,6550645.0,72,302.0,12.935,101817323.0,0,203,214,12069656.0,531654.0,14542.0,104,10,,113,109,181
1,351.0,175,3,13.0,53.8697222222,142,2875601.0,38,470.0,10.6863888889,101748855.0,28,106,187,1003000.0,62463.0,,53,72,312802961.0,8,78,145
1,6313.0,168,3,166.0,49.16,108,3220743.0,39,2451.0,9.25,1125375117.0,37,77,15,,62750.0,,121,62,144265701.0,0,147,60
1,6630.0,138,2,,52.4333333333,199,,61,43200.0,13.25,,0,184,41,,55734.0,12157.0,191,11,241904588.0,0,20,69
1,7804.0,211,3,43.0,52.42377,215,6557409.0,33,10771.0,9.43585,101807691.0,0,207,216,3241021.0,73888.0,31515.0,108,105,146576362.0,33,176,183
1,,0,3,,47.9038888889,197,,61,,11.3072222222,,0,211,204,9188451.0,934874.0,,205,105,8.714481451693549e+19,0,116,218
1,209.0,149,4,,51.0,53,2921044.0,18,2979.0,10.0,85633111.0,0,62,79,,51477.0,,30,105,189116956.0,16,9,102
1,246.0,203,3,32.0,52.4141388889,27,2945354.0,15,3408.0,12.5540833333,101748813.0,3,30,53,12051000.0,62470.0,14770.0,26,8,128479115.0,24,33,13
1,6319.0,4,3,7.0,53.25,96,3221058.0,99,11069.0,7.92,1125385413.0,54,4,133,,62689.0,,13,95,159917680.0,0,141,4
1,,89,3,90.0,53.5333333333,150,6548081.0,54,,12.9333333333,101818635.0,126,118,145,13071101.0,1424416.0,17219.0,175,105,246278889.0,83,160,114
1,6318.0,21,2,401.0,49.33,146,2870736.0,61,,10.83,,114,112,119,,17614.0,,55,29,240324910.0,0,115,24
1,,8,3,25.0,53.7830555556,41,6547876.0,61,,11.9666666667,1125336117.0,0,44,69,13072028.0,1963381.0,18249.0,205,105,,0,116,99
1,28326.0,160,3,5.0,54.3233333333,73,2891122.0,42,472.0,10.1394444444,101748869.0,0,91,188,1002000.0,62763.0,,50,69,312794080.0,6,48,200
