Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,2053277,20,20,26,1,45,2051877,1
0,598434,74,74,0,0,45,597786,1
1,23787,26,26,2,1,25,22417,0
0,494627,42,42,22,0,61,493452,0
0,1622991,118,118,0,0,39,1622125,1
1,262696,59,59,2,1,63,261617,0
0,1413484,12,12,24,0,53,1412150,0
0,54854,28,28,0,0,4,53844,0
0,2157389,44,44,9,0,27,2156019,0
0,6378,58,58,16,0,4,4900,1
0,497535,155,155,0,0,24,496600,0
0,1093548,134,134,17,0,77,1092211,0
0,211328,151,151,18,0,48,209856,1
0,59441,96,96,18,0,74,58461,0
1,1804221,69,69,2,1,21,1803316,1
0,1547471,114,114,20,0,36,1546002,1
0,155993,108,108,21,0,40,154689,1
1,6733,25,25,2,1,65,6122,0
0,12244,29,29,16,0,4,11150,0
0,1499180,112,112,20,0,34,1497708,0
0,67849,95,95,18,0,50,66767,0
0,340851,9,9,0,0,51,340480,0
1,377112,2,2,26,1,11,375718,0
0,586,0,0,1,0,6,2,0
0,1398991,103,103,15,0,16,1398122,0
0,458510,17,17,0,0,31,457881,1
1,929394,76,76,2,1,43,928210,1
0,13267,23,23,0,0,4,11954,0
1,1459767,39,39,2,1,45,1458433,0
0,7956,33,33,21,0,42,6742,1
1,162444,139,139,26,1,32,161326,0
0,207419,57,57,0,0,83,207000,0
0,378535,53,53,19,0,37,377627,0
0,1683736,14,14,16,0,39,1682645,0
1,553803,89,89,2,1,54,552229,0
1,114367,137,137,2,1,33,112967,0
0,298468,77,77,16,0,12,296987,0
0,439354,98,98,16,0,43,437786,0
0,1420721,67,67,24,0,81,1419405,0
0,318880,147,147,16,0,14,317777,1
0,799780,140,140,0,0,41,799199,0
0,8841,18,18,18,0,25,7366,1
0,37052,129,129,25,0,79,35940,0
0,1361937,101,101,16,0,16,1361035,1
0,174865,131,131,11,0,25,173582,1
0,485,4,4,1,0,62,3,1
0,27971,81,81,5,0,4,26910,1
0,403184,94,94,22,0,68,402012,0
1,169772,32,32,2,1,9,168840,1
0,1951553,120,120,15,0,20,1950669,0
1,1386264,100,100,2,1,45,1384861,0
1,2074708,19,19,2,1,28,2073437,1
1,1071422,143,143,2,1,61,1070148,1
0,987463,84,84,0,0,83,986558,0
0,383794,24,24,18,0,16,382214,0
0,1370954,66,66,18,0,81,1369569,1
0,1156856,124,124,0,0,59,1155972,1
0,1026521,62,62,18,0,20,1025604,0
0,24760,144,144,16,0,18,23234,1
0,304330,146,146,18,0,47,303281,1
0,17944,130,130,16,0,17,16457,1
0,899374,75,75,3,0,55,898190,0
0,1672453,15,15,4,0,39,1671053,0
0,349644,10,10,22,0,31,348280,0
0,1558841,115,115,0,0,7,1557681,1
0,6048,43,43,10,0,4,4708,0
0,1065367,142,142,12,0,82,1064159,1
