Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Genomic_Start_Position,Strand_Orientation
1,796435,42,42,3,1,786038,0
0,908777,38,38,1,0,898398,0
1,1020605,202,202,3,1,1014285,0
1,25728,93,93,3,1,21774,1
0,13163,65,65,1,0,2601,0
1,789447,214,214,3,1,779023,0
0,7954,194,194,2,0,2,0
1,743366,12,12,3,1,733188,0
0,1028641,19,19,1,0,1018586,0
0,69531,218,218,1,0,59128,1
0,5243,68,68,1,0,2,0
0,9826,22,22,2,0,2831,0
1,12411,133,133,3,1,1858,1
0,6482,3,3,2,0,3,0
0,78813,198,198,1,0,72588,1
0,12312,197,197,2,0,7990,1
0,40663,199,199,1,0,30197,1
0,51361,101,101,1,0,40991,1
0,288082,210,210,1,0,277652,0
0,328819,64,64,1,0,318764,0
0,127475,172,172,1,0,117093,1
0,32850,188,188,1,0,28143,1
0,207695,52,52,1,0,204667,0
0,36235,217,217,1,0,25871,1
0,11147,33,33,2,0,4143,0
1,1351353,155,155,3,1,1340908,0
0,30892,74,74,1,0,20468,0
0,745319,40,40,1,0,734937,0
0,353296,97,97,2,0,348857,1
0,7476,0,1,2,0,127,0
0,21015,76,76,1,0,14486,1
0,5481,156,156,2,0,1,0
0,5231,27,27,1,0,1,1
0,78745,63,63,1,0,68291,1
1,574518,142,142,3,1,565420,0
1,27113,195,195,3,1,16665,1
1,647211,116,116,3,1,636820,0
0,802151,13,13,1,0,791817,1
0,65194,21,21,1,0,54806,0
0,6388,123,123,1,0,323,1
1,296067,110,110,3,1,288610,0
0,62219,39,39,1,0,51870,0
0,19188,34,34,1,0,11071,1
0,34912,170,170,1,0,27714,1
0,239506,162,162,2,0,231410,0
1,595061,48,48,3,1,584655,0
1,52443,44,44,3,1,42064,1
0,5929,151,151,1,0,3,0
1,35770,43,43,3,1,25298,1
0,5956,20,20,1,0,733,0
0,586972,46,46,1,0,576509,0
0,88568,200,200,1,0,78117,1
1,13525,108,108,3,1,3143,0
0,623676,90,90,1,0,613279,0
0,11537,176,176,1,0,1098,1
0,505288,11,11,1,0,494840,0
0,39653,24,24,1,0,33702,1
0,158064,215,215,1,0,147781,1
0,54831,125,125,1,0,44338,1
0,1392969,105,105,1,0,1382515,1
0,2345195,167,167,1,0,2334792,0
0,5893,36,36,1,0,1,0
0,1174010,190,190,2,0,1168695,0
0,563694,143,143,1,0,556752,1
0,89016,118,118,1,0,78604,1
0,487135,85,85,1,0,478468,1
0,3341,191,191,2,0,3,0
0,5467,73,73,2,0,2,0
0,6015,148,148,2,0,103,1
0,6046,79,79,2,0,2,1
0,24830,102,102,1,0,14646,1
0,548110,154,154,1,0,541838,0
0,8611,117,117,1,0,3,0
0,940675,89,89,1,0,930293,1
1,566844,204,204,3,1,556376,0
0,94486,147,147,1,0,84056,1
0,19647,54,54,1,0,9304,1
0,1142692,88,88,2,0,1136952,1
0,17336,67,67,1,0,6891,1
1,6309,70,70,3,1,1,1
0,6144,62,62,1,0,3,0
0,818767,120,120,1,0,810066,0
0,252780,212,212,1,0,242332,0
1,6275,17,17,3,1,3,0
1,9243,23,23,3,1,3028,1
0,230403,211,211,1,0,222871,0
0,638425,173,173,1,0,628055,0
0,54812,5,5,1,0,50482,1
1,5690,78,78,3,1,3,0
0,6239,135,135,2,0,3,1
1,47046,57,57,3,1,36631,0
0,1352921,107,107,1,0,1342479,0
0,536745,47,47,1,0,531839,0
1,1415129,7,7,3,1,1406220,0
0,53597,31,31,1,0,43140,1
0,6877,30,30,1,0,2,0
0,82139,164,164,1,0,71676,1
1,571446,182,182,3,1,561022,1
0,97751,80,80,2,0,91272,1
1,40882,92,92,3,1,30431,1
0,64329,98,98,1,0,53935,0
0,19778,83,83,1,0,9420,0
0,409474,181,181,1,0,399029,1
0,501262,103,103,1,0,494255,0
0,1441553,106,106,1,0,1431102,0
0,796416,189,189,1,0,789632,0
0,18102,16,16,1,0,7759,0
0,635740,96,96,1,0,625292,0
0,29124,136,136,1,0,18715,1
0,510863,221,221,1,0,500484,0
0,347622,84,84,1,0,337195,0
1,8750,10,10,3,1,352,0
1,12299,146,146,3,1,2049,1
0,816094,66,66,1,0,805796,0
0,746001,145,145,1,0,735628,0
0,18044,37,37,1,0,13358,1
0,902706,95,95,1,0,892584,0
0,656937,157,157,1,0,646543,0
0,406298,26,26,1,0,400980,0
0,490459,111,111,1,0,480062,0
0,188433,128,128,1,0,178087,1
0,34480,144,144,1,0,24017,1
0,400877,71,71,2,0,396354,0
0,571102,15,15,1,0,563645,0
0,508446,160,160,1,0,497998,0
0,22907,1,2,2,0,17262,1
1,192236,129,129,3,1,185259,1
0,7036,196,196,1,0,1,1
0,1048694,137,137,1,0,1038261,0
1,14711,134,134,3,1,4479,1
0,5905,53,53,1,0,1,1
1,8139,179,179,3,1,1,1
1,15047,122,122,3,1,4680,1
0,610602,140,140,1,0,600223,0
0,46671,99,99,1,0,36289,1
0,138943,49,49,2,0,131411,0
0,682115,114,114,1,0,675892,0
0,656716,87,87,1,0,646334,0
0,56068,177,177,1,0,45617,0
0,2370774,165,165,1,0,2360422,0
0,107347,18,18,1,0,100946,1
1,364951,59,59,3,1,356759,1
1,79790,209,209,3,1,69342,1
0,698669,82,82,1,0,688299,0
0,545365,222,222,1,0,535076,0
0,7213,72,72,1,0,1,1
1,12287,132,132,3,1,1776,1
0,572820,184,184,1,0,566630,0
0,1301475,104,104,1,0,1291027,1
0,53674,205,205,1,0,43286,1
0,7785,139,139,2,0,1726,0
0,1049310,58,58,1,0,1038856,0
0,22220,224,224,1,0,11901,1
1,934030,203,203,3,1,926063,1
0,243214,169,169,1,0,232769,0
0,76316,29,29,2,0,71757,1
0,5029,28,28,2,0,2,1
0,780586,126,126,1,0,770171,0
0,12152,206,206,1,0,4158,1
0,102066,45,45,1,0,91621,1
0,19621,51,51,1,0,13649,1
0,72152,149,149,1,0,61794,1
0,600090,183,183,1,0,589645,1
1,9497,187,187,3,1,3,0
0,364064,56,56,1,0,353619,1
