ViafId,MuseumDigitalPlaceId,CapitalCity,GettyThesaurusOfGeographicNamesId,CommonsCategory,GeoNamesId,CountryName,ArchInformLocationId,MapCategory,NutsCode,EuKnowledgeGraphItemId,WhosOnFirstId,BirthCategory,WorldCatIdentitiesIdSuperseded,MainCategory,NationalLibraryOfIsraelJ9uId,LocatorMapImage,OpenStreetMapRelationId,GndId,DeweyDecimalClassification,CoatOfArmsImage,FreebaseId
140704500.0,,71,7001867.0,40,2172517.0,2,39.0,34,57,0,,23,16,39,9.870075549586052e+17,31,3339545.0,102,105,25,139
169605151.0,17439.0,64,7002795.0,52,3117732.0,38,2506.0,122,37,1,85682783.0,97,0,48,9.870072649724051e+17,97,349055.0,138,48,88,157
316431278.0,,71,1006024.0,49,4020095.0,12,,37,57,73,85632689.0,120,0,44,9.870075442800051e+17,86,9823701.0,160,105,111,35
127901236.0,12939.0,45,1001052.0,87,745042.0,41,2465.0,60,64,28,85679237.0,48,70,89,9.870075646424051e+17,65,223474.0,143,72,111,59
133320235.0,,73,,158,,12,,102,57,0,,43,0,149,,115,11205889.0,115,105,111,96
135014060.0,6468.0,8,1001101.0,10,323784.0,41,2313.0,122,65,27,85679409.0,4,0,10,9.870075309488051e+17,9,223422.0,96,105,111,43
312793885.0,380.0,71,7005090.0,29,3247450.0,15,384.0,23,26,67,101748595.0,106,21,29,9.870075618237052e+17,116,62508.0,15,20,68,9
145416817.0,35698.0,76,1001822.0,2,3665474.0,7,,3,57,0,85681873.0,0,47,3,9.870075573420051e+17,2,326266.0,5,105,10,32
316429178.0,11296.0,71,7007227.0,118,3527646.0,27,1256.0,80,57,0,857683023.0,64,0,118,9.870075503394052e+17,111,1376330.0,56,96,47,91
267149707.0,10155.0,71,1001318.0,88,1642907.0,18,8451.0,61,57,0,85672001.0,49,41,90,9.870075501982052e+17,66,6362934.0,27,87,44,85
151996116.0,337.0,71,7006810.0,170,2747372.0,29,1305.0,111,57,0,101752763.0,86,17,164,9.870075596601052e+17,100,192737.0,25,63,77,118
261909586.0,,23,1001989.0,14,2177478.0,2,2692.0,122,57,0,85681493.0,95,51,16,9.870075620655052e+17,13,2354197.0,133,105,25,177
154758959.0,2180.0,87,7003692.0,19,2953481.0,15,2695.0,15,13,68,85682567.0,9,29,21,9.870075502952051e+17,89,62611.0,10,8,97,153
145416817.0,35698.0,76,1001822.0,2,3665474.0,7,,3,57,0,85681873.0,0,47,3,9.870075573420051e+17,2,326266.0,5,105,10,32
144248059.0,1292.0,26,1000063.0,22,2802361.0,5,2969.0,18,4,82,85632997.0,11,48,24,9.870075597776051e+17,46,52411.0,11,64,95,10
151281956.0,10001.0,9,1003090.0,144,2955470.0,15,,94,30,36,,120,86,14,,120,73340.0,8,22,51,19
138220682.0,23674.0,49,7002223.0,159,1835848.0,37,3175.0,103,57,0,85673185.0,79,27,150,9.870075642311052e+17,145,2297418.0,117,80,107,155
166292153.0,6967.0,101,7024122.0,116,858787.0,32,8479.0,78,58,22,85687257.0,62,1,116,9.870074893173052e+17,109,130935.0,153,34,114,128
146210387.0,65558.0,15,7002448.0,127,2641364.0,43,4939.0,84,70,74,,68,25,126,9.870075618022052e+17,123,156393.0,83,105,22,99
235937078.0,6449.0,71,,100,6947481.0,15,9063.0,122,57,0,1108939307.0,120,92,108,,38,2613801.0,108,105,111,132
142521983.0,36071.0,71,,31,3469058.0,7,90.0,25,57,0,101964875.0,15,0,31,9.870075643440051e+17,25,421151.0,99,105,11,33
126674179.0,55449.0,71,,53,460413.0,23,,40,57,0,85685795.0,28,56,51,9.870075548278052e+17,83,1788369.0,137,58,39,24
134398983.0,78951.0,63,7003514.0,114,2960313.0,26,3012.0,76,52,84,85633275.0,60,59,114,9.870075503052051e+17,49,2171347.0,53,66,99,89
149564424.0,,71,,78,7872779.0,3,10250.0,122,57,0,101911569.0,120,63,80,9.870075644994052e+17,115,384223.0,106,105,142,64
154039581.0,56078.0,71,,102,2773040.0,3,3683.0,122,57,0,,120,0,101,9.870075381733052e+17,161,5847065.0,118,105,145,37
154251299.0,2353.0,39,7003028.0,167,2764581.0,3,2921.0,108,3,45,85681687.0,112,5,161,9.870075548290052e+17,151,35183.0,67,31,125,31
146608908.0,,65,,154,2633840.0,43,49336.0,122,57,0,85684199.0,120,0,145,9.870075527024051e+17,169,111014.0,160,105,111,39
154759119.0,989.0,71,7017994.0,36,3054643.0,17,1772.0,30,45,76,85684881.0,19,0,35,9.870072592791052e+17,115,37244.0,19,38,20,125
159635910.0,6188.0,105,,113,3337492.0,32,5839.0,122,60,8,85687301.0,59,89,113,9.870074893166052e+17,44,224457.0,151,35,113,42
142538950.0,8462.0,25,,42,2660522.0,40,2790.0,122,10,15,85682255.0,100,0,76,9.870075667284051e+17,74,1686631.0,38,71,14,13
316429178.0,11296.0,71,7007227.0,118,3527646.0,27,1256.0,80,57,0,857683023.0,64,0,118,9.870075503394052e+17,111,1376330.0,56,96,47,91
130101995.0,11881.0,71,7013088.0,130,6094817.0,8,1212.0,87,57,0,101735873.0,70,0,129,9.870075619942052e+17,106,4136816.0,116,91,53,101
152520873.0,95551.0,5,1001079.0,6,361059.0,10,,7,57,0,85671041.0,120,0,7,9.870075624513052e+17,6,3061846.0,124,88,78,56
316878015.0,6639.0,71,1005101.0,119,2870912.0,15,43214.0,122,57,0,420784293.0,120,98,119,,21,16347.0,123,1,59,46
145400098.0,4075.0,71,1000394.0,35,683506.0,34,1442.0,29,57,78,1125857071.0,18,0,34,9.870075548069052e+17,112,377733.0,21,76,36,126
138220682.0,23674.0,49,7002223.0,159,1835848.0,37,3175.0,103,57,0,85673185.0,79,27,150,9.870075642311052e+17,145,2297418.0,117,80,107,155
234706549.0,,71,,155,3042047.0,24,15829.0,122,57,0,1125783899.0,118,80,146,,73,1155950.0,126,105,138,121
124562170.0,32644.0,97,,150,6418542.0,9,16054.0,122,36,6,85682575.0,120,3,141,,154,1319978.0,1,105,111,98
152520873.0,95551.0,5,1001079.0,6,361059.0,10,,7,57,0,85671041.0,120,0,7,9.870075624513052e+17,6,3061846.0,124,88,78,56
4.365160606869316e+21,107660.0,71,,97,,15,,122,57,0,,120,0,97,,36,,50,105,111,179
234598004.0,,89,7593115.0,156,3513314.0,29,,100,57,0,,120,4,147,9.870075486414052e+17,141,3690682.0,86,105,121,36
130246630.0,6628.0,0,1001061.0,3,325361.0,41,,4,66,25,85679443.0,1,72,4,9.870075553532051e+17,3,167216.0,142,82,111,20
139492016.0,7068.0,102,7018934.0,48,3333218.0,43,4119.0,122,69,29,,96,0,43,9.870075642006052e+17,33,51781.0,82,105,26,141
146572408.0,6464.0,34,7003023.0,38,2781194.0,3,2713.0,32,1,44,85681651.0,21,32,37,9.870075525180051e+17,28,76909.0,22,26,13,171
132441370.0,6860.0,80,7000299.0,163,1835841.0,37,3047.0,107,57,66,85632231.0,83,34,154,9.870075547915052e+17,149,307756.0,89,80,84,110
143849075.0,,71,7015717.0,55,4138106.0,44,,117,57,0,85688741.0,93,9,53,9.870075502493052e+17,167,162069.0,121,105,111,179
1.0914566303310507e+20,7508.0,71,,98,,15,11385.0,122,57,0,,120,0,98,,37,,113,105,111,179
151257487.0,87883.0,72,7004548.0,13,3577279.0,22,,10,57,49,85632295.0,114,0,15,9.870075643561052e+17,12,1231749.0,97,98,29,156
316878015.0,6639.0,71,1005101.0,119,2870912.0,15,43214.0,122,57,0,420784293.0,120,98,119,,21,16347.0,123,1,59,46
254102264.0,24030.0,69,7016579.0,4,1865694.0,21,2681.0,5,57,0,85672731.0,2,24,5,9.870075618094052e+17,4,3560336.0,129,105,79,61
145416817.0,35698.0,76,1001822.0,2,3665474.0,7,,3,57,0,85681873.0,0,47,3,9.870075573420051e+17,2,326266.0,5,105,10,32
159494423.0,,71,,64,3200837.0,6,,122,57,0,890519135.0,120,0,63,9.870075623843052e+17,52,,148,105,92,44
148933771.0,10483.0,43,7003743.0,41,2661739.0,40,2687.0,122,8,24,85682353.0,99,0,11,9.870075620083052e+17,10,1686649.0,6,69,131,38
239912928.0,78260.0,58,,26,2773069.0,3,14619.0,22,57,0,,120,0,100,,71,76826.0,109,29,111,112
136191670.0,35335.0,54,1063220.0,91,2700801.0,39,,122,57,0,,120,78,94,9.870075331239052e+17,81,935541.0,107,105,104,124
171912833.0,67739.0,71,,183,758470.0,32,50120.0,120,57,0,85898119.0,120,0,180,,128,,160,105,111,102
130246630.0,6628.0,0,1001061.0,3,325361.0,41,,4,66,25,85679443.0,1,72,4,9.870075553532051e+17,3,167216.0,142,82,111,20
5.513154983548868e+21,,6,,8,2803243.0,5,,122,57,0,101811701.0,120,0,9,,8,2433429.0,160,105,1,14
254102264.0,24030.0,69,7016579.0,4,1865694.0,21,2681.0,5,57,0,85672731.0,2,24,5,9.870075618094052e+17,4,3560336.0,129,105,79,61
128633137.0,2560.0,53,7003688.0,157,2838632.0,15,2912.0,101,32,71,85682517.0,78,83,148,9.870073093469052e+17,94,51529.0,66,11,76,111
154775570.0,1028.0,66,7005560.0,117,3996063.0,27,3017.0,79,57,65,85633293.0,63,57,117,9.870075481680051e+17,96,114686.0,55,94,48,127
7.475148997656461e+21,,28,,101,2618424.0,9,49618.0,122,35,0,1159297727.0,27,99,49,,102,2192363.0,160,105,38,68
189116956.0,209.0,17,7000084.0,72,2921044.0,15,2979.0,50,12,9,85633111.0,38,0,71,9.870075597787052e+17,57,51477.0,26,105,41,72
7.475148997656461e+21,,28,,101,2618424.0,9,49618.0,122,35,0,1159297727.0,27,99,49,,102,2192363.0,160,105,38,68
4.514478295017968e+19,,71,,77,1547314.0,2,,54,57,43,85632239.0,120,0,79,9.870075675101052e+17,61,2177227.0,139,105,111,78
152981965.0,608.0,71,7000457.0,63,6542285.0,20,1073.0,45,48,10,101752643.0,32,0,62,9.870075547987052e+17,107,42602.0,32,44,91,71
233699358.0,79543.0,13,,136,3128759.0,38,2331.0,122,39,31,85682663.0,103,0,134,9.870075572618052e+17,18,349035.0,98,50,89,2
150675140.0,512.0,71,7007868.0,33,2800866.0,5,67.0,27,57,61,101913231.0,16,13,42,9.870075526328051e+17,27,58274.0,18,65,102,66
158263965.0,22155.0,77,7004643.0,141,4566966.0,44,3761.0,92,57,11,85633729.0,73,0,138,9.870075643547052e+17,135,4422604.0,84,97,63,104
3.014542447718683e+19,,59,,103,3848352.0,0,,122,57,0,,120,0,181,,41,2202833.0,160,105,111,52
148855657.0,202.0,71,7003673.0,76,2911298.0,15,308.0,53,20,70,85682505.0,42,0,78,9.870075505228051e+17,92,62782.0,41,14,71,79
159635910.0,6188.0,105,,113,3337492.0,32,5839.0,122,60,8,85687301.0,59,89,113,9.870074893166052e+17,44,224457.0,151,35,113,42
189116956.0,209.0,17,7000084.0,72,2921044.0,15,2979.0,50,12,9,85633111.0,38,0,71,9.870075597787052e+17,57,51477.0,26,105,41,72
159367111.0,276.0,91,1000120.0,89,1861060.0,21,2998.0,62,57,63,85632429.0,50,0,91,9.870075502402052e+17,68,382313.0,45,81,103,76
146499420.0,6866.0,22,7006477.0,12,3865483.0,0,2964.0,9,57,60,85632505.0,5,28,13,9.870075643487052e+17,0,286393.0,7,102,28,158
133587239.0,77075.0,71,,27,2764785.0,3,14653.0,122,57,0,,120,84,156,,69,376676.0,0,32,111,114
131280745.0,508.0,71,7001371.0,90,281184.0,19,45421.0,63,57,0,421168681.0,51,0,92,9.870075621696051e+17,115,1381350.0,46,85,111,84
158263965.0,22155.0,77,7004643.0,141,4566966.0,44,3761.0,92,57,11,85633729.0,73,0,138,9.870075643547052e+17,135,4422604.0,84,97,63,104
240580114.0,,10,,11,828259.0,1,44818.0,8,57,0,85668083.0,120,0,12,,11,3917110.0,158,105,111,57
160050945.0,4733.0,71,7006254.0,115,2960316.0,26,1232.0,77,57,77,101751765.0,61,90,115,9.870075573822052e+17,95,407489.0,54,105,6,145
146565993.0,12947.0,57,7009084.0,1,3183560.0,20,2680.0,2,49,13,,105,0,2,9.870075549513052e+17,1,53937.0,3,47,119,159
247457781.0,843.0,71,7005172.0,18,2953504.0,15,127.0,14,15,41,101748507.0,8,8,20,9.870075573773052e+17,15,62340.0,9,10,66,165
134334037.0,939.0,56,7006660.0,173,690791.0,42,3055.0,113,57,52,85633805.0,88,0,168,9.870075481625052e+17,156,60199.0,69,54,106,120
166292153.0,6967.0,101,7024122.0,116,858787.0,32,8479.0,78,58,22,85687257.0,62,1,116,9.870074893173052e+17,109,130935.0,153,34,114,128
1.3311454246627867e+21,11825.0,71,7593303.0,37,3435910.0,0,33.0,31,57,0,421174285.0,20,0,36,9.870075477993052e+17,34,1224652.0,20,103,87,34
125708410.0,45856.0,103,7005806.0,181,6185811.0,8,5765.0,118,57,0,85682095.0,120,0,178,9.870075550787052e+17,170,391455.0,75,93,58,122
243889070.0,,37,,71,6361000.0,38,,122,57,0,101843473.0,120,0,70,,115,345232.0,156,51,86,70
130246630.0,6628.0,0,1001061.0,3,325361.0,41,,4,66,25,85679443.0,1,72,4,9.870075553532051e+17,3,167216.0,142,82,111,20
136120668.0,,71,,134,,16,,122,57,0,,120,0,181,9.870075648652051e+17,115,563226.0,160,105,111,55
141979547.0,77442.0,71,7024138.0,7,3272934.0,15,,122,57,0,101813421.0,120,74,8,9.870075625897052e+17,7,452415.0,101,105,130,54
1.3311454246627867e+21,11825.0,71,7593303.0,37,3435910.0,0,33.0,31,57,0,421174285.0,20,0,36,9.870075477993052e+17,34,1224652.0,20,103,87,34
316878015.0,6639.0,71,1005101.0,119,2870912.0,15,43214.0,122,57,0,420784293.0,120,98,119,,21,16347.0,123,1,59,46
145400098.0,4075.0,71,1000394.0,35,683506.0,34,1442.0,29,57,78,1125857071.0,18,0,34,9.870075548069052e+17,112,377733.0,21,76,36,126
233860710.0,,71,8713392.0,106,2772522.0,3,16345.0,122,57,0,85898545.0,120,0,105,,115,102546.0,134,105,111,83
146903411.0,6710.0,95,1003657.0,95,2820086.0,15,2647.0,67,31,35,1125411555.0,120,45,169,9.870075549181052e+17,119,62420.0,70,23,137,18
238763758.0,,85,,164,865971.0,35,,122,57,0,,120,0,157,,146,,145,73,124,105
144231507.0,6861.0,92,7013154.0,129,6093943.0,8,2881.0,86,57,0,85682057.0,69,0,128,9.870075595300051e+17,127,68841.0,110,90,52,100
150028026.0,2469.0,71,7010171.0,96,703448.0,42,1770.0,68,57,0,101752489.0,53,0,96,9.870074048844051e+17,155,421866.0,48,55,16,67
251380480.0,198.0,71,7000874.0,153,3169070.0,20,934.0,0,57,59,101752607.0,77,14,144,9.870075548093052e+17,88,41485.0,63,46,120,107
169605151.0,17439.0,64,7002795.0,52,3117732.0,38,2506.0,122,37,1,85682783.0,97,0,48,9.870072649724051e+17,97,349055.0,138,48,88,157
148933771.0,10483.0,43,7003743.0,41,2661739.0,40,2687.0,122,8,24,85682353.0,99,0,11,9.870075620083052e+17,10,1686649.0,6,69,131,38
315153102.0,47843.0,71,1032562.0,46,3027301.0,12,,35,57,0,101829035.0,24,58,41,9.870075503069052e+17,104,104836.0,103,42,4,174
235437997.0,53986.0,71,7003367.0,174,3042030.0,24,1533.0,122,57,0,101828603.0,89,0,170,9.870075528714052e+17,157,1155956.0,71,105,140,147
146785329.0,75076.0,4,7007568.0,125,5128638.0,44,2862.0,121,57,0,85688543.0,67,49,125,9.870075597774052e+17,114,61320.0,57,99,50,97
148842731.0,236.0,98,1000062.0,15,2782113.0,3,3025.0,11,0,4,85632785.0,6,19,17,9.870075596513052e+17,45,16239.0,59,24,30,151
124792169.0,,44,,80,2646944.0,43,42388.0,122,57,0,85683747.0,45,82,82,,115,1433249.0,160,105,27,1
150029386.0,7732.0,88,7006653.0,70,614540.0,13,2985.0,49,57,56,85633163.0,37,94,69,9.870075575476051e+17,56,28699.0,40,53,98,136
146572408.0,6464.0,34,7003023.0,38,2781194.0,3,2713.0,32,1,44,85681651.0,21,32,37,9.870075525180051e+17,28,76909.0,22,26,13,171
159473236.0,14053.0,50,,28,2721357.0,39,17000.0,122,63,5,85688383.0,14,0,28,9.870075644218052e+17,153,54413.0,160,105,9,160
235896525.0,4932.0,71,7008546.0,69,6542282.0,20,941.0,48,57,81,101752663.0,36,0,68,9.870075574069052e+17,108,44875.0,36,43,21,154
157208228.0,,51,7075018.0,148,6555606.0,15,,122,14,19,1125282939.0,120,76,93,9.870075650904051e+17,16,22027.0,47,9,111,28
154758959.0,2180.0,87,7003692.0,19,2953481.0,15,2695.0,15,13,68,85682567.0,9,29,21,9.870075502952051e+17,89,62611.0,10,8,97,153
234764773.0,84059.0,71,,133,2988760.0,12,3729.0,89,57,0,1343342299.0,120,91,0,,130,9521.0,140,105,5,30
165164043.0,36279.0,52,1000340.0,39,3055744.0,17,12232.0,33,47,0,85684859.0,22,22,38,9.870075618086052e+17,59,22260.0,128,39,8,82
1.1691581882568202e+21,4204.0,106,,182,6362983.0,38,1688.0,119,57,0,404347363.0,94,0,179,9.870075549538052e+17,115,345740.0,94,49,23,149
165164043.0,36279.0,52,1000340.0,39,3055744.0,17,12232.0,33,47,0,85684859.0,22,22,38,9.870075618086052e+17,59,22260.0,128,39,8,82
159473236.0,14053.0,50,,28,2721357.0,39,17000.0,122,63,5,85688383.0,14,0,28,9.870075644218052e+17,153,54413.0,160,105,9,160
131336603.0,1077.0,71,7003249.0,85,7871498.0,3,1376.0,58,57,0,101748061.0,109,0,87,9.870073091953052e+17,70,4835169.0,43,28,0,142
141914082.0,32979.0,61,1000882.0,109,2267056.0,33,2830.0,73,57,0,85687367.0,111,0,109,9.870075645386052e+17,42,2897141.0,141,52,111,95
124562170.0,32644.0,97,,150,6418542.0,9,16054.0,122,36,6,85682575.0,120,3,141,,154,1319978.0,1,105,111,98
151281956.0,10001.0,9,1003090.0,144,2955470.0,15,,94,30,36,,120,86,14,,120,73340.0,8,22,51,19
122714179.0,7726.0,67,7006657.0,21,630336.0,4,2970.0,17,57,48,85632395.0,10,0,23,9.870075676269052e+17,19,59065.0,93,57,33,12
152520873.0,95551.0,5,1001079.0,6,361059.0,10,,7,57,0,85671041.0,120,0,7,9.870075624513052e+17,6,3061846.0,124,88,78,56
158263965.0,22155.0,77,7004643.0,141,4566966.0,44,3761.0,92,57,11,85633729.0,73,0,138,9.870075643547052e+17,135,4422604.0,84,97,63,104
316429178.0,11296.0,71,7007227.0,118,3527646.0,27,1256.0,80,57,0,857683023.0,64,0,118,9.870075503394052e+17,111,1376330.0,56,96,47,91
122530980.0,61.0,71,7209904.0,24,2950159.0,15,289.0,20,16,54,85682499.0,12,18,26,9.870075595303052e+17,90,62422.0,13,1,35,11
125452751.0,,79,,60,3229999.0,6,,122,57,0,,119,0,60,9.870074698895052e+17,51,2528144.0,150,105,18,45
128544491.0,841.0,21,7006278.0,82,719819.0,17,3056.0,56,44,47,85633237.0,46,23,84,9.870075618085052e+17,47,21335.0,92,37,43,77
133320235.0,,73,,158,,12,,102,57,0,,43,0,149,,115,11205889.0,115,105,111,96
148983267.0,,29,1003127.0,145,2938912.0,15,,122,21,20,,120,71,50,9.870075647448051e+17,137,286590.0,24,6,111,26
254102264.0,24030.0,69,7016579.0,4,1865694.0,21,2681.0,5,57,0,85672731.0,2,24,5,9.870075618094052e+17,4,3560336.0,129,105,79,61
159462062.0,4213.0,71,,23,2950344.0,15,379.0,19,57,0,101748731.0,120,64,25,9.870075666929052e+17,20,158457.0,12,23,67,131
137203033.0,38937.0,71,,169,715429.0,17,4974.0,110,57,0,101751681.0,85,85,163,,40,1025105.0,111,39,101,49
