ViafId,GeoNamesId,CommonsCategory,OpenStreetMapRelationId,ArchInformLocationId,WhosOnFirstId,AssociatedPeopleCategory,MusicBrainzAreaId,NationalLibraryOfIsraelJ9uId,OfficialWebsite,CountryName,StoreNorskeLeksikonId,BirthsCategory,MainCategory,FreebaseId,LibraryOfCongressAuthorityId,CoatOfArmsImage,INaturalistPlaceId
137214031.0,633654.0,0,,,,414,241,9.870075550428051e+17,0,43,174,314,0,64,251,318,
148842731.0,2782113.0,15,16239.0,3025.0,85632785.0,2,304,9.870075596513052e+17,0,3,331,7,16,372,68,60,8057.0
140761218.0,655627.0,179,2522459.0,,907198879.0,147,239,9.870075621101052e+17,334,17,112,314,180,189,324,187,
139829985.0,831041.0,363,2000361.0,16158.0,85683095.0,283,321,9.870075379532051e+17,155,17,235,203,354,163,396,280,30126.0
134874846.0,638937.0,348,2528474.0,528.0,907199591.0,270,378,9.870075548920051e+17,394,17,226,194,339,26,257,275,
154228592.0,604488.0,236,935482.0,,,191,398,9.870075667457052e+17,111,54,153,314,233,460,232,223,44906.0
132677510.0,662096.0,468,1200894.0,,907199205.0,390,132,9.870075354401052e+17,258,17,174,314,465,151,370,359,
140728561.0,643493.0,290,2711874.0,524.0,907199459.0,235,143,9.870075668594052e+17,378,17,289,164,288,74,268,244,
153645645.0,650225.0,205,919417.0,514.0,101748439.0,168,127,9.870075599798052e+17,346,17,135,115,206,110,321,207,
133239706.0,3013657.0,153,7449.0,3266.0,85683157.0,125,324,9.870075645400051e+17,322,18,95,86,154,360,299,15,99548.0
146568886.0,4682500.0,79,1837688.0,20715.0,102086765.0,72,381,9.870075643435052e+17,51,61,174,43,76,407,114,284,3024.0
3.5661598808909184e+21,205703.0,189,3652419.0,,85670015.0,414,153,,96,14,121,314,191,220,0,236,12535.0
128633137.0,2838632.0,367,51529.0,2912.0,85682517.0,287,57,9.870073093469052e+17,401,19,237,207,358,265,115,143,8247.0
165740729.0,639735.0,328,2377364.0,4402.0,907198665.0,261,295,9.870075646820051e+17,389,17,217,188,328,44,326,273,
131576177.0,6418540.0,338,1319936.0,2282.0,85682593.0,377,345,,147,15,219,314,268,284,7,236,51000.0
129232738.0,6418539.0,337,1319935.0,16053.0,85682597.0,372,77,,146,15,218,314,63,283,6,236,96855.0
123708243.0,658225.0,155,34914.0,536.0,101748417.0,127,93,9.870072624164051e+17,323,17,96,87,156,205,206,177,118805.0
146210387.0,2641364.0,273,156393.0,4939.0,,221,69,9.870075618022052e+17,0,60,177,153,272,243,90,44,8475.0
126820159.0,,136,,,,375,241,,0,43,174,314,138,166,0,126,
137211501.0,2686655.0,472,54222.0,17002.0,85688421.0,394,333,9.870075667216051e+17,168,54,328,292,469,461,238,362,9354.0
316735212.0,6544101.0,220,3765619.0,16180.0,,414,241,,201,52,174,314,216,206,0,236,
235199424.0,653282.0,191,2527259.0,45236.0,101839183.0,158,53,,339,17,123,108,193,132,0,198,
144232296.0,5165418.0,282,162061.0,2878.0,85688485.0,228,6,9.870075618190052e+17,237,61,192,157,281,246,80,96,31.0
153737106.0,2185978.0,275,2133870.0,,85687149.0,378,203,9.870075675124051e+17,0,34,174,279,273,123,354,236,7911.0
124951319.0,4335045.0,260,131885.0,1886.0,85948111.0,209,96,9.870075525310052e+17,370,61,171,144,258,343,34,290,
6.145602330301361e+18,830682.0,390,1702263.0,16167.0,85683113.0,303,111,9.870075582193052e+17,215,17,270,223,382,161,402,161,30127.0
167609053.0,,264,6898597.0,,,414,241,,0,44,174,314,474,173,0,236,
158284646.0,5042563.0,325,1795856.0,19520.0,102087007.0,258,332,9.870075621787052e+17,52,61,174,186,325,415,264,236,13467.0
157094047.0,4688275.0,105,113788.0,26644.0,101723563.0,414,201,9.870075643469052e+17,48,61,174,314,107,0,111,236,
315126489.0,830708.0,119,38092.0,16166.0,85683073.0,305,404,9.870075342876051e+17,184,17,67,66,385,150,403,328,49282.0
131355313.0,2712411.0,142,52832.0,9054.0,85688453.0,116,108,9.870075528899052e+17,105,54,87,79,144,454,249,171,11998.0
140728561.0,643493.0,290,2711874.0,524.0,907199459.0,235,143,9.870075668594052e+17,378,17,289,164,288,74,268,244,
138362616.0,4684904.0,92,1837698.0,20728.0,102080647.0,82,10,9.870075643466052e+17,296,61,174,54,91,406,112,236,1281.0
245825169.0,655257.0,180,,,907198761.0,148,50,,92,17,113,314,181,190,0,188,
155939490.0,660562.0,306,37197.0,526.0,,250,179,9.870075549102052e+17,384,17,25,177,306,334,201,259,
151281956.0,2955470.0,330,73340.0,,,414,241,,273,19,174,314,10,52,0,93,
138220682.0,1835848.0,372,2297418.0,3175.0,85673185.0,290,255,9.870075642311052e+17,157,50,241,211,363,376,109,218,11005.0
295321095.0,4174757.0,405,1216849.0,1810.0,85931789.0,316,410,9.870075503338052e+17,169,61,273,234,399,412,136,293,
5.22415032558561e+21,659171.0,146,,5610.0,,119,335,9.870075668664051e+17,319,17,78,82,147,88,0,174,
141882527.0,3448433.0,401,298204.0,2907.0,85682041.0,313,51,9.870075478063052e+17,154,8,265,232,395,80,128,27,13334.0
124339141.0,2663535.0,450,935654.0,,,356,32,9.870075667499052e+17,423,54,310,314,447,458,231,335,44896.0
255510393.0,290557.0,424,307763.0,6014.0,85632573.0,13,409,9.870075478024051e+17,317,59,55,282,420,379,129,151,7359.0
150062687.0,649374.0,208,345901.0,515.0,907198647.0,171,72,9.870075548387052e+17,347,17,137,118,209,109,11,209,
153645645.0,650225.0,205,919417.0,514.0,101748439.0,168,127,9.870075599798052e+17,346,17,135,115,206,110,321,207,
238758217.0,6458808.0,462,,42721.0,,414,241,,0,55,174,314,459,139,0,236,98038.0
138312483.0,2633560.0,464,57581.0,6096.0,85684259.0,367,79,9.870075481597052e+17,437,60,318,271,461,290,241,6,30425.0
131343889.0,2510910.0,313,349008.0,2610.0,,414,247,9.870075620820051e+17,66,52,242,289,313,4,170,155,30004.0
123708243.0,658225.0,155,34914.0,536.0,101748417.0,127,93,9.870072624164051e+17,323,17,96,87,156,205,206,177,118805.0
149110397.0,660951.0,12,2509098.0,5315.0,101813941.0,30,368,9.870074965154052e+17,203,17,174,314,13,125,388,7,
2.146635501041982e+18,4160021.0,174,119008.0,1804.0,85932547.0,144,222,9.870075617971052e+17,53,61,108,98,175,363,91,236,
239915682.0,5110266.0,412,2552450.0,3608.0,421205773.0,371,366,9.870075645630052e+17,4,61,36,274,406,20,266,236,
268236629.0,702550.0,237,2032280.0,3992.0,101752483.0,192,83,9.870075548303052e+17,6,58,154,132,234,333,197,85,47127.0
150206771.0,660230.0,110,1724976.0,,101845571.0,93,148,9.870075673054052e+17,214,17,70,314,112,126,349,153,
128995794.0,4460162.0,69,179860.0,9005.0,85980563.0,68,303,9.870075525245052e+17,174,61,44,38,65,381,143,236,
144231507.0,6093943.0,284,68841.0,2881.0,85682057.0,230,59,9.870075595300051e+17,377,10,194,159,283,247,66,98,6883.0
129178433.0,639890.0,326,2528473.0,,,259,235,9.870075428584051e+17,387,17,215,314,326,171,385,272,
155908018.0,2852458.0,307,62369.0,300.0,101748815.0,251,218,9.870075573749052e+17,385,19,207,302,307,330,15,141,98460.0
148945439.0,4692559.0,126,6579857.0,42517.0,85811845.0,105,316,9.870075504619052e+17,74,61,174,314,127,14,303,236,
148842731.0,2782113.0,15,16239.0,3025.0,85632785.0,2,304,9.870075596513052e+17,0,3,331,7,16,372,68,60,8057.0
124479972.0,2620423.0,156,1927508.0,16139.0,1159297725.0,128,233,9.870075309377052e+17,85,15,97,314,157,11,365,178,98693.0
148299018.0,3060972.0,44,1702499.0,1671.0,1108800123.0,53,370,9.870075549258052e+17,36,46,31,23,43,24,198,36,
124335719.0,2524169.0,244,39374.0,,,414,241,,45,25,261,314,242,472,0,264,
125476363.0,634964.0,406,3579531.0,532.0,907199231.0,317,149,9.870075595167052e+17,411,17,272,312,400,377,74,312,
143132029.0,830703.0,206,2102313.0,2939.0,85683081.0,169,87,9.870075621920051e+17,102,17,136,116,207,186,338,208,30118.0
235437997.0,3042030.0,432,1155956.0,1533.0,101828603.0,338,119,9.870075528714052e+17,420,30,294,249,428,358,276,352,11073.0
147762058.0,5303754.0,240,1832201.0,12189.0,102087421.0,195,102,9.870075668204051e+17,358,61,174,134,238,399,285,236,1861.0
141826349.0,3190538.0,379,218657.0,2298.0,85633779.0,409,131,9.870075548974052e+17,79,47,249,216,371,268,255,109,8228.0
144244163.0,2664415.0,447,52825.0,49184.0,85688465.0,353,298,9.870075502135052e+17,23,54,307,261,444,469,190,332,13237.0
134843188.0,637959.0,357,2373964.0,45807.0,,277,170,9.870075596820051e+17,245,17,230,199,348,198,19,173,
138347464.0,3057568.0,378,14296.0,3041.0,85633769.0,408,367,9.870075573694052e+17,405,46,248,215,370,260,17,108,8267.0
140306806.0,,351,,,,405,241,9.870072673307052e+17,0,51,213,314,342,93,226,124,
126665154.0,3162212.0,53,406136.0,3132.0,1159297009.0,61,343,9.870075643259052e+17,205,36,39,314,52,385,177,29,40012.0
153645645.0,650225.0,205,919417.0,514.0,101748439.0,168,127,9.870075599798052e+17,346,17,135,115,206,110,321,207,
312797224.0,3182882.0,308,42366.0,2318.0,85685423.0,379,49,9.870075643218052e+17,134,25,6,314,308,237,175,261,33188.0
316429670.0,3128758.0,22,2417889.0,,,37,241,9.870075463200051e+17,0,52,174,12,23,433,404,236,140344.0
8.914615299370525e+19,2638360.0,368,58446.0,2913.0,,406,163,9.870075526088051e+17,316,60,247,208,359,262,147,276,7382.0
237260009.0,5110629.0,51,175031.0,1943.0,85978023.0,59,188,9.870075478179052e+17,39,61,38,30,50,54,116,283,
144234731.0,5101798.0,262,170486.0,4771.0,85975279.0,211,202,9.870075478095052e+17,368,61,172,146,260,375,126,236,
139487232.0,7290660.0,58,295355.0,,,414,241,,287,60,174,314,70,472,37,236,
139492016.0,3333218.0,77,51781.0,4119.0,,373,113,9.870075642006052e+17,432,60,314,275,74,344,224,54,30423.0
136660149.0,3165924.0,314,40423.0,2633.0,85685539.0,383,103,9.870075642175052e+17,138,25,174,313,314,236,0,266,33110.0
175761035.0,2756986.0,100,1002142.0,4686.0,101751865.0,87,302,9.870075618074052e+17,298,33,60,61,100,383,88,147,17375.0
180363010.0,4560349.0,296,188022.0,1993.0,101718083.0,240,17,9.870075525413052e+17,129,61,201,169,295,337,26,291,125337.0
139573101.0,2898321.0,162,148593.0,8698.0,101808955.0,133,219,9.870075598825052e+17,324,19,174,314,163,228,294,136,
139695406.0,587116.0,18,364110.0,4850.0,85632717.0,3,277,9.870075676380051e+17,18,4,9,8,19,382,360,148,8434.0
146266259.0,4782167.0,346,206561.0,14877.0,101728747.0,269,38,9.870075526180051e+17,148,61,174,192,337,387,142,236,108237.0
312794257.0,4662168.0,410,161838.0,4795.0,85688701.0,321,396,9.870075620873052e+17,414,61,277,237,404,282,97,236,45.0
130101995.0,6094817.0,289,4136816.0,1212.0,101735873.0,234,287,9.870075619942052e+17,238,10,196,163,287,248,100,99,27599.0
237441305.0,317106.0,96,,48927.0,85679277.0,84,360,,64,57,174,57,95,177,0,236,12279.0
140703482.0,2748838.0,292,47608.0,6064.0,85687045.0,236,21,9.870075525325052e+17,379,33,197,165,290,353,30,246,11471.0
122995809.0,5780993.0,358,198770.0,6972.0,101728075.0,278,355,9.870075617913052e+17,404,61,231,200,349,341,94,236,
133849553.0,2698726.0,204,935626.0,,,167,299,9.870075311622052e+17,101,54,134,314,205,436,373,206,44856.0
151311752.0,641000.0,303,4446212.0,45501.0,907199653.0,248,154,9.870075621133052e+17,382,17,21,175,303,124,323,258,
140666509.0,830603.0,215,1724359.0,2826.0,85683147.0,174,95,9.870075480686052e+17,351,17,139,120,212,99,182,210,49280.0
151960041.0,2172797.0,55,,7630.0,101935623.0,62,234,9.870075528287052e+17,41,2,174,32,54,108,304,236,
137208778.0,2660717.0,61,1698314.0,2780.0,85682301.0,387,284,9.870075596142052e+17,307,55,80,314,58,105,215,341,12684.0
157102848.0,646006.0,247,2752683.0,519.0,907198765.0,199,270,9.870075480557052e+17,232,17,258,137,245,128,186,227,
123708243.0,658225.0,155,34914.0,536.0,101748417.0,127,93,9.870072624164051e+17,323,17,96,87,156,205,206,177,118805.0
136600716.0,6251999.0,59,1428125.0,3002.0,85633041.0,6,168,9.870075525311052e+17,288,10,42,35,57,328,33,277,6712.0
147736716.0,5405889.0,438,396505.0,18429.0,102086933.0,345,33,9.870075526248051e+17,425,61,174,255,435,396,139,236,1930.0
152376980.0,3202326.0,87,214885.0,2297.0,85633229.0,9,186,9.870075550427052e+17,190,12,132,50,85,103,254,70,8196.0
132441531.0,1814991.0,73,270056.0,2977.0,85632695.0,7,184,9.870075503485052e+17,314,37,126,41,294,327,132,235,6903.0
130168302.0,6252001.0,425,148838.0,3058.0,85633793.0,0,112,9.870072691397052e+17,418,61,287,283,421,299,24,168,1.0
148929220.0,5596512.0,163,162116.0,2803.0,85688657.0,134,379,9.870075481668051e+17,325,61,100,91,164,208,239,236,22.0
247369290.0,831040.0,319,1703362.0,16160.0,85683091.0,253,350,,127,17,209,180,319,187,0,269,
152620751.0,4736286.0,411,114690.0,2928.0,85688753.0,322,393,9.870075596247052e+17,413,61,278,238,405,278,212,123,18.0
129127119.0,3214106.0,336,2811874.0,,,414,241,9.870075650179052e+17,150,19,174,314,417,66,0,236,
153590647.0,3171727.0,312,44217.0,2555.0,85685309.0,382,16,9.870075547984051e+17,137,25,199,314,312,213,57,265,33204.0
134812645.0,6173331.0,436,1852574.0,1208.0,101741075.0,343,160,9.870075502974052e+17,251,10,297,253,433,288,245,113,9476.0
152620751.0,4736286.0,411,114690.0,2928.0,85688753.0,322,393,9.870075596247052e+17,413,61,278,238,405,278,212,123,18.0
136660149.0,3165924.0,314,40423.0,2633.0,85685539.0,383,103,9.870075642175052e+17,138,25,174,313,314,236,0,266,33110.0
153009195.0,2264397.0,305,295480.0,3032.0,85633735.0,402,177,9.870075480693052e+17,383,39,206,176,305,249,181,102,7122.0
146514191.0,5037779.0,248,165471.0,2847.0,85688727.0,200,387,9.870075549588051e+17,233,61,160,138,246,234,47,236,38.0
244542798.0,6167865.0,415,324211.0,1215.0,101735835.0,325,171,9.870075477978052e+17,415,10,280,240,409,371,119,112,27608.0
159956924.0,6453316.0,418,407754.0,,1159297187.0,327,214,9.870075526354052e+17,417,36,282,314,412,43,36,316,40413.0
157102848.0,646006.0,247,2752683.0,519.0,907198765.0,199,270,9.870075480557052e+17,232,17,258,137,245,128,186,227,
155939490.0,660562.0,306,37197.0,526.0,,250,179,9.870075549102052e+17,384,17,25,177,306,334,201,259,
126093597.0,4597040.0,385,224040.0,4144.0,85688683.0,299,269,9.870075549543052e+17,400,61,253,219,377,274,51,236,43.0
154323889.0,2658434.0,399,51701.0,3038.0,85633051.0,412,23,9.870075643569052e+17,259,55,263,230,393,259,99,111,7236.0
316878015.0,2870912.0,250,16347.0,43214.0,420784293.0,414,9,,28,19,174,314,248,135,379,119,
129679518.0,3469034.0,46,59470.0,2974.0,85633009.0,5,384,9.870075549459052e+17,313,8,30,25,45,22,153,65,6878.0
148929220.0,5596512.0,163,162116.0,2803.0,85688657.0,134,379,9.870075481668051e+17,325,61,100,91,164,208,239,236,22.0
126846101.0,828987.0,392,,9551.0,,414,241,9.870075357278052e+17,0,17,174,314,384,72,0,162,7786.0
143678804.0,830709.0,430,37355.0,16162.0,85683067.0,336,223,,182,17,189,247,426,176,0,324,30121.0
150216691.0,3139111.0,375,406125.0,,1159297495.0,293,216,9.870075672907052e+17,158,36,245,314,367,38,351,298,40025.0
155855229.0,3144096.0,277,1059668.0,3023.0,85633341.0,19,151,9.870075548074052e+17,120,36,179,155,275,241,45,94,7016.0
141931875.0,2673723.0,396,398021.0,,,414,193,9.870075551002052e+17,16,54,174,314,391,179,317,308,44985.0
138220682.0,1835848.0,372,2297418.0,3175.0,85673185.0,290,255,9.870075642311052e+17,157,50,241,211,363,376,109,218,11005.0
247369290.0,831040.0,319,1703362.0,16160.0,85683091.0,253,350,,127,17,209,180,319,187,0,269,
123201603.0,3666313.0,434,1322825.0,,85670203.0,341,107,9.870075576775052e+17,183,11,174,251,431,153,0,156,12745.0
150138597.0,2720382.0,37,307850.0,,,48,385,9.870075622518052e+17,34,54,174,314,37,449,325,24,44830.0
147749948.0,2780740.0,27,75111.0,14612.0,,414,241,9.870075620559052e+17,192,3,174,314,102,270,218,236,14962.0
2.2291572265932853e+21,7286846.0,323,1684746.0,14450.0,1126044035.0,414,241,,172,55,174,184,323,368,0,32,
159459056.0,2673722.0,397,54391.0,2922.0,85688429.0,310,146,9.870075551801052e+17,22,54,260,228,390,445,278,307,9357.0
123146146.0,3186886.0,466,226224.0,1204.0,101751659.0,369,124,9.870075526207052e+17,442,12,320,272,463,348,141,118,10732.0
138220682.0,1835848.0,372,2297418.0,3175.0,85673185.0,290,255,9.870075642311052e+17,157,50,241,211,363,376,109,218,11005.0
145998913.0,5417618.0,82,161961.0,2715.0,85688603.0,74,88,9.870075597810052e+17,290,61,48,46,80,95,209,285,34.0
140666509.0,830603.0,215,1724359.0,2826.0,85683147.0,174,95,9.870075480686052e+17,351,17,139,120,212,99,182,210,49280.0
244269170.0,569665.0,71,109877.0,4780.0,85688015.0,69,280,9.870075378487052e+17,5,42,284,39,67,114,371,67,11794.0
131504893.0,602149.0,423,935646.0,,,332,230,9.870075311604051e+17,179,54,290,314,419,471,374,319,45025.0
144908223.0,5323810.0,7,253985.0,21666.0,85923167.0,26,191,9.870075643500051e+17,24,61,4,4,6,392,105,236,
168830626.0,2017370.0,349,60189.0,3034.0,85632685.0,400,47,9.870075309815052e+17,12,42,227,195,340,255,363,57,7161.0
167448500.0,4952349.0,398,2298154.0,3300.0,102084423.0,311,365,9.870075503431052e+17,0,61,174,229,392,390,134,236,2947.0
170334907.0,3014727.0,10,1676230.0,,,414,241,,0,18,174,314,11,295,0,236,
130262593.0,6542102.0,66,39546.0,,101838289.0,65,86,,55,25,174,314,61,323,0,236,
5.751454245567868e+20,4644585.0,259,197472.0,4796.0,101723183.0,208,356,9.870075525480051e+17,116,61,170,143,257,244,27,236,
140306806.0,,351,,,,405,241,9.870072673307052e+17,0,51,213,314,342,93,226,124,
137314610.0,7732501.0,184,1276548.0,44863.0,890462627.0,152,231,9.870075673230052e+17,94,57,174,104,185,252,348,236,106491.0
127984126.0,3418653.0,3,8810762.0,,101751755.0,23,175,9.870075309837052e+17,1,22,2,1,3,113,362,33,33085.0
133152143.0,5206379.0,300,188553.0,1994.0,101718805.0,245,178,9.870075618081052e+17,241,61,202,173,300,254,86,101,
128995794.0,4460162.0,69,179860.0,9005.0,85980563.0,68,303,9.870075525245052e+17,174,61,44,38,65,381,143,236,
122565375.0,661882.0,469,2375170.0,42190.0,85632789.0,391,84,9.870075505417052e+17,260,17,325,290,466,18,289,125,10282.0
148842731.0,2782113.0,15,16239.0,3025.0,85632785.0,2,304,9.870075596513052e+17,0,3,331,7,16,372,68,60,8057.0
150023893.0,6254927.0,295,162109.0,2888.0,85688481.0,239,173,9.870075549545052e+17,380,61,200,168,293,251,50,100,42.0
146588075.0,6453391.0,395,10150658.0,6944.0,1159297103.0,308,403,9.870075550358052e+17,408,36,259,227,388,31,252,306,40314.0
148335864.0,2686466.0,474,935455.0,,,396,145,9.870075620529052e+17,123,54,329,314,471,351,219,364,45032.0
129009980.0,632453.0,437,34920.0,9553.0,101748419.0,344,315,9.870075667345052e+17,422,17,298,254,434,312,237,327,
158263965.0,4566966.0,317,4422604.0,3761.0,85633729.0,403,90,9.870075643547052e+17,242,61,208,178,317,250,102,120,6848.0
168669942.0,2926272.0,120,62675.0,469.0,101748871.0,100,258,9.870073091992051e+17,306,19,75,314,121,400,213,133,98632.0
244993536.0,2743698.0,386,47772.0,2925.0,85687041.0,300,82,9.870075549462052e+17,440,33,322,220,378,276,89,358,11475.0
237710820.0,458258.0,218,72594.0,3008.0,85633279.0,16,150,9.870075643129052e+17,386,29,142,123,215,222,222,81,8050.0
144232296.0,5165418.0,282,162061.0,2878.0,85688485.0,228,6,9.870075618190052e+17,237,61,192,157,281,246,80,96,31.0
159473236.0,2721357.0,31,54413.0,17000.0,85688383.0,414,283,9.870075644218052e+17,93,54,174,17,31,394,308,21,11997.0
128935789.0,6254928.0,442,224042.0,2947.0,85688747.0,348,4,9.870075549546052e+17,428,61,303,257,439,287,49,236,7.0
156148995.0,830704.0,298,1701741.0,16159.0,85683099.0,243,25,9.870074966132051e+17,130,17,19,172,298,152,5,255,30125.0
122573067.0,2842565.0,366,62607.0,2904.0,85682519.0,286,386,9.870075552631052e+17,397,19,229,206,357,303,312,348,12880.0
135620783.0,3014816.0,137,139316.0,16312.0,101874705.0,399,15,9.870075597583052e+17,188,18,174,314,139,122,281,18,
154757441.0,2653822.0,67,1625787.0,822.0,101750397.0,66,374,9.870075643542052e+17,429,60,43,36,62,107,103,37,
132759010.0,509233.0,299,1020361.0,,,244,241,,198,42,174,314,299,302,8,45,42019.0
312794257.0,4662168.0,410,161838.0,4795.0,85688701.0,321,396,9.870075620873052e+17,414,61,277,237,404,282,97,236,45.0
163285236.0,2759898.0,5,337391.0,5173.0,404474025.0,25,35,9.870075525431052e+17,262,33,3,3,5,428,25,3,17307.0
302145294.0,3337496.0,302,130975.0,8487.0,85687267.0,247,294,9.870075505421052e+17,197,38,204,174,302,410,288,250,11621.0
151257350.0,4888671.0,83,122576.0,2369.0,102084317.0,75,327,9.870075620893052e+17,59,61,174,47,81,419,95,286,1859.0
312797224.0,3182882.0,308,42366.0,2318.0,85685423.0,379,49,9.870075643218052e+17,134,25,6,314,308,237,175,261,33188.0
134874846.0,638937.0,348,2528474.0,528.0,907199591.0,270,378,9.870075548920051e+17,394,17,226,194,339,26,257,275,
137121920.0,5909050.0,48,390867.0,2711.0,85682117.0,56,340,9.870075617964051e+17,78,10,34,27,47,25,93,66,7085.0
141887888.0,5295985.0,135,110806.0,9980.0,85917509.0,112,249,9.870075595017052e+17,312,61,174,77,136,434,166,217,
6.014147727657465e+21,3172391.0,245,40600.0,,,376,296,,46,25,262,314,243,12,0,56,
123159769.0,2724320.0,471,935464.0,,,393,240,9.870075667539052e+17,27,54,327,314,468,465,233,361,44922.0
134876348.0,3174618.0,228,44879.0,2832.0,,183,361,9.870075641929052e+17,145,25,148,126,224,314,265,184,10870.0
130173869.0,830686.0,271,1999428.0,16156.0,85683133.0,219,336,9.870075478125052e+17,131,17,180,151,269,148,0,256,30112.0
122995809.0,5780993.0,358,198770.0,6972.0,101728075.0,278,355,9.870075617913052e+17,404,61,231,200,349,341,94,236,
316733682.0,2655603.0,30,,724.0,101750467.0,43,54,9.870075480769052e+17,31,60,20,16,29,388,124,63,
240182577.0,6453405.0,202,405981.0,3705.0,1159296703.0,165,63,,344,36,131,114,203,40,0,204,40419.0
156117052.0,828988.0,104,,9555.0,,414,241,9.870075357277052e+17,0,17,174,314,106,73,0,185,10571.0
131349107.0,537148.0,209,1020363.0,,,172,241,9.870075549178052e+17,11,42,174,314,210,301,200,42,42011.0
152620751.0,4736286.0,411,114690.0,2928.0,85688753.0,322,393,9.870075596247052e+17,413,61,278,238,405,278,212,123,18.0
163285236.0,2759898.0,5,337391.0,5173.0,404474025.0,25,35,9.870075525431052e+17,262,33,3,3,5,428,25,3,17307.0
315126489.0,830708.0,119,38092.0,16166.0,85683073.0,305,404,9.870075342876051e+17,184,17,67,66,385,150,403,328,49282.0
248702429.0,644101.0,281,1855329.0,,,226,45,9.870075668982052e+17,376,17,188,314,279,102,327,322,
129003572.0,631708.0,440,36100.0,,101815273.0,347,246,9.870075526075052e+17,426,17,174,314,437,167,192,329,
139623547.0,650861.0,200,2472594.0,513.0,907198969.0,164,129,9.870075576164051e+17,343,17,130,113,202,134,340,203,
131504893.0,602149.0,423,935646.0,,,332,230,9.870075311604051e+17,179,54,290,314,419,471,374,319,45025.0
147221598.0,2935516.0,102,1829065.0,387.0,101748719.0,88,52,9.870075501991052e+17,300,19,63,299,103,13,191,132,98548.0
157121596.0,5205788.0,264,417845.0,20403.0,102081353.0,241,61,9.870075666996051e+17,128,61,174,170,296,409,286,236,2983.0
146155993.0,653760.0,188,2366153.0,,907199039.0,156,351,,224,17,120,314,190,194,0,196,
140174177.0,2657895.0,65,1690227.0,2960.0,85682309.0,389,162,9.870075572398052e+17,439,55,323,287,60,84,318,355,12678.0
141887888.0,5295985.0,135,110806.0,9980.0,85917509.0,112,249,9.870075595017052e+17,312,61,174,77,136,434,166,217,
129009980.0,632453.0,437,34920.0,9553.0,101748419.0,344,315,9.870075667345052e+17,422,17,298,254,434,312,237,327,
238440038.0,3041733.0,241,2297665.0,48345.0,85667871.0,196,5,9.870075669889052e+17,359,17,156,314,239,101,287,226,10384.0
140480972.0,2911516.0,144,62638.0,446.0,101748705.0,118,41,9.870075549471052e+17,318,19,90,81,146,55,151,76,98613.0
155980466.0,632674.0,433,2248587.0,,,340,320,9.870075621162052e+17,421,17,296,250,430,155,322,326,
137361386.0,2716165.0,109,308557.0,,,92,376,9.870075332450052e+17,213,54,69,314,111,452,377,152,44993.0
151843145.0,2945356.0,43,62504.0,2708.0,85682553.0,52,156,9.870075668628051e+17,283,19,29,22,42,36,358,130,9190.0
312798116.0,2886241.0,334,72022.0,,,414,241,9.870075526067052e+17,275,19,174,314,77,56,0,93,
