Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,0,1633076,186,186,1,30,1630521
0,0,602587,42,42,2,87,600077
0,0,736453,77,77,3,73,733583
1,0,1129346,168,168,2,63,1126764
0,0,20976,57,57,2,10,18310
0,0,5331,149,149,2,100,2932
1,0,629809,112,112,3,7,627020
0,0,1825289,187,187,2,63,1822929
0,0,590672,258,258,1,63,588504
1,0,6553,120,120,2,64,4166
0,0,1169591,223,223,3,110,1166769
1,0,13678,155,155,2,17,10931
0,0,468388,67,67,3,81,465485
0,0,476059,148,148,1,106,473501
0,0,1251196,180,180,2,123,1248512
1,0,1015945,208,208,2,73,1013150
1,0,1147282,167,167,2,63,1144757
0,0,696919,72,72,2,24,694046
0,0,1582479,185,185,1,98,1579936
1,0,221070,140,140,2,87,218443
0,0,463778,78,78,2,37,460986
0,0,11062,5,5,2,38,8450
1,0,1570228,98,98,5,43,1568267
0,0,280853,63,63,2,131,278046
0,0,546370,46,46,2,97,543824
0,0,399549,238,238,2,55,396772
0,0,57145,56,56,3,93,54284
0,0,849988,205,205,2,81,847319
0,0,408107,17,17,1,25,405750
1,0,60414,227,227,2,14,57859
1,0,1007699,206,206,2,73,1005114
1,0,7898,10,10,2,65,5274
0,0,245264,48,48,2,2,242583
0,0,4732,123,123,2,100,2051
0,0,21506,58,58,2,100,18858
1,0,23129,126,126,3,100,20358
0,0,428401,68,68,2,77,425663
0,0,1014233,134,134,1,30,1011738
0,0,34218,59,59,2,100,31414
1,0,2102129,101,101,2,103,2099463
0,0,15093,156,156,3,132,12226
0,0,1317329,97,97,2,88,1314768
1,0,352788,249,249,2,113,350182
1,0,565683,139,139,2,119,563344
1,0,10603,7,7,3,1,7772
1,0,212927,0,0,5,26,211077
0,0,276688,210,210,1,98,274223
0,0,652210,94,94,2,13,649424
1,0,10893,89,89,2,61,8359
1,0,4709,31,31,2,52,2067
0,0,119436,255,255,2,15,116878
1,0,14331,230,230,2,26,11776
1,0,1650945,12,12,2,129,1648582
0,0,7054,122,122,2,52,4541
1,0,456596,16,16,2,39,453903
1,0,3590,211,211,2,31,942
0,0,1816759,189,189,2,114,1814429
1,0,2010450,108,108,2,115,2008033
1,0,529696,175,175,2,67,526820
0,0,272153,64,64,2,73,269451
1,0,423886,65,65,2,119,421607
1,0,408724,138,138,1,33,406415
0,0,1036042,116,116,2,126,1033382
0,0,25731,9,9,3,59,22858
0,0,35248,51,51,2,100,32438
1,0,2099,3,3,5,128,3
0,0,903444,114,114,1,50,900637
1,0,460231,147,147,2,26,457457
1,0,2171498,182,182,2,103,2169063
0,0,783613,76,76,2,36,780839
1,0,35322,191,191,2,64,32611
0,0,506933,19,19,3,73,504105
1,0,41459,219,219,3,110,38613
0,0,584285,174,174,0,23,581721
0,0,404953,160,160,2,89,402317
0,0,16042,110,110,3,52,13142
1,0,574686,146,146,1,94,571897
1,0,596823,93,93,2,121,594229
0,0,71558,153,153,1,78,69066
0,0,1115182,220,220,2,79,1112378
0,0,556640,252,252,2,99,553878
0,0,22835,145,145,2,100,20457
0,0,65602,25,25,2,48,62846
0,0,321121,170,170,2,98,318503
1,0,3099,83,83,2,52,313
1,0,2201057,54,54,2,114,2198634
0,0,1882048,103,103,1,120,1879670
0,0,2065088,100,100,1,30,2062416
1,0,8030,143,143,2,52,5538
1,0,54570,28,28,3,57,51787
1,0,12466,229,229,2,104,9926
0,0,1745786,13,13,2,75,1743231
0,0,1189938,225,225,2,111,1187140
1,0,580806,92,92,5,86,578836
1,0,565358,81,81,2,114,563163
1,0,935144,131,131,2,87,932427
1,0,7331,90,90,3,62,4482
1,0,156435,34,34,3,87,153649
1,0,249052,71,71,2,4,246272
1,0,344245,14,14,2,101,341906
1,0,194602,248,248,3,87,191840
0,0,536061,256,256,2,89,533287
0,0,1851640,105,105,2,82,1848668
1,0,450835,66,66,2,119,448496
0,0,14547,21,21,2,48,12235
0,0,417885,136,136,2,54,415123
1,0,237391,70,70,2,22,234584
0,0,7271,23,23,2,100,4884
0,0,3982,2,2,2,71,1541
1,0,21057,154,154,2,45,18763
0,0,388287,239,239,2,118,385492
0,0,11601,40,40,2,52,9187
1,0,175571,91,91,2,105,172800
0,0,110238,228,228,3,102,107374
0,0,768058,75,75,2,73,765323
1,0,8573,215,215,2,66,6039
1,0,7513,4,4,2,127,4757
1,0,191757,113,113,2,60,188965
1,0,205713,246,246,2,21,202903
1,0,1484951,181,181,3,47,1482129
1,0,880730,133,133,2,42,877992
1,0,12861,240,240,2,111,10087
0,0,763632,129,129,2,75,761305
1,0,1152001,179,179,1,112,1149578
0,0,171302,231,231,4,13,169443
1,0,187696,247,247,2,16,185057
1,0,2180588,53,53,2,58,2178147
1,0,17047,38,38,2,107,14579
0,0,222070,177,177,2,68,219359
0,0,1181628,224,224,2,79,1179322
1,0,2776,49,49,1,12,113
1,0,950785,132,132,2,42,948302
0,0,8596,125,125,2,52,5819
0,0,24923,61,61,2,20,22032
0,0,42017,199,199,1,51,39222
0,0,1200167,193,193,2,36,1197396
1,0,665447,73,73,3,24,662586
0,0,316755,119,119,1,96,314314
1,0,396615,250,250,1,11,394090
0,0,381075,237,237,2,18,378301
0,0,2113696,52,52,1,30,2111357
0,0,255561,18,18,1,41,253126
1,0,22052,241,241,2,9,19278
0,0,198843,127,127,2,80,196225
1,0,775880,130,130,2,82,773208
0,0,421319,159,159,2,130,418704
1,0,167573,37,37,3,29,164778
1,0,11536,33,33,2,52,9554
1,0,597333,1,1,1,11,595705
