Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,938369,5,5,2,7,937674
0,24218799,160,160,1,1,24217882
0,18449802,131,131,2,3,18448896
0,421354,1,1,11,7,418907
0,2642795,17,17,16,7,2641014
1,22586503,151,151,8,1,22583996
1,23902858,158,158,2,1,23901544
1,15431493,114,114,10,7,15429022
1,42748,167,167,14,5,41047
1,2912105,21,21,1,7,2911437
1,12160930,91,91,8,2,12160046
1,16835079,119,119,23,1,16833925
1,23866829,157,157,2,1,23865703
1,16416071,118,118,22,2,16413631
1,11654127,89,89,8,2,11653435
0,563875,4,4,6,9,561461
1,6170322,48,48,2,7,6168823
0,13282465,98,98,26,7,13280789
1,16920482,120,120,19,1,16919435
1,19133424,137,137,1,3,19132048
1,6835,163,163,14,0,4667
0,21703774,148,148,2,1,21701900
1,17627223,126,126,2,3,17625592
1,7009171,55,55,2,7,7008393
1,18038313,128,128,2,3,18037247
1,6362947,50,50,5,2,6361372
1,4253831,33,33,8,7,4252749
0,14479105,109,109,2,7,14478302
0,3453161,29,29,1,7,3451287
0,13013122,97,97,1,2,13011857
1,2102690,14,14,11,7,2100093
0,17542792,124,124,2,1,17541345
1,17122877,121,121,5,3,17120601
1,8306625,63,63,5,7,8305246
1,3312359,28,28,1,2,3311109
1,20286216,139,139,5,1,20285100
1,4431456,35,35,27,7,4430512
1,9200825,73,73,5,7,9199485
0,17643761,127,127,2,3,17642746
1,4102721,32,32,12,7,4101290
1,15463044,115,115,0,9,15461240
1,40361,166,166,18,4,37650
1,10634319,81,81,1,7,10632709
1,5212347,41,41,1,7,5211163
1,14201412,106,106,23,2,14200354
1,21840929,149,149,1,3,21839502
1,18150907,129,129,5,1,18149782
0,23311866,153,153,2,1,23310921
0,4756236,37,37,5,7,4754812
1,8297673,62,62,2,7,8296462
0,3054496,23,23,4,6,3053067
0,424362,2,2,23,7,423166
0,11412405,85,85,2,7,11411355
0,8987276,71,71,4,8,8985246
1,8380600,64,64,2,7,8379902
0,21107478,146,146,2,1,21106076
1,22342311,150,150,1,1,22341328
0,8750931,69,69,1,2,8750116
0,448516,3,3,16,7,445739
1,1005618,7,7,2,7,1005001
1,5776202,46,46,1,7,5773752
0,20600592,142,142,1,1,20599396
0,13967339,104,104,16,7,13965975
1,1139526,9,9,2,2,1138537
0,18233087,130,130,1,3,18230676
0,7252202,57,57,5,7,7251567
1,21033305,145,145,1,1,21032577
0,14264630,107,107,5,7,14263463
0,19361160,138,138,2,1,19359904
0,22800650,152,152,1,3,22799643
0,6283351,49,49,2,7,6282458
1,5252907,42,42,17,2,5251626
1,10815148,83,83,2,7,10814110
0,4838125,38,38,9,7,4836803
1,19131431,136,136,11,3,19128978
0,24324304,161,161,2,1,24323249
0,18526135,132,132,1,1,18525296
1,5764705,45,45,2,7,5763288
1,4622430,36,36,24,7,4620634
0,8706530,68,68,3,8,8704372
1,1662089,12,12,5,7,1659698
0,5646569,44,44,1,7,5645517
0,17573162,125,125,1,1,17572161
1,24075061,159,159,2,3,24073248
0,13816694,102,102,16,7,13815414
0,3221626,26,26,5,7,3220494
1,17383110,122,122,5,1,17381675
0,23718778,156,156,2,1,23717642
1,9294,164,164,14,5,6891
1,5210452,40,40,25,2,5209340
1,15945723,116,116,2,2,15943858
0,13953853,103,103,1,2,13952477
0,16025845,117,117,8,2,16025135
1,10517795,80,80,2,7,10516812
0,9369143,77,77,5,7,9368165
0,11737964,90,90,2,2,11736173
0,8662629,67,67,1,7,8661322
0,7507311,58,58,4,9,7506176
1,12665749,95,95,1,7,12664313
1,24717108,162,162,2,3,24715475
1,1565906,11,11,5,7,1564519
1,21368024,147,147,2,3,21366772
1,7207112,56,56,1,2,7205454
0,10790484,82,82,1,7,10789222
0,1031106,8,8,1,7,1030219
1,9120663,72,72,1,7,9118189
0,20333137,140,140,1,1,20331131
0,10514318,79,79,1,7,10512900
