Viaf_Id,Gnd_Id,Official_Website,Freebase_Id,Library_Of_Congress_Authority_Id,Latitude,Longitude,Commons_Category,World_Cat_Identities_Id_Superseded,Id_Ref_Id,Main_Category,National_Library_Of_Israel_J9u_Id,Nl_Cr_Aut_Id,Quora_Topic_Id
284976748.0,23,133,1,43,19.3288888889,-99.1872222222,54,41,31,44,9.870074406488051e+17,61,43
9.89114929617978e+21,117,5,152,117,59.94,30.29917,64,0,108,129,9.870074014998052e+17,0,43
284976748.0,23,133,1,43,19.3288888889,-99.1872222222,54,41,31,44,9.870074406488051e+17,61,43
155908975.0,117,109,126,12,18.4878491582,-69.9625948163,59,14,108,129,9.870074017000051e+17,27,43
140454679.0,101,52,124,125,,,59,115,108,129,,0,43
313138723.0,47,132,49,78,38.7525,-9.1588888889,113,0,4,98,9.870075765020051e+17,74,88
151304574.0,42,55,69,34,23.1343027778,-82.3820333333,108,35,36,93,9.870075808069052e+17,18,83
122555271.0,76,96,34,51,33.8999638889,35.4822833333,6,48,32,5,9.870073658138052e+17,82,4
311473249.0,117,27,81,126,42.335437,-71.102421,35,116,108,28,9.870075878217052e+17,38,25
138323566.0,96,125,32,82,41.71,44.7783333333,83,77,108,66,9.870073010915052e+17,31,60
131602626.0,117,70,101,122,31.26448,29.9989,7,0,108,6,,0,43
145844349.0,16,129,103,24,59.9399361111,10.7220638889,96,26,42,104,9.870072690968051e+17,52,91
131698021.0,117,28,141,121,19.3711,-99.2636,93,111,108,129,,0,67
261059942.0,8,122,0,36,53.3444,-6.2577,85,0,71,68,9.870075263818052e+17,70,63
235679765.0,100,20,152,0,54.1047,11.9033,28,138,108,25,,0,24
157729247.0,2,115,85,42,41.2930555556,-82.2216666667,62,40,46,49,9.870072661666052e+17,88,45
129103035.0,88,111,50,100,56.9505555556,24.1161111111,111,118,73,96,9.870076043611052e+17,25,86
155567035.0,17,153,57,22,60.4541666667,22.2847222222,124,24,39,111,9.870072689946052e+17,94,98
146041997.0,28,68,152,87,,,26,82,84,129,9.870075754149052e+17,0,43
157738780.0,33,145,46,80,,,30,75,101,26,9.870072614049052e+17,0,21
145898321.0,90,126,111,89,46.7677777778,23.5911111111,10,96,8,8,9.870072980861052e+17,60,7
126752257.0,30,13,20,88,39.3441666667,-94.9158333333,89,83,88,71,9.870072691745052e+17,0,65
136008754.0,14,114,10,5,25.016,121.536,55,5,52,45,9.870076052871052e+17,22,41
157813765.0,80,37,54,86,48.845,2.339,148,81,1,128,9.870073260129052e+17,0,39
129103035.0,88,111,50,100,56.9505555556,24.1161111111,111,118,73,96,9.870076043611052e+17,25,86
248312936.0,108,45,6,0,46.4586111111,6.3275,39,140,108,32,,0,29
134355515.0,117,29,152,97,,,59,90,108,129,9.870074381641052e+17,0,43
137865316.0,12,98,64,50,44.8186111111,20.4575,100,47,49,79,9.870072694614052e+17,59,71
159447334.0,117,12,60,64,40.0058333333,116.2725,14,60,108,12,9.870074619542052e+17,0,43
150587139.0,117,158,19,83,,,126,0,108,113,9.870076018581052e+17,68,100
133382129.0,117,4,152,145,59.94,30.29916667,59,133,95,129,,12,43
313138723.0,47,132,49,78,38.7525,-9.1588888889,113,0,4,98,9.870075765020051e+17,74,88
127404613.0,67,136,22,32,47.07761,15.44956,131,34,18,89,9.870072694730052e+17,3,80
4.271456764009052e+20,26,146,150,30,52.1569444444,4.4852777778,47,32,28,38,9.870072669925052e+17,43,37
284976748.0,23,133,1,43,19.3288888889,-99.1872222222,54,41,31,44,9.870074406488051e+17,61,43
129103035.0,88,111,50,100,56.9505555556,24.1161111111,111,118,73,96,9.870076043611052e+17,25,86
125487104.0,77,116,48,61,41.8258333333,-71.4077777778,70,57,108,53,9.870072669124051e+17,100,50
155886025.0,40,139,15,26,44.4938888889,11.3427777778,101,28,5,81,9.870072694849052e+17,17,73
150382964.0,117,47,74,131,,,59,120,108,129,,0,56
150695858.0,115,74,102,85,33.51138889,36.29138889,103,79,98,17,9.870075856587052e+17,0,14
169604735.0,117,31,59,98,19.34508,-99.200004,59,91,108,33,9.870073501995052e+17,0,43
156242131.0,94,130,94,137,42.0004,21.4434,79,125,51,61,9.870073022865052e+17,40,43
155908975.0,117,109,126,12,18.4878491582,-69.9625948163,59,14,108,129,9.870074017000051e+17,27,43
128035475.0,39,88,142,11,52.3800805556,-1.5619305556,127,13,63,115,9.870072694878052e+17,58,102
6.814766285956055e+19,117,71,152,127,9.3088593,-75.3681719,59,117,108,129,,0,43
154703624.0,46,7,2,93,43.6655555556,-79.3958333333,87,87,106,129,9.870072694889052e+17,80,43
148091513.0,117,86,129,119,44.77495,17.211714,99,109,108,78,,0,70
140454679.0,101,52,124,125,,,59,115,108,129,,0,43
132258348.0,91,156,45,133,54.6825,25.2872222222,141,122,27,121,9.870072696657052e+17,56,107
158592004.0,117,0,7,140,51.5518,-0.1106,59,128,108,129,9.870074542399052e+17,69,43
137201631.0,75,123,105,55,52.2069444444,0.1169444444,86,51,60,69,9.870072690251052e+17,65,62
124447220.0,57,104,35,103,53.3386111111,-6.2663888889,21,94,87,19,9.870074040386052e+17,24,17
134355515.0,117,29,152,97,,,59,90,108,129,9.870074381641052e+17,0,43
153872312.0,117,34,82,115,,,59,0,108,129,,0,31
137991167.0,79,120,106,23,-33.8875,151.19,121,25,29,108,9.870072691913052e+17,54,95
164159683.0,29,0,133,0,52.51759722,13.38125833,66,136,108,129,,0,43
313138723.0,47,132,49,78,38.7525,-9.1588888889,113,0,4,98,9.870075765020051e+17,74,88
122555271.0,76,96,34,51,33.8999638889,35.4822833333,6,48,32,5,9.870073658138052e+17,82,4
133396889.0,117,160,107,35,41.39277778,-73.95833333,90,36,67,72,9.870072691371052e+17,16,43
131984911.0,36,35,55,10,53.8041666667,-1.5494444444000002,46,12,108,37,9.870112573840051e+17,0,36
157362130.0,68,75,120,46,55.8719444444,-4.2875,107,44,12,88,9.870072692115052e+17,11,79
164513884.0,117,36,53,1,49.8356,24.0147,50,1,91,41,,79,43
124469989.0,117,0,152,106,,,59,98,108,129,9.870074035606052e+17,0,43
135762705.0,117,1,152,0,40.4126972222,-3.7072916667,41,102,108,129,,0,43
148171951.0,15,16,113,123,,,22,112,108,20,,30,18
133411557.0,63,85,88,45,53.5656512969,9.9847763424,132,43,57,91,9.870072693799052e+17,4,82
159033739.0,61,127,93,128,14.686955,-17.463338,134,9,23,14,9.870074148476051e+17,86,11
159033739.0,61,127,93,128,14.686955,-17.463338,134,9,23,14,9.870074148476051e+17,86,11
144196611.0,112,94,92,66,30.07702222,31.28501667,4,62,104,4,9.870072632340051e+17,0,2
149568785.0,93,17,17,0,48.5805555556,7.7372222222,147,10,0,127,9.870076037566052e+17,0,111
311352877.0,117,26,152,0,54.3969,18.5717,31,142,108,129,,0,43
150404666.0,97,78,138,138,54.8988888889,23.9125,43,126,103,34,9.870073302603052e+17,14,32
122152455.0,13,61,114,8,45.24214,19.82861,117,8,54,103,9.870072997127052e+17,48,90
157518001.0,117,25,144,124,34.6434722222,50.8803055556,67,113,108,129,,0,43
156242131.0,94,130,94,137,42.0004,21.4434,79,125,51,61,9.870073022865052e+17,40,43
158301808.0,64,131,23,38,46.78,-71.2747222222,136,0,38,119,9.870073192662052e+17,93,105
150382964.0,117,47,74,131,,,59,120,108,129,,0,56
134409977.0,7,154,104,20,59.8575,17.6288888889,140,22,11,120,9.870072694505052e+17,9,106
125327305.0,11,152,51,44,-42.9047222222,147.3227777778,123,42,68,110,9.870075991134052e+17,71,97
149011192.0,106,23,11,99,57.7021724021,-3.3712624275,33,0,108,129,,0,22
154205442.0,52,135,9,70,51.5339798333,9.93792,32,66,21,90,9.870072694725052e+17,47,81
137080884.0,66,134,40,63,50.5808333333,8.6763888889,42,59,97,87,9.870072634976051e+17,42,78
89586342.0,82,95,29,71,56.1705555556,10.2011111111,2,67,19,2,9.870072572137052e+17,41,1
124138091.0,4,147,8,120,53.277784,-9.06186,56,110,80,85,,0,42
131476374.0,117,87,41,104,-7.56047,110.78934,75,95,108,129,,0,43
284976748.0,23,133,1,43,19.3288888889,-99.1872222222,54,41,31,44,9.870074406488051e+17,61,43
151130293.0,89,124,148,69,40.0,116.3266666667,88,65,99,70,9.870074391612051e+17,36,64
158592004.0,117,0,7,140,51.5518,-0.1106,59,128,108,129,9.870074542399052e+17,69,43
149568785.0,93,17,17,0,48.5805555556,7.7372222222,147,10,0,127,9.870076037566052e+17,0,111
127559410.0,117,53,137,90,4.5958,-74.0684,92,84,108,74,9.870073155214052e+17,75,43
137991167.0,79,120,106,23,-33.8875,151.19,121,25,29,108,9.870072691913052e+17,54,95
134409977.0,7,154,104,20,59.8575,17.6288888889,140,22,11,120,9.870072694505052e+17,9,106
129729235.0,9,49,5,58,32.1125,34.805,84,54,3,67,9.870072691198052e+17,77,61
129870724.0,109,150,90,19,34.021667,-118.285278,120,21,55,107,9.870072691925052e+17,53,94
304697767.0,117,33,67,0,55.7971,49.1141,44,141,108,35,,0,33
149642343.0,117,64,73,129,-12.0453812,-76.9700475,94,119,108,129,,83,43
129736338.0,19,107,28,59,64.1405555556,-21.9494444444,109,55,16,94,9.870074541353052e+17,7,84
134855926.0,58,112,80,40,45.5041694444,-73.5747194444,52,39,35,43,9.870072651187052e+17,20,40
284976748.0,23,133,1,43,19.3288888889,-99.1872222222,54,41,31,44,9.870074406488051e+17,61,43
146875214.0,98,43,125,134,40.58878,-4.15043,59,114,100,129,,0,43
156242131.0,94,130,94,137,42.0004,21.4434,79,125,51,61,9.870073022865052e+17,40,43
158009703.0,117,6,127,142,42.6902777778,23.3480555556,69,130,89,129,,63,43
134409977.0,7,154,104,20,59.8575,17.6288888889,140,22,11,120,9.870072694505052e+17,9,106
148943624.0,27,155,71,143,18.0058,-76.7467,130,131,79,118,9.870112574995052e+17,99,104
128987800.0,50,76,62,17,42.3744438889,-71.1169438889,36,19,15,29,9.870072624714052e+17,10,26
128987800.0,50,76,62,17,42.3744438889,-71.1169438889,36,19,15,29,9.870072624714052e+17,10,26
150550802.0,117,113,70,146,,,60,134,108,47,,0,44
147263964.0,85,0,83,3,,,129,4,2,117,9.870074057935052e+17,73,43
7.022154260664525e+21,117,67,117,0,54.7144,25.3086,149,0,108,129,,0,43
1.581491061695685e+20,95,99,97,52,,,12,0,93,10,9.870072632333052e+17,0,8
150197821.0,60,39,116,101,7.51833333,4.52277778,61,92,108,48,9.870075994170052e+17,101,85
148091513.0,117,86,129,119,44.77495,17.211714,99,109,108,78,,0,70
128987800.0,50,76,62,17,42.3744438889,-71.1169438889,36,19,15,29,9.870072624714052e+17,10,26
156963164.0,117,14,44,0,27.1995,78.0155,20,0,108,129,,1,43
150022947.0,6,157,27,54,50.82186,4.39338,142,50,14,122,9.870076043577052e+17,50,108
137834188.0,21,42,14,9,42.381927,-71.124694,68,11,44,52,9.870072668199052e+17,0,49
126006107.0,117,24,123,6,23.0361111111,72.5463888889,34,6,108,27,9.870122892598052e+17,0,23
312905953.0,117,106,100,0,35.7188888889,139.7111111111,29,0,108,129,,0,20
124469989.0,117,0,152,106,,,59,98,108,129,9.870074035606052e+17,0,43
248312936.0,108,45,6,0,46.4586111111,6.3275,39,140,108,32,,0,29
234270464.0,117,46,121,0,50.84194,4.34861,76,137,108,129,,0,43
155908975.0,117,109,126,12,18.4878491582,-69.9625948163,59,14,108,129,9.870074017000051e+17,27,43
125693395.0,51,140,38,60,46.80625,7.1517388889,105,56,47,84,9.870072693653052e+17,84,76
130974113.0,87,38,109,0,-2.616111,29.742778,57,73,37,129,,0,43
149568785.0,93,17,17,0,48.5805555556,7.7372222222,147,10,0,127,9.870076037566052e+17,0,111
124469989.0,117,0,152,106,,,59,98,108,129,9.870074035606052e+17,0,43
124503080.0,43,21,152,111,50.0608,19.9328,59,103,108,129,9.870075721106052e+17,32,43
124469989.0,117,0,152,106,,,59,98,108,129,9.870074035606052e+17,0,43
129553616.0,83,121,98,21,43.0376388889,-76.134,82,23,74,64,9.870075117609052e+17,21,58
159973797.0,84,57,30,130,-11.61444,27.48056,115,0,10,100,,0,43
172755244.0,117,9,139,0,41.70141667,44.79263889,59,0,108,65,,0,59
126752257.0,30,13,20,88,39.3441666667,-94.9158333333,89,83,88,71,9.870072691745052e+17,0,65
131901031.0,53,148,134,72,48.2130555556,16.3597222222,125,68,40,112,9.870072693716051e+17,49,99
157518001.0,117,25,144,124,34.6434722222,50.8803055556,67,113,108,129,,0,43
145023311.0,37,118,66,13,48.8541666667,2.3286111111,40,15,34,58,9.870075839249052e+17,62,30
122555271.0,76,96,34,51,33.8999638889,35.4822833333,6,48,32,5,9.870073658138052e+17,82,4
157729206.0,1,18,135,14,51.491667,-0.609444,23,16,58,21,9.870075262166052e+17,15,19
145898321.0,90,126,111,89,46.7677777778,23.5911111111,10,96,8,8,9.870072980861052e+17,60,7
136802472.0,69,60,128,39,-18.9152,47.5558,137,38,24,77,9.870075970485052e+17,0,43
153872312.0,117,34,82,115,,,59,0,108,129,,0,31
132451424.0,62,73,118,56,50.0884,14.4037,15,52,78,13,9.870072692312051e+17,5,10
136704891.0,73,142,149,81,46.5225,6.5794444444,112,76,30,97,9.870072692255052e+17,51,87
146264344.0,117,0,152,107,49.2005,16.5985,25,99,108,22,9.870075899032051e+17,2,43
150550802.0,117,113,70,146,,,60,134,108,47,,0,44
143759573.0,38,144,77,94,41.9033333333,12.5158333333,74,88,6,57,9.870073102611052e+17,46,53
134825322.0,111,11,151,92,51.7547,-1.2578,11,86,61,9,9.870075131551052e+17,23,43
155739406.0,32,91,18,114,52.41806,-4.06576,3,105,65,3,9.870075839200051e+17,67,43
3.51487521794412e+19,117,40,122,0,1.41528,103.838,59,143,108,129,,0,46
140656686.0,117,32,75,0,44.8072,20.4721,27,0,108,80,9.870074380237052e+17,81,72
146264344.0,117,0,152,107,49.2005,16.5985,25,99,108,22,9.870075899032051e+17,2,43
156242131.0,94,130,94,137,42.0004,21.4434,79,125,51,61,9.870073022865052e+17,40,43
146041997.0,28,68,152,87,,,26,82,84,129,9.870075754149052e+17,0,43
132501376.0,114,93,89,16,36.20997,37.12001,97,18,77,75,9.870072633376051e+17,0,69
128844680.0,65,63,65,4,41.14666667,-8.61555556,119,3,50,106,9.870074593653052e+17,66,93
149568785.0,93,17,17,0,48.5805555556,7.7372222222,147,10,0,127,9.870076037566052e+17,0,111
145023311.0,37,118,66,13,48.8541666667,2.3286111111,40,15,34,58,9.870075839249052e+17,62,30
311352877.0,117,26,152,0,54.3969,18.5717,31,142,108,129,,0,43
129582224.0,59,83,96,29,37.4275,-122.17,80,31,26,62,9.870072683257052e+17,44,57
150695858.0,115,74,102,85,33.51138889,36.29138889,103,79,98,17,9.870075856587052e+17,0,14
139514305.0,117,22,152,0,48.141139,17.115294,59,0,108,23,,6,43
126006107.0,117,24,123,6,23.0361111111,72.5463888889,34,6,108,27,9.870122892598052e+17,0,23
151763069.0,117,79,152,0,48.7355555556,21.2719444444,59,0,108,129,,91,43
124127252.0,110,110,147,57,51.5138888889,-0.1166666667,48,53,66,39,9.870072646220051e+17,55,38
158812595.0,117,3,31,77,15.36509167,44.18446667,73,72,108,56,9.870075857734052e+17,0,52
159500576.0,117,19,152,96,38.751977,-9.156832,24,0,108,129,9.870073328528051e+17,0,43
148565190.0,54,48,91,135,48.15467057,17.11743951,77,123,96,59,9.870075809228051e+17,8,54
126523066.0,20,72,52,75,30.0276,31.21014,13,70,69,11,9.870075687883052e+17,0,9
130974113.0,87,38,109,0,-2.616111,29.742778,57,73,37,129,,0,43
159500576.0,117,19,152,96,38.751977,-9.156832,24,0,108,129,9.870073328528051e+17,0,43
151130293.0,89,124,148,69,40.0,116.3266666667,88,65,99,70,9.870074391612051e+17,36,64
124469989.0,117,0,152,106,,,59,98,108,129,9.870074035606052e+17,0,43
129582224.0,59,83,96,29,37.4275,-122.17,80,31,26,62,9.870072683257052e+17,44,57
126523066.0,20,72,52,75,30.0276,31.21014,13,70,69,11,9.870075687883052e+17,0,9
140714422.0,117,102,84,53,41.7176,-87.6097,16,49,94,15,,0,12
131237411.0,102,159,25,84,35.7092027778,139.7193333333,143,78,70,123,9.870072698877052e+17,29,43
284976748.0,23,133,1,43,19.3288888889,-99.1872222222,54,41,31,44,9.870074406488051e+17,61,43
139514305.0,117,22,152,0,48.141139,17.115294,59,0,108,23,,6,43
146564554.0,104,100,108,18,-43.5233333333,172.5819444444,102,20,53,82,9.870074390128051e+17,97,74
122185420.0,117,51,140,102,22.41361111,-79.96611111,91,93,108,73,9.870073070554052e+17,0,43
129729235.0,9,49,5,58,32.1125,34.805,84,54,3,67,9.870072691198052e+17,77,61
126523066.0,20,72,52,75,30.0276,31.21014,13,70,69,11,9.870075687883052e+17,0,9
138923714.0,99,90,26,136,57.015,9.985,1,124,107,1,9.870072572147052e+17,0,43
181230204.0,31,10,36,0,51.4013888889,-3.5325,9,106,108,129,,0,6
157518001.0,117,25,144,124,34.6434722222,50.8803055556,67,113,108,129,,0,43
139514305.0,117,22,152,0,48.141139,17.115294,59,0,108,23,,6,43
124138091.0,4,147,8,120,53.277784,-9.06186,56,110,80,85,,0,42
124469989.0,117,0,152,106,,,59,98,108,129,9.870074035606052e+17,0,43
1.1466353136419814e+18,117,2,76,0,51.1225,-2.7275,53,135,108,129,,0,43
1.1881529325365098e+21,117,44,152,116,20.29263,85.841589,59,0,108,129,,0,43
136173993.0,86,151,12,105,58.3811111111,26.7202777778,122,97,72,109,9.870072688459052e+17,37,96
131556880.0,25,65,37,27,43.07503,-87.882915,128,29,13,116,9.870072693827052e+17,72,103
139514305.0,117,22,152,0,48.141139,17.115294,59,0,108,23,,6,43
130185857.0,18,50,143,65,-34.5935,-58.50986111,65,61,56,51,9.870093437790052e+17,0,48
234270464.0,117,46,121,0,50.84194,4.34861,76,137,108,129,,0,43
134409977.0,7,154,104,20,59.8575,17.6288888889,140,22,11,120,9.870072694505052e+17,9,106
122185420.0,117,51,140,102,22.41361111,-79.96611111,91,93,108,73,9.870073070554052e+17,0,43
150695858.0,115,74,102,85,33.51138889,36.29138889,103,79,98,17,9.870075856587052e+17,0,14
148103798.0,48,56,132,2,49.50425,5.9483888889,138,2,90,101,9.870074002139052e+17,87,43
136918390.0,71,80,3,68,53.406,-2.967,114,64,59,99,9.870072886449052e+17,34,43
164159683.0,29,0,133,0,52.51759722,13.38125833,66,136,108,129,,0,43
126282670.0,78,105,146,49,55.9473888889,-3.1871944444,104,46,25,83,9.870072692130052e+17,35,75
129553616.0,83,121,98,21,43.0376388889,-76.134,82,23,74,64,9.870075117609052e+17,21,58
137915883.0,49,81,99,110,48.846358,2.347385,51,101,62,42,,0,43
149642343.0,117,64,73,129,-12.0453812,-76.9700475,94,119,108,129,,83,43
159447334.0,117,12,60,64,40.0058333333,116.2725,14,60,108,12,9.870074619542052e+17,0,43
146875214.0,98,43,125,134,40.58878,-4.15043,59,114,100,129,,0,43
153631751.0,117,84,87,62,-27.6011,-48.52,95,58,108,24,9.870073526543052e+17,45,66
127559410.0,117,53,137,90,4.5958,-74.0684,92,84,108,74,9.870073155214052e+17,75,43
140992663.0,117,82,145,118,55.64685,37.4919,72,107,108,55,,0,51
126344972.0,56,15,79,139,48.4077777778,15.585,18,127,108,129,,85,15
157362130.0,68,75,120,46,55.8719444444,-4.2875,107,44,12,88,9.870072692115052e+17,11,79
134355515.0,117,29,152,97,,,59,90,108,129,9.870074381641052e+17,0,43
149642343.0,117,64,73,129,-12.0453812,-76.9700475,94,119,108,129,,83,43
159500576.0,117,19,152,96,38.751977,-9.156832,24,0,108,129,9.870073328528051e+17,0,43
129103035.0,88,111,50,100,56.9505555556,24.1161111111,111,118,73,96,9.870076043611052e+17,25,86
133250783.0,117,62,131,108,42.6502777778,23.3525,116,0,76,102,,19,89
136078439.0,70,143,95,28,38.11768,13.370131,118,30,33,105,9.870072694815052e+17,76,92
126239404.0,74,97,56,91,40.63,22.9580555556,8,85,20,7,9.870073341406052e+17,98,5
126344972.0,56,15,79,139,48.4077777778,15.585,18,127,108,129,,85,15
138923714.0,99,90,26,136,57.015,9.985,1,124,107,1,9.870072572147052e+17,0,43
