Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,17122877,121,121,5,0,3,17120601,1
0,8297673,63,63,2,0,7,8296462,1
0,3235158,28,28,2,0,7,3233849,1
0,20286216,139,139,5,0,1,20285100,1
0,4365383,35,35,23,0,7,4363173,1
0,9200825,73,73,5,0,7,9199485,1
0,17643761,127,127,2,0,3,17642746,0
1,3802426,32,32,13,1,8,3800009,0
1,15463044,115,115,0,1,9,15461240,1
1,40361,166,166,17,1,4,37650,1
0,10634319,81,81,1,0,7,10632709,1
0,5210452,41,41,24,0,2,5209340,1
0,14201412,106,106,22,0,2,14200354,1
0,21840929,149,149,1,0,3,21839502,1
0,18150907,129,129,5,0,1,18149782,1
0,23311866,153,153,2,0,1,23310921,0
0,4622430,37,37,23,0,7,4620634,1
0,8068432,62,62,2,0,2,8066724,0
0,3049161,23,23,24,0,7,3048399,0
0,424362,2,2,22,0,7,423166,0
0,11412405,85,85,2,0,7,11411355,0
1,8987276,71,71,4,1,8,8985246,0
0,8377941,64,64,2,0,7,8377093,1
0,21107478,146,146,2,0,1,21106076,0
0,22342311,150,150,1,0,1,22341328,1
0,8750931,69,69,1,0,2,8750116,0
0,448516,3,3,16,0,7,445739,0
0,1005104,7,7,2,0,2,1003707,1
0,5764705,46,46,2,0,7,5763288,1
0,20600592,142,142,1,0,1,20599396,0
0,13967339,104,104,16,0,7,13965975,0
0,1044324,9,9,5,0,2,1043726,0
0,18233087,130,130,1,0,3,18230676,0
0,7207112,57,57,1,0,2,7205454,1
0,21033305,145,145,1,0,1,21032577,1
0,14264630,107,107,5,0,7,14263463,0
0,19361160,138,138,2,0,1,19359904,0
0,22800650,152,152,1,0,3,22799643,0
0,6170322,49,49,2,0,7,6168823,1
0,5212347,42,42,1,0,7,5211163,1
0,10815148,83,83,2,0,7,10814110,1
0,4756236,38,38,5,0,7,4754812,0
0,19131431,136,136,11,0,3,19128978,1
0,24324304,161,161,2,0,1,24323249,0
0,18526135,132,132,1,0,1,18525296,0
0,5646569,45,45,1,0,7,5645517,0
0,4431456,36,36,26,0,7,4430512,1
1,8706530,68,68,3,1,8,8704372,0
0,1565906,12,12,5,0,7,1564519,1
0,5596435,44,44,2,0,7,5595701,0
0,17573162,125,125,1,0,1,17572161,0
0,24075061,159,159,2,0,3,24073248,1
0,13816694,102,102,16,0,7,13815414,0
0,3098509,26,26,1,0,7,3097631,0
0,17383110,122,122,5,0,1,17381675,1
0,23718778,156,156,2,0,1,23717642,0
0,9294,164,164,14,0,5,6891,1
0,4910787,40,40,5,0,7,4909550,1
0,15945723,116,116,2,0,2,15943858,1
0,13953853,103,103,1,0,2,13952477,0
0,16025845,117,117,8,0,2,16025135,0
0,10517795,80,80,2,0,7,10516812,1
0,9369143,77,77,5,0,7,9368165,0
0,11737964,90,90,2,0,2,11736173,0
0,8662629,67,67,1,0,7,8661322,0
0,7303713,58,58,5,0,2,7302490,1
0,12665749,95,95,1,0,7,12664313,1
0,24717108,162,162,2,0,3,24715475,1
0,1471242,11,11,2,0,7,1469688,1
0,21368024,147,147,2,0,3,21366772,1
0,7009171,56,56,2,0,7,7008393,1
0,10790484,82,82,1,0,7,10789222,0
0,1005618,8,8,2,0,7,1005001,1
0,9120663,72,72,1,0,7,9118189,1
0,20333137,140,140,1,0,1,20331131,0
0,10514318,79,79,1,0,7,10512900,0
