STRAND_ORIENTATION,GENOMIC_END_POSITION,GENE_DB_ID,ENCODED_PROTEIN,CHROMOSOME_ID,GENOMIC_START_POSITION
0,2262487,164,2,7,2261658
0,708959,19,0,0,708072
0,2079425,182,0,9,2078553
1,189169,219,0,13,188272
0,2695396,173,2,7,2694666
0,2407346,167,0,7,2406544
0,1908828,146,0,6,1907931
0,2615497,171,0,7,2614624
1,1231122,109,0,1,1230272
1,3632450,95,0,0,3631526
0,2765298,72,2,0,2764530
0,1823794,135,0,4,1822913
1,350187,221,2,13,349230
0,689590,18,0,0,688695
1,144405,216,0,13,143511
1,2586058,69,0,0,2585173
0,1237158,116,0,2,1236391
0,2764326,203,2,12,2763689
1,104951,112,0,2,104050
