Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,0,1473130,85,85,4,27,1472456
1,0,1134002,406,406,4,48,1133424
0,0,444695,30,30,4,109,444042
0,0,42175,384,384,4,147,41594
0,0,9261,126,126,4,43,8539
0,0,382637,55,55,4,155,382086
1,0,35038,301,301,4,119,34388
0,0,416102,245,245,4,23,415509
1,0,13194,347,347,3,104,12661
1,0,653543,82,82,4,54,652923
1,0,320021,421,421,4,96,319437
0,0,78452,298,298,4,85,77844
0,0,2893,382,382,4,145,2228
1,0,38888,77,77,4,56,38181
1,0,22995,303,303,2,56,22609
1,0,1066542,403,403,4,69,1065931
0,0,438865,349,349,4,21,438233
0,0,345916,151,151,4,132,345353
0,0,499409,364,364,3,55,498789
0,0,262228,36,36,4,166,261515
1,0,350824,412,412,2,97,350453
0,0,224418,164,164,4,21,223792
0,0,17055,46,46,4,43,16375
1,0,1049,282,282,4,68,204
1,0,807166,149,149,4,115,806492
1,0,874302,273,273,3,116,873739
1,0,281,8,8,5,73,3
0,0,16035,340,340,4,53,15472
1,0,311595,410,410,2,97,311224
1,0,6125,9,9,4,73,5631
0,0,582243,75,75,4,157,581596
0,0,1670681,27,27,4,121,1670067
0,0,544317,144,144,1,111,543658
0,0,285006,244,244,4,132,284026
0,0,482096,252,252,4,108,481446
0,0,16573,162,162,4,125,15977
0,0,1236,123,123,4,0,691
1,0,2152710,104,104,4,158,2152117
0,0,218124,163,163,4,21,217234
1,0,505974,293,293,4,15,505327
0,0,314714,121,121,4,25,314181
0,0,729959,94,94,4,17,729363
1,0,358436,276,276,2,56,358038
1,0,594102,230,230,4,43,593512
1,1,22696,71,71,4,61,22061
0,0,1261581,322,322,3,128,1260970
0,0,160801,401,401,4,49,160181
0,0,10872,102,102,3,101,10210
1,0,412598,278,278,4,45,411981
1,0,517192,292,292,4,6,516578
1,0,53893,305,305,4,42,53279
0,0,253563,286,286,4,130,252895
0,0,237931,284,284,4,23,237338
0,0,266589,174,174,4,21,265723
0,0,1078119,190,190,4,158,1077559
1,0,468817,295,295,4,6,467864
1,0,1243238,184,184,4,158,1242540
0,0,1176204,397,397,4,5,1175530
0,0,6197,385,385,4,152,5628
1,0,47042,78,78,4,31,46335
0,0,374682,40,40,4,17,374062
0,0,1420673,89,89,4,158,1420101
1,0,388432,192,192,2,74,388043
0,0,70633,57,57,4,125,70109
0,0,11230,372,372,4,124,10535
0,0,694973,306,306,4,70,694383
0,0,1677970,116,116,4,135,1677395
0,0,5761,373,373,4,22,5141
0,0,1886263,215,215,4,100,1885670
1,0,311313,420,420,4,134,310645
1,0,282372,171,171,4,47,281740
0,0,456160,319,319,4,117,455483
1,0,36542,383,383,4,147,35961
0,0,541203,101,101,4,65,540331
1,0,377041,361,361,4,25,376496
1,0,1142859,407,407,4,48,1142287
1,0,1481322,91,91,4,75,1480762
1,0,1306828,206,206,4,91,1306226
1,0,1739,5,5,4,34,1236
0,0,410649,138,138,2,31,410251
0,0,1587490,209,209,4,91,1586741
1,0,2442,283,283,4,29,1612
1,1,327963,422,422,4,96,327337
0,0,1411596,20,20,4,17,1410949
0,0,260483,175,175,4,98,259935
0,0,917604,272,272,4,100,916954
1,0,371048,275,275,4,97,370350
1,0,11470,45,45,2,125,11081
0,0,377176,139,139,4,97,376607
0,0,1943209,7,7,4,57,1942577
1,0,7470,267,267,4,125,6853
0,0,120884,33,33,2,105,120498
1,0,21243,13,13,4,16,20602
1,0,617680,231,231,4,15,617066
0,1,340144,411,411,4,97,339536
0,0,862102,240,240,3,1,861431
0,0,1875155,216,216,4,48,1874526
1,0,633183,232,232,2,94,632827
0,0,59685,47,47,4,76,58891
0,0,1611491,328,328,4,121,1610868
0,0,31626,355,355,4,22,31012
1,0,76266,277,277,4,47,75574
0,0,430625,11,11,4,132,430509
0,0,288480,173,173,4,98,287506
0,0,1187163,344,344,4,166,1186465
0,0,1200244,311,311,4,57,1199621
0,0,18926,388,388,4,149,18276
1,0,2115566,24,24,4,95,2114982
1,0,1109679,315,315,4,95,1109041
1,0,1559,49,49,4,43,987
0,0,413954,416,416,4,17,413337
1,0,159847,65,65,4,97,159101
1,0,1139142,314,314,4,57,1138561
1,0,462219,362,362,4,114,461563
1,0,1348,165,165,4,43,512
0,0,1344856,196,196,4,122,1344239
1,0,203566,68,68,2,56,203195
1,0,3660,193,193,4,43,3085
0,0,1001979,93,93,4,163,1001410
0,0,1671935,117,117,3,119,1671336
1,0,3008,160,160,4,141,2760
0,0,17644,346,346,4,153,17072
0,0,393310,279,279,4,10,392783
0,0,1025055,189,189,4,75,1024453
1,0,1654543,29,29,4,148,1654004
1,0,11006,12,12,4,138,10434
0,0,1840810,108,108,4,57,1840178
1,0,1182146,312,312,4,57,1181541
1,0,356421,430,430,3,136,355831
0,0,398667,247,247,4,23,398035
1,0,1235855,185,185,2,95,1235211
0,0,1806636,335,335,4,144,1806064
0,0,7249,51,51,4,43,6641
0,0,452612,280,280,4,95,451995
0,0,425782,137,137,2,47,425384
0,0,1121,1,1,4,160,531
1,0,725245,148,148,4,115,724664
0,0,7534,341,341,2,146,7151
0,0,14571,375,375,4,100,14272
0,0,244449,287,287,4,118,243556
0,0,622513,25,25,4,95,621803
0,0,261062,172,172,4,31,260553
0,0,253089,176,176,4,21,252442
0,0,305429,370,370,4,9,304515
0,0,690105,145,145,3,55,689434
1,0,26110,304,304,4,31,25487
0,0,55203,79,79,4,31,54550
1,0,6670,225,225,4,43,6140
0,0,467996,363,363,4,161,467418
0,0,1079,125,125,2,76,750
1,1,1784731,331,331,4,144,1784156
0,0,1392058,307,307,4,163,1391459
1,0,174019,63,63,4,47,173294
1,0,44727,393,393,3,66,44119
0,0,978860,274,274,1,116,978390
0,0,7294,260,260,4,43,6638
0,0,9111,129,129,2,76,8734
1,0,641578,81,81,4,54,640880
0,0,2852,15,15,4,36,2211
0,0,1610144,113,113,4,75,1609563
1,0,225709,67,67,3,33,225092
1,0,873,4,4,4,32,262
0,0,462632,136,136,4,96,462006
0,0,1707,376,376,4,87,1054
0,0,570400,73,73,4,113,569783
0,0,897457,271,271,4,60,896894
1,0,528985,291,291,4,15,528356
1,0,930600,241,241,4,166,929947
0,0,459742,248,248,4,26,459083
0,0,8892,374,374,4,4,8245
0,0,410431,179,179,4,63,409799
1,0,95645,62,62,4,110,95094
1,0,296809,419,419,4,96,296102
1,0,438791,31,31,4,141,438168
0,0,302673,243,243,4,46,302005
0,0,332148,409,409,4,97,331510
0,0,22912,56,56,2,129,22523
1,0,20624,72,72,4,67,19953
0,0,276224,133,133,4,81,275592
1,0,605996,237,237,4,6,605367
0,0,610905,153,153,4,134,610333
1,0,893116,238,238,3,11,892445
1,0,9993,32,32,4,126,9376
1,0,1448091,87,87,4,17,1447573
1,0,12594,195,195,4,93,11959
0,0,389569,246,246,4,108,388676
0,0,28027,42,42,4,125,27344
0,0,406686,135,135,4,96,406078
0,0,32545,261,261,4,125,31979
0,0,11424,39,39,3,106,10828
0,0,474095,352,352,4,112,473496
1,0,891600,270,270,1,41,891058
1,0,1570983,119,119,4,95,1570405
1,0,487260,199,199,4,123,486679
0,0,28680,127,127,3,162,27985
0,0,478938,100,100,4,3,478315
0,0,1109266,396,396,4,137,1108595
0,0,21792,343,343,4,40,21193
1,0,652493,235,235,4,6,651543
1,0,538452,143,143,4,116,537880
0,0,21840,228,228,4,129,21079
0,0,567898,122,122,2,62,567485
0,0,53116,395,395,5,37,52718
0,0,308712,368,368,4,26,308044
1,0,641268,233,233,4,131,640657
0,0,1591262,329,329,4,70,1590720
0,0,559332,141,141,2,80,558976
0,0,643220,197,197,4,65,642618
1,0,555039,427,427,4,96,554545
0,0,269583,418,418,4,134,268954
0,0,1591401,210,210,3,128,1590901
1,0,1060193,187,187,4,57,1059636
0,0,272757,178,178,4,21,271798
0,0,21892,337,337,4,53,21179
1,0,400683,54,54,4,155,400036
0,0,11825,43,43,4,125,11139
1,0,610947,365,365,4,166,610288
0,0,1183104,323,323,4,39,1182499
0,0,1871216,107,107,4,17,1870641
1,0,1100102,405,405,4,100,1099440
0,0,223254,288,288,4,23,222562
1,0,2130876,103,103,4,95,2130250
1,0,5418,229,229,4,76,4696
1,0,274287,170,170,4,97,273715
1,0,212591,429,429,4,79,211887
0,0,253619,168,168,4,31,252897
1,0,190891,64,64,4,97,190256
1,0,33533,389,389,4,145,32910
0,0,66227,300,300,4,119,65685
1,0,1038285,188,188,4,95,1037734
0,0,1299223,183,183,4,95,1298663
0,0,555039,76,76,4,78,554104
1,0,1790185,217,217,4,34,1789544
1,0,110877,152,152,5,159,110344
0,0,70385,297,297,4,156,69732
1,0,375323,424,424,4,127,374682
1,1,1894275,109,109,4,28,1893637
0,0,48963,356,356,4,103,48349
0,0,63431,61,61,4,125,62859
0,0,563485,92,92,2,18,563114
1,0,1947,14,14,3,139,1330
1,1,849658,22,22,4,121,849029
0,0,17246,265,265,4,43,16593
1,0,11667,258,258,4,43,10975
1,0,1192370,313,313,4,158,1191744
1,0,789660,147,147,4,58,789061
0,0,484940,353,353,4,51,484143
0,0,551183,224,224,2,159,550740
0,0,1665163,28,28,4,148,1664528
0,0,15815,359,359,4,50,15231
0,0,423275,201,201,4,5,422700
0,0,50225,394,394,4,100,49587
0,0,23909,360,360,4,140,23259
0,0,1935320,213,213,4,121,1934724
1,0,1439745,88,88,4,57,1439215
0,0,1646736,211,211,4,19,1646206
1,0,5356,348,348,4,133,4736
0,0,281837,177,177,4,98,281250
0,0,217404,21,21,4,23,216745
0,0,431207,425,425,4,142,430704
0,0,565167,380,380,2,80,564760
1,0,4939,6,6,4,1,4241
0,0,497547,250,250,4,23,496699
0,0,2159962,324,324,4,70,2159390
1,0,1722444,336,336,4,21,1721857
1,0,627125,83,83,4,168,626559
1,0,636879,156,156,4,127,636250
1,0,2103139,218,218,4,57,2102468
0,0,211634,417,417,5,8,211245
1,0,34921,266,266,4,125,34262
0,0,1578872,118,118,4,17,1578312
0,0,596495,157,157,4,134,595866
1,0,9539,194,194,4,93,8904
1,0,497850,294,294,4,43,497083
0,0,465000,351,351,4,2,464038
0,0,283286,423,423,4,134,282588
0,0,1863,41,41,4,129,1279
0,0,1337715,208,208,3,30,1337152
1,0,10499,37,37,2,92,10110
0,0,6256,128,128,2,129,5888
0,0,77237,58,58,4,129,76545
0,0,1685667,115,115,0,158,1685527
1,0,584282,131,131,4,6,583626
0,0,1212108,310,310,4,17,1211533
1,0,8071,391,391,4,86,7124
1,0,631273,155,155,4,96,630704
1,0,1357417,309,309,4,144,1356881
1,0,1413348,207,207,4,13,1412725
0,0,897652,239,239,4,161,897068
1,0,102031,0,0,4,102,101630
0,0,460277,281,281,4,57,459570
1,0,550961,289,289,4,15,550314
1,0,2082607,34,34,4,57,2081918
1,0,673589,182,182,4,12,672981
0,0,262590,285,285,4,130,261997
0,0,1069989,191,191,4,57,1069351
1,0,54130,398,398,4,52,53294
1,0,238595,169,169,4,31,237978
1,0,2039757,326,326,4,167,2039173
0,0,55031,264,264,4,129,54300
1,0,42738,390,390,4,86,42403
1,0,698962,95,95,4,95,698387
1,0,1037760,367,367,4,166,1037092
0,0,510533,431,431,4,44,509916
1,0,1653046,111,111,4,57,1652444
0,0,602022,158,158,4,142,601444
0,0,9693,358,358,4,140,9067
0,0,331967,150,150,4,132,331098
1,0,57983,60,60,4,129,57381
0,0,488252,249,249,4,130,487683
0,0,152203,400,400,4,91,151562
1,0,7816,166,166,4,125,6941
0,0,473006,251,251,4,132,472107
1,0,8984,254,254,4,76,8412
0,0,296422,242,242,4,132,295724
0,0,786,371,371,4,35,88
0,0,521226,205,205,4,111,520573
1,0,1896,253,253,4,76,1198
0,0,433446,202,202,4,5,432955
0,0,297265,221,221,4,155,296609
0,0,421453,415,415,4,158,420860
1,0,10738,161,161,4,129,10142
0,0,422988,180,180,4,63,422386
0,0,739582,269,269,4,70,738989
0,0,741926,198,198,4,46,741234
1,0,2021354,35,35,4,17,2020752
0,0,22510,52,52,3,155,21845
0,0,12963,339,339,4,53,12349
1,0,1279824,186,186,4,17,1279111
0,0,2141017,325,325,4,48,2140400
1,0,213605,69,69,4,47,212727
1,0,649380,234,234,4,6,648745
1,0,1773473,332,332,3,119,1772775
1,0,542828,290,290,4,6,542232
1,0,3185,159,159,4,125,2544
1,0,1094415,317,317,4,57,1093786
0,0,548259,140,140,2,72,547909
0,0,4704,226,226,4,125,4066
0,0,67780,413,413,4,31,67067
0,0,288418,220,220,4,109,287768
1,0,498188,428,428,4,68,497556
1,0,633393,80,80,4,59,632488
0,0,606832,84,84,4,48,606242
1,0,11303,48,48,4,76,10641
1,0,667099,3,3,4,6,666332
