Viaf_Id,Gnd_Id,Official_Website,Freebase_Id,Library_Of_Congress_Authority_Id,Latitude,Longitude,Commons_Category,World_Cat_Identities_Id_Superseded,Id_Ref_Id,Main_Category,National_Library_Of_Israel_J9u_Id,Nl_Cr_Aut_Id,Quora_Topic_Id
137203033.0,464,1028,382,0,46.25,20.1666666667,1170,643,160,1097,,268,839
251380480.0,249,708,825,112,41.8930555556,12.4827777778,1021,46,67,957,9.870075548093052e+17,227,730
127299962.0,86,697,128,166,4.60971,-74.08175,164,636,344,155,9.870075596520051e+17,233,115
148954882.0,1113,0,0,868,32.5536111111,-95.8666666667,229,453,541,1293,9.870075599873052e+17,0,163
131339567.0,746,99,959,330,40.6,-75.4833333333,30,0,440,29,9.870075526275052e+17,0,25
168314164.0,1003,0,1109,920,17.2983333333,-62.7341666667,113,479,541,105,9.870075599632051e+17,0,80
127268872.0,1113,0,1285,66,51.584,-0.0211,1294,0,541,1215,9.870075572737052e+17,0,606
126617434.0,608,380,930,115,17.9713888889,-76.7930555556,601,49,10,568,9.870075548073052e+17,0,428
131360913.0,1113,582,246,687,-28.7383333333,24.7638888889,598,0,541,565,9.870075527585052e+17,40,427
168670613.0,597,870,948,395,39.6238888889,19.9213888889,301,0,162,281,9.870075620809052e+17,122,606
155864429.0,193,945,760,88,40.4169444444,-3.7033333333,709,34,12,667,9.870075502397052e+17,164,510
142519565.0,325,953,726,249,55.7558333333,37.6177777778,789,122,73,744,9.870075478138052e+17,172,557
137209992.0,884,394,1224,538,50.8747222222,0.0116666667,661,284,541,624,9.870075643140051e+17,71,606
312793147.0,246,758,827,103,56.9475,24.1069444444,1011,0,541,946,9.870075526348051e+17,192,721
139205987.0,682,859,1238,507,41.488002,-71.312622,854,265,370,800,9.870075572235052e+17,0,602
123871683.0,519,515,1146,763,-9.4788888889,147.1494444444,953,406,280,892,9.870075574563052e+17,0,670
147975789.0,851,3,965,26,9.4977777778,76.3286111111,22,5,541,22,,0,20
127853965.0,177,0,1133,691,29.375,47.98,633,368,176,598,9.870075551810052e+17,569,453
134903120.0,477,42,697,890,31.62,65.7158333333,566,464,443,533,9.870075366599052e+17,377,401
154801783.0,923,0,1296,864,52.48,1.75,688,450,541,648,9.870075596999052e+17,0,490
125715126.0,161,0,265,190,30.0444444444,31.2358333333,220,90,289,209,9.870075618033052e+17,153,157
144231825.0,95,835,1152,169,49.1952777778,16.6083333333,194,0,86,185,9.870075596555052e+17,237,141
159456729.0,1113,148,322,651,50.8615,-2.1627,157,352,541,148,9.870075668509052e+17,0,109
136056372.0,716,1065,1333,719,41.8560731,-88.1083648,1315,382,527,1233,9.870075645718052e+17,0,934
134865231.0,555,771,986,441,-19.0475,-65.26,1156,228,541,1084,9.870075502123052e+17,0,825
2.381162481007438e+21,360,120,144,325,40.3666555556,49.8351833333,91,0,257,87,9.870075526273052e+17,402,66
140769816.0,1113,0,376,954,22.2783333333,114.1744444444,1276,0,541,1293,9.870075646456051e+17,0,606
168514881.0,1113,614,441,697,-27.55,151.95,1224,370,541,1149,9.870075550202052e+17,0,876
129002681.0,54,98,28,437,31.1975,29.8925,27,226,334,27,9.870075503101052e+17,229,23
157127293.0,1113,0,621,783,-29.4860777778,30.2305972222,514,0,541,1293,9.870075342464051e+17,0,359
160461922.0,1064,1031,898,225,59.4372222222,24.745,1181,0,98,1108,9.870075642318052e+17,210,846
136070047.0,353,1,88,841,37.00262,35.31346,14,438,320,14,9.870075527988051e+17,414,14
138384922.0,1113,60,74,654,29.3919444444,79.4541666667,817,0,541,767,9.870075668413052e+17,0,606
127790264.0,435,720,1039,263,53.2188888889,6.5675,454,128,8,424,9.870075480847052e+17,247,318
153882664.0,901,159,55,476,41.1833333333,-73.2,188,248,541,179,9.870075550712051e+17,448,136
262664271.0,1054,28,1182,0,49.55,27.9666666667,591,0,541,558,9.870075009522052e+17,0,420
143079995.0,413,894,1271,1234,53.2729,-9.0418,421,0,541,393,9.870075574826052e+17,0,299
138388504.0,1113,0,1386,705,52.3,5.63333,379,0,541,1293,9.870075596044051e+17,0,606
298436903.0,1113,0,1386,0,24.378889,91.412222,862,0,541,1293,,0,606
235987780.0,643,192,709,0,50.6197222222,26.2513888889,1015,661,473,951,9.870074183183052e+17,566,726
151458957.0,391,224,236,180,39.9622222222,-83.0005555556,293,0,319,274,9.870075618189052e+17,467,206
133696747.0,679,333,1031,573,52.0563888889,-2.7161111111,499,0,541,467,9.870075503083052e+17,0,349
126656723.0,726,555,861,195,32.715,-117.1625,1055,0,283,988,9.870075618004051e+17,697,753
133715575.0,62,803,1184,802,47.4922222222,7.6202777778,55,424,445,54,9.870075552846052e+17,637,606
155870729.0,295,1067,1096,120,48.2083333333,16.3725,1278,0,53,1199,9.870075548061052e+17,218,911
312565158.0,330,130,83,248,39.90403,116.407526,123,678,143,115,9.870075478146052e+17,182,86
150028026.0,170,727,521,584,50.45,30.5236111111,634,0,87,599,9.870074048844051e+17,152,454
248628448.0,689,0,856,0,-5.0166666667,32.8,1176,0,541,1103,9.870074989292051e+17,0,606
123143268.0,72,123,1108,224,13.75,100.5166666667,97,0,197,93,9.870075642323052e+17,318,69
151391324.0,269,768,839,117,59.3294444444,18.0686111111,1146,0,51,1074,9.870075548066052e+17,206,819
137269477.0,651,0,686,1000,16.1666666667,81.1333333333,705,0,392,664,9.870075599047052e+17,0,506
150076018.0,122,713,487,184,55.9533333333,-3.1891666667,366,87,541,342,9.870075618138052e+17,129,259
125205761.0,495,940,1038,450,50.6319444444,3.0575,667,234,254,630,9.870075526071052e+17,155,477
151240641.0,830,0,917,70,13.65,79.42,1213,0,541,1139,9.870075572674052e+17,0,868
7.171525029967109e+20,542,743,1211,0,52.2333333333,-0.9,865,0,541,808,,611,609
154759119.0,97,698,925,295,47.4983333333,19.0408333333,203,0,244,193,9.870072592791052e+17,117,146
126223335.0,259,520,372,253,-23.5503944444,-46.6339472222,1175,0,27,1102,9.870075478103052e+17,282,841
235896525.0,131,763,1219,907,44.4071861111,8.9339833333,424,0,61,395,9.870075574069052e+17,123,301
158341329.0,294,1064,988,1008,53.25,7.9166666667,1312,526,541,1230,9.870075645983052e+17,0,932
159503411.0,900,671,914,980,6.8161111111,-5.2741666667,1344,0,536,1260,9.870075622160051e+17,0,951
134880244.0,797,700,130,699,30.7352777778,76.7911111111,252,0,541,235,9.870075551660051e+17,664,178
2.914609520760037e+19,332,986,806,191,50.0875,14.4213888889,966,0,24,905,9.870075618030052e+17,85,681
131359316.0,358,110,1351,657,64.55,40.5333333333,54,0,541,53,9.870075318244051e+17,294,42
6.514481438690054e+19,691,528,493,432,-53.1625,-70.9080555556,974,0,541,912,9.870075480409052e+17,0,606
135523326.0,562,0,281,275,3.8577777778,11.5180555556,1346,136,114,1262,9.870075478011052e+17,482,953
131295776.0,541,477,1304,568,43.8383333333,4.3597222222,875,303,43,819,9.870075480264051e+17,319,618
123708243.0,39,911,609,510,60.1708333333,24.9375,496,269,327,464,9.870072624164051e+17,252,347
1.3311454246627867e+21,98,838,179,256,-34.5997222222,-58.3819444444,204,0,35,194,9.870075477993052e+17,238,147
139491974.0,906,980,1364,61,40.9155555556,-74.1630555556,917,0,541,858,9.870075573772051e+17,0,645
2.381162481007438e+21,360,120,144,325,40.3666555556,49.8351833333,91,0,257,87,9.870075526273052e+17,402,66
147858160.0,1113,176,1373,1092,48.7952777778,-97.6233333333,244,0,541,229,9.870075673074052e+17,0,606
150033366.0,326,463,778,18,32.0608333333,118.7788888889,821,0,541,771,9.870074990243052e+17,275,575
130261285.0,1113,0,841,1040,17.3433333333,96.4980555556,87,543,530,1293,9.870075624637052e+17,0,62
132532283.0,490,405,373,632,26.847,80.947,692,340,228,652,9.870075645625052e+17,563,494
137287468.0,20,1004,371,1045,49.55,22.2166666667,1068,0,541,1003,9.870075577125052e+17,337,764
124355341.0,333,529,1149,449,34.0252777778,-6.8361111111,982,0,81,920,9.870075501981052e+17,440,694
144519513.0,307,286,639,1204,39.9097222222,41.2755555556,381,189,541,355,9.870075573571052e+17,82,265
153795400.0,1050,0,90,3,54.9912805556,-1.5311,1292,0,541,1213,9.870074942620051e+17,0,606
2.914609520760037e+19,332,986,806,191,50.0875,14.4213888889,966,0,24,905,9.870075618030052e+17,85,681
123871683.0,519,515,1146,763,-9.4788888889,147.1494444444,953,406,280,892,9.870075574563052e+17,0,670
159506535.0,864,0,626,983,26.1666666667,75.7833333333,862,0,541,1293,9.870075646253052e+17,0,875
144222335.0,877,78,789,79,30.4711,-8.8778,1187,0,541,1114,9.870075596764051e+17,0,851
267241547.0,150,1014,560,67,52.2280555556,11.0105555556,495,0,541,463,9.870075572717052e+17,622,606
137151261.0,364,695,176,260,54.5963888889,-5.93,126,642,541,117,9.870075480865052e+17,107,89
139572084.0,806,535,331,748,52.306944,-1.949167,995,398,541,932,9.870075551513052e+17,0,705
123871683.0,519,515,1146,763,-9.4788888889,147.1494444444,953,406,280,892,9.870075574563052e+17,0,670
139185995.0,1028,0,1159,796,12.0444444444,-61.7416666667,1130,420,541,1060,9.870075528305052e+17,0,810
1.3314464863003428e+20,168,362,694,615,27.71,85.32,577,332,90,544,9.870075573108051e+17,154,411
150704095.0,1113,0,538,0,-37.857,145.036,721,0,541,1293,,0,606
124335113.0,776,312,1121,487,-24.6569444444,25.9086111111,417,253,358,389,9.870075549144051e+17,578,295
138479357.0,872,0,251,1079,53.45,-2.9941666667,168,558,541,159,9.870075647950052e+17,0,606
162797643.0,404,102,1255,334,49.8919444444,2.2977777778,35,169,214,34,9.870075526202052e+17,325,28
139528023.0,967,606,253,77,22.8,86.1833333333,543,0,541,511,9.870075572635052e+17,534,381
145957840.0,87,753,731,34,19.0758333333,72.8775,802,17,541,755,9.870073828172051e+17,299,561
127299962.0,86,697,128,166,4.60971,-74.08175,164,636,344,155,9.870075596520051e+17,233,115
156810052.0,398,270,248,319,-29.8583333333,31.025,357,161,541,333,9.870075526315052e+17,547,253
150238365.0,991,174,541,1150,53.8608,-9.2988,241,590,541,226,9.870075676074052e+17,0,171
127845339.0,735,0,661,539,29.4708333333,77.7033333333,808,0,541,759,9.870075642040051e+17,0,567
151258315.0,188,936,1228,247,-15.4166666667,28.2833333333,696,121,380,656,9.870075478182052e+17,545,498
150810795.0,1009,446,494,1098,54.2477777778,-6.9708333333,780,571,541,735,9.870075625205052e+17,0,606
123143268.0,72,123,1108,224,13.75,100.5166666667,97,0,197,93,9.870075642323052e+17,318,69
131462146.0,1081,0,220,1113,53.5665,-2.8869,889,0,541,833,9.870075674529052e+17,0,627
144259793.0,882,595,1126,704,6.8058333333,-58.1508333333,426,0,539,397,9.870075597700051e+17,0,302
145642722.0,19,0,823,25,19.7475,96.115,834,0,533,782,9.870075707106052e+17,0,584
157125230.0,517,242,636,768,45.9626,12.6563,947,409,411,887,9.870075620007052e+17,691,606
126781034.0,1113,0,428,1103,53.847,-2.995,964,0,541,903,9.870075674777052e+17,0,679
127127940.0,400,283,68,1259,51.3361111111,-0.2675,377,632,541,352,9.870075379338052e+17,4,262
134921771.0,1113,0,581,963,-3.4283333333,29.925,433,0,541,404,9.870075553774052e+17,0,606
146566340.0,558,788,912,150,-41.2888888889,174.7772222222,1306,67,541,1224,9.870075596702052e+17,351,928
148356084.0,32,653,197,1116,52.294,-0.6964,1305,578,541,1223,9.870075625029052e+17,0,606
125505469.0,1031,549,243,736,52.0262,0.2449,1040,0,541,975,9.870075504754052e+17,0,745
124330404.0,45,790,1313,413,50.776207,6.083788,1,0,30,1,9.870075643190052e+17,269,0
140791206.0,1113,0,335,1026,53.8711,-2.3916,279,0,541,262,9.870075623172051e+17,679,196
160523587.0,1113,617,1370,0,35.3742,-83.2178,1168,415,541,1293,9.870075341232051e+17,0,837
168674210.0,874,849,1305,380,39.9368,-75.1066,225,0,444,213,9.870075595023052e+17,0,160
143780727.0,1056,290,104,743,-51.693861,-57.849556,1139,0,541,1066,9.870075551626052e+17,0,815
128906983.0,37,325,1375,51,39.3958333333,-84.565,477,15,509,445,9.870075573860051e+17,0,335
139667124.0,1113,844,532,1095,50.8728,-2.9587,253,0,541,236,9.870075625308051e+17,0,179
139185995.0,1028,0,1159,796,12.0444444444,-61.7416666667,1130,420,541,1060,9.870075528305052e+17,0,810
152376663.0,104,845,1294,54,48.4466666667,1.4883333333,255,0,42,238,9.870075573809052e+17,242,181
143062107.0,636,747,412,400,25.61,85.1413888889,918,206,541,859,9.870075619122052e+17,0,646
137239487.0,628,724,558,880,49.42,27.0,590,0,469,557,9.870075644612051e+17,564,419
158388634.0,930,0,171,1114,51.335,-0.742,222,576,541,211,9.870075674518052e+17,0,159
151720959.0,129,716,544,363,50.1105555556,8.6822222222,408,0,6,380,9.870075572522052e+17,131,286
158386826.0,1113,0,554,1100,55.9358333333,-4.1547222222,607,573,541,574,9.870075626436051e+17,0,434
151241585.0,987,0,1083,72,51.5004,-0.1909,585,25,541,552,9.870075572651052e+17,32,606
127003052.0,962,762,865,1207,24.8833333333,72.8666666667,1105,0,541,1293,9.870074677090052e+17,0,794
3.146029517935822e+18,135,304,13,536,29.987,31.2118,434,675,538,405,9.870075620595052e+17,135,308
142521983.0,371,155,151,17,-15.7938888889,-47.8827777778,179,0,541,170,9.870075643440051e+17,277,127
148910105.0,701,417,1137,193,12.1543722222,-86.2737666667,723,91,282,682,9.870075618015052e+17,388,606
150080200.0,483,254,680,101,3.1477777778,101.6952777778,625,0,208,591,9.870075526456051e+17,722,446
124324283.0,892,49,1134,303,0.3901,9.4544,665,151,269,628,9.870075502275052e+17,78,475
234980080.0,669,211,4,237,47.2525,-122.4475,1177,0,541,1104,9.870075643460051e+17,41,842
125504622.0,466,622,894,727,32.87519,13.18746,1236,387,171,1160,9.870075666977052e+17,607,885
151258315.0,188,936,1228,247,-15.4166666667,28.2833333333,696,121,380,656,9.870075478182052e+17,545,498
153606144.0,1010,0,877,488,58.0027777778,25.9227777778,1248,0,477,1172,9.870075549141052e+17,0,893
132578391.0,936,0,313,970,56.0005555556,-3.7844444444,389,507,541,363,9.870075577700051e+17,609,606
145435484.0,1113,129,920,769,-20.2333333333,57.4666666667,118,0,541,110,9.870075621571052e+17,0,606
237298336.0,81,823,1036,223,46.94798,7.44743,141,0,97,132,9.870075310769052e+17,111,100
125246848.0,6,928,1252,535,46.6166666667,14.3,610,283,406,577,9.870075620614052e+17,359,438
152432410.0,731,487,1171,294,47.0425,-122.8930555556,883,149,541,826,9.870075503459052e+17,0,622
139530595.0,369,828,310,78,53.5833333333,-2.4333333333,165,28,541,156,9.870075596830052e+17,314,116
180363010.0,454,507,1045,91,39.9527777778,-75.1636111111,927,0,91,868,9.870075525413052e+17,298,651
150105628.0,890,1030,788,620,48.1622222222,21.205,1171,0,541,1098,9.870075620472051e+17,0,606
158708431.0,788,712,520,1243,49.2933333333,-0.3794444444,344,624,541,321,9.870074697678052e+17,0,606
136147063.0,1060,0,336,1080,51.7918,1.1457,275,559,532,258,9.870075649423052e+17,0,193
237298336.0,81,823,1036,223,46.94798,7.44743,141,0,97,132,9.870075310769052e+17,111,100
241381779.0,511,978,1241,110,39.5666666667,2.6497222222,910,45,541,852,9.870075548152051e+17,348,640
125559217.0,1113,0,572,1025,51.791,-2.6162,289,0,541,270,9.870075623203052e+17,0,606
242100229.0,372,157,1068,258,-4.2694444444,15.2711111111,181,0,541,172,9.870075480902052e+17,0,129
248714757.0,931,602,388,583,37.87326,112.54245,1179,312,92,1106,9.870075527832051e+17,0,844
122614984.0,456,321,607,0,47.6841666667,17.6344444444,467,634,541,436,9.870075550719052e+17,248,329
129019497.0,913,62,418,717,53.5833333333,25.8166666667,832,380,541,813,9.870075620209052e+17,541,613
136029148.0,187,910,22,228,53.2525,10.4144444444,703,110,329,662,9.870075642296051e+17,427,504
143186992.0,778,299,1193,0,48.3405555556,16.7175,468,0,541,437,9.870075675769052e+17,43,606
243853341.0,948,1061,69,0,50.7166666667,4.6,1302,673,541,1222,,620,926
134886721.0,873,208,703,767,-12.9688888889,28.6325,836,0,541,784,9.870075597313052e+17,0,585
126751019.0,705,232,905,1047,43.8864666667,8.0296527778,528,0,541,495,9.870075576986052e+17,58,606
150675140.0,96,836,516,105,50.8466666667,4.3516666667,198,42,1,257,9.870075526328051e+17,115,606
316429178.0,204,178,725,298,19.4194444444,-99.1455555556,760,0,72,715,9.870075503394052e+17,279,536
136068209.0,1113,650,962,826,40.175,-80.2506,1299,432,541,1219,9.870075644430052e+17,0,925
149105969.0,780,600,721,1191,49.2614978971,13.9023968746,1150,0,541,1078,9.870075379252051e+17,207,606
158314600.0,1104,482,884,910,34.0152777778,71.9747222222,870,0,541,1293,,0,614
123964709.0,469,83,491,647,48.6238888889,22.295,1260,0,491,1182,9.870075668443052e+17,214,606
145394763.0,1113,0,1352,83,41.9233333333,-85.5283333333,247,30,541,1293,9.870075456437052e+17,0,606
141894704.0,412,0,1229,503,13.4530555556,-16.5775,98,0,423,94,9.870075573280051e+17,438,70
130198269.0,675,442,1141,700,23.6138888889,58.5922222222,805,372,263,756,9.870075571933052e+17,693,565
131280462.0,65,854,1278,109,37.9841666667,23.7280555556,68,0,82,66,9.870075548157052e+17,103,51
122582833.0,478,669,1346,650,39.1066666667,-94.6763888889,568,351,506,535,9.870075668515052e+17,667,403
140881637.0,23,454,790,1173,49.6078996383,15.5807276585,489,0,541,457,9.870075311404051e+17,138,606
131280462.0,65,854,1278,109,37.9841666667,23.7280555556,68,0,82,66,9.870075548157052e+17,103,51
129006700.0,693,842,93,511,11.0,76.9666666667,287,270,541,268,9.870075597825052e+17,0,201
133615639.0,111,784,992,316,14.7319444444,-17.4572222222,313,639,4,291,9.870075526324051e+17,336,219
240074551.0,914,335,1203,0,47.3033333333,8.8444444444,505,667,541,473,,0,606
134921771.0,1113,0,581,963,-3.4283333333,29.925,433,0,541,404,9.870075553774052e+17,0,606
251380480.0,249,708,825,112,41.8930555556,12.4827777778,1021,46,67,957,9.870075548093052e+17,227,730
146600551.0,141,640,1013,774,43.6580555556,6.9252777778,447,0,7,418,9.870075644415052e+17,77,606
157167622.0,699,895,16,997,35.1166666667,33.95,391,0,367,364,9.870075599196051e+17,486,606
150675140.0,96,836,516,105,50.8466666667,4.3516666667,198,42,1,257,9.870075526328051e+17,115,606
125481980.0,444,1073,913,358,40.1813888889,44.5144444444,1352,0,146,1267,9.870075550751052e+17,462,957
312793147.0,246,758,827,103,56.9475,24.1069444444,1011,0,541,946,9.870075526348051e+17,192,721
158266506.0,278,607,983,309,41.7225,44.7925,1190,0,106,1117,9.870075503274052e+17,425,854
125715126.0,161,0,265,190,30.0444444444,31.2358333333,220,90,289,209,9.870075618033052e+17,153,157
154900419.0,1113,0,1021,1141,-32.35,22.5833333333,119,589,541,111,9.870075651271052e+17,0,606
132516015.0,9,363,982,362,50.25,19.0,578,184,249,545,9.870075572541052e+17,143,412
154757441.0,382,1057,233,216,51.4816666667,-3.1791666667,232,0,229,219,9.870075643542052e+17,0,166
123146146.0,473,1079,1099,333,45.8130555556,15.9772222222,1354,0,246,1269,9.870075526207052e+17,274,959
138490515.0,1065,0,311,1117,54.6185611111,-1.0685611111,994,0,541,931,9.870075625015052e+17,0,606
140639067.0,793,717,533,770,45.95,-66.6666666667,410,410,541,382,9.870075621530052e+17,481,288
158677433.0,76,131,933,900,33.8869444444,35.5130555556,124,468,153,116,9.870075551064051e+17,365,87
1.2814506720606663e+20,327,476,1142,197,35.1725,33.365,859,92,135,803,9.870075617967052e+17,700,604
137919771.0,1113,508,1086,1014,51.128,-2.993,190,529,541,181,9.870075554433052e+17,407,606
145852474.0,831,231,642,1251,41.6333333333,13.35,413,0,390,385,9.870075450097052e+17,74,291
160016971.0,154,349,368,871,52.7958333333,18.2611111111,530,455,212,497,9.870075599876051e+17,141,369
158250702.0,239,519,805,379,52.4083333333,16.9336111111,965,0,541,904,9.870072665915052e+17,186,680
138379872.0,580,544,255,565,47.2225,39.71,1027,301,541,963,9.870075480279052e+17,193,734
128747843.0,262,1010,1042,168,47.60621,-122.33207,1085,76,238,1020,9.870075595173052e+17,699,777
131507118.0,165,361,637,1170,49.9602777778,9.7722222222,575,602,541,542,9.870075354003052e+17,650,606
159460770.0,148,330,1060,712,50.0353333333,10.5123055556,492,378,461,460,9.870075620262052e+17,643,606
233731515.0,557,1026,1188,0,51.5583333333,-1.7811111111,1164,658,541,1092,,19,834
244542798.0,280,1039,1215,257,43.6702777778,-79.3866666667,1225,674,88,1150,9.870075477978052e+17,272,878
123801175.0,1077,175,1113,934,14.0166666667,-60.9833333333,243,490,541,228,9.870075530731052e+17,0,172
5.751454245567868e+20,451,467,781,94,36.1622222222,-86.7744444444,829,0,167,778,9.870075525480051e+17,86,582
153038011.0,1113,212,1324,382,38.6786111111,-121.7733333333,1334,195,523,1250,9.870075596423052e+17,90,944
146580089.0,602,342,259,464,37.25,-6.95,517,243,541,484,9.870075524937052e+17,391,360
