Gene_Classification,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Entity_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,2159962,325,325,4,0,70,2159390,0
0,1722444,337,337,4,0,21,1721857,1
0,627125,83,83,4,0,169,626559,1
0,636879,156,156,4,0,128,636250,1
0,2103139,218,218,4,0,57,2102468,1
0,211634,418,418,5,0,8,211245,0
0,34921,266,266,4,0,126,34262,1
0,1578872,118,118,4,0,17,1578312,0
0,596495,157,157,4,0,135,595866,0
0,9539,194,194,4,0,94,8904,1
0,497850,294,294,4,0,43,497083,1
0,465000,352,352,4,0,2,464038,0
0,283286,424,424,4,0,135,282588,0
0,1863,41,41,4,0,130,1279,0
1,1337715,208,208,3,1,30,1337152,0
0,10499,37,37,2,0,93,10110,1
0,6256,128,128,2,0,130,5888,0
0,77237,58,58,4,0,130,76545,0
0,1685667,115,115,0,0,159,1685527,0
0,584282,131,131,4,0,6,583626,1
0,1212108,310,310,4,0,17,1211533,0
0,8071,392,392,4,0,86,7124,1
0,631273,155,155,4,0,97,630704,1
0,1357417,309,309,4,0,145,1356881,1
0,1413348,207,207,4,0,13,1412725,1
0,897652,239,239,4,0,162,897068,0
0,102031,0,0,4,0,103,101630,1
0,460277,281,281,4,0,57,459570,0
0,550961,289,289,4,0,15,550314,1
0,2082607,34,34,4,0,57,2081918,1
0,673589,182,182,4,0,12,672981,1
0,262590,285,285,4,0,131,261997,0
0,1069989,191,191,4,0,57,1069351,0
0,54130,399,399,4,0,52,53294,1
0,238595,169,169,4,0,31,237978,1
0,2039757,327,327,4,0,168,2039173,1
0,55031,264,264,4,0,130,54300,0
0,42738,391,391,4,0,86,42403,1
0,698962,95,95,4,0,96,698387,1
0,1037760,368,368,4,0,167,1037092,1
0,510533,431,431,4,0,44,509916,0
0,1653046,111,111,4,0,57,1652444,1
0,602022,158,158,4,0,143,601444,0
0,9693,359,359,4,0,141,9067,0
0,331967,150,150,4,0,133,331098,0
0,57983,60,60,4,0,130,57381,1
0,488252,249,249,4,0,131,487683,0
0,152203,401,401,4,0,91,151562,0
0,7816,166,166,4,0,126,6941,1
0,473006,251,251,4,0,133,472107,0
0,8984,254,254,4,0,76,8412,1
0,296422,242,242,4,0,133,295724,0
0,786,372,372,4,0,35,88,0
0,521226,205,205,4,0,112,520573,0
0,1896,253,253,4,0,76,1198,1
0,433446,202,202,4,0,5,432955,0
0,297265,221,221,4,0,156,296609,0
0,421453,416,416,4,0,159,420860,0
0,10738,161,161,4,0,130,10142,1
0,422988,180,180,4,0,63,422386,0
0,739582,269,269,4,0,70,738989,0
0,741926,198,198,4,0,46,741234,0
0,2021354,35,35,4,0,17,2020752,1
1,22510,52,52,3,1,156,21845,0
0,12963,340,340,4,0,53,12349,0
0,1279824,186,186,4,0,17,1279111,1
0,2141017,326,326,4,0,48,2140400,0
0,213605,69,69,4,0,47,212727,1
0,649380,234,234,4,0,6,648745,1
1,1773473,333,333,3,1,120,1772775,1
0,542828,290,290,4,0,6,542232,1
0,3185,159,159,4,0,126,2544,1
0,1094415,317,317,4,0,57,1093786,1
0,548259,140,140,2,0,72,547909,0
0,4704,226,226,4,0,126,4066,0
0,67780,414,414,4,0,31,67067,0
0,288418,220,220,4,0,110,287768,0
0,498188,429,429,4,0,68,497556,1
0,633393,80,80,4,0,59,632488,1
0,606832,84,84,4,0,48,606242,0
0,11303,48,48,4,0,76,10641,1
0,667099,3,3,4,0,6,666332,1
