Longitude,Mapycz_Id,Latitude,Commons_Category,Nl_Cr_Aut_Id
14.37838889,107,50.09255556,229,15
15.8082,134,50.02757,180,114
15.5786606,193,49.6101722,262,0
14.6065114,183,48.8917353,105,145
13.63347222,12,50.52027778,93,56
14.97092222,37,50.527775,151,98
13.9025,54,49.25833333,213,101
12.6069887,190,49.8028757,195,0
17.4646592,4,49.9905894,19,74
15.99393611,0,50.20128889,223,156
16.1977795,236,50.3431311667,6,0
13.1982431,0,49.6532778,42,162
17.411640555600002,133,49.240225,241,0
14.39047222,199,49.88033333,7,41
17.702128,0,50.0882102,219,0
14.473299149,156,50.079309493,158,113
16.3627,207,50.5595,52,143
13.399546,63,49.262951,30,95
14.4021872,202,50.1101214,156,146
14.4803866667,164,49.2963975,4,0
17.03136111,188,50.02330556,31,34
15.66716667,14,50.2235,102,121
14.4172222222,127,50.0897222222,109,58
16.1155833333,43,50.2648611111,27,99
13.55555556,76,50.61111111,107,0
14.88527778,115,49.24611111,253,75
16.3859,210,50.5574,48,0
17.1380555556,36,48.9594444444,150,97
16.58966,231,49.17235,17,0
14.3066666667,132,48.6205555556,237,29
13.3776097512,144,49.7475732453,34,28
14.4158266,235,50.075065,92,174
13.795262205,148,50.357265406,62,170
16.2668,91,50.5671,103,14
13.372778,154,49.746667,90,35
14.395254521,129,50.070409984,11,111
13.49106111,72,49.05084167,228,7
16.6461111,201,48.8066667,210,0
13.6829,169,50.6234,153,0
14.37102778,80,48.85525,247,133
14.8980555556,153,49.8773777778,217,129
13.9521722222,232,50.1296277778,89,0
15.8731114561,181,49.2167524431,225,124
16.7426417,0,49.2966,189,0
14.42166667,185,50.08805556,117,110
18.0223933,116,49.5384247,14,0
14.6556438889,0,49.4139566944,0,0
15.4574899,163,50.7077881,106,0
16.26355278,146,49.71363056,57,138
15.7817,103,50.0422,242,0
14.4138888889,0,50.0805555556,21,0
17.9205386,102,49.9453672,38,148
18.279512,106,49.820334,77,147
14.7197008213,122,50.539044786,13,31
14.4705555556,242,50.0805555556,173,0
16.043542,151,48.855429,196,21
14.4186111111,152,50.09,169,141
18.2906,228,49.8499,244,0
16.7557,167,48.73951,227,39
14.31145,2,50.74137778,10,45
16.83233333,108,48.80463889,108,137
17.1783,86,49.8628,129,0
12.8816423823,87,50.2190151925,73,0
14.187933,19,49.93955,115,87
14.3105194,0,50.7416314,154,0
15.8494,81,50.3978,12,0
13.733083,234,50.10213,208,0
15.77766944,45,50.04105833,181,150
13.9856194444,69,49.0522388889,15,0
16.2391,88,50.6449,46,0
16.3644,209,50.5273,60,0
12.60558333,26,50.00430556,127,83
14.3681,119,49.4567,149,59
16.805556,27,48.801389,130,84
14.9756,195,50.0054,68,0
14.643925,67,50.68733611,250,80
17.443701,182,49.0784775,179,0
14.4878656,226,48.8561672,137,116
17.4066906,216,49.1040358,43,0
14.42362189,55,50.07076163,47,64
15.81103333,52,49.91916389,206,127
17.2177,184,49.0854,91,9
15.29027778,221,49.96,205,126
18.526808,233,49.5933,163,0
15.08291667,11,50.91517778,85,69
14.39556,187,50.08917,190,16
14.42338611,92,50.08635833,116,0
14.0438403,29,50.40514,134,93
16.16161111,157,50.41880556,164,134
14.4238888889,53,50.0861111111,211,25
12.8828139833,136,50.2232257477,94,0
15.4315,8,49.0795,24,47
15.25262,109,49.75953,86,0
16.6461969,35,48.8064117,36,0
15.5933762,191,49.3951494,54,140
15.1721,170,50.603,75,62
16.20055556,149,48.78333333,240,0
17.8954508,150,49.2604897,84,0
14.6768139,0,50.1960958,178,163
14.401106,0,50.703784,188,0
14.7604489,1,49.0501395,199,0
14.4039,225,50.0892,220,115
15.178,3,49.5102,254,172
14.39194444,68,49.97791667,245,171
14.017581,82,49.685011,216,5
17.2617,0,49.5983,2,32
14.4044386531,131,50.0887684789,261,70
14.3894,0,50.0864,193,152
13.36969444,23,50.25219444,126,71
17.250492,178,49.59402,95,153
16.6073611111,57,49.1909722222,35,0
15.90027778,71,49.8325,133,3
14.775,39,48.78916667,160,107
15.2019,89,50.0267,49,65
14.4213888889,244,50.0875,170,4
14.7657,172,48.9939,204,37
15.26861111,93,49.94833333,104,136
13.8815606,243,49.8868211,33,88
16.678,75,49.3068,209,0
16.2326325,137,50.5089483,63,0
13.3908333333,95,49.9344444444,185,27
12.36605556,16,50.08122222,41,86
13.2952,6,49.5011,255,159
13.0225,211,49.585,202,158
14.4206068889,0,50.0871083056,81,0
13.69404167,141,50.62068611,177,112
14.4307972222,230,50.0788305556,157,0
14.6558,0,49.4111,122,0
14.65666667,20,49.77944444,120,92
16.3188888889,128,49.4508333333,182,100
14.14579,161,49.30988,192,0
13.9870169,214,49.6831439,259,0
14.3105731,0,50.7418225,234,0
17.2609941667,208,49.5975225,114,0
13.58222222,241,50.68666667,83,11
14.1924053,126,49.4388756,248,89
14.417644214,66,50.064427188,236,0
15.3372777778,175,49.9523055556,55,0
14.1997453,204,50.1443444,135,30
15.15666667,15,50.59777778,101,132
17.8505,64,49.21969444,232,33
14.0814758,168,50.6667428,51,0
14.3208,222,50.0958,100,0
17.95805556,218,49.1975,187,168
15.7769,166,50.02,71,151
17.4890708,212,48.9151443,5,0
14.3152777778,5,48.8125,256,76
14.200833,160,50.559722,186,102
13.50496111,140,50.55415,110,67
16.608444,142,49.196677,53,26
17.30166667,58,49.73305556,260,125
16.6061283,0,49.1967472,97,0
14.4277777778,186,50.0872222222,191,155
14.3110039,180,50.7424606,9,0
17.00127778,70,49.14922222,22,60
17.2552,176,49.5941,230,142
14.4175,97,50.0722222222,82,130
15.230411,224,50.932703,118,0
13.2633,61,49.3464,222,131
13.9090125,138,49.8376592,162,78
