Longitude,Mapycz_Id,Latitude,Commons_Category,Nl_Cr_Aut_Id
14.0104745125,299,49.6899646107,402,212
15.6644164956,217,50.587041426,88,488
15.268225888,263,49.9484449727,221,126
14.6453295039,118,50.6848201553,561,286
14.4355555556,462,50.1005555556,383,23
16.919508491,285,49.777001591,289,162
15.6823474488,186,50.4038619901,278,154
14.1519043244,279,49.7423304575,322,403
17.7039089201,311,50.0896669163,207,117
12.6500377112,104,50.1456902414,52,397
12.9347392615,79,50.3585724981,167,325
13.788939045,165,50.6811216714,97,62
16.8621156017,230,49.6084328026,152,501
13.9023968746,453,49.2614978971,459,242
13.1713681133,132,50.3845568214,190,111
16.048796054,577,48.855540667,306,0
12.8761,490,49.9667,188,469
14.3434241516,150,50.5848201871,567,315
16.31252408,629,48.947705087,306,0
16.3068440565,386,49.2687405197,233,0
14.4725,528,48.9614,581,455
15.3823396627,339,49.6277592465,89,421
13.8817939891,454,49.4249770273,14,320
14.2618408173,148,50.4253610806,418,220
12.5303461951,107,50.1190458203,226,128
14.5244,516,50.0489,131,350
14.4962907908,127,50.9505128744,455,364
13.3775,11,49.7475,357,193
14.4868437691,411,48.8556936265,597,310
15.5827793029,184,50.428791726,264,146
14.3056831037,428,48.9050482793,228,130
14.3434241516,150,50.5848201871,567,315
13.7742716661,452,49.05252792,521,273
16.5314621191,385,49.2985464467,224,127
14.2497,503,50.1886,202,394
16.6083333333,383,49.1952777778,26,321
16.1629740085,190,50.4167382266,316,175
14.832350119,245,49.8348573745,337,528
13.9975330037,450,49.0130133688,371,198
14.6032359966,114,50.5029540517,13,461
15.9747422547,365,49.2644543921,319,432
17.383221772,499,50.120957199,306,0
13.5458594874,159,50.3272649136,608,292
16.579,562,49.201,462,503
14.657835974,62,49.4144853385,494,259
14.0744,648,50.3522,591,479
13.5443045941,102,49.9169089824,241,440
16.5772222222,596,49.1916666667,349,7
17.3931348637,228,49.2978599728,209,119
13.6749505376,214,49.2624953055,305,516
12.6397222222,13,50.1813888889,447,237
16.447334999,558,49.901912708,306,0
16.4473349995,222,49.9019127081,576,303
16.6390467179,422,49.410967423,429,228
14.4468353716,267,50.4079106825,245,402
14.3152077107,427,48.8109904416,585,307
13.8382704775,154,50.4525568717,244,137
14.3933333333,482,50.06,381,22
17.250833333,581,49.593888888,329,0
15.9125041356,200,50.0284856859,77,458
13.2967,541,49.3958,184,0
14.0104745125,299,49.6899646107,402,212
15.7919,556,49.9389,64,0
16.727325855,567,49.168653859,306,0
14.5571101378,126,50.9515763673,424,224
15.9127777778,31,50.5608333333,490,256
13.9986,535,49.0131,373,0
14.4713888889,464,50.1077777778,384,24
16.9301608126,231,49.5431614746,461,443
14.3434241516,150,50.5848201871,567,315
15.8081572524,358,49.2229519196,205,426
16.081920158,353,49.1290439114,71,445
13.6868649714,101,49.7157501185,83,59
14.2891630523,146,50.5689360116,246,138
16.6543163849,387,49.0138286646,308,168
13.9334881648,254,49.8659687495,388,201
14.0719444444,41,49.9633333333,10,318
16.6038863895,391,49.0902389531,412,214
15.6955851787,355,49.0832839021,91,464
14.722071224,113,50.5337078531,11,27
13.8348848803,250,49.8496274171,53,439
13.3678479433,153,50.2542633076,216,483
14.639404951,495,49.922589968,306,0
16.2749547578,203,50.1628707878,425,226
16.3775291985,384,49.1014778511,143,83
14.2867637345,215,48.7429200134,15,449
13.4180555556,17,50.4605555556,59,52
14.9911,548,50.6578,584,0
16.1823930972,195,50.4797169094,139,81
14.9042468422,242,49.7367303524,69,498
14.8235135396,273,50.2909183736,8,36
14.0536797,472,50.6532736,564,564
15.5810166667,56,49.6131555556,110,338
13.367847943,619,50.254263307,306,0
14.4533,610,50.8639,85,520
17.2922222222,636,49.6136111111,66,500
14.4203,505,50.0847,326,241
16.1823930972,195,50.4797169094,139,81
13.390418528,640,49.934590172,306,0
17.250833333,581,49.593888888,329,0
14.2333333333,49,50.0166666667,387,200
13.1767822439,332,49.4250765211,363,424
14.5195888706,66,49.4035154562,592,454
14.4115573787,288,50.1760634019,185,109
15.9392783398,350,49.5626754879,617,298
15.1902990263,436,49.1212488538,220,124
16.1697,639,50.4489,344,522
14.3354323439,128,50.9906165559,520,330
17.716111,618,49.2625,603,288
15.2006337459,238,50.0281939908,193,113
14.3947222222,459,50.1008333333,382,352
14.30361,513,50.06889,593,30
13.9882266563,257,50.16269662,179,104
15.452771068,348,49.1842299417,480,252
12.7380556,630,49.4869444,350,417
14.9282045537,243,49.8109533623,586,405
14.39278,642,50.02472,266,354
14.3947222222,459,50.1008333333,382,352
14.0871971267,449,49.4476881385,443,453
13.1335215192,70,49.3435215657,359,412
13.702996227,551,50.359880648,306,0
13.0041462558,111,49.7530483911,467,246
15.089464953,488,50.625793985,306,0
14.4628,594,50.0872,613,295
15.7724190213,373,49.1522616578,589,435
13.4757310365,303,50.0802226685,96,552
14.4111111111,1,50.0863888889,375,19
16.1352281117,363,49.2330834015,302,422
15.5343260186,359,48.9815291372,260,465
16.7441093964,420,49.2970791936,230,131
14.419444,641,50.090278,166,94
14.4402777778,480,50.0622222222,306,21
16.997108,0,49.274973,306,0
13.004146255,545,49.753048391,306,0
17.2044444444,39,50.23,153,87
16.0099183693,416,48.793217153,599,434
14.4784662966,269,50.2959544375,324,178
14.0720611659,249,49.9639081756,9,319
18.5427777778,578,49.8541666667,105,371
14.2822587604,298,50.1355139582,491,524
15.77916,78,50.03861,341,186
14.5627777778,0,50.1338888889,306,545
17.2519444444,37,49.5952777778,328,336
14.2666666667,612,48.9666666667,118,72
14.2966133132,296,50.0201847205,339,185
12.3739955884,71,50.0797591652,54,50
12.7644609939,152,49.4968351267,285,457
14.2574603759,429,48.6202743622,259,143
15.2680555556,45,49.9483333333,222,125
16.6377777778,645,49.4122222222,428,578
14.1612222979,145,50.4549675611,84,415
13.596848701,100,49.8076310388,51,431
14.6447,616,49.4192,187,404
16.049873589,221,50.5339824966,269,151
12.373995588,539,50.079759165,306,0
13.8166666667,164,50.6333333333,481,253
14.4681251233,63,49.2953091651,5,35
14.035,651,50.5906,70,576
17.9300708438,360,49.5205492826,236,373
14.1811,547,50.7731,234,476
15.7808333333,28,50.0377777778,342,376
15.0804368409,282,50.5437199843,616,296
16.6086111111,460,49.1941666667,29,357
15.9410942945,180,49.8563848147,538,10
16.6643039899,213,49.7579538732,294,163
12.9347392615,79,50.3585724981,167,325
14.8105396981,329,49.9706359151,154,519
13.4875396892,95,49.9820148727,206,380
13.7230706189,160,50.4786705629,198,499
15.6649837712,178,49.9471176871,113,69
15.6589382366,374,49.0545394622,42,462
18.078565782,317,49.7234089726,464,244
17.9044444444,319,49.9380555556,330,182
15.8555689902,179,49.9472197192,204,326
13.520207848,90,49.2311614658,469,247
14.4747222222,47,50.3519444444,300,165
14.3947222222,459,50.1008333333,382,352
14.4427777778,2,50.0741666667,379,351
14.7719,534,49.0039,498,0
13.6331001175,161,50.4545385096,254,478
14.5787147218,65,49.3639843478,270,149
13.77,607,50.5489,296,0
12.9799621388,109,49.7154082352,182,107
14.3933333333,510,49.9758333333,551,28
14.9335012499,140,50.774508682,212,121
14.069259546,597,49.46566095,306,0
17.9711535586,414,49.4717995196,507,268
16.1886,638,49.2144,338,0
15.7783530244,366,49.2606836275,399,209
14.217196303,643,49.199569401,392,0
16.0083829586,405,48.8114681575,111,502
15.4372788566,434,49.0815986797,74,57
16.6086111111,460,49.1941666667,29,357
16.7208597361,390,49.1904491738,361,557
15.8989591328,412,48.9715207242,343,513
14.73,48,50.07,386,199
14.5786,496,50.1464,524,356
16.2532655515,191,50.3860256115,21,486
16.2,599,50.40277778,81,487
13.2119010203,97,49.7115602877,320,177
16.5277777778,474,49.2361111111,30,360
17.4596913535,232,49.0697575495,503,266
14.4830860167,122,50.8633137629,67,388
15.5386,605,49.3881,129,0
12.8342,489,49.5669,478,419
17.9025,582,49.9386111,332,0
16.6446814855,399,48.8446530214,186,110
14.6870205582,241,49.7816955689,6,317
15.8325,555,50.2092,135,0
14.4402777778,480,50.0622222222,306,21
16.8765043692,423,49.1532753861,439,234
18.5427777778,312,49.8541666667,176,102
16.4473349995,222,49.9019127081,576,303
13.9170292968,156,50.2950097624,340,497
12.6166952461,74,49.942283298,501,559
14.38666667,458,49.9675,551,0
13.7217043021,168,50.6876965236,276,377
15.6319182289,182,50.3661367405,132,13
14.3036111111,461,50.0688888889,378,544
14.1023126707,256,49.9493995847,484,365
15.3344444444,30,50.6027777778,433,230
15.413601512,341,49.6130775545,249,139
14.49944,593,50.05694,558,342
14.9063888889,271,50.4125,282,159
13.2317994,96,49.9916881,271,152
13.6459584702,94,49.9719073695,68,446
12.9472764199,322,49.8783973774,192,447
18.2520185551,388,49.4360805082,390,562
15.1817906357,137,50.8772548972,112,68
15.8777777778,58,49.22,500,261
15.8894705365,220,50.4015531704,218,407
17.1690249851,380,49.0401312977,292,361
12.6500377112,104,50.1456902414,52,397
13.7967624327,151,50.3570784577,258,142
16.5813888889,565,49.2508333333,595,309
14.41077778,514,50.1315,16,349
13.000360731,624,50.258920306,306,0
14.5101071179,125,50.9131028965,215,123
14.7248395692,115,50.6587554255,279,155
17.8308790199,315,49.6625466479,325,179
14.127143802,147,50.3622987561,301,367
14.9714304073,278,50.5272660262,286,160
13.6749505376,214,49.2624953055,305,516
16.6083,559,49.1953,27,0
15.351545845,484,48.997591273,306,0
13.7744365397,158,50.2534829403,420,474
14.420589996,425,49.2234756023,495,263
15.4908980038,175,50.2415525434,315,173
14.892722368,437,49.2239593175,353,34
15.8325,23,50.2094444444,136,324
12.504365224,106,50.1490463274,168,95
13.3702777778,478,49.7336111111,306,11
13.2027614516,93,49.6541867581,61,55
15.9085616499,352,49.5198077936,313,410
14.3152077107,427,48.8109904416,585,307
14.2939,487,48.7211,472,548
13.9023968746,453,49.2614978971,459,242
13.4111111111,129,50.4627777778,58,53
14.3933333333,482,50.06,381,22
14.9448155784,275,50.5234697216,189,550
14.8041805556,272,50.5012138889,49,560
13.9972222222,42,49.0127777778,372,197
14.2978950382,382,48.9665219378,146,451
17.0115337404,130,50.1532089638,25,413
17.4511111111,442,49.4555555556,397,207
14.832888718,521,50.201496776,306,0
14.59916667,493,50.03194444,506,355
16.2681849332,407,48.7728707093,140,80
14.892722368,437,49.2239593175,353,34
15.3702653696,441,49.106876613,530,460
16.1629740085,190,50.4167382266,316,175
15.8816759353,370,49.2149674003,499,262
17.3832217724,326,50.1209571993,539,278
15.005,531,49.1542,160,0
13.2353951503,98,49.7243578498,486,438
18.0443869272,426,49.4740898768,549,383
15.7783530244,366,49.2606836275,399,209
16.0122687567,369,49.3552581316,516,271
14.475,7,48.9738888889,582,304
14.7706591414,440,49.0037094661,497,260
15.05,135,50.7666666667,237,16
13.625833,552,50.611667,124,527
15.8319444444,171,50.2091666667,134,79
15.4216700455,435,49.1061167588,200,116
13.9272414642,451,48.7759173445,309,169
13.8803,634,48.8153,151,452
17.4605555556,36,49.0683333333,504,265
15.8772,574,49.2158,562,567
13.2546411305,84,50.1742341469,509,470
14.4830860167,122,50.8633137629,67,388
13.8166666667,164,50.6333333333,481,253
12.8631139232,333,49.9819553116,482,254
14.1475306019,443,49.3088806868,395,205
14.2147222222,16,50.7816666667,103,64
18.35777778,579,49.90361111,314,172
13.7029962274,157,50.3598806483,366,195
15.3279667526,264,49.9682683789,311,523
18.143045317,403,49.4585173606,422,223
15.2218463102,337,49.5298943354,610,331
14.5417984723,408,48.9934688107,423,441
15.8651554257,176,50.2998217136,445,425
16.3206,649,49.0847,594,308
12.504365224,106,50.1490463274,168,95
14.38833,457,50.01389,514,0
13.2950889134,85,49.3956253383,183,108
14.0725637947,445,49.2691338314,180,105
15.5947833848,347,49.1796018006,452,240
12.8631139232,333,49.9819553116,482,254
15.3353,494,49.1408,515,543
14.5101071179,125,50.9131028965,215,123
15.3515458456,438,48.9975912734,440,235
16.474975,0,50.1864555556,126,0
14.1861117012,252,49.9374291574,175,99
14.3972222222,586,50.0894444444,137,340
16.1582658946,199,50.5339573728,465,245
16.6377891817,375,48.8055869962,275,153
16.3763102818,225,50.0953793627,559,411
14.279753655,300,49.7350480259,19,565
15.1694444444,18,50.725,144,84
15.1882604136,338,49.2532422364,612,294
15.4039790618,343,49.6680624403,473,249
12.8183499551,76,50.3688572713,0,31
18.117444109,318,49.5917967936,602,390
14.832350119,245,49.8348573745,337,528
14.0172263313,261,50.327169094,536,494
14.657835974,62,49.4144853385,494,259
15.590555555,568,49.400277777,306,0
13.6397222222,21,50.5027777778,295,164
16.080006151,413,48.9288034928,351,189
18.5427777778,312,49.8541666667,176,102
17.6471532957,234,49.025133431,505,267
14.4174415036,281,49.7147367698,411,213
13.2119010203,97,49.7115602877,320,177
13.9027386432,251,49.8360608571,133,78
14.657835974,62,49.4144853385,494,259
14.5898905308,246,49.8335485748,496,264
15.7947222222,24,49.9511111111,63,187
17.2508333333,60,49.5938888889,327,180
13.4875396892,95,49.9820148727,206,380
14.5751942513,123,50.8745178901,165,93
14.32,529,48.8103,527,0
15.5905555556,344,49.4002777778,156,88
13.7029962274,157,50.3598806483,366,195
14.8592826524,330,49.9941007055,199,115
16.3775291985,384,49.1014778511,143,83
13.9272,517,49.8517,485,569
14.4211111111,590,50.1197222222,487,26
16.1448568081,194,50.4673876593,125,490
14.5566666667,469,50.0466666667,377,328
16.7376222164,398,48.9408719428,141,82
14.311814549,501,48.616062834,306,0
14.43806,585,50.09972,120,341
14.4275,506,50.05111,362,348
14.445833,591,50.075556,523,274
14.478825414,286,50.1783076591,22,566
17.9044444444,319,49.9380555556,330,182
16.6083333333,383,49.1952777778,26,321
15.8672,492,49.2178,360,574
14.4111111111,1,50.0863888889,375,19
16.6861,476,49.2075,32,148
18.1450220374,316,49.6409267714,401,210
16.5736082429,421,49.5471168409,235,133
15.05,135,50.7666666667,237,16
14.3924928264,236,49.3430731782,20,395
13.3825,73,49.7413888889,354,190
14.6394049516,292,49.922589968,518,272
14.0692595465,444,49.4656609506,588,381
13.5833,614,49.165,614,540
15.4216700455,435,49.1061167588,200,116
14.1505786237,143,50.4932409945,18,39
14.1332290221,255,49.9689898479,470,248
16.0900288063,224,49.9680767859,533,385
17.110555555,571,49.472222222,306,0
13.7010310416,87,49.3207818105,121,75
14.345978003,371,49.1428795383,104,450
17.757479338,227,49.0998226346,261,144
15.216929605,626,50.37547194,306,0
13.621545383,155,50.293654641,247,477
16.6248691669,376,48.9344543265,368,196
14.4427777778,2,50.0741666667,379,351
13.7840992535,456,49.4579918503,255,379
12.8383874372,77,50.083563353,12,37
14.6848355686,67,49.3852586706,437,232
14.41972222,507,50.00305556,288,18
14.8328887187,283,50.2014967767,262,145
14.42389,463,50.11778,488,0
14.0330555556,22,50.6611111111,563,312
15.2272222222,57,49.4325,346,188
13.2317994,96,49.9916881,271,152
14.311814549,431,48.6160628345,545,282
14.4181858874,448,49.4287280475,435,389
15.05,135,50.7666666667,237,16
14.35794444,584,50.08330556,50,343
17.3,5,49.6,306,0
15.1568993887,210,50.5873416079,493,258
13.80371824,455,49.1679149555,587,436
15.9214474384,196,50.3562352893,147,86
17.3931348637,228,49.2978599728,209,119
14.2867637345,215,48.7429200134,15,449
17.1125,35,49.4713888889,389,202
14.2171963031,447,49.1995694014,391,203
15.8984589337,406,48.8899997281,123,538
14.1847483,0,49.9369286,44,0
17.6669444444,226,49.2330555556,554,29
17.9025,55,49.9388888889,331,181
14.31694,511,50.09361,242,345
16.59444444,467,49.22361111,31,122
13.4056,595,49.7333,548,571
13.5200865035,92,49.5476384112,57,384
15.0108333333,25,49.1513888889,158,89
14.6672,523,50.1894,451,400
18.2008,603,49.9197,73,322
17.0987857685,324,50.3093459528,615,375
14.6870205582,241,49.7816955689,6,317
15.4603346034,173,50.1544543674,55,51
14.4069444444,481,50.01,306,353
17.903232874,580,49.712371239,306,0
15.912798548,216,50.5610457375,489,257
13.6176372494,88,49.2808377296,408,227
15.5947833848,347,49.1796018006,452,240
14.4468353716,267,50.4079106825,245,402
14.0870142674,259,50.23054117,438,233
16.3941666667,32,49.9736111111,565,313
14.9962739359,136,50.6606001359,583,306
14.1023126707,256,49.9493995847,484,365
18.350556,53,49.685556,106,323
14.5603655153,297,50.0017845712,393,204
12.9440910232,69,49.5297597927,128,74
17.7347232917,64,49.5479639743,138,14
14.3825,509,50.06028,410,347
14.0404426433,260,50.1885222083,444,236
12.6330555556,14,49.7952777778,477,337
14.4213888889,240,50.0875,374,12
17.2508333333,60,49.5938888889,327,180
16.7606062765,223,50.0838622945,214,327
15.22611111,485,49.02388889,365,547
14.8532732311,274,50.3694594179,162,534
15.7234295059,219,50.540706652,130,77
17.0027985998,211,50.3907858868,149,334
14.3036111111,461,50.0688888889,378,544
14.6594,522,50.1858,23,401
15.7754447007,201,49.9894708177,277,511
13.7875,536,49.0547,522,0
15.268225888,263,49.9484449727,221,126
12.7644609939,152,49.4968351267,285,457
17.9032328747,314,49.7123712392,107,66
12.3739955884,71,50.0797591652,54,50
12.633709213,544,49.795398066,306,0
13.8862565396,61,49.1658704908,531,275
12.9440910232,69,49.5297597927,128,74
14.0692595465,444,49.4656609506,588,381
15.0739,504,50.5289,405,0
15.0220664983,121,49.1105657592,90,542
14.2133333,546,50.7805556,102,0
16.5814241939,419,49.4136342237,570,300
17.8308790199,315,49.6625466479,325,179
13.5092786882,86,49.1963754359,79,561
12.6401814744,103,50.1814157621,446,238
15.2008,518,50.0283,195,0
15.7385853894,342,49.5768852419,398,208
16.0778,635,48.8353,321,428
15.4160261914,208,50.559454681,248,430
12.6337092135,108,49.7953980669,476,25
14.4747222222,356,48.9747222222,577,305
14.4427777778,2,50.0741666667,379,351
14.8631304226,276,50.3724745332,208,554
13.7742716661,452,49.05252792,521,273
14.1033333333,43,50.1469444444,181,106
15.2264449313,284,50.2144198075,513,530
16.5941666667,560,49.19,453,506
14.9714304073,278,50.5272660262,286,160
15.3513888889,26,50.4369444444,164,91
14.4925,0,48.6542,502,408
15.2006337459,238,50.0281939908,193,113
14.8844,613,49.2494,572,33
15.2139,644,50.3539,394,491
14.4347222222,3,50.11,306,0
14.4111111111,1,50.0863888889,375,19
14.0082663791,302,49.5762715824,450,510
13.3775,9,49.7475,356,192
15.0357278033,277,50.5613400177,257,507
18.35759524,313,49.9040898329,17,38
15.2541373695,439,49.0034078273,458,437
17.3385267555,233,49.0862823244,41,45
15.089953936,138,50.6659201404,117,71
14.6633329535,287,50.18716068,24,40
18.1920049007,321,49.8979397868,115,70
15.2169296058,185,50.3754719409,243,136
13.816666666,553,50.633333333,306,0
16.1630555556,27,50.4166666667,317,174
15.0669,550,50.7569,348,575
12.8713888889,8,50.2322222222,173,335
14.1311111111,20,50.5338888889,252,140
14.6543344212,290,49.9917464335,598,311
12.9472764199,322,49.8783973774,192,447
14.7706591414,440,49.0037094661,497,260
14.0537,554,50.6533,466,374
13.3442768981,91,49.6020246727,86,418
15.2867,601,50.3586,94,529
16.3495254285,396,49.1552768491,552,471
15.5636092184,346,49.139460644,310,553
15.3356197997,207,50.6019579599,432,231
15.6764433746,372,49.3069947086,38,42
16.5961111111,566,49.2255555556,213,0
14.7606317963,335,50.7653450125,145,85
14.3725,0,49.9802777778,306,0
15.4769153961,340,49.8163126628,108,67
15.8719,604,48.8758,590,537
13.6112129883,162,50.6007797932,253,141
16.7177544542,393,49.1018945832,479,473
14.149045644,253,49.9037891525,250,525
14.4402777778,480,50.0622222222,306,21
13.7316666667,51,50.1041666667,413,215
15.8269822673,188,50.0706774898,219,396
12.530346195,623,50.11904582,306,0
15.4406,533,49.0778,76,0
14.5889190028,116,50.7390040459,442,329
16.1934687812,357,49.2314135802,161,433
13.8592,483,50.4728,596,444
17.6669444444,226,49.2330555556,554,29
14.0871971267,449,49.4476881385,443,453
14.4468353716,267,50.4079106825,245,402
16.0,631,48.8917,178,103
13.92521482,306,49.8568211423,201,568
16.0071034812,367,49.070478659,409,466
15.2703762457,183,50.3309061123,197,114
14.1961111111,120,50.7736111111,101,65
14.869041804,139,50.8362802162,60,54
15.9845692752,362,49.1029333273,298,414
16.1231,486,50.515,56,521
15.2595031459,209,50.535372998,419,221
14.3924928264,236,49.3430731782,20,395
17.9930555556,38,49.3402777778,540,279
14.355381491,430,50.7756041088,273,508
13.0003607319,80,50.258920306,227,129
12.6337092135,108,49.7953980669,476,25
14.590491513,268,50.3133990345,240,399
17.4641666667,52,49.9880555556,40,43
15.0561111111,19,50.7669444444,238,134
14.4264,589,50.0767,304,170
15.8861729625,404,48.9807983402,109,512
14.3933333333,482,50.06,381,22
16.1515472235,197,50.3445988808,312,171
16.31252408,410,48.9477050876,280,156
17.6833,583,49.5522,95,496
14.4681,526,48.9872,579,456
16.6228,471,49.1745,33,358
14.3856,508,50.0367,114,346
14.4213888889,240,50.0875,374,12
17.7115085999,401,49.3891826853,65,416
16.9989932216,402,49.2774872392,544,281
14.1426266849,117,49.4389883279,511,387
14.0283,524,49.6906,404,0
14.75,40,49.66667,7,316
14.4887511111,468,50.0772366667,376,20
15.9397222222,59,49.5627777778,618,297
16.1747,632,50.4311,2,504
14.127143802,147,50.3622987561,301,367
15.7956357909,177,49.9511362792,62,56
16.9706654352,119,49.9652999158,606,289
15.4539,570,49.1756,457,572
17.3069168968,310,50.0731037967,171,97
14.4747222222,356,48.9747222222,577,305
13.5946387413,99,49.7427936613,415,218
16.1585035027,364,49.2073013661,318,176
16.1569,653,50.46,441,0
15.7568591316,349,49.4866962251,557,406
17.5783408858,229,49.3333143665,119,73
13.7463100949,166,50.6038547932,98,63
14.8967947189,265,49.871708476,475,251
15.8808,572,49.2158,526,0
15.4033374496,172,50.2646499585,116,489
14.4747,525,48.9747,578,4
14.7737646404,293,50.1178467911,543,505
15.0030245492,433,49.1441103937,157,90
13.9504840119,331,50.124793101,263,372
13.8582568099,167,50.6845768391,211,120
15.0653,549,50.7747,456,5
16.4466926985,392,49.3107949693,434,526
12.8631139232,333,49.9819553116,482,254
13.8862565396,61,49.1658704908,531,275
14.5198466755,247,49.6522915542,528,493
13.6573358536,169,50.7207223708,291,482
12.71765173,497,49.591266278,306,0
18.2221784984,320,49.9359058037,72,539
14.1612222979,145,50.4549675611,84,415
14.4038888889,588,50.0880555556,268,17
14.5382657687,270,50.4126245104,541,509
14.60972222,479,50.02972222,306,515
14.38666667,458,49.9675,551,0
13.8382704775,154,50.4525568717,244,137
14.8972,650,49.8772,571,1
14.38833,457,50.01389,514,0
16.5947222222,563,49.205,519,570
14.2490165134,308,50.1969960969,560,393
15.5603732911,202,50.0398971418,396,206
13.8994,537,49.2672,460,0
15.5905555556,344,49.4002777778,156,88
15.3114,652,50.6336,448,472
15.2169296058,185,50.3754719409,243,136
14.6633329535,287,50.18716068,24,40
13.7742716661,452,49.05252792,521,273
