Lo_C_And_Marc_Vocabularies_Id,Bhcl_Uuid,Encyclopdia_Britannica_Online_Id,Yso_Id,Museum_Digital_Place_Id,Euro_Voc_Id,Geo_Names_Id,Commons_Category,Unesco_Thesaurus_Id,Wiki_Kids_Id,Quora_Topic_Id,French_Vikidia_Id,World_Cat_Entities_Id,Stw_Thesaurus_For_Economics_Id,Main_Category,Continent,K_Bpedia_Id,National_Library_Of_Israel_J9u_Id,Me_Sh_Descriptor_Id,Library_Of_Congress_Authority_Id,Uk_Parliament_Thesaurus_Id,Nl_Cr_Aut_Id,Gnd_Id,Viaf_Id,Page_Banner,Den_Store_Danske_Id,Freebase_Id,Store_Norske_Leksikon_Id
18,8,0,110166.0,3573.0,913.0,9408659.0,32,25,21,29,20,5,3,32,8,28,,24,26,13754.0,27,25,245653394.0,10,13,24,26
21,10,23,118209.0,4489.0,357.0,7729889.0,11,5,12,8,3,1,10,11,0,10,9.870072938335052e+17,3,6,9778.0,4,20,315160619.0,14,25,5,28
29,20,15,105113.0,6349.0,2113.0,6255151.0,23,17,15,19,24,24,18,23,5,19,9.870075436747052e+17,22,0,,13,11,312565208.0,24,13,18,17
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
0,14,0,,,5969.0,,9,2,12,15,23,24,25,9,12,17,,24,0,,0,30,249092451.0,22,13,32,7
8,4,18,105336.0,6350.0,2848.0,7729895.0,27,18,23,15,23,24,22,27,3,22,,0,0,12890.0,7,14,316429285.0,13,19,20,13
30,0,0,108839.0,14829.0,2547.0,7729901.0,24,0,19,20,26,2,24,24,9,20,,18,0,,14,12,315129038.0,26,15,27,18
26,17,14,105416.0,238.0,1615.0,6255149.0,21,10,13,17,7,21,15,21,2,9,9.870075339721052e+17,17,24,11974.0,21,10,316430133.0,12,14,16,15
4,13,6,107650.0,6369.0,5448.0,7729893.0,7,13,3,5,11,10,8,7,3,4,9.870072957657052e+17,8,12,9037.0,8,29,315125460.0,22,4,7,22
9,11,25,,,,11812257.0,10,0,7,7,23,24,25,10,12,17,9.870075114034052e+17,24,2,,28,3,144390698.0,22,21,31,20
4,13,6,107650.0,6369.0,5448.0,7729893.0,7,13,3,5,11,10,8,7,3,4,9.870072957657052e+17,8,12,9037.0,8,29,315125460.0,22,4,7,22
22,14,13,105335.0,6352.0,311.0,7729887.0,20,6,12,16,5,8,14,20,0,18,9.870072938279052e+17,4,7,11973.0,2,9,315124797.0,18,13,17,14
17,7,0,105442.0,6415.0,911.0,7729883.0,22,1,14,18,21,24,2,22,8,17,9.870075601912051e+17,24,21,,20,19,237255794.0,23,13,0,16
22,14,13,105335.0,6352.0,311.0,7729887.0,20,6,12,16,5,8,14,20,0,18,9.870072938279052e+17,4,7,11973.0,2,9,315124797.0,18,13,17,14
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
30,0,0,108839.0,14829.0,2547.0,7729901.0,24,0,19,20,26,2,24,24,9,20,,18,0,,14,12,315129038.0,26,15,27,18
14,2,0,108161.0,1338.0,,,8,0,4,6,18,18,1,8,8,17,9.870072849686052e+17,24,16,9042.0,26,8,151180158.0,25,5,4,10
5,21,7,105179.0,6788.0,956.0,7729894.0,12,14,17,9,12,22,6,12,3,11,9.870075678637052e+17,24,17,9781.0,9,21,3.146998328418941e+18,20,26,12,13
4,13,6,107650.0,6369.0,5448.0,7729893.0,7,13,3,5,11,10,8,7,3,4,9.870072957657052e+17,8,12,9037.0,8,29,315125460.0,22,4,7,22
5,21,7,105179.0,6788.0,956.0,7729894.0,12,14,17,9,12,22,6,12,3,11,9.870075678637052e+17,24,17,9781.0,9,21,3.146998328418941e+18,20,26,12,13
9,11,25,,,,11812257.0,10,0,7,7,23,24,25,10,12,17,9.870075114034052e+17,24,2,,28,3,144390698.0,22,21,31,20
28,14,10,106924.0,21939.0,2362.0,3578932.0,17,0,8,15,23,13,25,17,12,15,9.870072955348051e+17,24,10,,12,6,245630258.0,17,17,1,13
5,21,7,105179.0,6788.0,956.0,7729894.0,12,14,17,9,12,22,6,12,3,11,9.870075678637052e+17,24,17,9781.0,9,21,3.146998328418941e+18,20,26,12,13
8,4,18,105336.0,6350.0,2848.0,7729895.0,27,18,23,15,23,24,22,27,3,22,,0,0,12890.0,7,14,316429285.0,13,19,20,13
24,14,24,118210.0,97.0,351.0,7729885.0,31,8,12,28,4,17,12,31,0,27,9.870072927970052e+17,6,9,13720.0,5,24,316430131.0,28,23,29,25
26,17,14,105416.0,238.0,1615.0,6255149.0,21,10,13,17,7,21,15,21,2,9,9.870075339721052e+17,17,24,11974.0,21,10,316430133.0,12,14,16,15
13,19,3,94095.0,,5774.0,,3,26,1,2,25,7,21,3,8,0,9.870072823006052e+17,10,14,8529.0,22,30,304910901.0,3,3,2,3
16,23,0,105223.0,6388.0,914.0,7729884.0,13,22,18,10,19,0,20,13,8,12,9.870075601925052e+17,13,20,9809.0,25,22,248539062.0,7,13,25,29
0,14,0,,,5969.0,,9,2,12,15,23,24,25,9,12,17,,24,0,,0,30,249092451.0,22,13,32,7
14,2,0,108161.0,1338.0,,,8,0,4,6,18,18,1,8,8,17,9.870072849686052e+17,24,16,9042.0,26,8,151180158.0,25,5,4,10
7,9,12,105025.0,17227.0,2705.0,6269133.0,19,16,11,26,22,23,25,19,11,16,9.870075628982052e+17,16,23,11660.0,0,17,173199948.0,0,11,15,11
12,14,4,109970.0,,7208.0,615318.0,4,21,12,15,15,11,23,4,12,1,,24,0,,0,30,255510449.0,4,8,26,6
6,1,19,105337.0,6328.0,2858.0,7729896.0,28,19,24,23,13,24,7,28,3,24,,9,0,12902.0,6,15,316430153.0,2,20,22,13
18,8,0,110166.0,3573.0,913.0,9408659.0,32,25,21,29,20,5,3,32,8,28,,24,26,13754.0,27,25,245653394.0,10,13,24,26
7,9,12,105025.0,17227.0,2705.0,6269133.0,19,16,11,26,22,23,25,19,11,16,9.870075628982052e+17,16,23,11660.0,0,17,173199948.0,0,11,15,11
0,14,0,,,5969.0,,9,2,12,15,23,24,25,9,12,17,,24,0,,0,30,249092451.0,22,13,32,7
16,23,0,105223.0,6388.0,914.0,7729884.0,13,22,18,10,19,0,20,13,8,12,9.870075601925052e+17,13,20,9809.0,25,22,248539062.0,7,13,25,29
19,25,1,94080.0,2304.0,281.0,6255146.0,0,3,0,0,0,3,9,0,13,5,9.870072938312051e+17,1,4,8257.0,23,0,127043766.0,6,0,28,0
24,14,24,118210.0,97.0,351.0,7729885.0,31,8,12,28,4,17,12,31,0,27,9.870072927970052e+17,6,9,13720.0,5,24,316430131.0,28,23,29,25
5,21,7,105179.0,6788.0,956.0,7729894.0,12,14,17,9,12,22,6,12,3,11,9.870075678637052e+17,24,17,9781.0,9,21,3.146998328418941e+18,20,26,12,13
30,0,0,108839.0,14829.0,2547.0,7729901.0,24,0,19,20,26,2,24,24,9,20,,18,0,,14,12,315129038.0,26,15,27,18
6,1,19,105337.0,6328.0,2858.0,7729896.0,28,19,24,23,13,24,7,28,3,24,,9,0,12902.0,6,15,316430153.0,2,20,22,13
9,11,25,,,,11812257.0,10,0,7,7,23,24,25,10,12,17,9.870075114034052e+17,24,2,,28,3,144390698.0,22,21,31,20
8,4,18,105336.0,6350.0,2848.0,7729895.0,27,18,23,15,23,24,22,27,3,22,,0,0,12890.0,7,14,316429285.0,13,19,20,13
22,14,13,105335.0,6352.0,311.0,7729887.0,20,6,12,16,5,8,14,20,0,18,9.870072938279052e+17,4,7,11973.0,2,9,315124797.0,18,13,17,14
24,14,24,118210.0,97.0,351.0,7729885.0,31,8,12,28,4,17,12,31,0,27,9.870072927970052e+17,6,9,13720.0,5,24,316430131.0,28,23,29,25
2,14,16,109201.0,1877.0,3858.0,4034894.0,25,20,20,21,27,15,17,25,14,21,9.870075450303052e+17,21,3,12635.0,29,26,134228520.0,15,16,21,19
30,0,0,108839.0,14829.0,2547.0,7729901.0,24,0,19,20,26,2,24,24,9,20,,18,0,,14,12,315129038.0,26,15,27,18
26,17,14,105416.0,238.0,1615.0,6255149.0,21,10,13,17,7,21,15,21,2,9,9.870075339721052e+17,17,24,11974.0,21,10,316430133.0,12,14,16,15
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
15,16,2,105026.0,46239.0,,685608.0,2,0,12,25,14,24,25,2,8,17,9.870072823030052e+17,23,13,8512.0,18,2,252087561.0,19,2,3,2
6,1,19,105337.0,6328.0,2858.0,7729896.0,28,19,24,23,13,24,7,28,3,24,,9,0,12902.0,6,15,316430153.0,2,20,22,13
7,9,12,105025.0,17227.0,2705.0,6269133.0,19,16,11,26,22,23,25,19,11,16,9.870075628982052e+17,16,23,11660.0,0,17,173199948.0,0,11,15,11
1,12,21,107664.0,939.0,5946.0,690791.0,30,24,16,27,28,4,4,30,6,26,9.870075481625052e+17,20,1,13438.0,16,16,134334037.0,5,22,23,24
14,2,0,108161.0,1338.0,,,8,0,4,6,18,18,1,8,8,17,9.870072849686052e+17,24,16,9042.0,26,8,151180158.0,25,5,4,10
32,18,17,105006.0,2562.0,1624.0,6255150.0,26,11,22,22,8,6,16,26,2,23,9.870075609765052e+17,19,25,12887.0,10,23,5.771454245608868e+20,27,18,19,23
10,24,0,105005.0,59862.0,1632.0,7730009.0,16,27,9,13,9,14,19,16,10,14,9.870075557822052e+17,14,22,11260.0,11,18,3.834151433038256e+21,16,9,13,8
0,14,0,,,5969.0,,9,2,12,15,23,24,25,9,12,17,,24,0,,0,30,249092451.0,22,13,32,7
21,10,23,118209.0,4489.0,357.0,7729889.0,11,5,12,8,3,1,10,11,0,10,9.870072938335052e+17,3,6,9778.0,4,20,315160619.0,14,25,5,28
20,14,22,184560.0,6691.0,302.0,7729886.0,5,4,12,3,2,24,13,5,0,2,9.870072938248051e+17,2,5,9032.0,3,27,,11,13,10,21
12,14,4,109970.0,,7208.0,615318.0,4,21,12,15,15,11,23,4,12,1,,24,0,,0,30,255510449.0,4,8,26,6
21,10,23,118209.0,4489.0,357.0,7729889.0,11,5,12,8,3,1,10,11,0,10,9.870072938335052e+17,3,6,9778.0,4,20,315160619.0,14,25,5,28
22,14,13,105335.0,6352.0,311.0,7729887.0,20,6,12,16,5,8,14,20,0,18,9.870072938279052e+17,4,7,11973.0,2,9,315124797.0,18,13,17,14
31,6,11,,3028.0,1903.0,7729900.0,18,15,10,14,23,9,25,18,9,13,,15,0,,0,7,258169153.0,21,12,14,12
5,21,7,105179.0,6788.0,956.0,7729894.0,12,14,17,9,12,22,6,12,3,11,9.870075678637052e+17,24,17,9781.0,9,21,3.146998328418941e+18,20,26,12,13
32,18,17,105006.0,2562.0,1624.0,6255150.0,26,11,22,22,8,6,16,26,2,23,9.870075609765052e+17,19,25,12887.0,10,23,5.771454245608868e+20,27,18,19,23
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
26,17,14,105416.0,238.0,1615.0,6255149.0,21,10,13,17,7,21,15,21,2,9,9.870075339721052e+17,17,24,11974.0,21,10,316430133.0,12,14,16,15
29,20,15,105113.0,6349.0,2113.0,6255151.0,23,17,15,19,24,24,18,23,5,19,9.870075436747052e+17,22,0,,13,11,312565208.0,24,13,18,17
30,0,0,108839.0,14829.0,2547.0,7729901.0,24,0,19,20,26,2,24,24,9,20,,18,0,,14,12,315129038.0,26,15,27,18
22,14,13,105335.0,6352.0,311.0,7729887.0,20,6,12,16,5,8,14,20,0,18,9.870072938279052e+17,4,7,11973.0,2,9,315124797.0,18,13,17,14
7,9,12,105025.0,17227.0,2705.0,6269133.0,19,16,11,26,22,23,25,19,11,16,9.870075628982052e+17,16,23,11660.0,0,17,173199948.0,0,11,15,11
32,18,17,105006.0,2562.0,1624.0,6255150.0,26,11,22,22,8,6,16,26,2,23,9.870075609765052e+17,19,25,12887.0,10,23,5.771454245608868e+20,27,18,19,23
15,16,2,105026.0,46239.0,,685608.0,2,0,12,25,14,24,25,2,8,17,9.870072823030052e+17,23,13,8512.0,18,2,252087561.0,19,2,3,2
13,19,3,94095.0,,5774.0,,3,26,1,2,25,7,21,3,8,0,9.870072823006052e+17,10,14,8529.0,22,30,304910901.0,3,3,2,3
17,7,0,105442.0,6415.0,911.0,7729883.0,22,1,14,18,21,24,2,22,8,17,9.870075601912051e+17,24,21,,20,19,237255794.0,23,13,0,16
18,8,0,110166.0,3573.0,913.0,9408659.0,32,25,21,29,20,5,3,32,8,28,,24,26,13754.0,27,25,245653394.0,10,13,24,26
32,18,17,105006.0,2562.0,1624.0,6255150.0,26,11,22,22,8,6,16,26,2,23,9.870075609765052e+17,19,25,12887.0,10,23,5.771454245608868e+20,27,18,19,23
23,5,20,184559.0,1410.0,342.0,9406051.0,29,7,12,24,1,12,11,29,0,25,9.870072928003052e+17,5,8,12947.0,1,13,316429170.0,8,24,8,27
12,14,4,109970.0,,7208.0,615318.0,4,21,12,15,15,11,23,4,12,1,,24,0,,0,30,255510449.0,4,8,26,6
2,14,16,109201.0,1877.0,3858.0,4034894.0,25,20,20,21,27,15,17,25,14,21,9.870075450303052e+17,21,3,12635.0,29,26,134228520.0,15,16,21,19
25,14,8,125927.0,,,,14,0,5,11,16,24,25,14,1,7,9.870075580875052e+17,24,18,,19,4,239429852.0,9,6,11,4
29,20,15,105113.0,6349.0,2113.0,6255151.0,23,17,15,19,24,24,18,23,5,19,9.870075436747052e+17,22,0,,13,11,312565208.0,24,13,18,17
28,14,10,106924.0,21939.0,2362.0,3578932.0,17,0,8,15,23,13,25,17,12,15,9.870072955348051e+17,24,10,,12,6,245630258.0,17,17,1,13
12,14,4,109970.0,,7208.0,615318.0,4,21,12,15,15,11,23,4,12,1,,24,0,,0,30,255510449.0,4,8,26,6
8,4,18,105336.0,6350.0,2848.0,7729895.0,27,18,23,15,23,24,22,27,3,22,,0,0,12890.0,7,14,316429285.0,13,19,20,13
23,5,20,184559.0,1410.0,342.0,9406051.0,29,7,12,24,1,12,11,29,0,25,9.870072928003052e+17,5,8,12947.0,1,13,316429170.0,8,24,8,27
27,3,5,105007.0,,1606.0,7729892.0,6,9,2,4,6,16,25,6,2,3,9.870072849717052e+17,11,15,9034.0,15,28,316430132.0,1,10,6,9
31,6,11,,3028.0,1903.0,7729900.0,18,15,10,14,23,9,25,18,9,13,,15,0,,0,7,258169153.0,21,12,14,12
7,9,12,105025.0,17227.0,2705.0,6269133.0,19,16,11,26,22,23,25,19,11,16,9.870075628982052e+17,16,23,11660.0,0,17,173199948.0,0,11,15,11
6,1,19,105337.0,6328.0,2858.0,7729896.0,28,19,24,23,13,24,7,28,3,24,,9,0,12902.0,6,15,316430153.0,2,20,22,13
26,17,14,105416.0,238.0,1615.0,6255149.0,21,10,13,17,7,21,15,21,2,9,9.870075339721052e+17,17,24,11974.0,21,10,316430133.0,12,14,16,15
21,10,23,118209.0,4489.0,357.0,7729889.0,11,5,12,8,3,1,10,11,0,10,9.870072938335052e+17,3,6,9778.0,4,20,315160619.0,14,25,5,28
26,17,14,105416.0,238.0,1615.0,6255149.0,21,10,13,17,7,21,15,21,2,9,9.870075339721052e+17,17,24,11974.0,21,10,316430133.0,12,14,16,15
7,9,12,105025.0,17227.0,2705.0,6269133.0,19,16,11,26,22,23,25,19,11,16,9.870075628982052e+17,16,23,11660.0,0,17,173199948.0,0,11,15,11
15,16,2,105026.0,46239.0,,685608.0,2,0,12,25,14,24,25,2,8,17,9.870072823030052e+17,23,13,8512.0,18,2,252087561.0,19,2,3,2
4,13,6,107650.0,6369.0,5448.0,7729893.0,7,13,3,5,11,10,8,7,3,4,9.870072957657052e+17,8,12,9037.0,8,29,315125460.0,22,4,7,22
10,24,0,105005.0,59862.0,1632.0,7730009.0,16,27,9,13,9,14,19,16,10,14,9.870075557822052e+17,14,22,11260.0,11,18,3.834151433038256e+21,16,9,13,8
22,14,13,105335.0,6352.0,311.0,7729887.0,20,6,12,16,5,8,14,20,0,18,9.870072938279052e+17,4,7,11973.0,2,9,315124797.0,18,13,17,14
26,17,14,105416.0,238.0,1615.0,6255149.0,21,10,13,17,7,21,15,21,2,9,9.870075339721052e+17,17,24,11974.0,21,10,316430133.0,12,14,16,15
32,18,17,105006.0,2562.0,1624.0,6255150.0,26,11,22,22,8,6,16,26,2,23,9.870075609765052e+17,19,25,12887.0,10,23,5.771454245608868e+20,27,18,19,23
13,19,3,94095.0,,5774.0,,3,26,1,2,25,7,21,3,8,0,9.870072823006052e+17,10,14,8529.0,22,30,304910901.0,3,3,2,3
16,23,0,105223.0,6388.0,914.0,7729884.0,13,22,18,10,19,0,20,13,8,12,9.870075601925052e+17,13,20,9809.0,25,22,248539062.0,7,13,25,29
16,23,0,105223.0,6388.0,914.0,7729884.0,13,22,18,10,19,0,20,13,8,12,9.870075601925052e+17,13,20,9809.0,25,22,248539062.0,7,13,25,29
24,14,24,118210.0,97.0,351.0,7729885.0,31,8,12,28,4,17,12,31,0,27,9.870072927970052e+17,6,9,13720.0,5,24,316430131.0,28,23,29,25
8,4,18,105336.0,6350.0,2848.0,7729895.0,27,18,23,15,23,24,22,27,3,22,,0,0,12890.0,7,14,316429285.0,13,19,20,13
27,3,5,105007.0,,1606.0,7729892.0,6,9,2,4,6,16,25,6,2,3,9.870072849717052e+17,11,15,9034.0,15,28,316430132.0,1,10,6,9
4,13,6,107650.0,6369.0,5448.0,7729893.0,7,13,3,5,11,10,8,7,3,4,9.870072957657052e+17,8,12,9037.0,8,29,315125460.0,22,4,7,22
10,24,0,105005.0,59862.0,1632.0,7730009.0,16,27,9,13,9,14,19,16,10,14,9.870075557822052e+17,14,22,11260.0,11,18,3.834151433038256e+21,16,9,13,8
28,14,10,106924.0,21939.0,2362.0,3578932.0,17,0,8,15,23,13,25,17,12,15,9.870072955348051e+17,24,10,,12,6,245630258.0,17,17,1,13
30,0,0,108839.0,14829.0,2547.0,7729901.0,24,0,19,20,26,2,24,24,9,20,,18,0,,14,12,315129038.0,26,15,27,18
0,14,0,,,5969.0,,9,2,12,15,23,24,25,9,12,17,,24,0,,0,30,249092451.0,22,13,32,7
29,20,15,105113.0,6349.0,2113.0,6255151.0,23,17,15,19,24,24,18,23,5,19,9.870075436747052e+17,22,0,,13,11,312565208.0,24,13,18,17
28,14,10,106924.0,21939.0,2362.0,3578932.0,17,0,8,15,23,13,25,17,12,15,9.870072955348051e+17,24,10,,12,6,245630258.0,17,17,1,13
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
14,2,0,108161.0,1338.0,,,8,0,4,6,18,18,1,8,8,17,9.870072849686052e+17,24,16,9042.0,26,8,151180158.0,25,5,4,10
5,21,7,105179.0,6788.0,956.0,7729894.0,12,14,17,9,12,22,6,12,3,11,9.870075678637052e+17,24,17,9781.0,9,21,3.146998328418941e+18,20,26,12,13
27,3,5,105007.0,,1606.0,7729892.0,6,9,2,4,6,16,25,6,2,3,9.870072849717052e+17,11,15,9034.0,15,28,316430132.0,1,10,6,9
32,18,17,105006.0,2562.0,1624.0,6255150.0,26,11,22,22,8,6,16,26,2,23,9.870075609765052e+17,19,25,12887.0,10,23,5.771454245608868e+20,27,18,19,23
10,24,0,105005.0,59862.0,1632.0,7730009.0,16,27,9,13,9,14,19,16,10,14,9.870075557822052e+17,14,22,11260.0,11,18,3.834151433038256e+21,16,9,13,8
27,3,5,105007.0,,1606.0,7729892.0,6,9,2,4,6,16,25,6,2,3,9.870072849717052e+17,11,15,9034.0,15,28,316430132.0,1,10,6,9
0,14,0,,,5969.0,,9,2,12,15,23,24,25,9,12,17,,24,0,,0,30,249092451.0,22,13,32,7
10,24,0,105005.0,59862.0,1632.0,7730009.0,16,27,9,13,9,14,19,16,10,14,9.870075557822052e+17,14,22,11260.0,11,18,3.834151433038256e+21,16,9,13,8
24,14,24,118210.0,97.0,351.0,7729885.0,31,8,12,28,4,17,12,31,0,27,9.870072927970052e+17,6,9,13720.0,5,24,316430131.0,28,23,29,25
16,23,0,105223.0,6388.0,914.0,7729884.0,13,22,18,10,19,0,20,13,8,12,9.870075601925052e+17,13,20,9809.0,25,22,248539062.0,7,13,25,29
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
13,19,3,94095.0,,5774.0,,3,26,1,2,25,7,21,3,8,0,9.870072823006052e+17,10,14,8529.0,22,30,304910901.0,3,3,2,3
10,24,0,105005.0,59862.0,1632.0,7730009.0,16,27,9,13,9,14,19,16,10,14,9.870075557822052e+17,14,22,11260.0,11,18,3.834151433038256e+21,16,9,13,8
30,0,0,108839.0,14829.0,2547.0,7729901.0,24,0,19,20,26,2,24,24,9,20,,18,0,,14,12,315129038.0,26,15,27,18
21,10,23,118209.0,4489.0,357.0,7729889.0,11,5,12,8,3,1,10,11,0,10,9.870072938335052e+17,3,6,9778.0,4,20,315160619.0,14,25,5,28
3,15,0,105024.0,260.0,2838.0,6255147.0,1,12,12,1,10,20,5,1,4,6,9.870072955035052e+17,7,11,8437.0,17,1,315526119.0,22,1,30,1
28,14,10,106924.0,21939.0,2362.0,3578932.0,17,0,8,15,23,13,25,17,12,15,9.870072955348051e+17,24,10,,12,6,245630258.0,17,17,1,13
12,14,4,109970.0,,7208.0,615318.0,4,21,12,15,15,11,23,4,12,1,,24,0,,0,30,255510449.0,4,8,26,6
10,24,0,105005.0,59862.0,1632.0,7730009.0,16,27,9,13,9,14,19,16,10,14,9.870075557822052e+17,14,22,11260.0,11,18,3.834151433038256e+21,16,9,13,8
14,2,0,108161.0,1338.0,,,8,0,4,6,18,18,1,8,8,17,9.870072849686052e+17,24,16,9042.0,26,8,151180158.0,25,5,4,10
23,5,20,184559.0,1410.0,342.0,9406051.0,29,7,12,24,1,12,11,29,0,25,9.870072928003052e+17,5,8,12947.0,1,13,316429170.0,8,24,8,27
31,6,11,,3028.0,1903.0,7729900.0,18,15,10,14,23,9,25,18,9,13,,15,0,,0,7,258169153.0,21,12,14,12
14,2,0,108161.0,1338.0,,,8,0,4,6,18,18,1,8,8,17,9.870072849686052e+17,24,16,9042.0,26,8,151180158.0,25,5,4,10
20,14,22,184560.0,6691.0,302.0,7729886.0,5,4,12,3,2,24,13,5,0,2,9.870072938248051e+17,2,5,9032.0,3,27,,11,13,10,21
20,14,22,184560.0,6691.0,302.0,7729886.0,5,4,12,3,2,24,13,5,0,2,9.870072938248051e+17,2,5,9032.0,3,27,,11,13,10,21
27,3,5,105007.0,,1606.0,7729892.0,6,9,2,4,6,16,25,6,2,3,9.870072849717052e+17,11,15,9034.0,15,28,316430132.0,1,10,6,9
23,5,20,184559.0,1410.0,342.0,9406051.0,29,7,12,24,1,12,11,29,0,25,9.870072928003052e+17,5,8,12947.0,1,13,316429170.0,8,24,8,27
16,23,0,105223.0,6388.0,914.0,7729884.0,13,22,18,10,19,0,20,13,8,12,9.870075601925052e+17,13,20,9809.0,25,22,248539062.0,7,13,25,29
6,1,19,105337.0,6328.0,2858.0,7729896.0,28,19,24,23,13,24,7,28,3,24,,9,0,12902.0,6,15,316430153.0,2,20,22,13
11,22,9,94111.0,5639.0,909.0,6255148.0,15,23,6,12,17,19,0,15,7,8,9.870075580863052e+17,12,19,10032.0,24,5,170298814.0,29,7,9,5
