Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Genomic_Start_Position,Strand_Orientation
0,0,444695,31,444042,0
0,0,42175,386,41594,0
0,0,9261,128,8539,0
0,0,382637,57,382086,0
0,0,35038,304,34388,1
0,0,410050,249,409331,0
1,0,13194,350,12661,1
0,0,641578,83,640880,1
0,0,320021,423,319437,1
0,0,70385,301,69732,0
0,0,2893,384,2228,0
0,0,36160,19,35462,1
1,0,628319,185,627354,1
0,0,1066542,405,1065931,1
0,0,288480,175,287506,0
0,0,331967,154,331098,0
1,0,499409,366,498789,0
0,0,262228,37,261515,0
0,1,340144,413,339536,0
0,0,218124,167,217234,0
0,0,17055,48,16375,0
0,0,1049,287,204,1
0,0,807166,153,806492,1
1,0,874302,277,873739,1
0,0,281,10,3,1
0,0,16035,343,15472,0
0,0,301818,281,301183,1
0,0,6125,11,5631,1
0,0,578960,77,578253,0
0,0,1670681,28,1670067,0
1,0,544317,148,543658,0
0,0,278450,245,277617,0
0,0,473006,255,472107,0
0,0,16573,166,15977,0
0,0,1236,124,691,0
0,0,2152710,105,2152117,1
0,0,750998,202,750414,0
0,0,497850,297,497083,1
0,0,653543,84,652923,1
0,0,729959,95,729363,0
0,0,350824,414,350453,1
0,0,584282,133,583626,1
0,0,425782,142,425384,0
1,0,1261581,325,1260970,0
0,0,160801,403,160181,0
1,0,10872,103,10210,0
0,0,412598,283,411981,1
0,0,514088,296,513441,1
0,0,667099,4,666332,1
0,0,244449,291,243556,0
0,0,223254,292,222562,0
0,0,260483,177,259935,0
0,0,1078119,194,1077559,0
0,0,198335,42,197730,1
0,0,1243238,188,1242540,1
0,0,1176204,399,1175530,0
0,0,6197,387,5628,0
0,0,38888,79,38181,1
0,0,374682,41,374062,0
0,0,1420673,91,1420101,0
0,0,388432,196,388043,1
0,0,70633,59,70109,0
0,0,11230,374,10535,0
0,0,694973,308,694383,0
0,0,1677970,117,1677395,0
0,0,5761,375,5141,0
0,0,1886263,219,1885670,0
0,0,311313,422,310645,1
0,0,274287,173,273715,1
0,0,456160,322,455483,0
0,0,36542,385,35961,1
0,0,541203,102,540331,0
0,0,375081,121,374536,1
0,0,1142859,409,1142287,1
0,0,1481322,93,1480762,1
0,0,1306828,210,1306226,1
0,0,1739,6,1236,1
0,0,405277,141,404699,0
0,0,1587490,213,1586741,0
0,0,2442,288,1612,1
0,1,327963,424,327337,1
0,0,1411596,21,1410949,0
0,0,253089,178,252442,0
0,0,917604,276,916954,0
0,0,358436,280,358038,1
0,0,11470,47,11081,1
0,0,371048,279,370350,1
0,0,1943209,9,1942577,0
0,0,7470,271,6853,1
0,0,76266,282,75574,1
0,0,21243,14,20602,1
0,0,605996,240,605367,1
0,0,332148,411,331510,0
1,0,862102,243,861431,0
0,0,1875155,220,1874526,0
0,0,617680,235,617066,1
0,0,59685,49,58891,0
0,0,1611491,331,1610868,0
0,0,31626,357,31012,0
0,0,67780,415,67067,0
0,0,425359,250,424565,0
0,0,281837,179,281250,0
0,0,1187163,347,1186465,0
0,0,1200244,313,1199621,0
0,0,18926,390,18276,0
0,0,2115566,25,2114982,1
0,0,1109679,317,1109041,1
0,0,1559,51,987,1
0,0,413954,418,413337,0
0,0,128464,416,128075,0
0,0,1139142,316,1138561,1
0,0,462219,364,461563,1
0,0,1348,168,512,1
0,0,1344856,200,1344239,0
0,0,190891,66,190256,1
0,0,3660,197,3085,1
0,0,1001979,94,1001410,0
1,0,1671935,118,1671336,0
0,0,3008,164,2760,1
0,0,17644,349,17072,0
0,0,393310,284,392783,0
0,0,1025055,193,1024453,0
0,0,1654543,30,1654004,1
0,0,11006,13,10434,1
0,0,1840810,109,1840178,0
0,0,1182146,314,1181541,1
0,0,377041,363,376496,1
0,0,389569,251,388676,0
0,0,1235855,189,1235211,1
0,0,1806636,338,1806064,0
0,0,7249,53,6641,0
0,0,452612,285,451995,0
0,0,410649,143,410251,0
0,0,1121,2,531,0
0,0,725245,152,724664,1
0,0,7534,344,7151,0
0,0,14571,377,14272,0
0,0,237931,289,237338,0
0,0,622513,26,621803,0
0,0,253619,171,252897,0
0,0,244194,181,243160,0
0,0,305429,372,304515,0
1,0,690105,149,689434,0
0,0,22995,306,22609,1
0,0,47042,80,46335,1
0,0,6670,229,6140,1
0,0,467996,365,467418,0
0,0,1079,127,750,0
0,1,1784731,334,1784156,1
0,0,1392058,309,1391459,0
0,0,170789,68,170208,1
1,0,44727,395,44119,1
1,0,978860,278,978390,0
0,0,7294,264,6638,0
0,0,9111,131,8734,0
0,0,633393,82,632488,1
0,0,2852,16,2211,0
0,0,1610144,114,1609563,0
0,0,219644,71,218985,1
0,0,873,5,262,1
0,0,462632,140,462006,0
0,0,1707,378,1054,0
0,0,555039,78,554104,0
0,0,897457,275,896894,0
0,0,522983,295,522417,1
0,0,930600,244,929947,1
0,0,445439,134,444747,0
0,0,8892,376,8245,0
0,0,407298,184,406639,0
0,0,95645,64,95094,1
0,0,296809,421,296102,1
0,0,438791,32,438168,1
0,0,296422,246,295724,0
0,0,311595,412,311224,1
0,0,22912,58,22523,0
0,0,20624,74,19953,1
0,0,276224,137,275592,0
0,0,603114,239,602248,1
0,0,610905,157,610333,0
1,0,893116,241,892445,1
0,0,9993,33,9376,1
0,0,1448091,89,1447573,1
0,0,12594,199,11959,1
0,0,367683,155,367096,0
0,0,28027,44,27344,0
0,0,406686,139,406078,0
0,0,32545,265,31979,0
1,0,11424,40,10828,0
0,0,465000,354,464038,0
1,0,891600,274,891058,1
0,0,1570983,120,1570405,1
0,0,487260,203,486679,1
1,0,28680,129,27985,0
0,0,478938,101,478315,0
0,0,1109266,398,1108595,0
0,0,21792,346,21193,0
0,0,649380,238,648745,1
0,0,538452,147,537880,1
0,0,21840,232,21079,0
0,0,551183,228,550740,0
0,0,53116,397,52718,0
0,0,302673,247,302005,0
0,0,633183,236,632827,1
0,0,1591262,332,1590720,0
0,0,548259,144,547909,0
0,0,627298,99,626603,1
0,0,555039,429,554545,1
0,0,269583,420,268954,0
1,0,1591401,214,1590901,0
0,0,1060193,191,1059636,1
0,0,266589,176,265723,0
0,0,21892,340,21179,0
0,0,400683,56,400036,1
0,0,11825,45,11139,0
0,0,610947,367,610288,1
0,0,1183104,326,1182499,0
0,0,1871216,108,1870641,0
0,0,1100102,407,1099440,1
0,0,217404,22,216745,0
0,0,2130876,104,2130250,1
0,0,5418,233,4696,1
0,0,266951,174,266226,0
0,0,643220,201,642618,0
0,0,238595,172,237978,1
0,0,174019,65,173294,1
0,0,33533,391,32910,1
0,0,66227,303,65685,0
0,0,1038285,192,1037734,1
0,0,1299223,187,1298663,0
0,0,549268,75,548651,0
0,0,1790185,221,1789544,1
0,0,110877,156,110344,1
1,0,44362,302,43754,1
0,0,375323,426,374682,1
0,1,1894275,110,1893637,1
0,0,48963,358,48349,0
0,0,63431,63,62859,0
0,0,559332,145,558976,0
1,0,1947,15,1330,1
0,1,849658,23,849029,1
0,0,17246,269,16593,0
0,0,11667,262,10975,1
0,0,1192370,315,1191744,1
0,0,789660,151,789061,1
0,0,474095,355,473496,0
0,0,548591,227,548190,0
0,0,1665163,29,1664528,0
0,0,15815,361,15231,0
0,0,423275,205,422700,0
0,0,50225,396,49587,0
0,0,23909,362,23259,0
0,0,1935320,217,1934724,0
0,0,1439745,90,1439215,1
0,0,1646736,215,1646206,0
0,0,5356,351,4736,1
0,0,272757,180,271798,0
0,0,422988,183,422386,0
0,0,431207,427,430704,0
0,0,565167,382,564760,0
0,0,4939,7,4241,1
0,0,488252,253,487683,0
0,0,2159962,327,2159390,0
0,0,1722444,339,1721857,1
1,0,210445,136,209840,1
0,0,636879,160,636250,1
0,0,2103139,222,2102468,1
0,0,211634,419,211245,0
0,0,34921,270,34262,1
0,0,1578872,119,1578312,0
0,0,596495,161,595866,0
0,0,9539,198,8904,1
0,0,491431,298,490859,1
0,0,458814,353,458125,0
0,0,283286,425,282588,0
0,0,1863,43,1279,0
1,0,1337715,212,1337152,0
0,0,10499,38,10110,1
0,0,6256,130,5888,0
0,0,77237,60,76545,0
0,0,1685667,116,1685527,0
0,0,566496,299,565864,1
0,0,1212108,312,1211533,0
0,0,8071,393,7124,1
0,0,631273,159,630704,1
0,0,1357417,311,1356881,1
0,0,1413348,211,1412725,1
0,0,897652,242,897068,0
0,0,102031,0,101630,1
0,0,460277,286,459570,0
0,0,542828,293,542232,1
0,0,2082607,35,2081918,1
0,0,673589,186,672981,1
0,0,253563,290,252895,0
0,0,1069989,195,1069351,0
0,0,54130,400,53294,1
1,0,225709,69,225092,1
0,0,2039757,329,2039173,1
0,0,55031,268,54300,0
0,0,42738,392,42403,1
0,0,698962,96,698387,1
0,0,1037760,369,1037092,1
0,0,510533,431,509916,0
0,0,1653046,112,1652444,1
0,0,602022,162,601444,0
0,0,9693,360,9067,0
0,0,325661,371,325122,0
0,0,57983,62,57381,1
0,0,482096,256,481446,0
0,0,152203,402,151562,0
0,0,7816,169,6941,1
0,0,459742,252,459083,0
0,0,8984,258,8412,1
0,0,285006,248,284026,0
0,0,786,373,88,0
0,0,521226,209,520573,0
0,0,1896,257,1198,1
0,0,433446,206,432955,0
0,0,297265,225,296609,0
0,0,421453,417,420860,0
0,0,10738,165,10142,1
0,0,410431,182,409799,0
0,0,739582,273,738989,0
0,0,497547,254,496699,0
0,0,2021354,36,2020752,1
1,0,22510,54,21845,0
0,0,12963,342,12349,0
0,0,1279824,190,1279111,1
0,0,2141017,328,2140400,0
0,0,203566,70,203195,1
0,0,641268,237,640657,1
1,0,1773473,335,1772775,1
0,0,537100,294,536468,1
0,0,3185,163,2544,1
0,0,1094415,319,1093786,1
0,0,567898,123,567485,0
0,0,4704,230,4066,0
0,0,55203,81,54550,0
0,0,288418,224,287768,0
0,0,165971,18,165327,0
0,0,627125,85,626559,1
0,0,606832,86,606242,0
0,0,11303,50,10641,1
0,0,661517,1,660867,1
