Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,6015,148,148,2,0,30,103,1
0,6046,79,79,2,0,42,2,1
0,24830,102,102,1,0,40,14646,1
0,548110,154,154,1,0,80,541838,0
0,8611,117,117,1,0,49,3,0
0,940675,89,89,1,0,35,930293,1
1,566844,204,204,3,1,80,556376,0
0,94486,147,147,1,0,56,84056,1
0,19647,54,54,1,0,108,9304,1
0,1142692,88,88,2,0,29,1136952,1
0,17336,67,67,1,0,79,6891,1
1,6309,70,70,3,1,22,1,1
0,6144,62,62,1,0,43,3,0
0,818767,120,120,1,0,121,810066,0
0,252780,212,212,1,0,112,242332,0
1,6275,17,17,3,1,49,3,0
1,9243,23,23,3,1,11,3028,1
0,230403,211,211,1,0,67,222871,0
0,638425,173,173,1,0,47,628055,0
0,54812,5,5,1,0,106,50482,1
1,5690,78,78,3,1,127,3,0
0,6239,135,135,2,0,62,3,1
1,47046,57,57,3,1,70,36631,0
0,1352921,107,107,1,0,48,1342479,0
0,536745,47,47,1,0,104,531839,0
1,1415129,7,7,3,1,136,1406220,0
0,53597,31,31,1,0,0,43140,1
0,6877,30,30,1,0,83,2,0
0,82139,164,164,1,0,21,71676,1
1,571446,182,182,3,1,65,561022,1
0,97751,80,80,2,0,83,91272,1
1,40882,92,92,3,1,95,30431,1
0,64329,98,98,1,0,131,53935,0
0,19778,83,83,1,0,94,9420,0
0,409474,181,181,1,0,24,399029,1
0,501262,103,103,1,0,24,494255,0
0,1441553,106,106,1,0,35,1431102,0
0,796416,189,189,1,0,5,789632,0
0,18102,16,16,1,0,119,7759,0
0,635740,96,96,1,0,33,625292,0
0,29124,136,136,1,0,14,18715,1
0,510863,221,221,1,0,10,500484,0
0,347622,84,84,1,0,110,337195,0
1,8750,10,10,3,1,107,352,0
1,12299,146,146,3,1,49,2049,1
0,816094,66,66,1,0,92,805796,0
0,746001,145,145,1,0,8,735628,0
0,18044,37,37,1,0,10,13358,1
0,902706,95,95,1,0,32,892584,0
0,656937,157,157,1,0,1,646543,0
0,406298,26,26,1,0,7,400980,0
0,490459,111,111,1,0,49,480062,0
0,188433,128,128,1,0,124,178087,1
0,34480,144,144,1,0,13,24017,1
0,400877,71,71,2,0,7,396354,0
0,571102,15,15,1,0,105,563645,0
0,508446,160,160,1,0,67,497998,0
0,22907,1,2,2,0,22,17262,1
1,192236,129,129,3,1,46,185259,1
0,7036,196,196,1,0,126,1,1
0,1048694,137,137,1,0,37,1038261,0
1,14711,134,134,3,1,137,4479,1
0,5905,53,53,1,0,55,1,1
1,8139,179,179,3,1,59,1,1
1,15047,122,122,3,1,42,4680,1
0,610602,140,140,1,0,126,600223,0
0,46671,99,99,1,0,43,36289,1
0,138943,49,49,2,0,68,131411,0
0,682115,114,114,1,0,24,675892,0
0,656716,87,87,1,0,5,646334,0
0,56068,177,177,1,0,24,45617,0
0,2370774,165,165,1,0,94,2360422,0
0,107347,18,18,1,0,120,100946,1
1,364951,59,59,3,1,40,356759,1
1,79790,209,209,3,1,4,69342,1
0,698669,82,82,1,0,68,688299,0
0,545365,222,222,1,0,82,535076,0
0,7213,72,72,1,0,31,1,1
1,12287,132,132,3,1,6,1776,1
0,572820,184,184,1,0,128,566630,0
0,1301475,104,104,1,0,57,1291027,1
0,53674,205,205,1,0,140,43286,1
0,7785,139,139,2,0,45,1726,0
0,1049310,58,58,1,0,44,1038856,0
0,22220,224,224,1,0,105,11901,1
1,934030,203,203,3,1,28,926063,1
0,243214,169,169,1,0,54,232769,0
0,76316,29,29,2,0,78,71757,1
0,5029,28,28,2,0,73,2,1
0,780586,126,126,1,0,9,770171,0
0,12152,206,206,1,0,118,4158,1
0,102066,45,45,1,0,128,91621,1
0,19621,51,51,1,0,120,13649,1
0,72152,149,149,1,0,60,61794,1
0,600090,183,183,1,0,103,589645,1
1,9497,187,187,3,1,34,3,0
0,364064,56,56,1,0,24,353619,1
