Gender,Biography,BirthDate,ViafId,FirstName,Citizenship,FullName,Birthplace,Profession
1,120,596,,240,0,870,151,126
1,199,67,1.3415426085062448e+20,207,16,771,119,115
1,344,560,1.6621520805851072e+21,124,0,459,54,99
1,344,373,,190,11,1159,320,7
1,344,683,8.972155832954833e+21,190,4,938,189,101
0,227,926,,190,0,1105,320,135
1,471,616,,16,19,12,133,115
1,182,580,307167100.0,76,0,298,290,111
0,103,918,,19,0,110,159,68
1,489,278,176145397.0,18,19,31,226,152
0,577,92,80257778.0,203,16,729,321,115
1,162,250,172051021.0,52,16,301,519,152
1,344,176,,199,16,748,339,9
0,344,832,2.3741542604681244e+21,284,0,1083,290,152
1,98,144,7.344154260752424e+21,118,16,435,458,68
0,49,932,,22,19,674,257,22
1,454,379,305463881.0,190,19,204,290,101
1,344,330,296297153.0,190,11,216,448,50
1,344,555,4073822.0,272,11,1024,269,146
1,272,410,,77,0,310,174,152
1,344,283,50596135.0,190,19,1149,521,65
1,203,607,,241,19,820,482,115
1,344,316,5.051446477012358e+20,297,4,1131,501,148
1,533,471,418586.0,14,4,102,277,76
1,284,894,2.1115213860401096e+20,198,0,735,290,146
1,262,153,109448884.0,143,16,504,318,110
1,344,755,161426564.0,15,19,105,551,152
1,202,386,,173,19,619,91,115
1,522,958,,124,0,1111,320,23
1,344,134,,215,16,778,406,89
0,368,202,250198200.0,194,13,723,133,152
0,139,558,,189,0,698,290,62
1,344,674,171297604.0,15,11,57,163,52
1,586,1047,,190,11,612,320,126
1,224,629,,16,19,68,290,132
1,162,77,,190,16,306,519,111
1,431,608,,36,19,201,290,68
1,344,908,249703087.0,190,11,269,159,77
1,344,664,67618051.0,187,11,689,320,65
0,1,949,,190,11,668,320,34
1,262,860,216897108.0,190,0,642,9,152
1,17,222,8788430.0,101,16,473,438,146
1,546,179,,7,16,81,518,115
1,344,1047,,190,11,208,320,7
0,319,447,6553311.0,269,24,1011,254,73
1,447,338,28505411.0,16,19,46,367,99
1,198,609,,149,0,531,320,115
1,432,182,311832718.0,201,16,734,498,58
1,344,282,6.744154260706925e+21,33,16,196,167,120
1,128,479,,86,0,354,357,107
1,344,68,,190,11,865,100,116
1,344,199,163595222.0,242,4,842,563,76
0,240,994,,142,0,518,521,139
1,342,119,,234,10,850,519,33
1,90,781,162242514.0,297,19,1127,290,148
1,418,364,70032633.0,98,19,344,449,14
1,164,96,49166037.0,235,0,858,13,111
0,397,1030,3.291626694022555e+20,233,15,847,523,147
1,270,268,48226965.0,145,19,537,367,152
1,344,759,107325444.0,173,0,613,290,110
1,64,486,301531130.0,104,19,369,290,39
1,344,406,2.2441542603366243e+21,285,18,1015,15,130
1,449,524,69623141.0,242,19,883,320,99
1,115,508,3.9351542608241246e+21,26,11,159,343,146
1,102,916,305346075.0,273,0,1022,290,68
1,594,986,7.100159941689626e+21,242,0,813,290,70
1,344,649,7.148389447110712e+18,190,11,461,159,18
1,140,477,,220,0,796,586,101
1,549,99,5.840154260483224e+21,24,16,155,483,85
0,262,883,102219511.0,284,23,715,520,128
1,344,280,,254,16,1075,214,111
1,142,1047,,86,19,348,440,101
1,70,634,66046419.0,254,19,917,31,48
1,87,223,305858503.0,190,16,662,290,65
1,344,244,4.2941542603453246e+21,190,19,798,450,146
0,215,737,2.2315438104803027e+20,190,19,1123,290,68
1,232,672,2.114941491348955e+19,303,0,1152,290,76
1,259,572,240268061.0,190,19,1130,156,146
1,138,87,,280,11,213,12,99
1,344,663,36360492.0,190,0,540,352,111
1,579,218,289251702.0,190,11,907,412,115
1,290,825,262847726.0,190,19,266,566,152
1,564,745,308794887.0,145,0,534,246,77
1,380,557,,186,15,688,102,7
0,344,808,,190,11,553,320,7
1,85,720,61777370.0,99,19,353,484,65
1,344,499,166271729.0,170,11,610,320,65
1,52,1026,,33,0,197,383,27
0,344,824,4.615993945172525e+19,190,11,675,320,68
1,522,837,,191,0,701,320,23
1,132,911,165103272.0,63,11,263,320,98
1,348,578,8312441.0,121,13,450,541,111
1,97,909,,242,0,833,70,68
1,20,188,311190432.0,78,16,303,486,152
1,236,256,3.1155190008682127e+19,254,16,1057,376,76
1,522,1032,,26,0,173,320,23
1,501,554,81418723.0,16,19,53,193,152
0,303,964,,284,0,1081,312,27
1,262,878,304352234.0,272,19,1029,26,152
1,97,1047,,190,0,1155,320,68
0,467,474,46604312.0,190,19,241,57,111
1,395,152,167141849.0,190,16,280,42,99
1,182,221,250524326.0,254,11,953,481,146
0,206,928,5.259159521664833e+21,239,0,873,288,115
1,400,488,48956457.0,25,15,149,212,152
0,522,837,,182,0,676,320,23
0,159,927,121885961.0,244,0,895,290,110
1,359,266,46797319.0,156,13,572,587,111
1,344,680,84124210.0,6,13,20,552,73
1,141,503,55478183.0,254,19,912,438,101
1,407,433,1.2814530438267856e+20,99,19,318,295,10
0,585,989,4.9160208404548624e+19,190,11,496,320,126
1,344,602,101672425.0,283,0,946,199,99
1,45,771,5.220148753697241e+21,15,0,44,61,101
0,85,965,3.6160208902948622e+19,190,0,519,39,65
0,490,617,,266,19,987,153,152
1,585,802,280752633.0,5,19,14,320,108
1,113,413,246707765.0,190,19,811,135,130
1,344,462,41039721.0,120,11,449,320,68
1,77,42,145019901.0,1,16,5,83,85
1,316,132,4.829151595776805e+21,199,16,730,159,115
1,122,111,,198,16,732,94,68
1,539,611,163251080.0,18,19,98,207,110
1,289,761,101670957.0,104,19,375,133,152
1,119,597,,190,0,503,290,130
1,226,1035,,251,0,903,290,133
1,495,468,24494964.0,173,19,653,542,152
1,537,104,167033333.0,123,16,452,380,101
1,104,869,2.5150202185403113e+19,18,0,101,290,68
1,567,490,25015120.0,257,0,959,215,101
1,450,227,,190,19,509,133,101
1,344,664,301757857.0,190,11,446,320,152
1,105,872,33904076.0,198,0,731,333,68
1,538,315,22942999.0,26,19,174,65,110
1,547,347,94768237.0,116,19,412,162,76
1,443,355,,87,19,322,371,89
0,183,922,3.1153530961548706e+19,295,0,1124,445,146
1,513,485,101581278.0,190,11,857,416,146
1,344,853,311271816.0,190,0,1051,159,65
1,140,692,6.157825082354061e+18,104,0,374,496,101
1,470,647,171556771.0,173,4,665,30,111
0,109,643,65781444.0,284,0,1080,290,72
0,247,1046,,20,0,111,320,145
0,522,856,,193,0,713,320,23
1,79,35,81418192.0,190,16,470,321,76
1,344,332,161265378.0,190,13,812,68,103
1,223,941,,242,0,821,311,32
1,82,183,62432678.0,93,16,335,266,48
1,198,561,,16,0,125,364,48
0,269,140,30941935.0,190,16,750,72,152
0,516,1031,,190,22,495,320,146
1,344,126,,199,16,747,147,99
1,58,648,,282,0,934,255,130
1,101,1017,8.616223855881381e+19,213,0,784,290,49
1,38,700,,145,0,530,568,130
1,344,764,7204546.0,190,11,910,320,65
1,291,408,18159692.0,1,18,7,391,152
0,224,871,,193,19,49,28,132
1,522,856,,190,0,970,320,23
1,344,344,221567828.0,36,19,2,168,103
1,362,17,69066012.0,7,16,18,223,46
1,204,728,4377449.0,242,0,822,347,68
1,464,194,20697921.0,277,19,1086,406,110
1,590,705,,226,19,816,320,86
1,344,929,166694674.0,15,0,0,290,44
1,439,734,2.2041578848060608e+21,209,19,769,290,68
1,499,326,36763948.0,254,19,1076,596,152
1,107,565,,265,0,976,367,69
0,344,1005,4.711543809625303e+20,305,11,1158,306,111
1,262,743,172051009.0,66,11,275,509,146
1,171,403,3.725154260561224e+21,99,19,350,494,73
1,89,381,,116,0,421,379,65
1,481,543,164077851.0,190,19,800,101,76
1,262,417,200066650.0,285,18,1090,492,110
1,466,560,313095346.0,98,19,346,107,110
1,344,1047,76388491.0,87,11,356,320,152
1,503,449,219065678.0,45,19,220,508,152
1,408,359,31287592.0,173,19,623,322,10
0,522,882,,195,0,724,320,23
1,344,55,,63,16,252,396,101
1,320,357,49364741.0,190,3,403,569,111
0,344,979,1.5115818588222007e+20,126,11,465,320,65
0,344,651,2.0155189997582127e+19,190,4,985,280,146
1,522,865,,190,0,1049,320,23
0,428,509,116294839.0,155,19,565,405,48
1,344,598,311309083.0,190,0,936,52,99
0,247,984,7.691517782014181e+20,274,0,1018,290,145
1,344,808,1.3081543810543303e+21,302,19,1150,404,152
1,325,775,,103,0,371,314,46
1,487,306,84257595.0,173,19,695,362,146
1,10,251,59894383.0,45,16,217,406,81
1,344,127,7.156154260401125e+21,206,4,762,606,146
1,153,621,3.360145857051323e+21,190,11,755,123,109
1,75,788,84365565.0,190,0,611,382,52
1,131,431,62353884.0,235,19,856,290,115
1,344,200,,190,16,799,591,111
1,553,147,303270889.0,255,16,944,161,101
1,165,177,159944690.0,190,16,639,420,110
1,0,9,23808558.0,61,7,258,134,152
0,162,242,,190,16,462,290,111
1,277,718,41316867.0,104,0,365,347,152
0,344,97,311132727.0,44,16,215,303,127
0,344,746,4.401606679715036e+20,190,19,1079,173,111
0,344,966,,167,19,595,291,75
1,162,631,31257827.0,255,0,945,8,111
0,344,673,3.915758177773378e+19,9,11,34,43,103
1,39,23,167363574.0,288,16,1097,424,146
1,474,54,33922469.0,115,16,398,231,53
1,435,247,57424355.0,190,19,320,104,130
1,559,512,52379241.0,132,0,491,290,52
1,182,809,171635116.0,242,0,837,290,146
1,344,214,,190,16,753,238,76
1,448,425,6.444151778229319e+21,272,19,1026,87,99
1,344,766,311270334.0,190,11,1126,367,73
1,42,603,164663072.0,297,0,1161,290,15
1,344,462,173122395.0,190,11,30,320,89
1,221,829,1.5214796579418407e+20,190,0,927,312,130
1,305,1024,,216,9,785,290,25
1,9,170,117601678.0,222,25,807,301,121
1,596,270,84258192.0,36,16,203,226,152
1,123,973,,38,0,206,196,94
1,436,181,64057872.0,199,19,739,48,65
0,34,1003,,51,0,234,159,10
1,262,389,64807662.0,254,19,919,333,110
1,344,709,,190,19,600,353,68
1,354,819,141147170.0,88,13,323,539,46
1,344,230,237176652.0,158,16,573,186,146
1,198,914,311733681.0,63,19,1154,232,115
1,7,1047,,128,25,471,320,106
1,193,845,,178,0,660,290,115
1,344,356,84281072.0,47,19,228,92,99
1,211,1047,,190,0,1013,320,6
0,344,606,2.914597010033225e+19,84,11,314,252,152
1,248,684,32671447.0,149,0,558,367,146
1,197,856,,103,0,381,37,114
1,344,387,101840442.0,54,13,237,253,74
0,85,991,8.714971762041094e+19,190,0,287,320,65
1,352,699,243034375.0,245,13,886,415,111
1,344,325,163684323.0,190,11,411,430,152
1,344,333,52103853.0,190,4,941,34,15
1,344,462,6621746.0,190,11,544,320,28
1,262,716,56465275.0,15,0,54,511,152
1,344,758,6766796.0,190,0,924,290,65
0,332,936,2.1152079053607113e+19,20,0,112,290,152
1,344,712,165258655.0,15,0,38,570,152
1,379,653,61522459.0,16,0,64,210,115
1,315,40,2.7714554257429663e+20,143,11,486,567,110
1,235,279,88588503.0,260,18,965,37,76
1,344,169,36136049.0,148,16,547,406,65
0,602,717,9.729154260891324e+21,84,19,325,14,152
1,65,537,,116,0,422,530,45
1,383,36,4.728154260522125e+21,137,16,521,573,89
1,293,563,275485132.0,16,19,27,202,152
0,327,956,,17,0,92,290,143
1,344,430,306147722.0,190,4,990,290,146
0,522,957,,69,0,286,320,23
1,149,511,84217901.0,190,19,852,527,99
0,262,610,197175007.0,301,0,1147,434,110
1,360,520,,254,13,916,471,111
1,344,115,101683467.0,190,11,383,130,0
1,416,701,,116,0,420,55,131
1,28,880,7.715426067772449e+19,259,0,963,290,65
1,344,60,3.341447827223992e+20,282,16,937,290,99
1,550,204,292034788.0,208,19,767,336,152
1,97,754,295141863.0,16,0,124,26,68
1,214,646,305022395.0,26,0,164,290,46
0,52,1008,,166,0,590,320,27
1,207,91,309877080.0,243,16,881,264,99
0,97,698,311725665.0,270,0,1012,290,68
1,576,76,,190,11,880,118,115
1,262,83,77757676.0,292,16,1108,247,146
1,294,576,42686126.0,16,19,58,419,152
0,344,426,166762384.0,190,11,523,320,58
1,344,1047,,190,11,1098,320,7
1,394,7,27863860.0,230,21,879,367,110
1,603,528,301660582.0,173,19,647,69,152
1,198,750,,172,0,601,417,115
1,582,1,79402693.0,81,7,309,367,104
1,221,961,,254,0,915,312,130
1,344,909,256044981.0,26,0,162,159,106
1,344,146,,268,16,1007,256,110
1,237,501,1435859.0,254,19,918,605,76
1,344,423,274151112.0,190,11,99,377,76
1,177,217,69739778.0,202,16,752,318,111
1,344,459,111496260.0,99,0,312,227,73
1,344,191,,190,11,700,183,110
0,344,831,8.914464841858094e+19,72,19,1116,290,152
0,522,1038,,190,0,497,320,23
1,344,579,284115863.0,190,11,130,320,65
1,522,908,,169,0,599,320,23
0,522,990,,140,0,514,320,23
1,267,100,162295740.0,302,16,1153,183,146
1,344,238,68772581.0,220,11,797,50,152
1,344,260,62564661.0,18,4,113,89,146
1,344,526,,242,0,876,188,101
1,123,826,306409057.0,303,0,270,49,132
1,286,229,7.781154260624424e+21,226,16,832,245,152
1,542,102,,33,16,189,2,115
1,112,654,47177853.0,15,0,109,562,146
1,235,693,262206136.0,242,0,839,79,76
1,262,166,43632884.0,190,19,561,506,146
1,85,228,249604400.0,173,0,625,522,85
1,475,677,1.9147905015579087e+19,254,19,1055,357,136
1,283,641,44712397.0,254,19,911,367,152
1,417,342,111167055.0,268,19,992,77,152
1,150,741,2.2214948604149344e+20,104,19,379,290,106
1,406,123,95278949.0,200,16,749,359,152
1,184,482,161747221.0,254,19,920,554,146
1,384,917,,219,0,788,28,132
1,344,343,187761302.0,254,19,1058,543,73
1,344,539,303251269.0,190,19,864,495,76
1,344,619,1549379.0,190,19,570,549,146
1,85,866,8.211542606811245e+20,190,11,418,290,65
1,344,190,,190,11,646,547,152
0,167,208,45143030.0,183,16,678,34,73
1,16,729,84265648.0,231,0,843,320,111
1,344,172,70254380.0,174,19,626,406,32
1,370,192,34499373.0,227,13,817,242,152
1,216,714,,190,19,103,242,101
1,368,11,29611046.0,80,14,308,521,111
0,344,284,,189,1,697,592,152
1,137,552,84214308.0,190,19,343,169,99
1,346,19,8.704154260495624e+21,79,16,305,505,99
1,12,360,14867310.0,118,18,437,293,65
1,78,899,301288942.0,26,19,161,290,57
1,484,308,103773737.0,14,19,32,535,146
1,459,327,5.676154260394924e+21,209,19,768,305,108
0,574,375,249548980.0,190,19,1118,452,111
1,145,694,75906618.0,254,19,6,128,101
1,15,772,101690752.0,149,0,526,290,101
1,344,380,5.211507489898164e+20,145,18,539,271,130
1,190,79,,66,16,276,72,111
1,344,393,,190,19,235,495,65
1,333,415,111616881.0,29,8,177,71,68
1,175,254,118802640.0,254,16,1065,39,111
1,344,401,31223376.0,122,11,451,499,111
1,221,307,163151115.0,190,11,602,320,100
1,196,857,310661485.0,198,4,746,295,114
0,57,1047,,244,0,891,320,30
1,540,465,28562546.0,174,19,607,467,76
1,344,841,171138457.0,302,0,1151,115,152
1,523,995,,190,15,262,295,25
1,21,263,27051931.0,25,16,150,383,152
1,351,14,293783829.0,118,16,428,304,152
1,140,584,,16,0,79,243,101
1,158,751,70591862.0,242,0,831,295,110
1,604,336,302892606.0,24,4,145,282,152
1,19,16,47838189.0,286,13,1093,178,101
1,344,678,305456105.0,190,0,651,557,152
1,230,915,305455929.0,24,0,152,290,76
1,455,314,,174,19,637,399,88
1,50,1010,,283,0,1078,290,23
1,322,633,,60,19,251,358,29
1,205,553,26619785.0,254,0,931,442,152
1,144,764,28225760.0,39,0,209,290,101
0,522,882,,113,0,390,320,23
0,313,889,,244,0,893,290,145
1,522,968,,18,0,96,320,23
1,233,960,310722016.0,57,0,244,290,76
1,117,108,164458449.0,190,16,645,46,76
0,555,418,64429786.0,301,19,1148,333,130
1,279,637,233750969.0,272,19,1023,488,68
1,522,988,,199,0,736,320,23
1,344,594,21241672.0,190,11,1060,320,82
0,219,948,,155,0,564,320,122
1,517,428,71265029.0,50,26,233,297,146
1,262,877,305315447.0,242,0,825,461,152
0,522,1034,,165,0,589,320,23
1,198,537,1014707.0,300,0,1144,458,152
1,262,776,4627442.0,104,19,370,570,152
1,595,302,302516331.0,268,4,1004,180,146
0,162,666,8.881542605937245e+20,190,0,187,572,111
1,344,165,1.9551662370929964e+21,283,16,947,446,76
1,162,548,295012776.0,254,19,914,368,111
1,566,173,62971191.0,268,19,1000,197,88
1,398,20,6.222154260353525e+21,102,16,366,172,146
1,450,640,273923151.0,254,19,933,604,101
0,522,816,,193,0,716,320,23
0,41,567,42249609.0,193,4,719,18,65
1,535,581,5.261154260436824e+21,185,19,685,367,99
1,43,1047,,190,0,195,320,101
1,344,475,7.114464844605739e+19,254,11,1072,34,57
1,344,661,51298466.0,45,0,218,395,18
1,596,858,161170172.0,42,0,78,290,152
1,344,292,93614428.0,118,11,432,320,111
1,498,506,20604500.0,254,19,925,418,152
0,522,1037,,129,0,474,320,23
1,52,779,,99,0,317,320,27
1,198,724,305306955.0,24,0,148,480,115
1,198,516,264350382.0,209,0,758,320,46
1,441,335,166169275.0,190,18,1064,64,76
1,30,86,35267203.0,258,1,961,175,99
1,262,432,13115989.0,116,19,401,500,152
1,209,72,15577417.0,256,19,952,469,65
0,344,856,1.516102875392374e+19,162,11,585,320,73
1,231,38,311210706.0,190,16,231,241,76
1,262,252,,15,16,43,451,111
1,522,888,,159,0,577,320,23
0,329,219,81579042.0,180,16,669,16,92
0,344,361,,125,19,463,59,65
1,344,71,302763832.0,217,16,786,539,76
1,344,339,292067986.0,273,19,960,329,73
1,476,374,1.3014929408228052e+20,63,0,267,466,76
1,257,881,17206650.0,190,0,574,68,146
1,488,438,310594281.0,190,11,684,213,152
1,341,753,7.382154260446024e+21,190,10,273,191,115
1,522,963,,8,0,29,68,23
0,344,808,305458369.0,247,0,892,442,111
1,344,535,1274951.0,16,4,119,548,69
1,133,886,,63,0,265,265,115
1,188,591,,272,0,1035,218,146
1,493,294,48250617.0,116,19,416,327,152
1,344,614,311336103.0,145,0,532,493,76
1,344,824,184247828.0,190,11,26,320,16
0,162,592,84283536.0,125,19,1113,397,111
0,88,350,173429777.0,266,19,981,290,65
1,522,865,,190,0,69,320,23
1,256,450,16171455.0,173,19,650,432,146
1,344,664,166362245.0,190,11,129,320,73
0,238,352,80401110.0,150,19,552,318,76
1,488,310,30944494.0,186,19,655,354,152
1,185,452,35254007.0,99,0,349,320,146
0,281,303,,269,4,1020,29,152
0,344,944,1.403145857015023e+21,190,0,1021,290,111
1,344,613,164594530.0,190,11,3,497,75
1,344,854,1.2514948567449343e+20,190,11,271,320,65
0,529,1021,,190,0,481,290,32
1,22,655,297125861.0,127,0,468,560,1
1,317,1045,,55,25,239,98,132
0,599,131,165881634.0,153,16,1157,284,152
1,471,64,,16,19,118,512,115
1,344,269,296191142.0,24,11,156,578,111
0,344,1029,,190,11,1122,320,7
1,479,392,84260190.0,85,19,337,208,76
1,162,530,197208850.0,254,0,948,95,111
1,525,890,,16,0,87,295,10
0,287,769,107291379.0,155,0,556,290,152
1,344,852,163913543.0,190,11,1014,367,65
0,522,789,,238,0,867,320,23
0,522,936,,69,0,282,320,23
1,492,299,34863888.0,77,19,311,201,152
0,554,1022,,141,0,516,320,27
1,134,46,52577681.0,16,16,91,47,99
1,522,936,,26,0,165,320,23
0,522,797,,239,0,871,320,23
1,561,850,,26,19,171,357,21
1,344,240,,43,16,214,406,111
0,522,853,,190,0,712,320,23
0,387,799,,190,15,117,320,21
1,522,991,,190,0,364,320,23
1,100,1047,,190,0,575,320,83
1,344,30,5.223154260872125e+21,133,16,489,295,14
1,344,198,6.626152502898912e+21,272,16,1034,105,146
1,344,346,93956659.0,267,0,998,249,130
1,162,297,81284328.0,15,4,39,250,110
1,344,735,1.2261469367196136e+21,273,0,1025,78,68
1,80,912,,253,0,904,295,21
0,344,789,90791384.0,134,11,494,45,146
1,334,1039,,65,9,272,0,21
1,224,515,305083225.0,254,19,1070,544,132
1,472,296,69734892.0,209,19,770,599,115
1,224,574,,24,19,143,213,132
1,262,628,5.101526360586201e+20,190,4,705,579,152
1,344,162,,190,11,997,283,110
1,54,427,13756662.0,272,19,1030,320,130
1,497,453,167041978.0,24,19,138,320,152
0,522,1011,,271,0,1019,320,23
1,372,21,102295401.0,190,11,433,350,14
1,97,713,5.81513519892526e+19,297,11,426,195,68
1,162,246,46318186.0,263,0,978,290,146
1,522,888,,191,0,702,320,23
1,344,383,263227977.0,190,11,984,290,76
1,468,345,9.8881495446356e+21,174,19,603,290,111
0,323,791,237747934.0,190,0,554,337,103
1,344,262,,7,19,25,333,115
1,198,905,,219,0,789,295,80
1,381,931,,63,0,253,290,144
0,262,818,1.8351518379832204e+21,182,0,679,160,152
1,534,66,250509036.0,46,16,224,25,99
1,419,293,18477037.0,272,19,1037,4,15
1,266,81,39385872.0,292,16,1106,510,111
1,235,507,117474818.0,118,19,429,117,76
1,275,642,249511725.0,190,0,1040,367,152
1,194,951,,27,0,169,394,113
0,410,174,,151,16,551,290,10
1,344,887,171522714.0,250,11,902,540,146
0,162,909,58533480.0,190,0,988,290,152
1,321,463,54290616.0,190,3,1140,320,146
1,541,998,8.8215263617682e+20,40,0,210,133,114
1,393,171,,190,11,236,136,111
1,262,842,8.831458571238229e+20,190,0,818,290,152
0,198,446,173471332.0,190,5,424,454,115
1,427,370,45959166.0,277,19,957,529,48
1,578,110,,127,16,467,454,115
1,344,377,306146165.0,190,19,254,67,104
1,85,669,4.069149235097277e+21,285,0,1089,159,65
1,344,587,162473915.0,24,0,151,320,99
1,124,773,,303,0,1163,290,138
1,344,139,303696590.0,130,11,453,309,76
1,522,898,,59,0,246,320,23
1,268,136,27882062.0,159,16,576,266,76
1,24,976,,242,0,874,290,5
1,85,618,60165127.0,14,19,126,426,65
1,296,686,3.892154260694525e+21,190,19,1077,570,146
0,174,800,248083945.0,244,0,896,24,111
1,288,813,310699190.0,297,0,1132,159,152
0,275,785,166046247.0,9,0,36,41,152
1,136,118,,190,16,442,602,99
1,413,504,68686934.0,265,0,973,290,10
1,172,414,2.8011542606897244e+21,190,0,477,274,146
1,59,281,,290,0,362,290,33
1,344,13,163303852.0,116,0,358,158,130
1,344,657,1.5861603104788584e+21,190,11,1069,320,137
1,522,873,,190,0,249,320,23
1,453,363,4.853154260742325e+21,132,19,506,251,101
1,344,514,305082132.0,186,19,691,22,107
0,162,676,1.0155464888902042e+19,155,19,563,265,111
1,344,404,54567599.0,16,19,123,204,130
1,435,620,2886955.0,272,19,1036,429,65
0,344,962,1.38151776731818e+20,190,11,1109,320,76
1,465,234,56455022.0,15,1,60,290,110
1,123,691,,116,0,410,246,94
1,534,95,302471398.0,75,16,296,3,99
1,344,847,165653644.0,303,0,845,109,76
0,60,409,70087889.0,69,0,284,220,85
1,444,291,84310938.0,205,19,760,470,99
0,162,947,,20,0,33,295,111
1,390,898,2.370163570580517e+21,190,19,321,320,152
1,56,849,,16,0,70,290,30
1,505,549,54348680.0,254,19,1063,544,10
1,92,259,293575515.0,279,16,1099,462,115
1,162,255,1.0021542608115243e+21,15,1,108,421,111
1,26,271,18028594.0,124,16,578,360,146
1,344,632,166765812.0,15,11,50,435,152
1,110,726,239004163.0,216,19,783,323,79
1,245,874,,116,0,405,258,144
1,344,390,67836181.0,171,19,606,296,76
1,85,682,287538408.0,199,0,726,320,65
1,344,473,14810453.0,262,19,975,86,73
0,353,1042,,21,0,132,320,23
1,344,752,296350994.0,272,11,1032,144,68
0,344,854,164509165.0,190,11,680,159,65
1,344,704,29429033.0,15,0,52,431,52
1,255,876,7.774154260667924e+21,242,0,841,521,146
1,546,130,28347134.0,16,16,62,122,115
1,344,114,,190,11,567,139,99
1,130,3,310606047.0,268,7,1094,96,146
1,85,588,46992069.0,298,19,1139,465,65
1,311,645,61689525.0,306,2,289,310,65
1,522,856,,28,0,170,320,23
1,350,22,102054801.0,1,13,198,558,99
1,344,527,6.146284518515333e+18,33,19,191,320,77
0,349,851,2.6014591110902704e+20,30,19,179,157,115
1,224,1023,,18,0,73,290,132
0,375,154,,269,13,1010,330,111
1,44,34,77119782.0,297,0,1114,564,101
1,411,149,59893389.0,199,16,741,152,11
0,285,249,6.8061583697741e+21,301,0,1146,159,146
1,344,289,2.5521511125674366e+21,186,11,666,324,2
