Gender,Biography,BirthDate,ViafId,FirstName,Citizenship,FullName,Birthplace,Profession
1,159,71,249650101.0,68,6,199,241,22
0,159,485,,95,12,266,177,14
1,250,213,3.756154260780325e+21,25,2,109,43,23
1,192,253,1428280.0,110,12,314,336,19
1,201,338,313095346.0,51,12,152,53,22
0,159,425,305147229.0,107,6,313,201,26
0,251,245,249548980.0,107,12,484,276,23
1,28,309,3.9351542608241246e+21,16,6,82,205,30
0,17,467,9.954154260589122e+21,94,0,262,175,9
1,232,66,,141,10,396,86,22
1,54,169,1.0021542608115243e+21,10,1,57,255,23
1,195,363,12529941.0,140,12,451,234,22
1,115,409,2.751581858775201e+20,132,0,420,311,31
1,54,361,31257827.0,127,0,406,2,23
1,96,192,88588503.0,129,11,414,19,15
1,159,413,161426564.0,10,12,54,323,31
1,159,318,66411503.0,107,12,73,131,31
0,159,334,163989446.0,133,12,469,63,15
1,159,247,263227977.0,107,6,422,175,15
0,119,55,5.513154260873325e+21,143,10,463,112,31
1,94,466,305455929.0,14,0,75,175,15
1,148,386,3.892154260694525e+21,107,12,457,333,30
1,115,116,2050405.0,68,12,198,102,30
1,54,312,7.543154260623424e+21,69,0,203,267,23
1,258,0,249692327.0,18,4,90,229,31
1,237,289,28562546.0,99,12,271,285,15
1,159,362,166765812.0,10,6,35,264,31
1,72,298,24226003.0,99,12,279,197,30
1,159,160,4.2941542603453246e+21,107,12,339,274,30
1,197,109,45100210.0,105,12,235,100,22
1,159,81,3.01487520649412e+19,83,6,243,193,22
1,222,284,167041978.0,14,12,64,193,31
1,60,158,250481283.0,100,0,297,346,23
1,129,402,41316867.0,56,0,159,210,31
0,245,260,,107,0,376,175,4
0,54,278,,106,0,309,303,23
1,127,306,23001257.0,136,12,441,97,30
1,219,304,29381959.0,82,12,244,64,31
1,252,130,122014600.0,10,10,34,187,15
1,131,406,58316662.0,14,0,76,6,31
0,129,230,,143,0,462,109,31
0,159,487,2.515468174324786e+19,49,0,145,19,31
1,262,248,3.7571542606065246e+21,67,12,194,174,31
1,133,296,165126811.0,10,0,38,114,31
1,107,283,,69,0,204,250,30
0,159,473,8.530155286630487e+21,65,6,184,175,31
1,167,315,,126,7,387,288,23
1,159,383,8.972155832954833e+21,107,2,401,107,20
1,159,196,,107,6,318,163,19
1,159,102,,109,6,317,93,31
1,79,92,21732939.0,57,10,164,307,19
1,125,293,,69,0,481,255,31
1,30,280,102221061.0,134,11,428,223,30
1,115,166,,10,10,31,275,23
0,159,437,8.914464841858094e+19,40,12,483,175,31
1,179,4,300705313.0,107,10,437,61,22
0,159,220,,48,6,140,307,14
1,223,307,20604500.0,126,12,393,252,31
1,189,421,26495370.0,11,12,27,294,19
1,78,459,,152,0,490,69,31
1,159,327,171323264.0,107,6,394,141,23
1,162,13,102054801.0,1,7,103,327,19
1,159,461,4.391446476993691e+20,107,6,479,178,23
1,110,282,16171455.0,98,12,289,261,30
1,9,489,,107,0,284,215,23
1,182,10,6.222154260353525e+21,55,10,160,96,30
1,159,188,,0,12,55,175,23
1,159,329,308772187.0,63,6,179,193,30
1,147,255,42696120.0,5,12,14,266,31
1,127,47,50721140.0,45,10,138,307,22
1,89,68,30615042.0,79,10,225,20,22
0,159,405,1.3214984185140285e+20,107,0,9,154,12
0,76,393,301502014.0,107,0,466,27,15
1,159,481,201900786.0,107,0,357,99,31
0,54,444,,89,0,255,198,23
1,75,29,171920947.0,3,10,11,175,22
1,246,311,52379241.0,74,0,220,175,9
1,159,190,163016678.0,123,0,347,192,19
1,183,217,112601125.0,104,12,305,89,31
1,145,339,275485132.0,11,12,20,120,31
1,209,332,164077851.0,107,12,342,47,15
1,199,153,56455022.0,10,1,44,175,22
1,88,56,,11,12,48,244,24
1,140,415,101670957.0,56,12,161,69,31
1,257,209,43211222.0,107,2,337,180,31
1,103,456,305455941.0,14,2,62,86,30
1,54,482,84254174.0,53,0,157,175,23
1,15,347,302585259.0,126,0,402,270,7
0,36,448,75744221.0,61,0,168,175,19
1,139,431,310699190.0,152,0,489,86,31
1,198,112,20697921.0,138,12,465,245,22
1,159,424,313507379.0,107,6,94,78,31
1,159,111,,107,6,311,99,22
1,51,410,,84,0,247,86,22
1,7,270,237177135.0,107,12,304,329,20
1,65,286,,52,0,155,310,23
1,149,427,5.101562535847081e+20,107,0,486,175,31
0,159,370,2.0155189997582127e+19,107,2,423,164,30
0,159,438,2.3741542604681244e+21,143,0,461,175,31
1,55,18,89867292.0,78,10,217,7,23
1,159,486,309597732.0,107,6,162,175,23
1,159,338,1.6621520805851072e+21,69,0,202,28,19
1,129,322,269355358.0,99,12,275,143,15
1,31,492,,107,0,30,69,18
1,1,418,101690752.0,84,0,237,175,20
1,74,274,13120240.0,116,12,336,193,9
1,159,137,2.9381542606470245e+21,107,10,345,113,23
1,31,441,250390764.0,66,0,193,175,18
1,226,275,118065884.0,14,11,77,48,31
1,59,141,6.609154260619424e+21,107,10,477,84,23
1,224,228,36763948.0,126,12,456,349,31
1,184,314,45614984.0,62,12,170,69,31
1,48,44,80269202.0,142,10,405,145,22
1,42,24,302040672.0,107,6,219,290,22
1,159,128,5344967.0,98,10,287,99,30
1,190,206,84310938.0,113,12,327,287,19
1,24,449,2.5150202185403113e+19,12,0,50,175,12
1,5,146,173743679.0,16,1,84,175,19
1,31,471,,17,6,87,175,20
1,47,26,301887652.0,21,10,101,56,22
1,159,494,4.515268254832331e+19,73,6,215,240,22
1,103,440,102071498.0,16,0,86,175,30
1,115,251,64807662.0,126,12,389,201,22
1,159,114,162009375.0,120,10,367,195,19
1,64,264,2.8011542606897244e+21,107,0,210,161,30
1,111,462,5.005154260348424e+21,123,0,353,33,30
1,159,417,122195711.0,107,0,78,330,12
1,159,110,,107,6,285,320,31
1,240,37,,31,6,118,99,23
1,159,389,166957859.0,82,0,241,220,30
1,159,472,,107,0,232,175,31
1,241,219,84309712.0,62,12,171,83,31
1,155,69,164556405.0,68,14,447,79,19
1,26,372,47177853.0,10,0,58,329,30
1,159,193,,126,10,455,127,23
1,213,398,166437185.0,136,12,442,226,30
0,115,455,317124554.0,107,6,381,180,31
1,159,399,165258655.0,10,0,25,333,31
1,127,368,249511725.0,107,0,446,218,31
1,159,360,,107,6,448,94,31
1,159,82,303696590.0,72,6,196,186,15
0,159,412,,108,0,464,224,31
0,159,460,8.229152381806702e+21,76,12,224,352,31
1,193,271,6.444151778229319e+21,136,12,440,42,19
1,159,144,250624663.0,96,11,268,14,19
1,159,23,,107,6,300,188,19
1,77,345,,136,0,445,128,30
1,217,207,48250617.0,62,12,174,196,31
0,259,79,165881634.0,88,10,497,170,31
1,54,134,250185493.0,7,2,0,162,28
1,157,61,15566900.0,107,10,499,209,30
1,159,226,,107,0,331,284,22
1,159,177,,107,2,191,236,19
1,172,3,29611046.0,44,9,136,309,23
1,180,1,27863860.0,118,13,374,218,22
1,236,342,5.261154260436824e+21,103,12,303,218,19
1,138,150,7.781154260624424e+21,117,10,350,146,31
1,117,46,44307278.0,149,10,476,0,8
1,194,73,,107,10,29,257,22
0,159,203,250055047.0,106,6,312,328,30
1,216,214,39224235.0,11,12,36,227,31
0,99,237,80401110.0,85,12,248,191,15
0,54,477,4.669154260521824e+21,158,0,417,175,9
1,159,147,,117,12,346,193,30
1,115,446,216897108.0,107,0,281,3,31
1,146,77,311321566.0,10,10,53,99,31
1,221,291,24494964.0,98,12,291,318,31
1,63,259,3.725154260561224e+21,52,12,153,298,13
1,54,428,121937568.0,128,0,409,319,23
1,3,50,84103389.0,68,10,197,184,19
1,159,183,,107,6,65,92,27
1,159,240,3.6571531845471274e+21,93,12,264,321,23
0,54,346,84283536.0,70,12,482,237,23
1,238,53,72750192.0,21,10,102,348,24
1,227,281,219065678.0,28,12,114,302,31
0,54,80,180175421.0,32,0,218,307,22
1,159,232,,140,12,452,194,31
1,159,67,,107,6,256,74,19
1,34,22,52577681.0,11,10,49,22,19
0,121,83,30941935.0,107,10,319,36,31
1,103,382,,123,0,355,8,30
0,54,364,6.861526361655201e+20,107,0,424,269,23
1,159,104,3.9614585792872304e+20,59,2,166,326,30
1,214,216,30944494.0,104,12,294,213,31
1,159,269,72780446.0,78,6,223,338,30
1,159,165,26078919.0,27,10,111,46,31
1,159,450,164701695.0,107,0,85,175,23
1,159,407,3.4451497191355114e+21,19,8,92,25,23
0,202,451,,35,0,122,69,23
1,93,295,91976028.0,126,12,454,130,15
1,203,300,,107,12,274,40,31
0,212,325,164682046.0,106,12,310,190,30
1,159,244,,14,6,71,283,31
0,116,30,29376403.0,107,10,10,211,19
1,115,397,,97,6,270,76,31
1,177,371,61522459.0,11,0,45,124,24
1,159,354,164071192.0,107,0,403,87,12
1,159,233,,119,12,364,111,28
1,52,96,45993702.0,99,10,277,239,22
0,144,330,84280712.0,143,2,460,179,31
1,86,328,1014707.0,153,0,491,277,31
1,159,374,61478660.0,14,6,79,219,31
1,98,305,1435859.0,126,12,388,353,15
1,14,120,68177936.0,14,10,67,224,22
1,115,470,1.4714820761090033e+20,77,0,227,175,31
1,58,108,13363849.0,126,10,412,152,13
0,159,89,,146,10,426,231,30
1,126,324,301691664.0,92,12,263,101,23
0,159,453,163710717.0,135,0,432,139,15
1,159,273,309720728.0,10,2,32,153,31
1,13,84,307491619.0,4,10,12,20,24
1,132,287,13970076.0,11,0,60,175,31
1,261,321,301660582.0,98,12,286,35,31
0,169,20,166791443.0,157,3,496,50,23
1,159,125,1426657.0,107,12,326,246,22
1,159,494,,107,0,134,193,13
1,249,378,171399674.0,126,2,458,108,22
0,54,490,,107,6,234,165,23
0,54,480,,13,0,21,180,23
1,92,420,3.000154260558124e+21,107,0,89,69,23
0,159,426,75562605.0,107,6,369,175,31
1,21,373,34360276.0,107,12,361,214,31
1,43,447,249805015.0,126,0,475,66,20
1,205,301,165000826.0,62,12,189,155,15
1,159,99,1.9551662370929964e+21,142,10,407,272,15
1,20,385,101261707.0,82,12,240,175,31
1,80,49,5.4145304389178565e+19,107,6,182,140,23
0,115,436,308779314.0,124,0,380,175,31
0,159,201,,106,1,308,346,31
1,188,234,111167055.0,134,12,427,37,31
1,159,394,29429033.0,10,0,37,259,9
1,94,458,161310731.0,136,0,468,175,15
1,233,376,303261216.0,131,12,418,136,11
1,214,276,310594281.0,107,6,302,126,31
1,27,162,91359873.0,21,10,98,175,15
1,159,265,84089481.0,100,6,288,122,31
0,54,337,,122,0,372,165,23
0,260,401,9.729154260891324e+21,46,12,139,5,31
0,83,317,42273085.0,135,0,434,286,30
1,159,133,84281334.0,10,6,41,222,31
1,66,27,11269294.0,1,10,3,110,30
1,54,395,6845426.0,14,0,66,81,23
1,109,163,10645289.0,107,10,253,260,30
1,54,43,,107,10,135,307,23
1,159,87,,134,10,431,151,22
1,159,195,84257498.0,107,12,99,59,31
1,159,365,16614746.0,140,0,395,125,19
1,159,319,,123,0,373,106,20
1,239,279,163803048.0,62,12,190,337,30
1,159,297,6666939.0,107,12,392,68,10
1,161,42,72194312.0,91,7,261,188,3
1,71,88,28733727.0,57,10,163,217,23
1,130,218,69767098.0,62,12,176,105,31
1,0,2,23808558.0,37,4,127,70,31
1,114,340,240268061.0,107,12,488,85,30
1,115,266,200066650.0,144,11,467,296,22
