Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
0,103187,322,322,101616
0,411506,60,60,408474
0,594892,227,227,591674
0,2350211,168,168,2347587
0,912033,75,75,909235
1,12191,232,232,9909
1,1182,95,95,1
1,4231,136,136,1391
1,14595,67,67,12280
0,9360,256,256,6577
1,14953,302,302,12005
1,88710,162,162,87850
0,760085,244,244,757590
0,14455,93,93,11690
1,30562,279,279,28739
0,4524,241,241,2574
0,486237,25,25,483109
0,19758,186,186,17038
1,47207,84,84,45534
1,36437,104,104,35517
1,5595,70,70,2761
0,931453,225,225,928565
0,2693,281,281,396
1,4036,65,65,1289
1,93761,74,74,90201
0,11733,76,76,9154
1,27235,149,149,24623
0,120500,321,321,118605
1,26060,260,260,23298
0,351197,217,217,348939
1,33122,282,282,30594
0,1425113,14,14,1422420
0,688837,91,91,685982
1,56433,249,249,54619
1,1739,12,12,3
0,201879,299,299,200095
0,1320804,152,152,1318300
0,650247,103,103,648161
0,3779,184,184,1517
1,64637,151,151,62859
0,4799,272,272,2103
0,7313,236,236,4734
1,19476,160,160,17815
0,7957,143,143,5381
0,840765,123,123,837994
0,2120212,107,107,2117660
0,739713,326,326,736933
1,2442,157,157,1297
1,29971,145,145,27197
0,1032018,51,51,1029001
0,16396,294,294,13598
0,492103,131,131,489575
1,3892,45,45,599
0,439193,287,287,435576
0,570499,252,252,567725
1,3857,105,105,1095
1,924785,237,237,922281
0,245943,63,63,244298
0,577397,7,7,576201
0,9141,220,220,8410
1,981807,278,278,979324
0,14712,221,221,11650
0,2360044,13,13,2358530
1,11256,254,254,8914
0,7825,94,94,5795
1,9869,55,55,8244
1,128705,208,208,127131
1,83774,189,189,82602
0,1981,297,297,2
0,483389,319,319,481422
1,85945,309,309,83153
0,21702,61,61,18811
1,22871,4,4,21810
1,5339,53,53,2904
0,748745,35,35,745776
1,3210,23,23,616
0,258722,218,218,256827
1,10587,183,183,8119
1,145152,314,314,142906
0,572075,300,300,569139
1,58311,298,298,56848
0,905988,100,100,903148
0,710712,201,201,708220
1,45706,261,261,43370
0,588116,3,3,586977
1,4613,119,119,1626
1,3158,6,6,342
0,690966,180,180,687994
0,15683,257,257,12888
0,378832,38,38,376718
1,39618,86,86,36688
0,563158,320,320,560651
0,467624,172,172,464685
0,2020967,178,178,2018517
0,4567,57,57,1604
0,24449,114,114,21516
1,54516,97,97,53479
1,197559,195,195,195199
1,955,156,156,2
0,1130391,199,199,1127446
1,61849,48,48,60071
0,1824669,166,166,1821786
1,21022,64,64,18272
0,517997,133,133,514713
0,2028531,267,267,2025571
1,4543,139,139,1706
0,16034,127,127,13233
0,1337382,270,270,1335682
1,1973,1,1,3
1,9934,90,90,6965
1,16389,182,182,14728
0,648458,161,161,645735
1,31215,301,301,30121
0,1175229,147,147,1172704
1,2772,317,317,301
0,265804,203,203,263906
0,496864,170,170,494066
1,1709527,109,109,1707056
0,905310,39,39,902803
1,5025,158,158,2677
0,474181,194,194,471830
1,20670,140,140,18052
0,1434052,155,155,1432280
0,2327020,264,264,2324351
1,30617,150,150,28410
0,791878,122,122,790079
1,10460,79,79,8049
0,764760,204,204,762982
1,6217,318,318,3602
0,411543,245,245,408877
0,706189,15,15,704129
0,496021,27,27,493463
1,56619,315,315,53854
1,4421,32,32,3684
1,117865,211,211,115973
1,19013,46,46,16263
1,174847,196,196,172793
1,8963,176,176,6399
0,6840,285,285,3826
1,34372,2,2,33320
1,110366,250,250,107442
0,7278,99,99,4399
1,67475,296,296,65139
0,1140600,198,198,1138639
0,1174681,78,78,1172813
1,1443,20,20,1
1,7112,283,283,4374
1,1113039,295,295,1110685
1,7245,290,290,4687
1,12451,175,175,9695
0,2274,52,52,1
1,2194888,108,108,2192474
1,16715,188,188,14439
0,750304,209,209,747923
0,214887,306,306,212992
1,44770,26,26,42977
1,56555,323,323,54387
1,18751,111,111,16475
0,2149200,266,266,2146741
1,3783,88,88,1453
0,596370,277,277,593812
1,19819,124,124,16985
0,392186,224,224,389424
1,36463,118,118,33455
0,447897,286,286,446350
0,598524,96,96,596251
1,342240,154,154,339421
0,107280,50,50,104554
0,2892,69,69,97
0,478312,10,10,477440
0,46833,77,77,44356
0,670094,37,37,667467
0,2028848,179,179,2027736
1,68416,262,262,66416
0,4460,129,129,2295
0,553364,251,251,550602
0,201254,159,159,198909
1,4289,171,171,3018
1,3538,292,292,857
0,12394,304,304,9605
0,396132,246,246,393928
1,14564,62,62,12819
1,39476,269,269,36720
0,13956,215,215,10954
1,68621,193,193,67503
0,645301,276,276,642806
1,5678,130,130,4257
0,458839,17,17,457553
0,825842,310,310,823350
1,38223,31,31,36197
0,968,8,8,3
1,11541,325,325,8509
1,12865,289,289,9965
0,582104,239,239,579438
1,79885,230,230,77750
1,2982,73,73,445
1,22938,89,89,21226
0,1573917,167,167,1571158
0,531490,33,33,528650
0,4734,125,125,2191
0,729858,202,202,727477
0,367390,216,216,364778
0,966472,30,30,963723
0,18183,234,234,15433
0,4073,5,5,1218
1,15577,72,72,12521
0,2071578,165,165,2068987
0,27589,110,110,25172
1,22430,44,44,19944
1,181574,313,313,180063
0,801320,82,82,798915
1,11142,113,113,8839
1,242630,120,120,239769
1,10610,173,173,8169
1,106204,280,280,104012
0,16963,49,49,14936
0,1171911,148,148,1168945
0,585311,228,228,582390
0,1820,9,9,189
0,485801,34,34,483723
1,26744,324,324,24147
0,619021,153,153,617285
1,13820,29,29,12766
0,2325261,42,42,2323705
0,10910,92,92,8910
0,639965,258,258,637563
