ViafId,OfficialWebsite,MuseumDigitalPlaceId,TimeZone,CapitalCity,GettyThesaurusOfGeographicNamesId,CommonsCategory,GeoNamesId,CountryName,ArchInformLocationId,Country,AssociatedPeopleCategory,FlagImage,WhosOnFirstId,BirthCategory,MainCategory,OfficialName,NationalLibraryOfIsraelJ9uId,FreebaseId,LibraryOfCongressAuthorityId,OpenStreetMapRelationId,INaturalistPlaceId,GndId,DeathCategory,MusicBrainzAreaId,CoatOfArmsImage,MapsCategory
138363788.0,309,11615.0,31,114,1000132.0,288,1282988.0,42,3019.0,175,32,176,85632465.0,328,289,277,9.870075503455052e+17,24,170,184633.0,7335.0,106,212,177,256,175
311728922.0,196,6387.0,26,252,,436,691649.0,67,9230.0,269,293,258,85688835.0,253,427,247,,126,0,72525.0,12394.0,305,310,252,120,253
157107608.0,0,76683.0,21,145,,240,,57,,313,176,350,,328,237,91,9.870075572231052e+17,383,225,388199.0,105737.0,344,368,219,322,302
130173208.0,283,74210.0,21,184,,182,5122432.0,69,1949.0,261,142,350,85978779.0,110,184,91,9.870075642297052e+17,192,149,174979.0,,217,137,140,322,302
1.501447827085635e+20,27,,26,100,,174,707706.0,67,,282,138,121,,328,176,91,9.870075903435052e+17,495,434,,47306.0,348,130,219,44,302
148842731.0,0,236.0,25,276,1000062.0,25,2782113.0,6,3025.0,175,6,41,85632785.0,13,26,161,9.870075596513052e+17,427,116,16239.0,8057.0,116,23,277,140,17
244542798.0,441,36105.0,10,184,7013284.0,442,6167865.0,14,1215.0,189,299,264,101735835.0,256,433,29,9.870075477978052e+17,426,162,324211.0,27608.0,145,314,150,213,256
302702699.0,258,,21,270,,298,7532080.0,51,,83,390,354,1125370439.0,328,144,91,,178,0,2668411.0,,348,368,219,331,302
133695281.0,42,7142.0,18,132,,274,524925.0,54,6683.0,217,207,167,,164,273,212,9.870075667329052e+17,83,243,51490.0,11818.0,104,201,286,184,168
312739635.0,286,3735.0,10,184,7013962.0,485,4140963.0,69,2020.0,68,325,286,85931779.0,281,477,151,9.870075548080051e+17,484,95,5396194.0,7643.0,154,6,238,379,282
146572408.0,358,6464.0,25,76,7003023.0,69,2781194.0,6,2713.0,15,76,68,85681651.0,45,66,91,9.870075525180051e+17,476,185,76909.0,10463.0,45,58,188,27,47
154760598.0,39,9021.0,27,184,7014820.0,267,625143.0,9,83.0,25,203,164,85669313.0,159,266,213,9.870075526183052e+17,387,179,59195.0,,101,196,103,180,163
154758959.0,345,2180.0,25,239,7003692.0,28,2953481.0,27,2695.0,79,49,43,85682567.0,15,28,9,9.870075502952051e+17,438,167,62611.0,12870.0,33,25,109,282,19
259887223.0,365,24252.0,35,184,,416,1851510.0,32,16712.0,260,280,244,890524351.0,238,407,91,9.870075574834052e+17,78,0,1543055.0,34921.0,348,368,241,257,240
124792169.0,393,,21,102,,160,2646944.0,68,42388.0,226,131,350,85683747.0,99,163,158,,1,0,1433249.0,49296.0,348,122,233,131,302
140863711.0,0,86518.0,21,97,,168,3074966.0,19,,92,390,350,,101,171,91,9.870075309749052e+17,285,384,441917.0,29385.0,348,368,288,322,98
151257350.0,113,91006.0,6,56,7013649.0,102,4888671.0,69,2369.0,94,93,87,102084317.0,64,96,34,9.870075620893052e+17,475,137,122576.0,1859.0,5,78,290,371,62
125481980.0,453,23479.0,28,184,7012650.0,497,616051.0,4,7358.0,9,335,295,85668115.0,289,489,270,9.870075550751052e+17,334,194,364087.0,10430.0,207,348,310,229,287
138447642.0,237,,25,184,,383,759842.0,51,,80,390,350,101827353.0,328,371,91,9.870075648816051e+17,410,344,6967211.0,,348,368,219,329,302
237710820.0,421,4017.0,26,212,7006541.0,231,458258.0,37,3008.0,175,28,148,85633279.0,136,227,67,9.870075643129052e+17,216,237,72594.0,8050.0,162,166,138,172,134
145597282.0,68,,26,264,,447,691252.0,67,,282,303,393,,328,438,91,9.870075357492051e+17,493,413,,47324.0,348,317,219,122,302
132819562.0,452,56081.0,21,184,,176,2775259.0,6,3681.0,279,390,350,85898685.0,328,178,56,9.870075332956051e+17,231,439,5264583.0,,262,368,101,412,302
150028026.0,297,2469.0,9,184,7010171.0,223,703448.0,67,1770.0,269,168,146,101752489.0,132,222,196,9.870074048844051e+17,146,251,421866.0,12384.0,88,163,117,35,131
7.475148997656461e+21,160,,21,63,,226,2618424.0,20,49618.0,45,390,350,1159297727.0,65,97,91,,148,0,2192363.0,98689.0,348,368,267,156,302
155871049.0,329,7301.0,33,89,1000145.0,473,1562822.0,71,5612.0,175,389,278,85632763.0,273,465,36,9.870075596614052e+17,44,110,49915.0,6847.0,152,334,2,261,275
143071783.0,242,40822.0,27,184,,397,496638.0,54,47722.0,175,266,236,102002919.0,328,385,239,9.870075667206052e+17,153,246,2458972.0,42555.0,224,280,261,111,302
147986928.0,0,,21,297,,506,687242.0,67,,50,390,387,,328,498,91,,434,41,,46793.0,348,355,219,419,302
154323889.0,337,589.0,25,34,7011731.0,422,2658434.0,63,3038.0,175,384,248,85633051.0,241,413,33,9.870075643569052e+17,284,140,51701.0,7236.0,130,297,33,209,243
251380480.0,284,198.0,25,184,7000874.0,374,3169070.0,31,934.0,152,258,220,101752607.0,220,363,120,9.870075548093052e+17,278,93,41485.0,9087.0,127,266,292,362,0
240428305.0,51,76194.0,26,257,,443,,40,,175,386,265,1159339529.0,328,434,226,,86,0,65335.0,11161.0,248,315,219,214,257
160255975.0,388,2045.0,25,184,7003097.0,149,2778058.0,6,1365.0,245,122,350,101748063.0,93,150,48,9.870075643511052e+17,376,147,34719.0,14938.0,69,112,305,0,89
156113787.0,72,,21,271,,467,690506.0,67,,107,390,277,,328,459,91,9.870075357865052e+17,502,412,,46977.0,348,331,219,393,302
130422245.0,84,,26,8,,14,713388.0,59,,286,390,378,,328,14,168,,436,38,,47375.0,348,16,219,48,302
157704836.0,334,5776.0,42,184,,487,4562144.0,69,6331.0,55,327,288,101718581.0,328,479,13,9.870075573901052e+17,511,74,187665.0,,236,368,40,322,302
261909586.0,78,,37,52,1001989.0,24,2177478.0,5,2692.0,13,344,303,85681493.0,297,25,7,9.870075620655052e+17,496,235,2354197.0,12986.0,265,8,316,129,302
167021112.0,402,12980.0,21,143,,239,11609040.0,68,6086.0,303,175,343,,141,236,91,9.870075503181052e+17,390,175,1916530.0,30369.0,163,172,43,322,141
154758959.0,345,2180.0,25,239,7003692.0,28,2953481.0,27,2695.0,79,49,43,85682567.0,15,28,9,9.870075502952051e+17,438,167,62611.0,12870.0,33,25,109,282,19
316547003.0,246,83642.0,26,242,,420,692126.0,67,,304,390,376,,328,411,91,,304,0,,47295.0,348,368,219,383,242
158263965.0,317,22155.0,41,222,7004643.0,358,4566966.0,69,3761.0,175,378,212,85633729.0,214,351,110,9.870075643547052e+17,260,144,4422604.0,6848.0,174,258,86,222,211
146785329.0,415,75076.0,10,4,7007568.0,292,5128638.0,69,2862.0,272,220,180,85688543.0,176,293,91,9.870075597774052e+17,242,230,61320.0,48.0,109,3,154,186,301
148388212.0,37,35418.0,10,184,7022657.0,259,5125771.0,69,3603.0,170,195,304,421205771.0,154,257,79,9.870075573247052e+17,369,224,8398124.0,53762.0,209,189,56,369,157
143678804.0,260,55424.0,9,92,7594395.0,462,830709.0,23,16162.0,240,313,274,85683067.0,268,453,145,,161,0,37355.0,30121.0,278,327,196,391,269
159473236.0,152,14053.0,21,113,,53,2721357.0,62,17000.0,248,390,350,85688383.0,30,51,91,9.870075644218052e+17,454,308,54413.0,11997.0,348,368,253,20,302
143075287.0,251,6436.0,25,27,7004723.0,79,2658370.0,63,2927.0,249,297,76,85682269.0,307,431,139,9.870075620407052e+17,456,262,1687730.0,12672.0,181,313,289,407,302
140737127.0,0,77129.0,26,184,,433,691693.0,67,,255,373,257,101861907.0,250,424,91,9.870075574666052e+17,367,292,,,348,368,219,119,302
145425368.0,455,7262.0,26,294,7011670.0,502,687699.0,67,42675.0,217,340,298,85688851.0,293,494,192,9.870075645756051e+17,128,268,71980.0,12398.0,297,351,46,219,292
143071643.0,15,,27,184,,427,484646.0,54,45405.0,252,287,252,102004675.0,246,418,91,9.870075667305052e+17,136,244,,43345.0,247,303,213,118,302
136054391.0,226,,26,184,,85,710791.0,67,50450.0,51,86,25,101752869.0,55,79,261,9.870075551680051e+17,219,282,,46773.0,291,67,149,29,302
5.723148574317824e+21,130,,21,290,,496,467976.0,54,,132,390,105,,328,488,91,,423,0,,42430.0,348,368,219,67,302
155983195.0,8,,21,35,,48,863485.0,46,,177,390,56,85674479.0,328,47,91,9.870075552249052e+17,140,333,2583831.0,97004.0,302,368,100,146,30
268236629.0,14,1935.0,26,184,7003382.0,254,702550.0,67,3992.0,145,189,159,101752483.0,151,251,206,9.870075548303052e+17,377,215,2032280.0,47127.0,92,184,78,177,153
236992612.0,240,,21,184,,393,,19,,211,390,233,,328,381,129,,174,0,436678.0,,296,368,219,380,302
313499687.0,67,,26,258,,441,691420.0,67,,282,298,263,,328,432,249,,489,432,,47323.0,348,368,219,121,302
134241609.0,438,23167.0,26,184,7001369.0,431,293397.0,30,863.0,254,290,255,1125955239.0,249,422,137,9.870075642398052e+17,324,153,1382494.0,,142,307,246,259,250
1.462149198247575e+21,17,64746.0,26,184,,121,709930.0,67,4940.0,69,105,23,101752861.0,76,116,184,9.870088803565052e+17,194,64,,46857.0,19,90,300,160,74
153546881.0,413,5263.0,42,184,7005821.0,237,3936456.0,50,1393.0,131,174,151,421186805.0,140,234,72,9.870075643563052e+17,459,142,12933390.0,,93,171,203,173,140
143470360.0,13,,26,58,,94,710667.0,67,,204,390,84,,328,87,91,,168,425,,47195.0,348,74,219,62,302
164770757.0,435,3816.0,26,184,7009977.0,406,727011.0,13,4486.0,235,273,1,101748887.0,232,394,240,9.870075550895052e+17,404,189,4283101.0,,177,288,7,7,235
152376980.0,266,6814.0,25,292,7006663.0,103,3202326.0,17,2297.0,175,16,88,85633229.0,66,98,113,9.870075550427052e+17,63,256,214885.0,8196.0,160,79,165,157,63
2.100150518476204e+21,0,,21,255,,440,3834360.0,3,,48,390,350,,328,506,91,9.870075334694052e+17,100,440,,14224.0,348,368,219,322,302
123190278.0,392,10482.0,25,184,,158,7286068.0,63,4030.0,90,129,18,101876001.0,97,161,52,9.870075669347052e+17,72,320,1683894.0,,73,120,256,290,302
133320235.0,0,,21,196,,394,,24,,310,390,350,,95,382,130,,238,0,11205889.0,,227,118,219,322,226
146785329.0,415,75076.0,10,4,7007568.0,292,5128638.0,69,2862.0,272,220,180,85688543.0,176,293,91,9.870075597774052e+17,242,230,61320.0,48.0,109,3,154,186,301
234598004.0,428,,2,253,7593115.0,384,3513314.0,43,,166,390,224,,328,373,126,9.870075486414052e+17,66,450,3690682.0,96796.0,176,368,219,368,220
157319609.0,104,77159.0,26,44,,64,,67,,257,72,350,,40,61,91,,311,26,,47271.0,348,53,219,277,42
134912817.0,313,75570.0,26,70,,122,709929.0,67,8006.0,269,106,97,85688797.0,77,117,185,9.870075552007052e+17,123,335,101746.0,12377.0,0,92,83,302,75
134262032.0,0,2996.0,21,169,6006211.0,411,8354411.0,59,12197.0,175,382,317,,303,400,241,9.870075597773052e+17,263,231,,,178,361,70,226,302
126820813.0,46,,26,189,,311,713748.0,67,,247,390,192,,328,310,91,9.870075354291052e+17,501,400,,47258.0,348,228,219,99,302
251380480.0,284,198.0,25,184,7000874.0,374,3169070.0,31,934.0,152,258,220,101752607.0,220,363,120,9.870075548093052e+17,278,93,41485.0,9087.0,127,266,292,362,0
1.1814844990511568e+20,12,,26,54,,89,9640641.0,67,,282,90,80,,328,83,91,,492,60,,,348,368,219,61,302
317130505.0,301,,26,154,,256,703008.0,67,,282,192,160,,328,253,91,9.870103046743052e+17,487,63,,47313.0,348,186,219,308,302
126874218.0,80,,27,184,,309,516436.0,54,,183,228,190,102003535.0,186,308,91,9.870074637700051e+17,255,0,3396088.0,41975.0,242,226,124,97,302
316878015.0,95,6639.0,21,184,1005101.0,268,2870912.0,27,43214.0,29,390,323,420784293.0,328,267,91,,89,405,16347.0,,250,368,14,220,302
123200591.0,264,,21,184,2072890.0,470,5142296.0,69,40286.0,40,316,350,1125768871.0,328,462,91,9.870075575179052e+17,508,336,4611397.0,,348,368,219,322,302
125937092.0,272,,26,298,,508,687290.0,67,,204,390,388,,328,500,91,9.870075382811052e+17,500,444,,47223.0,348,357,219,420,302
123237520.0,0,,29,110,,298,7729752.0,0,,102,390,350,421171977.0,328,506,91,,413,354,,13572.0,348,368,219,322,302
8.191487536786413e+20,0,18601.0,21,221,,381,,55,,175,357,223,,302,369,231,9.870075572412051e+17,370,199,,,13,360,219,304,302
2.914609520760037e+19,420,1078.0,25,184,7006464.0,350,3067696.0,19,1752.0,62,250,210,85682437.0,211,342,106,9.870075618030052e+17,264,130,439840.0,12806.0,173,253,18,200,209
313288233.0,18,,26,72,,126,,67,,144,364,100,,81,121,91,,512,53,,47123.0,348,96,219,246,302
124533775.0,141,,21,85,,151,586482.0,8,,17,390,350,85668357.0,328,149,91,9.870074847474052e+17,237,12,3764553.0,97511.0,348,368,19,322,302
315159455.0,186,,26,171,,276,700644.0,67,,304,209,170,,165,275,91,,143,436,,47292.0,348,203,219,312,170
155902231.0,170,,33,155,7594827.0,229,1562412.0,71,,280,390,350,85680867.0,328,254,91,9.870074757350052e+17,93,1,,97354.0,326,368,219,322,302
145400098.0,209,4075.0,26,184,1000394.0,65,683506.0,53,1442.0,216,73,350,1125857071.0,41,62,16,9.870075548069052e+17,342,96,377733.0,11745.0,43,54,148,148,43
302145294.0,270,6730.0,21,82,7024115.0,341,3337496.0,51,8487.0,203,249,365,85687267.0,210,341,91,9.870075505421052e+17,469,290,130975.0,11621.0,321,252,266,347,208
7.314464764173114e+19,220,36348.0,25,80,7003135.0,353,3176513.0,31,2420.0,128,349,311,85685473.0,328,345,91,9.870075644412051e+17,232,299,41223.0,33136.0,304,368,207,357,302
139755500.0,61,,26,228,,399,694349.0,67,,282,268,373,,328,387,91,9.870074824319052e+17,485,14,,47321.0,348,282,219,46,302
123749010.0,447,13020.0,25,231,,80,2658205.0,63,3939.0,249,315,77,85682281.0,328,458,91,9.870075550594052e+17,42,219,1686699.0,12675.0,153,364,297,409,302
140921690.0,0,,21,184,,466,3901896.0,11,,26,390,13,,328,457,91,9.870074943837052e+17,357,16,,27142.0,348,368,219,322,302
130803976.0,310,5374.0,25,0,1000182.0,295,2328926.0,44,3021.0,175,33,182,85632735.0,178,296,43,9.870072660662052e+17,248,133,192787.0,7141.0,110,217,47,188,179
126743644.0,163,77905.0,26,133,,207,705811.0,67,42653.0,269,159,137,85688881.0,125,208,91,9.870075600264051e+17,125,348,101859.0,12385.0,286,153,92,78,121
312810391.0,321,39282.0,5,184,,425,3044681.0,28,16326.0,251,286,250,101833343.0,244,416,136,9.870075551123052e+17,198,324,,,140,301,219,285,246
170148372.0,0,,26,81,2346659.0,140,281132.0,61,5063.0,243,348,196,,328,135,91,,160,0,1473938.0,11729.0,66,368,193,322,302
130215864.0,188,27459.0,42,142,,238,3936451.0,50,,130,390,151,,328,235,109,9.870075552505052e+17,256,315,1944670.0,97128.0,348,368,37,173,302
152376980.0,266,6814.0,25,292,7006663.0,103,3202326.0,17,2297.0,175,16,88,85633229.0,66,98,113,9.870075550427052e+17,63,256,214885.0,8196.0,160,79,165,157,63
153542768.0,440,6638.0,25,101,7003029.0,450,2763586.0,6,2932.0,15,306,262,85681661.0,260,441,140,9.870075550831052e+17,7,191,52343.0,10469.0,348,320,200,2,259
158415129.0,81,,25,2,,278,3204853.0,58,11187.0,82,390,350,85677465.0,328,277,1,9.870075677329052e+17,461,381,1675824.0,105790.0,348,368,287,221,302
132736572.0,0,,21,184,,361,1905061.0,71,,171,390,350,,328,506,91,9.870074943588051e+17,184,24,,107781.0,348,368,219,322,302
241492071.0,320,80.0,25,184,7004333.0,277,6559171.0,27,258.0,273,210,171,101748479.0,166,276,84,9.870075548250052e+17,117,136,62428.0,108211.0,233,204,179,240,171
135958350.0,121,6670.0,25,63,1000066.0,114,2623032.0,34,2978.0,112,19,94,85633121.0,72,110,60,9.870075548070052e+17,452,102,50046.0,8051.0,52,86,104,315,70
143094456.0,0,87673.0,21,210,,360,3068289.0,19,,237,390,350,,215,354,91,9.870075669503052e+17,355,309,441220.0,98283.0,348,368,58,322,212
148842731.0,0,236.0,25,276,1000062.0,25,2782113.0,6,3025.0,175,6,41,85632785.0,13,26,161,9.870075596513052e+17,427,116,16239.0,8057.0,116,23,277,140,17
158263965.0,317,22155.0,41,222,7004643.0,358,4566966.0,69,3761.0,175,378,212,85633729.0,214,351,110,9.870075643547052e+17,260,144,4422604.0,6848.0,174,258,86,222,211
1.3311454246627867e+21,357,11825.0,40,184,7593303.0,67,3435910.0,3,33.0,8,75,11,421174285.0,43,64,32,9.870075477993052e+17,55,160,1224652.0,10434.0,42,56,66,271,45
123708243.0,391,1596.0,26,184,7009880.0,157,658225.0,23,536.0,275,128,115,101748417.0,96,160,51,9.870072624164051e+17,183,226,34914.0,118805.0,23,119,88,287,93
159647479.0,168,,26,104,,183,707485.0,67,,123,390,337,,328,185,91,9.870074717682052e+17,416,18,,47038.0,348,138,219,71,302
157235660.0,90,,21,15,,30,733461.0,13,,34,390,350,,328,30,91,9.870075651210052e+17,270,369,1978202.0,19829.0,348,368,219,8,302
134860828.0,206,46835.0,27,184,,325,511565.0,54,7960.0,196,239,199,1175613505.0,197,323,91,9.870075595070052e+17,129,0,2552696.0,42855.0,273,237,189,101,302
123087449.0,0,7242.0,26,120,,202,706370.0,67,8984.0,269,156,134,85688831.0,123,202,259,9.870075598815052e+17,124,295,90742.0,12382.0,307,151,175,77,118
2.914609520760037e+19,420,1078.0,25,184,7006464.0,350,3067696.0,19,1752.0,62,250,210,85682437.0,211,342,106,9.870075618030052e+17,264,130,439840.0,12806.0,173,253,18,200,209
134334037.0,325,939.0,26,135,7006660.0,455,690791.0,67,3055.0,175,387,271,85633805.0,264,446,252,9.870075481625052e+17,326,250,60199.0,8860.0,148,324,190,303,264
141810140.0,0,908.0,5,281,7006366.0,337,798544.0,51,3031.0,175,371,207,85633723.0,207,337,123,9.870075550897052e+17,258,188,49715.0,7800.0,123,248,293,288,204
132819562.0,452,56081.0,21,184,,176,2775259.0,6,3681.0,279,390,350,85898685.0,328,178,56,9.870075332956051e+17,231,439,5264583.0,,262,368,101,412,302
126674179.0,285,55449.0,8,184,,110,460413.0,37,,127,98,92,85685795.0,71,107,183,9.870075548278052e+17,34,245,1788369.0,,284,84,264,159,69
4.718148632942031e+21,91,,26,17,,32,712803.0,67,,282,52,45,,17,33,91,,490,61,,47302.0,348,368,219,424,302
141916992.0,3,,48,266,1003413.0,451,1488747.0,54,46466.0,217,307,269,85687831.0,261,442,91,9.870075528385052e+17,113,301,140291.0,11836.0,271,321,126,123,260
3.014542447718683e+19,0,,21,139,,230,3848352.0,3,,149,390,350,,328,506,91,,99,0,2202833.0,14404.0,348,368,219,322,302
155951527.0,79,80634.0,26,203,7011666.0,340,696634.0,67,9322.0,269,248,208,85688859.0,209,340,91,9.870075550209052e+17,247,281,91294.0,12390.0,330,251,212,103,207
124449354.0,88,,33,50,,27,1905412.0,71,,280,80,350,85680659.0,328,71,91,9.870075625040051e+17,187,365,,97334.0,347,368,270,322,302
150028026.0,297,2469.0,9,184,7010171.0,223,703448.0,67,1770.0,269,168,146,101752489.0,132,222,196,9.870074048844051e+17,146,251,421866.0,12384.0,88,163,117,35,131
244993536.0,456,5549.0,25,254,7003632.0,409,2743698.0,43,2925.0,166,276,301,85687041.0,235,397,91,9.870075549462052e+17,315,128,47772.0,11475.0,180,290,73,423,238
122714179.0,346,7726.0,27,165,7006657.0,36,630336.0,9,2970.0,175,390,47,85632395.0,20,36,233,9.870075676269052e+17,21,375,59065.0,7578.0,186,29,135,143,23
3.1496600952068326e+18,195,,26,188,,307,699266.0,67,,53,390,351,,328,306,91,,97,67,,46826.0,348,368,219,323,302
158415129.0,81,,25,2,,278,3204853.0,58,11187.0,82,390,350,85677465.0,328,277,1,9.870075677329052e+17,461,381,1675824.0,105790.0,348,368,287,221,302
243218631.0,267,77029.0,26,152,1003422.0,480,689064.0,67,7430.0,269,322,283,85688815.0,277,472,176,,45,0,71064.0,12397.0,342,338,68,125,279
126874406.0,30,,26,121,,203,706162.0,67,,304,158,136,,124,204,91,9.870074677015052e+17,305,20,,47289.0,348,152,219,298,119
150063927.0,116,,21,60,1002313.0,105,5151606.0,69,12192.0,186,95,89,102084837.0,68,101,35,9.870075548200051e+17,471,73,350381.0,1438.0,348,81,219,322,65
158496880.0,1,,21,122,,1,587245.0,8,,18,36,350,85668251.0,328,3,0,,186,29,3764533.0,97498.0,348,368,219,322,302
294553817.0,0,,21,70,,306,,55,,218,226,350,,328,305,218,,364,0,,,348,368,219,193,184
131753531.0,45,,26,186,,303,699293.0,67,,204,390,187,,328,303,91,,497,424,,47214.0,348,224,219,95,302
124783956.0,142,,21,184,,298,7532180.0,51,,305,390,350,1125372485.0,328,141,91,9.870075381861052e+17,177,447,3111915.0,,348,368,219,334,302
159473236.0,152,14053.0,21,113,,53,2721357.0,62,17000.0,248,390,350,85688383.0,30,51,91,9.870075644218052e+17,454,308,54413.0,11997.0,348,368,253,20,302
123161759.0,52,90893.0,26,184,,216,704143.0,67,,119,163,143,101864017.0,128,215,199,9.870075525943052e+17,275,252,3167104.0,,348,158,166,82,302
238027349.0,448,48085.0,25,184,,482,723119.0,57,2798.0,205,390,350,101860171.0,328,474,149,,372,0,2275146.0,,346,368,219,126,302
150023893.0,417,6501.0,10,91,7007710.0,324,6254927.0,69,2888.0,272,238,198,85688481.0,196,322,91,9.870075549545052e+17,262,106,162109.0,42.0,120,236,153,196,197
312732044.0,338,5602.0,19,74,7005694.0,7,5883102.0,14,2683.0,43,40,31,85682091.0,4,8,2,9.870075595304051e+17,443,112,391186.0,6834.0,29,0,31,135,6
133320235.0,0,,21,196,,394,,24,,310,390,350,,95,382,130,,238,0,11205889.0,,227,118,219,322,226
143609721.0,107,77132.0,26,184,,95,710400.0,67,,257,92,85,101876649.0,62,88,266,9.870075381293052e+17,299,445,,,348,75,219,33,302
310711770.0,120,,28,68,,113,611448.0,25,,103,100,22,,328,109,278,,266,52,,30531.0,348,368,219,243,302
153634344.0,0,,21,263,,445,3057139.0,57,,262,301,350,,328,436,91,9.870075527050052e+17,381,310,388247.0,105779.0,22,368,219,322,302
145416817.0,77,35698.0,42,214,1001822.0,2,3665474.0,12,,39,37,4,85681873.0,0,4,91,9.870075573420051e+17,49,223,326266.0,9316.0,27,10,195,23,2
123070772.0,355,25442.0,37,184,7001911.0,61,2174003.0,5,48.0,212,69,65,101934019.0,37,59,91,9.870075526267052e+17,38,178,,67584.0,239,50,157,38,39
168162062.0,0,,21,184,,82,3921630.0,11,,59,390,350,421190243.0,328,506,91,,339,426,,27128.0,348,368,219,322,302
312793147.0,318,423.0,8,184,7006484.0,370,456172.0,37,1225.0,127,256,217,85686065.0,217,359,125,9.870075526348051e+17,279,91,1554509.0,,126,263,217,281,217
131894583.0,350,,21,184,,35,295432.0,30,,101,55,350,421202185.0,328,35,272,9.870075651856051e+17,75,367,1379449.0,,348,368,219,142,302
244269170.0,10,86274.0,18,86,7018212.0,84,569665.0,54,4780.0,217,85,306,85688015.0,54,78,265,9.870075378487052e+17,70,401,109877.0,11794.0,287,66,248,151,55
130187352.0,145,6803.0,25,168,7002951.0,173,3013500.0,24,108.0,184,137,24,85683419.0,105,175,55,9.870075597800051e+17,457,227,7429.0,30185.0,204,129,170,12,102
136246909.0,71,76769.0,26,269,,465,690549.0,67,,304,390,380,,328,456,91,9.870074657668051e+17,144,19,,47298.0,348,330,219,392,271
159459348.0,16,80635.0,26,130,,123,709716.0,67,7334.0,269,107,98,85688779.0,78,118,186,9.870075550210052e+17,120,280,71973.0,12378.0,303,93,282,64,76
315126489.0,261,55423.0,26,265,,135,830708.0,23,16166.0,239,278,382,85683073.0,85,399,146,9.870075342876051e+17,135,451,38092.0,49282.0,11,103,328,394,302
240580114.0,4,,1,12,,17,828259.0,4,44818.0,9,47,350,85668083.0,328,18,91,,109,51,3917110.0,10427.0,345,19,125,322,12
3.0931517170568135e+21,214,,21,207,,347,7530898.0,51,,246,390,350,102079589.0,328,350,91,,202,70,2004573.0,18187.0,16,368,219,339,302
132516015.0,154,7279.0,13,184,7007685.0,193,3096472.0,51,8478.0,231,150,340,101752127.0,116,195,59,9.870075572541052e+17,361,196,1513057.0,18149.0,6,144,265,296,113
136655023.0,0,,21,184,,111,8349172.0,5,,14,390,350,101938751.0,328,506,91,,200,0,6830638.0,18493.0,348,368,219,322,302
124449354.0,88,,33,50,,27,1905412.0,71,,280,80,350,85680659.0,328,71,91,9.870075625040051e+17,187,365,,97334.0,347,368,270,322,302
