Gene_Classification,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,862102,243,243,3,1,861431,0
0,1875155,220,220,4,48,1874526,0
0,617680,235,235,4,15,617066,1
0,59685,49,49,4,76,58891,0
0,1611491,330,330,4,122,1610868,0
0,31626,357,357,4,22,31012,0
0,67780,415,415,4,31,67067,0
0,425359,250,250,4,23,424565,0
0,288480,176,176,4,99,287506,0
0,1187163,346,346,4,168,1186465,0
0,1200244,312,312,4,58,1199621,0
0,18926,390,390,4,151,18276,0
0,2115566,25,25,4,96,2114982,1
0,1109679,316,316,4,96,1109041,1
0,1559,51,51,4,42,987,1
0,413954,418,418,4,17,413337,0
0,128464,416,416,2,7,128075,0
0,1139142,315,315,4,58,1138561,1
0,462219,364,364,4,115,461563,1
0,1348,169,169,4,42,512,1
0,1344856,200,200,4,123,1344239,0
0,190891,66,66,4,98,190256,1
0,3660,197,197,4,42,3085,1
0,1001979,95,95,4,165,1001410,0
1,1671935,119,119,3,120,1671336,0
0,3008,164,164,4,143,2760,1
0,17644,348,348,4,155,17072,0
0,393310,283,283,4,10,392783,0
0,1025055,193,193,4,75,1024453,0
0,1654543,30,30,4,150,1654004,1
0,11006,13,13,4,139,10434,1
0,1840810,110,110,4,58,1840178,0
0,1182146,313,313,4,58,1181541,1
0,377041,363,363,4,25,376496,1
0,389569,251,251,4,109,388676,0
0,1235855,189,189,2,96,1235211,1
0,1806636,337,337,4,146,1806064,0
0,7249,53,53,4,42,6641,0
0,452612,284,284,4,96,451995,0
0,410649,143,143,2,31,410251,0
0,1121,2,2,4,162,531,0
0,725245,152,152,4,116,724664,1
0,7534,343,343,2,148,7151,0
0,14571,377,377,4,101,14272,0
0,237931,288,288,4,23,237338,0
0,622513,26,26,4,96,621803,0
0,253619,172,172,4,31,252897,0
0,253089,179,179,4,21,252442,0
0,305429,372,372,4,9,304515,0
1,690105,149,149,3,56,689434,0
0,22995,305,305,2,57,22609,1
0,47042,80,80,4,31,46335,1
0,6670,229,229,4,42,6140,1
0,467996,365,365,4,163,467418,0
0,1079,127,127,2,76,750,0
0,1784731,333,333,4,146,1784156,1
0,1392058,308,308,4,165,1391459,0
0,170789,68,68,4,31,170208,1
1,44727,395,395,3,66,44119,1
1,978860,277,277,1,117,978390,0
0,7294,263,263,4,42,6638,0
0,9111,131,131,2,76,8734,0
0,633393,82,82,4,60,632488,1
0,2852,16,16,4,36,2211,0
0,1610144,115,115,4,75,1609563,0
0,219644,71,71,4,54,218985,1
0,873,5,5,4,32,262,1
0,462632,140,140,4,97,462006,0
0,1707,378,378,4,87,1054,0
0,555039,78,78,4,78,554104,0
0,897457,274,274,4,61,896894,0
0,522983,294,294,4,6,522417,1
0,930600,244,244,4,168,929947,1
0,445439,134,134,4,109,444747,0
0,8892,376,376,4,4,8245,0
0,407298,184,184,4,85,406639,0
0,95645,64,64,4,111,95094,1
0,296809,421,421,4,97,296102,1
0,438791,32,32,4,143,438168,1
0,296422,246,246,4,133,295724,0
0,311595,412,412,2,98,311224,1
0,22912,58,58,2,130,22523,0
0,20624,74,74,4,67,19953,1
0,276224,137,137,4,81,275592,0
0,603114,239,239,4,15,602248,1
0,610905,157,157,4,135,610333,0
1,893116,241,241,3,11,892445,1
0,9993,33,33,4,127,9376,1
0,1448091,89,89,4,17,1447573,1
0,12594,199,199,4,94,11959,1
0,367683,155,155,4,26,367096,0
0,28027,44,44,4,126,27344,0
0,406686,139,139,4,97,406078,0
0,32545,264,264,4,126,31979,0
1,11424,40,40,3,107,10828,0
0,474095,354,354,4,113,473496,0
1,891600,273,273,1,41,891058,1
0,1570983,121,121,4,96,1570405,1
0,487260,203,203,4,124,486679,1
1,28680,129,129,3,164,27985,0
0,478938,102,102,4,3,478315,0
0,1109266,398,398,4,138,1108595,0
0,21792,345,345,4,40,21193,0
0,649380,238,238,4,6,648745,1
0,538452,147,147,4,117,537880,1
0,21840,232,232,4,130,21079,0
0,567898,124,124,2,62,567485,0
0,53116,397,397,5,37,52718,0
0,302673,247,247,4,46,302005,0
0,633183,236,236,2,95,632827,1
0,1591262,331,331,4,70,1590720,0
0,559332,145,145,2,80,558976,0
0,627298,100,100,4,83,626603,1
0,555039,429,429,4,97,554545,1
0,269583,420,420,4,135,268954,0
1,1591401,214,214,3,129,1590901,0
0,1060193,191,191,4,58,1059636,1
0,272757,181,181,4,21,271798,0
0,21892,339,339,4,53,21179,0
0,400683,56,56,4,157,400036,1
0,11825,45,45,4,126,11139,0
0,610947,367,367,4,168,610288,1
0,1183104,325,325,4,39,1182499,0
0,1871216,109,109,4,17,1870641,0
0,1100102,407,407,4,101,1099440,1
0,217404,22,22,4,23,216745,0
0,2130876,105,105,4,96,2130250,1
0,5418,233,233,4,76,4696,1
0,266951,175,175,4,98,266226,0
0,643220,201,201,4,65,642618,0
0,238595,173,173,4,31,237978,1
0,174019,65,65,4,47,173294,1
0,33533,391,391,4,147,32910,1
0,66227,302,302,4,120,65685,0
0,1038285,192,192,4,96,1037734,1
0,1299223,187,187,4,96,1298663,0
0,549268,75,75,4,159,548651,0
0,1790185,221,221,4,34,1789544,1
0,110877,156,156,5,161,110344,1
1,44362,301,301,3,121,43754,1
0,375323,426,426,4,128,374682,1
0,1894275,111,111,4,28,1893637,1
0,48963,358,358,4,104,48349,0
0,63431,63,63,4,126,62859,0
0,563485,94,94,2,18,563114,0
1,1947,15,15,3,140,1330,1
0,849658,23,23,4,122,849029,1
0,17246,268,268,4,42,16593,0
0,11667,261,261,4,42,10975,1
0,1192370,314,314,4,160,1191744,1
0,789660,151,151,4,59,789061,1
0,484940,355,355,4,51,484143,0
0,551183,228,228,2,161,550740,0
0,1665163,29,29,4,150,1664528,0
0,15815,361,361,4,50,15231,0
0,423275,205,205,4,5,422700,0
0,50225,396,396,4,101,49587,0
0,23909,362,362,4,141,23259,0
0,1935320,217,217,4,122,1934724,0
0,1439745,90,90,4,58,1439215,1
0,1646736,215,215,4,19,1646206,0
0,5356,350,350,4,134,4736,1
0,281837,180,180,4,99,281250,0
0,422988,183,183,4,63,422386,0
0,431207,427,427,4,144,430704,0
0,565167,382,382,2,80,564760,0
0,4939,7,7,4,1,4241,1
0,488252,253,253,4,131,487683,0
0,2159962,326,326,4,70,2159390,0
0,1722444,338,338,4,21,1721857,1
1,210445,136,136,3,43,209840,1
0,636879,160,160,4,128,636250,1
0,2103139,222,222,4,58,2102468,1
0,211634,419,419,5,8,211245,0
0,34921,269,269,4,126,34262,1
0,1578872,120,120,4,17,1578312,0
0,596495,161,161,4,135,595866,0
0,9539,198,198,4,94,8904,1
0,491431,297,297,4,6,490859,1
0,465000,353,353,4,2,464038,0
0,283286,425,425,4,135,282588,0
0,1863,43,43,4,130,1279,0
1,1337715,212,212,3,30,1337152,0
0,10499,38,38,2,93,10110,1
0,6256,130,130,2,130,5888,0
0,77237,60,60,4,130,76545,0
0,1685667,117,117,0,160,1685527,0
0,566496,298,298,4,132,565864,1
0,1212108,311,311,4,17,1211533,0
0,8071,393,393,4,86,7124,1
0,631273,159,159,4,97,630704,1
0,1357417,310,310,4,146,1356881,1
0,1413348,211,211,4,13,1412725,1
0,897652,242,242,4,163,897068,0
0,102031,0,0,4,103,101630,1
0,460277,285,285,4,58,459570,0
0,542828,292,292,4,6,542232,1
0,2082607,35,35,4,58,2081918,1
0,673589,186,186,4,12,672981,1
0,253563,289,289,4,131,252895,0
0,1069989,195,195,4,58,1069351,0
0,54130,400,400,4,52,53294,1
1,225709,69,69,3,33,225092,1
0,2039757,328,328,4,169,2039173,1
0,55031,267,267,4,130,54300,0
0,42738,392,392,4,86,42403,1
0,698962,97,97,4,96,698387,1
0,1037760,369,369,4,168,1037092,1
0,510533,431,431,4,44,509916,0
0,1653046,113,113,4,58,1652444,1
0,602022,162,162,4,144,601444,0
0,9693,360,360,4,141,9067,0
0,325661,371,371,4,133,325122,0
0,57983,62,62,4,130,57381,1
0,482096,255,255,4,109,481446,0
0,152203,402,402,4,91,151562,0
0,7816,170,170,4,126,6941,1
0,459742,252,252,4,26,459083,0
0,8984,257,257,4,76,8412,1
0,285006,248,248,4,133,284026,0
0,786,373,373,4,35,88,0
0,521226,209,209,4,112,520573,0
0,1896,256,256,4,76,1198,1
0,433446,206,206,4,5,432955,0
0,297265,225,225,4,157,296609,0
0,421453,417,417,4,160,420860,0
0,10738,165,165,4,130,10142,1
0,410431,182,182,4,63,409799,0
0,739582,272,272,4,70,738989,0
0,741926,202,202,4,46,741234,0
0,2021354,36,36,4,17,2020752,1
1,22510,54,54,3,157,21845,0
0,12963,341,341,4,53,12349,0
0,1279824,190,190,4,17,1279111,1
0,2141017,327,327,4,48,2140400,0
0,203566,70,70,2,57,203195,1
0,641268,237,237,4,132,640657,1
1,1773473,334,334,3,120,1772775,1
0,537100,293,293,4,6,536468,1
0,3185,163,163,4,126,2544,1
0,1094415,318,318,4,58,1093786,1
0,548259,144,144,2,72,547909,0
0,4704,230,230,4,126,4066,0
0,55203,81,81,4,31,54550,0
0,288418,224,224,4,110,287768,0
0,165971,18,18,4,1,165327,0
0,627125,85,85,4,170,626559,1
0,606832,86,86,4,48,606242,0
0,11303,50,50,4,76,10641,1
0,661517,1,1,4,6,660867,1
