Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
0,611448,110,110,0,610807,2,0
0,2776,153,153,0,509,1,0
1,1204656,196,196,1,1202680,0,0
0,4025,163,163,0,1761,1,1
0,2650,24,25,0,386,1,1
1,560447,98,99,1,558669,0,1
1,335828,154,154,1,333633,0,1
1,480279,203,203,1,478171,0,0
1,7012,6,7,1,5501,0,1
0,12909,141,141,0,10807,1,1
0,11646,123,123,0,9286,1,1
1,1116077,150,150,1,1113876,0,0
0,76316,29,30,0,74154,1,1
1,496899,101,102,1,495853,0,0
0,15153,205,205,0,12949,1,1
0,1027491,76,77,0,1024990,1,0
1,170211,122,122,1,168412,0,1
1,799420,225,225,1,796943,0,0
0,377705,96,97,0,375522,1,0
0,5046,158,158,0,2860,1,1
0,914046,63,64,0,913312,3,0
0,244454,157,157,0,243822,2,0
0,394758,20,21,0,393970,2,0
0,574603,168,168,0,572120,1,0
1,5117,217,217,1,2943,0,0
1,252998,130,130,1,250869,0,0
1,1108,160,160,1,1,0,0
1,92964,92,93,1,90784,0,1
0,3133,51,52,0,824,1,1
1,470842,187,187,1,468923,0,0
1,4059,30,31,1,1852,0,0
0,4593,1,2,0,2230,1,1
1,689616,82,83,1,687517,0,0
1,598394,167,167,1,596190,0,0
1,185005,118,118,1,182789,0,0
0,507624,191,191,0,505363,1,0
1,459000,172,172,1,456733,0,0
1,123424,232,232,1,121439,0,0
0,53099,223,223,0,50910,1,1
1,4883,42,43,1,2628,0,1
0,4516,53,54,0,3179,3,1
1,17178,106,107,1,14941,0,1
0,81116,3,4,0,80040,2,1
0,703891,72,73,0,701787,2,0
0,79561,117,117,0,77369,1,1
0,3704,22,23,0,1446,1,1
1,299939,227,227,1,297915,0,1
0,115059,159,159,0,112891,1,1
0,827,13,14,0,3,2,0
0,28523,81,82,0,26538,1,1
1,547726,133,133,1,545198,0,0
0,19404,198,198,0,17227,1,0
0,1039862,77,78,0,1037046,1,0
1,1937904,25,26,1,1935421,0,0
1,52834,182,182,1,50840,0,0
0,28514,108,0,0,26043,1,0
0,1138,5,6,0,2,3,0
1,62927,148,148,1,60651,0,1
1,16106,73,74,1,14127,0,0
0,7548,54,55,0,5362,1,0
0,828692,193,193,0,827244,1,1
0,711734,32,33,0,710958,2,0
0,482055,111,111,0,479794,1,0
1,89110,206,206,1,86993,0,1
0,71096,137,137,0,68619,1,1
0,798,164,164,0,1,3,1
0,2326647,17,18,0,2325364,3,0
0,9859,208,208,0,7598,1,1
0,120751,185,185,0,119534,3,1
0,9642,211,211,0,7252,1,0
1,7125,109,109,1,5011,0,0
0,1699,85,86,0,101,3,1
0,1333,16,17,0,3,2,0
1,468090,40,41,1,465892,0,0
1,811009,210,210,1,808763,0,0
1,619207,202,202,1,617003,0,0
0,194620,124,124,0,192110,1,0
0,52112,103,104,0,49749,1,1
0,14957,64,65,0,12933,1,0
1,1621,65,66,1,2,0,1
1,813661,180,180,1,811541,0,0
0,560608,179,179,0,558551,1,0
1,961848,151,151,1,959689,0,0
0,915393,62,63,0,914149,2,0
0,6868,183,183,0,4559,1,1
0,50074,189,189,0,47909,1,1
0,487691,31,32,0,485538,1,0
0,7225,105,106,0,4853,1,0
0,669010,131,131,0,666635,1,0
0,2335,169,169,0,101,3,1
0,2976,162,162,0,781,1,0
0,1159648,142,142,0,1157084,1,0
0,140815,228,228,0,140096,2,1
0,3637,161,161,0,1680,2,1
0,17152,135,135,0,14774,1,1
1,3774,18,19,1,1570,0,0
1,8253,102,103,1,6340,0,1
0,477141,197,197,0,476586,2,0
0,4334,94,95,0,1968,1,1
1,20192,201,201,1,18165,0,1
1,636865,79,80,1,634829,0,0
0,391932,8,9,0,389746,1,1
0,1152,14,15,0,1,3,0
1,122003,229,229,1,119982,0,1
0,6765,192,192,0,4204,1,1
1,35613,194,194,1,33460,0,1
0,3468,70,71,0,1171,1,0
0,2352753,129,129,0,2351474,2,0
0,85349,66,67,0,84366,2,1
0,303473,216,216,0,301437,3,1
0,49973,26,27,0,48072,2,1
0,6110,99,100,0,3849,1,0
1,9061,55,56,1,6806,0,1
0,6479,134,134,0,5838,2,1
0,369971,60,61,0,367785,1,0
1,19107,104,105,1,16912,0,1
0,316113,226,226,0,313945,1,1
0,5333,21,22,0,3093,1,1
0,4679,113,113,0,2307,1,1
0,2152465,190,190,0,2150273,1,0
0,1347,23,24,0,4,3,0
0,3770,50,51,0,732,2,1
0,23314,236,236,0,21104,1,0
0,763294,174,174,0,761027,1,0
1,411395,37,38,1,410220,0,0
1,51771,234,234,1,49540,0,1
1,469090,34,35,1,466913,0,0
0,909502,74,75,0,907241,1,0
0,68193,146,146,0,66007,1,1
0,315631,215,215,0,313523,1,1
1,10067,28,29,1,8418,0,1
1,609383,78,79,1,607077,0,0
0,351915,199,199,0,350539,2,1
0,400277,27,28,0,398004,1,0
0,702444,212,212,0,701878,3,0
1,369509,61,62,1,367296,0,1
0,3147,43,44,0,535,1,1
0,526037,39,40,0,525222,3,0
0,57522,125,125,0,55348,1,1
1,1375691,119,119,1,1373202,0,0
1,3258,207,207,1,754,0,1
0,66424,233,233,0,64094,1,1
1,16197,176,176,1,13717,0,1
0,4947,46,47,0,2638,1,0
1,399311,90,91,1,397290,0,0
0,646569,181,181,0,644707,2,0
0,20107,68,69,0,17801,1,1
0,2123600,86,87,0,2121408,1,0
1,5726,0,1,1,3723,0,0
1,654471,75,76,1,652312,0,1
1,828777,107,108,1,827212,0,1
0,27070,139,139,0,24536,1,1
0,311650,214,214,0,309482,1,1
0,16283,184,184,0,15441,2,1
0,5683,56,57,0,3845,3,0
1,477984,149,149,1,475453,0,0
0,1178466,115,115,0,1176085,1,0
1,22657,144,144,1,20729,0,0
1,60946,145,145,1,58898,0,1
1,34512,89,90,1,32440,0,1
1,1028709,166,166,1,1026565,0,0
1,224206,200,200,1,222371,0,1
0,92121,138,138,0,90979,1,1
1,731499,33,34,1,729406,0,0
0,7491,126,126,0,5182,1,1
0,1036,15,16,0,2,3,1
0,14203,57,58,0,11819,1,1
0,1475,2,3,0,3,3,0
0,471716,220,220,0,470270,2,0
1,1909430,128,128,1,1907460,0,1
1,669243,186,186,1,667156,0,0
0,18709,35,36,0,16532,1,1
1,18062,132,132,1,16122,0,1
0,668634,155,155,0,666520,1,0
