Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,1991,180,180,1,321,5,1
1,7580,90,90,1,6150,5,1
1,317768,195,195,1,315381,5,0
0,587282,70,70,0,586959,2,0
1,10942,203,203,1,10619,5,1
1,929,17,17,1,492,5,0
1,6341,63,63,1,3546,5,0
1,28634,143,143,1,28311,5,1
1,751195,191,191,1,748829,5,0
0,2270,60,60,0,1968,0,1
1,629366,211,211,1,627348,5,0
1,609376,210,210,1,606950,5,0
1,2735,218,218,1,1362,5,1
1,4117,226,226,1,1346,5,1
1,6226,11,11,1,4295,5,0
1,481120,111,111,1,478592,5,0
1,215,5,5,1,3,5,0
1,2208,145,145,1,1,5,1
1,857583,112,112,1,854629,5,0
1,4959,103,103,1,2632,5,0
1,38673,93,93,1,38134,5,1
1,2184398,89,89,1,2181870,5,1
1,821170,102,102,1,818471,5,0
1,46181,185,185,1,45609,5,1
1,699100,74,74,1,696140,5,0
0,2029693,141,141,0,2028950,3,0
1,4564,46,46,1,2810,5,1
1,1582,12,12,1,692,5,1
1,3052,58,58,1,605,5,0
1,498493,236,236,1,497942,5,0
1,6017,222,222,1,3066,5,0
1,4965,128,128,1,2173,5,1
1,585603,190,190,1,583600,5,0
1,2706,91,91,1,1,5,1
1,89160,184,184,1,86623,5,1
1,475584,99,99,1,473026,5,0
1,101201,25,25,1,100433,5,1
1,6087,15,15,1,4936,5,1
1,1639600,201,201,1,1637255,5,0
1,1686,2,2,1,1,5,1
1,10351,179,179,1,7736,5,1
1,1399795,23,23,1,1397420,5,0
1,651190,197,197,1,650348,5,0
0,17833,32,32,0,17345,1,1
1,612,73,73,1,103,5,1
1,32383,205,205,1,29822,5,0
1,69602,86,86,1,68706,5,1
1,182518,44,44,1,180932,5,1
1,18217,120,120,1,15659,5,0
1,88109,221,221,1,87465,5,0
1,540826,37,37,1,537914,5,0
1,5666,171,171,1,3972,5,0
1,267665,227,227,1,267153,5,0
1,578251,165,165,1,576644,5,0
1,1121147,216,216,1,1120731,5,0
1,583,161,161,1,2,5,0
1,2783,39,39,1,909,5,1
1,67398,223,223,1,66466,5,1
1,453362,134,134,1,452610,5,0
1,11981,107,107,1,9216,5,0
1,935665,194,194,1,933350,5,0
1,9109,154,154,1,6119,5,1
1,228,18,18,1,1,5,0
0,2248,20,20,0,1520,1,1
1,74451,230,230,1,72187,5,1
1,3080,56,56,1,735,5,1
1,45115,206,206,1,42281,5,0
1,2190,101,101,1,1,5,1
1,922,9,9,1,412,5,0
1,521339,136,136,1,518895,5,0
1,663276,135,135,1,662509,5,0
1,783875,69,69,1,783721,5,0
1,24991,117,117,1,22313,5,0
0,1238,215,215,0,288,1,1
1,4197,150,150,1,3526,5,1
0,1066,0,0,0,947,1,1
1,1161359,96,96,1,1159086,5,0
1,63967,213,213,1,63425,5,1
1,8168,50,50,1,5343,5,0
1,1842055,212,212,1,1840004,5,0
1,40883,52,52,1,38052,5,1
1,9729,92,92,1,7402,5,1
1,17064,80,80,1,15238,5,0
1,521580,40,40,1,519241,5,0
1,207218,122,122,1,204852,5,1
1,640440,118,118,1,637990,5,0
1,957,170,170,1,103,5,1
1,504842,75,75,1,502038,5,0
1,45868,115,115,1,44981,5,1
1,18211,55,55,1,15392,5,1
1,963,78,78,1,103,5,1
1,772241,49,49,1,769332,5,0
0,1411,1,1,0,1097,2,0
1,630925,173,173,1,630173,5,0
1,35958,41,41,1,35374,5,1
1,34273,7,7,1,33176,5,1
1,617,57,57,1,1,5,0
1,478396,137,137,1,477242,5,0
1,392192,108,108,1,389835,5,0
1,28437,220,220,1,25624,5,1
1,4194,219,219,1,3232,5,0
1,16367,33,33,1,13620,5,1
1,13228,198,198,1,10472,5,1
1,1874,59,59,1,3,5,1
1,51751,110,110,1,49106,5,0
0,581031,238,238,0,580762,2,0
1,184333,77,77,1,183608,5,0
1,382722,104,104,1,380155,5,0
1,9773,228,228,1,7086,5,0
1,10829,83,83,1,8487,5,1
1,281858,155,155,1,279111,5,0
1,326018,105,105,1,323649,5,0
1,112160,88,88,1,109194,5,0
1,563,45,45,1,3,5,1
1,8610,81,81,1,7165,5,0
1,250640,175,175,1,247890,5,0
1,1020701,164,164,1,1018377,5,0
1,23344,167,167,1,21104,5,0
1,57748,53,53,1,55331,5,1
1,7904,100,100,1,5580,5,1
0,2011553,3,3,0,2010699,3,0
1,26773,114,114,1,26201,5,1
1,2033316,142,142,1,2030554,5,0
1,15743,209,209,1,15195,5,1
1,822273,214,214,1,821002,5,0
1,16756,28,28,1,15296,5,0
1,88412,98,98,1,86619,5,1
1,7310,234,234,1,4494,5,0
0,586872,181,181,0,586129,2,0
1,360854,47,47,1,358083,5,1
1,215357,64,64,1,214062,5,1
1,254233,182,182,1,251879,5,1
1,26957,139,139,1,26184,5,0
1,856711,132,132,1,855554,5,0
