Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position,Strand_Orientation
0,0,1025055,189,4,1024453,0
0,0,1654543,29,4,1654004,1
0,0,11006,12,4,10434,1
0,0,1840810,108,4,1840178,0
0,0,1182146,311,4,1181541,1
1,0,356421,429,3,355831,1
0,0,398667,246,4,398035,0
0,0,1235855,185,2,1235211,1
0,0,1806636,335,4,1806064,0
0,0,7249,51,4,6641,0
0,0,452612,279,4,451995,0
0,0,425782,137,2,425384,0
0,0,1121,1,4,531,0
0,0,725245,148,4,724664,1
0,0,7534,341,2,7151,0
0,0,14571,375,4,14272,0
0,0,244449,286,4,243556,0
0,0,622513,25,4,621803,0
0,0,261062,172,4,260553,0
0,0,253089,176,4,252442,0
0,0,305429,370,4,304515,0
1,0,690105,145,3,689434,0
0,0,26110,303,4,25487,1
0,0,55203,79,4,54550,0
0,0,6670,224,4,6140,1
0,0,467996,363,4,467418,0
0,0,1079,125,2,750,0
0,1,1784731,331,4,1784156,1
0,0,1392058,306,4,1391459,0
0,0,174019,63,4,173294,1
1,0,44727,393,3,44119,1
1,0,978860,273,1,978390,0
0,0,7294,259,4,6638,0
0,0,9111,129,2,8734,0
0,0,641578,81,4,640880,1
0,0,2852,15,4,2211,0
0,0,1610144,113,4,1609563,0
1,0,225709,67,3,225092,1
0,0,873,4,4,262,1
1,0,504309,425,3,503911,1
0,0,1707,376,4,1054,0
0,0,570400,73,4,569783,0
0,0,897457,270,4,896894,0
0,0,528985,290,4,528356,1
0,0,930600,240,4,929947,1
0,0,459742,247,4,459083,0
0,0,8892,374,4,8245,0
0,0,410431,179,4,409799,0
0,0,95645,62,4,95094,1
0,0,296809,419,4,296102,1
0,0,438791,31,4,438168,1
0,0,302673,242,4,302005,0
0,0,332148,409,4,331510,0
0,0,22912,56,2,22523,0
0,0,20624,72,4,19953,1
0,0,276224,133,4,275592,0
0,0,605996,236,4,605367,1
0,0,631273,155,4,630704,1
1,0,893116,237,3,892445,1
0,0,9993,32,4,9376,1
0,0,1448091,87,4,1447573,1
0,0,12594,195,4,11959,1
0,0,389569,245,4,388676,0
0,0,28027,42,4,27344,0
0,0,426818,134,4,426186,1
0,0,32545,260,4,31979,0
1,0,11424,39,3,10828,0
0,0,474095,352,4,473496,0
1,0,891600,269,1,891058,1
0,0,1570983,119,4,1570405,1
0,0,487260,199,4,486679,1
1,0,28680,127,3,27985,0
0,0,478938,100,4,478315,0
0,0,1109266,396,4,1108595,0
0,0,21792,343,4,21193,0
0,0,652493,234,4,651543,1
0,0,538452,143,4,537880,1
0,0,21840,227,4,21079,0
0,0,567898,122,2,567485,0
0,0,53116,395,5,52718,0
0,0,308712,368,4,308044,0
0,0,641268,232,4,640657,1
0,0,1591262,329,4,1590720,0
0,0,559332,141,2,558976,0
0,0,643220,197,4,642618,0
1,0,588625,154,3,587969,1
0,0,269583,418,4,268954,0
1,0,1591401,209,3,1590901,0
0,0,1060193,187,4,1059636,1
0,0,272757,178,4,271798,0
0,0,21892,337,4,21179,0
0,0,400683,54,4,400036,1
0,0,11825,43,4,11139,0
0,0,610947,365,4,610288,1
0,0,1183104,323,4,1182499,0
0,0,1871216,107,4,1870641,0
0,0,1100102,405,4,1099440,1
0,0,223254,287,4,222562,0
0,0,2130876,103,4,2130250,1
0,0,5418,228,4,4696,1
0,0,274287,170,4,273715,1
0,0,212591,428,4,211887,1
0,0,253619,168,4,252897,0
0,0,190891,64,4,190256,1
0,0,33533,389,4,32910,1
0,0,66227,299,4,65685,0
0,0,1038285,188,4,1037734,1
0,0,1299223,183,4,1298663,0
0,0,555039,76,4,554104,0
0,0,1790185,216,4,1789544,1
0,0,110877,152,5,110344,1
0,0,70385,296,4,69732,0
0,0,406686,135,4,406078,0
0,1,1894275,109,4,1893637,1
0,0,48963,356,4,48349,0
0,0,63431,61,4,62859,0
0,0,563485,92,2,563114,0
1,0,1947,14,3,1330,1
0,1,849658,22,4,849029,1
0,0,17246,264,4,16593,0
0,0,11667,257,4,10975,1
0,0,1192370,312,4,1191744,1
0,0,789660,147,4,789061,1
0,0,484940,353,4,484143,0
0,0,551183,223,2,550740,0
0,0,1665163,28,4,1664528,0
0,0,15815,359,4,15231,0
0,0,423275,201,4,422700,0
0,0,50225,394,4,49587,0
0,0,23909,360,4,23259,0
0,0,1935320,212,4,1934724,0
0,0,1439745,88,4,1439215,1
0,0,1646736,210,4,1646206,0
0,0,5356,348,4,4736,1
0,0,281837,177,4,281250,0
0,0,217404,21,4,216745,0
0,0,462632,136,4,462006,0
0,0,565167,380,2,564760,0
0,0,4939,6,4,4241,1
0,0,497547,249,4,496699,0
0,0,2159962,324,4,2159390,0
0,0,1722444,336,4,1721857,1
0,0,627125,83,4,626559,1
0,0,510533,430,4,509916,0
0,0,2103139,217,4,2102468,1
0,0,211634,417,5,211245,0
0,0,34921,265,4,34262,1
0,0,1578872,118,4,1578312,0
0,0,602022,158,4,601444,0
0,0,9539,194,4,8904,1
0,0,497850,293,4,497083,1
0,0,465000,351,4,464038,0
0,0,283286,423,4,282588,0
0,0,1863,41,4,1279,0
1,0,1337715,207,3,1337152,0
0,0,10499,37,2,10110,1
0,0,6256,128,2,5888,0
0,0,77237,58,4,76545,0
0,0,1685667,115,0,1685527,0
0,0,584282,131,4,583626,1
0,0,1212108,309,4,1211533,0
0,0,8071,391,4,7124,1
0,0,636879,156,4,636250,1
0,0,1357417,308,4,1356881,1
0,0,1413348,206,4,1412725,1
0,0,897652,238,4,897068,0
0,0,102031,0,4,101630,1
0,0,460277,280,4,459570,0
0,0,550961,288,4,550314,1
0,0,2082607,34,4,2081918,1
0,0,673589,182,4,672981,1
0,0,262590,284,4,261997,0
0,0,1069989,191,4,1069351,0
0,0,54130,398,4,53294,1
0,0,238595,169,4,237978,1
0,0,2039757,326,4,2039173,1
0,0,55031,263,4,54300,0
0,0,42738,390,4,42403,1
0,0,698962,95,4,698387,1
0,0,1037760,367,4,1037092,1
0,0,522585,431,4,522157,0
0,0,1653046,111,4,1652444,1
0,0,610905,153,4,610333,0
0,0,9693,358,4,9067,0
0,0,331967,150,4,331098,0
0,0,57983,60,4,57381,1
0,0,488252,248,4,487683,0
0,0,152203,400,4,151562,0
0,0,7816,166,4,6941,1
0,0,473006,250,4,472107,0
0,0,8984,253,4,8412,1
0,0,296422,241,4,295724,0
0,0,786,371,4,88,0
0,0,541203,101,4,540331,0
0,0,1896,252,4,1198,1
0,0,433446,202,4,432955,0
0,0,297265,220,4,296609,0
0,0,421453,415,4,420860,0
0,0,10738,161,4,10142,1
0,0,422988,180,4,422386,0
0,0,739582,268,4,738989,0
0,0,741926,198,4,741234,0
0,0,2021354,35,4,2020752,1
1,0,22510,52,3,21845,0
0,0,12963,339,4,12349,0
0,0,1279824,186,4,1279111,1
0,0,2141017,325,4,2140400,0
0,0,213605,69,4,212727,1
0,0,649380,233,4,648745,1
1,0,1773473,332,3,1772775,1
0,0,542828,289,4,542232,1
0,0,3185,159,4,2544,1
0,0,1094415,316,4,1093786,1
0,0,548259,140,2,547909,0
0,0,4704,225,4,4066,0
0,0,67780,413,4,67067,0
0,0,288418,219,4,287768,0
0,0,498188,427,4,497556,1
0,0,633393,80,4,632488,1
0,0,606832,84,4,606242,0
0,0,11303,48,4,10641,1
0,0,667099,3,4,666332,1
