StrandOrientation,GenomicEndPosition,GeneId,GeneDbId,GeneType,ChromosomeId,GenomicStartPosition
1,12158,10,10,0,43,9363
0,21771,85,85,0,64,19363
0,506933,17,17,0,23,504105
0,465591,164,164,0,15,462814
1,292921,246,246,0,6,290183
0,579976,259,259,0,15,577358
1,16377,145,145,0,74,13513
1,199898,35,35,1,19,197364
0,1633076,189,189,1,31,1630521
0,602587,42,42,0,31,600077
0,768058,77,77,0,23,765323
1,1129346,170,170,0,32,1126764
0,20976,59,59,0,46,18310
0,5331,150,150,0,75,2932
1,204433,64,64,0,14,201761
0,1825289,190,190,0,32,1822929
0,700388,14,14,0,15,697620
1,6553,119,119,0,68,4166
0,1169591,224,224,0,24,1166769
1,21057,156,156,0,3,18763
1,565683,139,139,0,6,563344
0,262330,244,244,0,6,259847
0,1251196,183,183,0,30,1248512
1,1015945,210,210,0,23,1013150
1,1147282,169,169,0,32,1144757
1,721934,76,76,0,23,719244
0,1582479,188,188,1,31,1579936
1,237391,72,72,0,9,234584
1,218715,57,57,0,17,215884
0,11062,4,4,0,39,8450
1,1570228,98,98,0,30,1568267
0,308185,67,67,1,23,306188
0,561205,47,47,0,8,558770
0,410579,135,135,0,16,407808
0,57145,58,58,0,46,54284
0,849988,207,207,0,23,847319
1,456596,15,15,0,5,453903
1,60414,228,228,0,87,57859
1,1007699,208,208,0,23,1005114
1,7898,9,9,0,42,5274
0,245264,50,50,0,0,242583
0,4732,122,122,0,71,2051
0,21506,60,60,0,62,18858
1,23129,125,125,0,73,20358
0,472189,71,71,0,18,469499
0,1014233,133,133,1,31,1011738
0,34218,61,61,0,62,31414
1,2102129,101,101,0,31,2099463
1,82609,137,137,0,19,79808
0,1317329,97,97,0,30,1314768
1,396615,253,253,1,18,394090
1,585607,83,83,0,6,583331
1,10603,6,6,0,40,7772
1,460231,148,148,0,13,457457
0,276688,212,212,1,24,274223
1,187696,250,250,0,9,185057
1,10893,92,92,0,33,8359
1,4709,30,30,0,57,2067
1,13678,157,157,0,3,10931
1,14331,231,231,0,88,11776
1,1650945,11,11,0,31,1648582
0,7054,121,121,0,70,4541
0,476059,149,149,1,5,473501
1,3590,213,213,0,82,942
0,1816759,192,192,0,32,1814429
1,2010450,108,108,0,32,2008033
1,529696,178,178,0,1,526820
0,280853,65,65,0,23,278046
0,436968,247,247,1,6,434224
1,408724,138,138,1,35,406415
0,1036042,116,116,0,25,1033382
0,25731,8,8,0,41,22858
0,35248,53,53,0,61,32438
1,2099,2,2,0,37,3
0,903444,114,114,1,23,900637
1,559805,147,147,1,13,557001
1,2171498,185,185,0,31,2169063
0,817323,79,79,0,23,814468
1,35322,194,194,0,77,32611
0,585177,206,206,0,23,582301
1,41459,220,220,0,86,38613
1,594398,177,177,0,1,592146
0,421319,162,162,0,15,418704
0,16042,110,110,0,67,13142
1,629809,112,112,0,13,627020
1,620072,45,45,0,8,617640
1,86749,154,154,1,3,84020
0,1115182,221,221,0,24,1112378
0,546370,48,48,0,8,543824
0,22835,146,146,0,74,20457
0,65602,23,23,0,54,62846
0,321121,173,173,0,32,318503
1,3099,86,86,0,65,313
1,2201057,56,56,0,32,2198634
0,1882048,103,103,1,31,1879670
0,2065088,100,100,1,31,2062416
1,8030,144,144,0,74,5538
1,54570,26,26,0,44,51787
1,12466,230,230,0,87,9926
0,1745786,12,12,0,31,1743231
0,1189938,226,226,0,24,1187140
1,596823,95,95,0,8,594229
1,565358,84,84,0,32,563163
1,935144,130,130,0,31,932427
1,7331,93,93,0,48,4482
1,167573,36,36,0,19,164778
1,191757,113,113,0,10,188965
1,344245,13,13,0,0,341906
1,205713,249,249,0,9,202903
0,546874,142,142,0,15,544250
0,1851640,105,105,0,31,1848668
0,468388,69,69,0,6,465485
0,14547,19,19,0,52,12235
0,425184,136,136,0,16,422410
1,249052,73,73,0,9,246272
0,7271,21,21,0,53,4884
0,3982,1,1,0,36,1541
0,71558,155,155,1,3,69066
0,399549,239,239,0,16,396772
0,11601,40,40,0,59,9187
1,175571,94,94,0,28,172800
0,110238,229,229,0,87,107374
0,783613,78,78,0,23,780839
1,8573,216,216,0,84,6039
1,7513,3,3,0,38,4757
1,171781,0,0,0,11,169685
1,221070,140,140,0,9,218443
1,1484951,184,184,0,30,1482129
1,880730,132,132,0,31,877992
1,12861,241,241,0,89,10087
0,763632,128,128,0,31,761305
1,1152001,182,182,1,30,1149578
0,184674,5,5,0,12,182293
1,194602,251,251,0,9,191840
1,2180588,55,55,0,32,2178147
1,17047,37,37,0,45,14579
0,256062,181,181,0,5,253732
0,1181628,225,225,0,24,1179322
1,2776,51,51,1,61,113
1,950785,131,131,0,31,948302
0,8596,124,124,0,72,5819
0,24923,63,63,0,47,22032
0,42017,202,202,1,81,39222
0,1200167,196,196,0,23,1197396
0,696919,74,74,0,23,694046
0,316755,118,118,1,24,314314
0,428401,70,70,0,18,425663
0,388287,240,240,0,16,385492
0,2113696,54,54,1,31,2111357
0,272153,66,66,0,23,269451
1,22052,242,242,0,90,19278
0,222070,180,180,0,5,219359
1,775880,129,129,0,31,773208
0,432436,160,160,1,15,429818
1,180486,34,34,0,19,177754
1,11536,32,32,0,58,9554
0,15093,158,158,0,19,12226
